id	incident_key	payload_key	value
13118	vik_sea_king_expedition_west_raid_5_3	TREASURY	AMOUNT[-250]
13127	vik_sea_king_expedition_west_raid_6_1	TREASURY	AMOUNT[500]
13134	vik_sea_king_expedition_west_raid_6_2	TREASURY	AMOUNT[250]
13139	vik_sea_king_expedition_west_raid_6_3	TREASURY	AMOUNT[-250]
13142	vik_sea_king_expedition_west_raid_7_1	TREASURY	AMOUNT[500]
13144	vik_sea_king_expedition_west_raid_7_2	TREASURY	AMOUNT[250]
13154	vik_sea_king_expedition_west_raid_7_3	TREASURY	AMOUNT[-250]
13164	vik_sea_king_expedition_west_raid_8_1	TREASURY	AMOUNT[500]
13168	vik_sea_king_expedition_west_raid_8_2	TREASURY	AMOUNT[250]
13174	vik_sea_king_expedition_west_raid_8_3	TREASURY	AMOUNT[-250]
13182	vik_sea_king_expedition_west_raid_9_1	TREASURY	AMOUNT[500]
13187	vik_sea_king_expedition_west_raid_9_2	TREASURY	AMOUNT[250]
13189	vik_sea_king_expedition_west_raid_9_3	TREASURY	AMOUNT[-250]
13192	vik_dyflin_selling_slaves_1	TREASURY	AMOUNT[2500]
13200	vik_dyflin_selling_slaves_2	TREASURY	AMOUNT[500]
13201	vik_dyflin_selling_slaves_3	TREASURY	AMOUNT[750]
13208	vik_dyflin_selling_slaves_4	TREASURY	AMOUNT[1000]
13211	vik_dyflin_selling_slaves_5	TREASURY	AMOUNT[1250]
13217	vik_dyflin_selling_slaves_6	TREASURY	AMOUNT[1500]
13220	vik_dyflin_selling_slaves_7	TREASURY	AMOUNT[1800]
13229	vik_dyflin_selling_slaves_8	TREASURY	AMOUNT[2000]
13235	vik_dyflin_selling_slaves_9	TREASURY	AMOUNT[2500]
13245	vik_dyflin_selling_slaves_10	TREASURY	AMOUNT[2500]
13250	vik_dyflin_selling_slaves_11	TREASURY	AMOUNT[2500]
13252	vik_miercna_battle_victory_1	TREASURY	AMOUNT[100]
13257	vik_miercna_battle_victory_2	TREASURY	AMOUNT[250]
13260	vik_miercna_battle_victory_3	TREASURY	AMOUNT[400]
13262	vik_miercna_battle_victory_4	TREASURY	AMOUNT[500]
13286	vik_dyflin_selling_slaves_10a	TREASURY	AMOUNT[2700]
13296	vik_dyflin_selling_slaves_3a	TREASURY	AMOUNT[875]
13299	vik_dyflin_selling_slaves_4a	TREASURY	AMOUNT[1125]
13303	vik_dyflin_selling_slaves_6a	TREASURY	AMOUNT[1750]
13309	vik_dyflin_selling_slaves_8a	TREASURY	AMOUNT[2100]
16132	vik_tob_incident_strip_estate_agricultural_criminal	TREASURY	AMOUNT[750]
16134	vik_tob_incident_strip_estate_religious_criminal	TREASURY	AMOUNT[750]
16141	vik_tob_incident_strip_estate_noble_criminal	TREASURY	AMOUNT[750]
