campaign_key	faction_key	level	skill_key	subculture_key	image_path	unlocked_at_rank
		1	vik_back_wife_midwife_mide		x	0
		1	vik_back_wife_midwife_mierce		x	0
		1	vik_back_wife_midwife_northymbre		x	0
		1	vik_back_wife_midwife_strat_clut		x	0
		1	vik_back_wife_midwife_sudreyar		x	0
		1	vik_back_wife_midwife_west_seaxe		x	0
		1	vik_back_wife_natural_beauty		x	0
		1	vik_back_wife_natural_beauty_circenn		x	0
		1	vik_back_wife_natural_beauty_dyflin		x	0
		1	vik_back_wife_natural_beauty_east_engle		x	0
		1	vik_back_wife_natural_beauty_gwined		x	0
		1	vik_back_wife_natural_beauty_mide		x	0
		1	vik_back_wife_natural_beauty_mierce		x	0
		1	vik_back_wife_natural_beauty_northymbre		x	0
		1	vik_back_wife_natural_beauty_strat_clut		x	0
		1	vik_back_wife_natural_beauty_sudreyar		x	0
		1	vik_back_wife_natural_beauty_west_seaxe		x	0
		1	vik_back_wife_noble		x	0
		1	vik_back_wife_noble_circenn		x	0
		1	vik_back_wife_noble_dyflin		x	0
		1	vik_back_wife_noble_east_engle		x	0
		1	vik_back_wife_noble_gwined		x	0
		1	vik_back_wife_noble_mide		x	0
		1	vik_back_wife_noble_mierce		x	0
		1	vik_back_wife_noble_northymbre		x	0
		1	vik_back_wife_noble_strat_clut		x	0
		1	vik_back_wife_noble_sudreyar		x	0
		1	vik_back_wife_noble_west_seaxe		x	0
		1	vik_back_wife_organised		x	0
		1	vik_back_wife_organised_circenn		x	0
		1	vik_back_wife_organised_dyflin		x	0
		1	vik_back_wife_organised_east_engle		x	0
		1	vik_back_wife_organised_gwined		x	0
		1	vik_back_wife_organised_mide		x	0
		1	vik_back_wife_organised_mierce		x	0
		1	vik_back_wife_organised_northymbre		x	0
		1	vik_back_wife_organised_strat_clut		x	0
		1	vik_back_wife_organised_sudreyar		x	0
		1	vik_back_wife_organised_west_seaxe		x	0
		1	vik_back_wife_peaceful		x	0
		1	vik_back_wife_peaceful_circenn		x	0
		1	vik_back_wife_peaceful_dyflin		x	0
		1	vik_back_wife_peaceful_east_engle		x	0
		1	vik_back_wife_peaceful_gwined		x	0
		1	vik_back_wife_peaceful_mide		x	0
		1	vik_back_wife_peaceful_mierce		x	0
		1	vik_back_wife_peaceful_northymbre		x	0
		1	vik_back_wife_peaceful_strat_clut		x	0
		1	vik_back_wife_peaceful_sudreyar		x	0
		1	vik_back_wife_peaceful_west_seaxe		x	0
		1	vik_back_wife_renowned		x	0
		1	vik_back_wife_renowned_circenn		x	0
		1	vik_back_wife_renowned_dyflin		x	0
		1	vik_back_wife_renowned_east_engle		x	0
		1	vik_back_wife_renowned_gwined		x	0
		1	vik_back_wife_renowned_mide		x	0
		1	vik_back_wife_renowned_mierce		x	0
		1	vik_back_wife_renowned_northymbre		x	0
		1	vik_back_wife_renowned_strat_clut		x	0
		1	vik_back_wife_renowned_sudreyar		x	0
		1	vik_back_wife_renowned_west_seaxe		x	0
		1	vik_back_wife_sensible		x	0
		1	vik_back_wife_sensible_circenn		x	0
		1	vik_back_wife_sensible_dyflin		x	0
		1	vik_back_wife_sensible_east_engle		x	0
		1	vik_back_wife_sensible_gwined		x	0
		1	vik_back_wife_sensible_mide		x	0
		1	vik_back_wife_sensible_mierce		x	0
		1	vik_back_wife_sensible_northymbre		x	0
		1	vik_back_wife_sensible_strat_clut		x	0
		1	vik_back_wife_sensible_sudreyar		x	0
		1	vik_back_wife_sensible_west_seaxe		x	0
		1	vik_back_wife_shieldmaiden		x	0
		1	vik_back_wife_shieldmaiden_circenn		x	0
		1	vik_back_wife_shieldmaiden_dyflin		x	0
		1	vik_back_wife_shieldmaiden_east_engle		x	0
		1	vik_back_wife_shieldmaiden_gwined		x	0
		1	vik_back_wife_shieldmaiden_mide		x	0
		1	vik_back_wife_shieldmaiden_mierce		x	0
		1	vik_back_wife_shieldmaiden_northymbre		x	0
		1	vik_back_wife_shieldmaiden_strat_clut		x	0
		1	vik_back_wife_shieldmaiden_sudreyar		x	0
		1	vik_back_wife_shieldmaiden_west_seaxe		x	0
		1	vik_back_wife_strict		x	0
		1	vik_back_wife_strict_circenn		x	0
		1	vik_back_wife_strict_dyflin		x	0
		1	vik_back_wife_strict_east_engle		x	0
		1	vik_back_wife_strict_gwined		x	0
		1	vik_back_wife_strict_mide		x	0
		1	vik_back_wife_strict_mierce		x	0
		1	vik_back_wife_strict_northymbre		x	0
		1	vik_back_wife_strict_strat_clut		x	0
		1	vik_back_wife_strict_sudreyar		x	0
		1	vik_back_wife_strict_west_seaxe		x	0
		1	vik_back_wife_ugly		x	0
		1	vik_back_wife_ugly_circenn		x	0
		1	vik_back_wife_ugly_dyflin		x	0
		1	vik_back_wife_ugly_east_engle		x	0
		1	vik_back_wife_ugly_gwined		x	0
		1	vik_back_wife_ugly_mide		x	0
		1	vik_back_wife_ugly_mierce		x	0
		1	vik_back_wife_ugly_northymbre		x	0
		1	vik_back_wife_ugly_strat_clut		x	0
		1	vik_back_wife_ugly_sudreyar		x	0
		1	vik_back_wife_ugly_west_seaxe		x	0
		1	vik_back_wife_unfaithful		x	0
		1	vik_back_wife_unfaithful_circenn		x	0
		1	vik_back_wife_unfaithful_dyflin		x	0
		1	vik_back_wife_unfaithful_east_engle		x	0
		1	vik_back_wife_unfaithful_gwined		x	0
		1	vik_back_wife_unfaithful_mide		x	0
		1	vik_back_wife_unfaithful_mierce		x	0
		1	vik_back_wife_unfaithful_northymbre		x	0
		1	vik_back_wife_unfaithful_strat_clut		x	0
		1	vik_back_wife_unfaithful_sudreyar		x	0
		1	vik_back_wife_unfaithful_west_seaxe		x	0
		1	vik_back_wife_wasteful		x	0
		1	vik_back_wife_wasteful_circenn		x	0
		1	vik_back_wife_wasteful_dyflin		x	0
		1	vik_back_wife_wasteful_east_engle		x	0
		1	vik_back_wife_wasteful_gwined		x	0
		1	vik_back_wife_wasteful_mide		x	0
		1	vik_back_wife_wasteful_mierce		x	0
		1	vik_back_wife_wasteful_northymbre		x	0
		1	vik_back_wife_wasteful_strat_clut		x	0
		1	vik_back_wife_wasteful_sudreyar		x	0
		1	vik_back_wife_wasteful_west_seaxe		x	0
		1	vik_back_wife_wealthy		x	0
		1	vik_back_wife_wealthy_circenn		x	0
		1	vik_back_wife_wealthy_dyflin		x	0
		1	vik_back_wife_wealthy_east_engle		x	0
		1	vik_back_wife_wealthy_gwined		x	0
		1	vik_back_wife_wealthy_mide		x	0
		1	vik_back_wife_wealthy_mierce		x	0
		1	vik_back_wife_wealthy_northymbre		x	0
		1	vik_back_wife_wealthy_strat_clut		x	0
		1	vik_back_wife_wealthy_sudreyar		x	0
		1	vik_back_wife_wealthy_west_seaxe		x	0
		1	vik_back_wife_well_connected		x	0
		1	vik_back_wife_well_connected_circenn		x	0
		1	vik_back_wife_well_connected_dyflin		x	0
		1	vik_back_wife_well_connected_east_engle		x	0
		1	vik_back_wife_well_connected_gwined		x	0
		1	vik_back_wife_well_connected_mide		x	0
		1	vik_back_wife_well_connected_mierce		x	0
		1	vik_back_wife_well_connected_northymbre		x	0
		1	vik_back_wife_well_connected_strat_clut		x	0
		1	vik_back_wife_well_connected_sudreyar		x	0
		1	vik_back_wife_well_connected_west_seaxe		x	0
		1	vik_back_wife_wise		x	0
		1	vik_back_wife_wise_circenn		x	0
		1	vik_back_wife_wise_dyflin		x	0
		1	vik_back_wife_wise_east_engle		x	0
		1	vik_back_wife_wise_gwined		x	0
		1	vik_back_wife_wise_mide		x	0
		1	vik_back_wife_wise_mierce		x	0
		1	vik_back_wife_wise_northymbre		x	0
		1	vik_back_wife_wise_strat_clut		x	0
		1	vik_back_wife_wise_sudreyar		x	0
		1	vik_back_wife_wise_west_seaxe		x	0
		1	vik_dummy_agent		x	0
		1	vik_dummy_army		x	0
		1	vik_dummy_navy		x	0
		1	vik_follower_bard		x	0
		1	vik_follower_bard_circenn		x	0
		1	vik_follower_bard_dyflin		x	0
		1	vik_follower_bard_east_engle		x	0
		1	vik_follower_bard_gwined		x	0
		1	vik_follower_bard_mide		x	0
		1	vik_follower_bard_mierce		x	0
		1	vik_follower_bard_northymbre		x	0
		1	vik_follower_bard_strat_clut		x	0
		1	vik_follower_bard_sudreyar		x	0
		1	vik_follower_bard_west_seaxe		x	0
		1	vik_follower_champion		x	0
		1	vik_follower_champion_circenn		x	0
		1	vik_follower_champion_dyflin		x	0
		1	vik_follower_champion_east_engle		x	0
		1	vik_follower_champion_gwined		x	0
		1	vik_follower_champion_mide		x	0
		1	vik_follower_champion_mierce		x	0
		1	vik_follower_champion_northymbre		x	0
		1	vik_follower_champion_strat_clut		x	0
		1	vik_follower_champion_sudreyar		x	0
		1	vik_follower_champion_west_seaxe		x	0
		1	vik_follower_forager		x	0
		1	vik_follower_forager_circenn		x	0
		1	vik_follower_forager_dyflin		x	0
		1	vik_follower_forager_east_engle		x	0
		1	vik_follower_forager_gwined		x	0
		1	vik_follower_forager_mide		x	0
		1	vik_follower_forager_mierce		x	0
		1	vik_follower_forager_northymbre		x	0
		1	vik_follower_forager_strat_clut		x	0
		1	vik_follower_forager_sudreyar		x	0
		1	vik_follower_forager_west_seaxe		x	0
		1	vik_follower_pillager		x	0
		1	vik_follower_pillager_circenn		x	0
		1	vik_follower_pillager_dyflin		x	0
		1	vik_follower_pillager_east_engle		x	0
		1	vik_follower_pillager_gwined		x	0
		1	vik_follower_pillager_mide		x	0
		1	vik_follower_pillager_mierce		x	0
		1	vik_follower_pillager_northymbre		x	0
		1	vik_follower_pillager_strat_clut		x	0
		1	vik_follower_pillager_sudreyar		x	0
		1	vik_follower_pillager_west_seaxe		x	0
		1	vik_follower_priest		x	0
		1	vik_follower_priest_circenn		x	0
		1	vik_follower_priest_dyflin		x	0
		1	vik_follower_priest_east_engle		x	0
		1	vik_follower_priest_gwined		x	0
		1	vik_follower_priest_mide		x	0
		1	vik_follower_priest_mierce		x	0
		1	vik_follower_priest_northymbre		x	0
		1	vik_follower_priest_strat_clut		x	0
		1	vik_follower_priest_sudreyar		x	0
		1	vik_follower_priest_west_seaxe		x	0
		1	vik_follower_quartermaster		x	0
		1	vik_follower_quartermaster_circenn		x	0
		1	vik_follower_quartermaster_dyflin		x	0
		1	vik_follower_quartermaster_east_engle		x	0
		1	vik_follower_quartermaster_gwined		x	0
		1	vik_follower_quartermaster_mide		x	0
		1	vik_follower_quartermaster_mierce		x	0
		1	vik_follower_quartermaster_northymbre		x	0
		1	vik_follower_quartermaster_strat_clut		x	0
		1	vik_follower_quartermaster_sudreyar		x	0
		1	vik_follower_quartermaster_west_seaxe		x	0
		1	vik_follower_scribe		x	0
		1	vik_follower_scribe_circenn		x	0
		1	vik_follower_scribe_dyflin		x	0
		1	vik_follower_scribe_east_engle		x	0
		1	vik_follower_scribe_gwined		x	0
		1	vik_follower_scribe_mide		x	0
		1	vik_follower_scribe_mierce		x	0
		1	vik_follower_scribe_northymbre		x	0
		1	vik_follower_scribe_strat_clut		x	0
		1	vik_follower_scribe_sudreyar		x	0
		1	vik_follower_scribe_west_seaxe		x	0
		1	vik_follower_siege_engineer		x	0
		1	vik_follower_siege_engineer_circenn		x	0
		1	vik_follower_siege_engineer_dyflin		x	0
		1	vik_follower_siege_engineer_east_engle		x	0
		1	vik_follower_siege_engineer_gwined		x	0
		1	vik_follower_siege_engineer_mide		x	0
		1	vik_follower_siege_engineer_mierce		x	0
		1	vik_follower_siege_engineer_northymbre		x	0
		1	vik_follower_siege_engineer_strat_clut		x	0
		1	vik_follower_siege_engineer_sudreyar		x	0
		1	vik_follower_siege_engineer_west_seaxe		x	0
		1	vik_general_back_born_commander		x	0
		1	vik_general_back_born_commander_circenn		x	0
		1	vik_general_back_born_commander_dyflin		x	0
		1	vik_general_back_born_commander_east_engle		x	0
		1	vik_general_back_born_commander_gwined		x	0
		1	vik_general_back_born_commander_mide		x	0
		1	vik_general_back_born_commander_mierce		x	0
		1	vik_general_back_born_commander_northymbre		x	0
		1	vik_general_back_born_commander_strat_clut		x	0
		1	vik_general_back_born_commander_sudreyar		x	0
		1	vik_general_back_born_commander_west_seaxe		x	0
		1	vik_general_back_born_governor		x	0
		1	vik_general_back_born_governor_circenn		x	0
		1	vik_general_back_born_governor_dyflin		x	0
		1	vik_general_back_born_governor_east_engle		x	0
		1	vik_general_back_born_governor_gwined		x	0
		1	vik_general_back_born_governor_mide		x	0
		1	vik_general_back_born_governor_mierce		x	0
		1	vik_general_back_born_governor_northymbre		x	0
		1	vik_general_back_born_governor_strat_clut		x	0
		1	vik_general_back_born_governor_sudreyar		x	0
		1	vik_general_back_born_governor_west_seaxe		x	0
		1	vik_general_back_cavalry_recruitment		x	0
		1	vik_general_back_cavalry_recruitment_circenn		x	0
		1	vik_general_back_cavalry_recruitment_dyflin		x	0
		1	vik_general_back_cavalry_recruitment_east_engle		x	0
		1	vik_general_back_cavalry_recruitment_gwined		x	0
		1	vik_general_back_cavalry_recruitment_mide		x	0
		1	vik_general_back_cavalry_recruitment_mierce		x	0
		1	vik_general_back_cavalry_recruitment_northymbre		x	0
		1	vik_general_back_cavalry_recruitment_strat_clut		x	0
		1	vik_general_back_cavalry_recruitment_sudreyar		x	0
		1	vik_general_back_cavalry_recruitment_west_seaxe		x	0
		1	vik_general_back_cavalry_upkeep		x	0
		1	vik_general_back_cavalry_upkeep_circenn		x	0
		1	vik_general_back_cavalry_upkeep_dyflin		x	0
		1	vik_general_back_cavalry_upkeep_east_engle		x	0
		1	vik_general_back_cavalry_upkeep_gwined		x	0
		1	vik_general_back_cavalry_upkeep_mide		x	0
		1	vik_general_back_cavalry_upkeep_mierce		x	0
		1	vik_general_back_cavalry_upkeep_northymbre		x	0
		1	vik_general_back_cavalry_upkeep_strat_clut		x	0
		1	vik_general_back_cavalry_upkeep_sudreyar		x	0
		1	vik_general_back_cavalry_upkeep_west_seaxe		x	0
		1	vik_general_back_champion_rider		x	0
		1	vik_general_back_champion_rider_circenn		x	0
		1	vik_general_back_champion_rider_dyflin		x	0
		1	vik_general_back_champion_rider_east_engle		x	0
		1	vik_general_back_champion_rider_gwined		x	0
		1	vik_general_back_champion_rider_mide		x	0
		1	vik_general_back_champion_rider_mierce		x	0
		1	vik_general_back_champion_rider_northymbre		x	0
		1	vik_general_back_champion_rider_strat_clut		x	0
		1	vik_general_back_champion_rider_sudreyar		x	0
		1	vik_general_back_champion_rider_west_seaxe		x	0
		1	vik_general_back_defender		x	0
		1	vik_general_back_defender_circenn		x	0
		1	vik_general_back_defender_dyflin		x	0
		1	vik_general_back_defender_east_engle		x	0
		1	vik_general_back_defender_gwined		x	0
		1	vik_general_back_defender_mide		x	0
		1	vik_general_back_defender_mierce		x	0
		1	vik_general_back_defender_northymbre		x	0
		1	vik_general_back_defender_strat_clut		x	0
		1	vik_general_back_defender_sudreyar		x	0
		1	vik_general_back_defender_west_seaxe		x	0
		1	vik_general_back_farmer		x	0
		1	vik_general_back_farmer_circenn		x	0
		1	vik_general_back_farmer_dyflin		x	0
		1	vik_general_back_farmer_east_engle		x	0
		1	vik_general_back_farmer_gwined		x	0
		1	vik_general_back_farmer_mide		x	0
		1	vik_general_back_farmer_mierce		x	0
		1	vik_general_back_farmer_northymbre		x	0
		1	vik_general_back_farmer_strat_clut		x	0
		1	vik_general_back_farmer_sudreyar		x	0
		1	vik_general_back_farmer_west_seaxe		x	0
		1	vik_general_back_fearless		x	0
		1	vik_general_back_fearless_circenn		x	0
		1	vik_general_back_fearless_dyflin		x	0
		1	vik_general_back_fearless_east_engle		x	0
		1	vik_general_back_fearless_gwined		x	0
		1	vik_general_back_fearless_mide		x	0
		1	vik_general_back_fearless_mierce		x	0
		1	vik_general_back_fearless_northymbre		x	0
		1	vik_general_back_fearless_strat_clut		x	0
		1	vik_general_back_fearless_sudreyar		x	0
		1	vik_general_back_fearless_west_seaxe		x	0
		1	vik_general_back_landowner		x	0
		1	vik_general_back_landowner_circenn		x	0
		1	vik_general_back_landowner_dyflin		x	0
		1	vik_general_back_landowner_east_engle		x	0
		1	vik_general_back_landowner_gwined		x	0
		1	vik_general_back_landowner_mide		x	0
		1	vik_general_back_landowner_mierce		x	0
		1	vik_general_back_landowner_northymbre		x	0
		1	vik_general_back_landowner_strat_clut		x	0
		1	vik_general_back_landowner_sudreyar		x	0
		1	vik_general_back_landowner_west_seaxe		x	0
		1	vik_general_back_melee_skill		x	0
		1	vik_general_back_melee_skill_circenn		x	0
		1	vik_general_back_melee_skill_dyflin		x	0
		1	vik_general_back_melee_skill_east_engle		x	0
		1	vik_general_back_melee_skill_gwined		x	0
		1	vik_general_back_melee_skill_mide		x	0
		1	vik_general_back_melee_skill_mierce		x	0
		1	vik_general_back_melee_skill_northymbre		x	0
		1	vik_general_back_melee_skill_strat_clut		x	0
		1	vik_general_back_melee_skill_sudreyar		x	0
		1	vik_general_back_melee_skill_west_seaxe		x	0
		1	vik_general_back_melee_upkeep		x	0
		1	vik_general_back_melee_upkeep_circenn		x	0
		1	vik_general_back_melee_upkeep_dyflin		x	0
		1	vik_general_back_melee_upkeep_east_engle		x	0
		1	vik_general_back_melee_upkeep_gwined		x	0
		1	vik_general_back_melee_upkeep_mide		x	0
		1	vik_general_back_melee_upkeep_mierce		x	0
		1	vik_general_back_melee_upkeep_northymbre		x	0
		1	vik_general_back_melee_upkeep_strat_clut		x	0
		1	vik_general_back_melee_upkeep_sudreyar		x	0
		1	vik_general_back_melee_upkeep_west_seaxe		x	0
		1	vik_general_back_merchant		x	0
		1	vik_general_back_merchant_circenn		x	0
		1	vik_general_back_merchant_dyflin		x	0
		1	vik_general_back_merchant_east_engle		x	0
		1	vik_general_back_merchant_gwined		x	0
		1	vik_general_back_merchant_mide		x	0
		1	vik_general_back_merchant_mierce		x	0
		1	vik_general_back_merchant_northymbre		x	0
		1	vik_general_back_merchant_strat_clut		x	0
		1	vik_general_back_merchant_sudreyar		x	0
		1	vik_general_back_merchant_west_seaxe		x	0
		1	vik_general_back_miner		x	0
		1	vik_general_back_miner_circenn		x	0
		1	vik_general_back_miner_dyflin		x	0
		1	vik_general_back_miner_east_engle		x	0
		1	vik_general_back_miner_gwined		x	0
		1	vik_general_back_miner_mide		x	0
		1	vik_general_back_miner_mierce		x	0
		1	vik_general_back_miner_northymbre		x	0
		1	vik_general_back_miner_strat_clut		x	0
		1	vik_general_back_miner_sudreyar		x	0
		1	vik_general_back_miner_west_seaxe		x	0
		1	vik_general_back_missile_damage		x	0
		1	vik_general_back_missile_damage_circenn		x	0
		1	vik_general_back_missile_damage_dyflin		x	0
		1	vik_general_back_missile_damage_east_engle		x	0
		1	vik_general_back_missile_damage_gwined		x	0
		1	vik_general_back_missile_damage_mide		x	0
		1	vik_general_back_missile_damage_mierce		x	0
		1	vik_general_back_missile_damage_northymbre		x	0
		1	vik_general_back_missile_damage_strat_clut		x	0
		1	vik_general_back_missile_damage_sudreyar		x	0
		1	vik_general_back_missile_damage_west_seaxe		x	0
		1	vik_general_back_missile_recruitment		x	0
		1	vik_general_back_missile_recruitment_circenn		x	0
		1	vik_general_back_missile_recruitment_dyflin		x	0
		1	vik_general_back_missile_recruitment_east_engle		x	0
		1	vik_general_back_missile_recruitment_gwined		x	0
		1	vik_general_back_missile_recruitment_mide		x	0
		1	vik_general_back_missile_recruitment_mierce		x	0
		1	vik_general_back_missile_recruitment_northymbre		x	0
		1	vik_general_back_missile_recruitment_strat_clut		x	0
		1	vik_general_back_missile_recruitment_sudreyar		x	0
		1	vik_general_back_missile_recruitment_west_seaxe		x	0
		1	vik_general_back_missile_upkeep		x	0
		1	vik_general_back_missile_upkeep_circenn		x	0
		1	vik_general_back_missile_upkeep_dyflin		x	0
		1	vik_general_back_missile_upkeep_east_engle		x	0
		1	vik_general_back_missile_upkeep_gwined		x	0
		1	vik_general_back_missile_upkeep_mide		x	0
		1	vik_general_back_missile_upkeep_mierce		x	0
		1	vik_general_back_missile_upkeep_northymbre		x	0
		1	vik_general_back_missile_upkeep_strat_clut		x	0
		1	vik_general_back_missile_upkeep_sudreyar		x	0
		1	vik_general_back_missile_upkeep_west_seaxe		x	0
		1	vik_general_back_negotiator		x	0
		1	vik_general_back_negotiator_circenn		x	0
		1	vik_general_back_negotiator_dyflin		x	0
		1	vik_general_back_negotiator_east_engle		x	0
		1	vik_general_back_negotiator_gwined		x	0
		1	vik_general_back_negotiator_mide		x	0
		1	vik_general_back_negotiator_mierce		x	0
		1	vik_general_back_negotiator_northymbre		x	0
		1	vik_general_back_negotiator_strat_clut		x	0
		1	vik_general_back_negotiator_sudreyar		x	0
		1	vik_general_back_negotiator_west_seaxe		x	0
		1	vik_general_back_passionate		x	0
		1	vik_general_back_passionate_circenn		x	0
		1	vik_general_back_passionate_dyflin		x	0
		1	vik_general_back_passionate_east_engle		x	0
		1	vik_general_back_passionate_gwined		x	0
		1	vik_general_back_passionate_mide		x	0
		1	vik_general_back_passionate_mierce		x	0
		1	vik_general_back_passionate_northymbre		x	0
		1	vik_general_back_passionate_strat_clut		x	0
		1	vik_general_back_passionate_sudreyar		x	0
		1	vik_general_back_passionate_west_seaxe		x	0
		1	vik_general_back_pastor		x	0
		1	vik_general_back_pastor_circenn		x	0
		1	vik_general_back_pastor_dyflin		x	0
		1	vik_general_back_pastor_east_engle		x	0
		1	vik_general_back_pastor_gwined		x	0
		1	vik_general_back_pastor_mide		x	0
		1	vik_general_back_pastor_mierce		x	0
		1	vik_general_back_pastor_northymbre		x	0
		1	vik_general_back_pastor_strat_clut		x	0
		1	vik_general_back_pastor_sudreyar		x	0
		1	vik_general_back_pastor_west_seaxe		x	0
		1	vik_general_back_seafarer		x	0
		1	vik_general_back_seafarer_circenn		x	0
		1	vik_general_back_seafarer_dyflin		x	0
		1	vik_general_back_seafarer_east_engle		x	0
		1	vik_general_back_seafarer_gwined		x	0
		1	vik_general_back_seafarer_mide		x	0
		1	vik_general_back_seafarer_mierce		x	0
		1	vik_general_back_seafarer_northymbre		x	0
		1	vik_general_back_seafarer_strat_clut		x	0
		1	vik_general_back_seafarer_sudreyar		x	0
		1	vik_general_back_seafarer_west_seaxe		x	0
		1	vik_general_back_spearmen_recruitment		x	0
		1	vik_general_back_spearmen_recruitment_circenn		x	0
		1	vik_general_back_spearmen_recruitment_dyflin		x	0
		1	vik_general_back_spearmen_recruitment_east_engle		x	0
		1	vik_general_back_spearmen_recruitment_gwined		x	0
		1	vik_general_back_spearmen_recruitment_mide		x	0
		1	vik_general_back_spearmen_recruitment_mierce		x	0
		1	vik_general_back_spearmen_recruitment_northymbre		x	0
		1	vik_general_back_spearmen_recruitment_strat_clut		x	0
		1	vik_general_back_spearmen_recruitment_sudreyar		x	0
		1	vik_general_back_spearmen_recruitment_west_seaxe		x	0
		1	vik_general_back_spearmen_skill		x	0
