unit	military_group
eng_long_axemen_garrison	vik_fact_west_seaxe
eng_mailed_horsemen_garrison	vik_fact_mierce
eng_mailed_thegns_garrison	austmenn_sea_kings
eng_mailed_thegns_garrison	danelaw_boroughs
eng_mailed_thegns_garrison	danish_invaders
eng_mailed_thegns_garrison	irish
eng_mailed_thegns_garrison	nordmenn_sea_kings
eng_mailed_thegns_garrison	norman_invaders
eng_mailed_thegns_garrison	norse_invaders
eng_mailed_thegns_garrison	pictish
eng_mailed_thegns_garrison	scottish
eng_mailed_thegns_garrison	vik_fact_east_engle
eng_mailed_thegns_garrison	vik_fact_mierce
eng_mailed_thegns_garrison	vik_fact_northleode
eng_mailed_thegns_garrison	vik_fact_northymbre
eng_mailed_thegns_garrison	vik_fact_strat_clut
eng_mailed_thegns_garrison	vik_fact_west_seaxe
eng_mailed_thegns_garrison	welsh
eng_marcher_armoured_spearmen_garrison	pictish
eng_marcher_armoured_spearmen_garrison	scottish
eng_marcher_spearmen_garrison	vik_fact_mierce
eng_militia_fyrd_archers_garrison	vik_fact_mierce
eng_royal_bodyguard_garrison	vik_fact_mierce
eng_royal_bodyguard_garrison	vik_fact_northleode
eng_royal_bodyguard_garrison	vik_fact_west_seaxe
eng_royal_companions_garrison	vik_fact_mierce
eng_royal_companions_garrison	vik_fact_northleode
eng_royal_companions_garrison	vik_fact_west_seaxe
eng_royal_thegns_garrison	vik_fact_west_seaxe
eng_scout_horsemen_garrison	vik_fact_mierce
eng_scout_horsemen_garrison	vik_fact_northleode
eng_scout_horsemen_garrison	vik_fact_west_seaxe
eng_seax_warriors_garrison	vik_fact_mierce
eng_seax_warriors_garrison	vik_fact_northleode
eng_seax_warriors_garrison	vik_fact_west_seaxe
eng_select_fyrd_archers_garrison	vik_fact_west_seaxe
eng_select_fyrd_spearmen_garrison	vik_fact_west_seaxe
eng_thegn_horsemen_garrison	vik_fact_west_seaxe
eng_thegn_spearmen_garrison	vik_fact_mierce
eng_thegn_spearmen_garrison	vik_fact_northleode
eng_thegn_spearmen_garrison	vik_fact_west_seaxe
eng_thegns_garrison	vik_fact_mierce
eng_thegns_garrison	vik_fact_northleode
eng_thegns_garrison	vik_fact_west_seaxe
est_archers_garrison	austmenn_sea_kings
est_archers_garrison	nordmenn_sea_kings
est_archers_garrison	norse_invaders
est_axe_warriors_garrison	austmenn_sea_kings
est_axe_warriors_garrison	foreign_warriors_iri
est_axemen_garrison	austmenn_sea_kings
est_axemen_garrison	nordmenn_sea_kings
est_axemen_garrison	norse_invaders
est_berserkers_garrison	nordmenn_sea_kings
est_berserkers_garrison	norse_raiders
est_catapult_garrison	austmenn_sea_kings
est_catapult_garrison	nordmenn_sea_kings
est_champions_garrison	nordmenn_sea_kings
est_champions_garrison	norse_invaders
est_fighters_garrison	bandits
est_hearthguard_garrison	austmenn_sea_kings
est_hearthguard_garrison	nordmenn_sea_kings
est_hearthguard_garrison	norse_raiders
est_hirdmen_garrison	austmenn_sea_kings
est_hirdmen_garrison	nordmenn_sea_kings
est_hirdmen_garrison	norse_invaders
est_hunters_garrison	austmenn_sea_kings
est_hunters_garrison	foreign_warriors_iri
est_hunters_garrison	nordmenn_sea_kings
est_hunters_garrison	norse_invaders
est_kerns_garrison	austmenn_sea_kings
est_levy_javelinmen_garrison	nordmenn_sea_kings
est_long_axes_garrison	austmenn_sea_kings
est_long_axes_garrison	nordmenn_sea_kings
est_long_axes_garrison	norse_invaders
est_mailed_axemen_garrison	austmenn_sea_kings
est_mailed_axemen_garrison	nordmenn_sea_kings
est_mailed_axemen_garrison	norse_invaders
est_mailed_horsemen_garrison	bandits
est_marauders_garrison	austmenn_sea_kings
est_marauders_garrison	nordmenn_sea_kings
est_marauders_garrison	norse_invaders
est_marauders_garrison	norse_raiders
est_norse_hersir_garrison	austmenn_sea_kings
est_norse_hersir_garrison	danelaw_boroughs
est_norse_hersir_garrison	danish_invaders
est_norse_hersir_garrison	foreign_warriors_iri
est_norse_hersir_garrison	nordmenn_sea_kings
est_norse_hersir_garrison	norse_invaders
est_norse_hersir_garrison	vik_fact_east_engle
est_norse_hersir_garrison	vik_fact_northymbre
est_norse_mailed_hersir_garrison	austmenn_sea_kings
est_norse_warriors_garrison	austmenn_sea_kings
est_norse_warriors_garrison	nordmenn_sea_kings
est_norse_warriors_garrison	norse_invaders
est_raiders_garrison	austmenn_sea_kings
est_royal_huskarls_garrison	austmenn_sea_kings
est_royal_huskarls_garrison	nordmenn_sea_kings
est_royal_huskarls_garrison	norse_invaders
est_scouts_garrison	austmenn_sea_kings
est_scouts_garrison	nordmenn_sea_kings
est_scouts_garrison	norse_invaders
est_shield_biters_garrison	austmenn_sea_kings
est_shield_biters_garrison	nordmenn_sea_kings
est_shield_biters_garrison	norse_invaders
est_shield_biters_garrison	norse_raiders
est_spear_guard_garrison	austmenn_sea_kings
est_spear_guard_garrison	nordmenn_sea_kings
est_spear_guard_garrison	norse_invaders
est_spear_hirdmen_garrison	nordmenn_sea_kings
est_spear_hirdmen_garrison	norse_invaders
est_spear_hirdmen_garrison	norse_raiders
est_spearband_garrison	austmenn_sea_kings
est_spearband_garrison	foreign_warriors_iri
est_spearband_garrison	nordmenn_sea_kings
est_spearband_garrison	norse_invaders
est_warband_garrison	austmenn_sea_kings
iri_airig_mailed_horsemen_garrison	irish
iri_airig_warband_garrison	irish
iri_catapult_garrison	irish
iri_fianna_band_garrison	irish
iri_foreign_warriors_garrison	irish
iri_freemen_axemen_garrison	irish
iri_freemen_spearmen_garrison	irish
iri_horse_boys_garrison	irish
iri_household_horsemen_garrison	irish
iri_household_riders_garrison	irish
iri_kern_axemen_garrison	irish
iri_kern_raiders_garrison	irish
iri_kern_spearmen_garrison	irish
iri_kerns_garrison	irish
iri_mailed_fianna_garrison	irish
iri_serf_archers_garrison	irish
iri_spear_raiders_garrison	irish
iri_wolf_hounds_garrison	austmenn_sea_kings
iri_wolf_hounds_garrison	irish
iri_wood_kerns_garrison	irish
nor_archers_garrison	norman_invaders
nor_axe_levy_garrison	norman_invaders
nor_axemen_garrison	norman_invaders
nor_catapult_garrison	norman_invaders
nor_cavalry_garrison	norman_invaders
nor_flemish_crossbowmen_garrison	norman_invaders
nor_foot_soldiers_garrison	norman_invaders
nor_horsemen_garrison	norman_invaders
nor_knights_garrison	norman_invaders
nor_levy_archers_garrison	norman_invaders
nor_levy_spearmen_garrison	norman_invaders
nor_mailed_spearmen_garrison	norman_invaders
nor_maine_warriors_garrison	norman_invaders
nor_miles_garrison	norman_invaders
nor_scout_cavalry_garrison	norman_invaders
nor_shield_wall_garrison	norman_invaders
nor_spearmen_garrison	norman_invaders
nor_swordsmen_garrison	norman_invaders
sco_alban_crossbowmen_garrison	pictish
sco_alban_crossbowmen_garrison	scottish
sco_alban_levy_javelinmen_garrison	pictish
sco_alban_levy_javelinmen_garrison	scottish
sco_alban_levy_spearmen_garrison	pictish
sco_alban_levy_spearmen_garrison	scottish
sco_alban_spearmen_garrison	scottish
sco_alban_warriors_garrison	scottish
sco_catapult_garrison	scottish
sco_cateran_axemen_garrison	pictish
sco_cateran_axemen_garrison	scottish
sco_cateran_levy_garrison	scottish
sco_highland_archers_garrison	pictish
sco_highland_archers_garrison	scottish
sco_kings_blades_garrison	pictish
sco_kings_blades_garrison	scottish
sco_lowland_crossbowmen_garrison	scottish
sco_lowland_raiders_garrison	pictish
sco_lowland_raiders_garrison	scottish
sco_mormaer_horsemen_garrison	pictish
sco_mormaer_horsemen_garrison	scottish
sco_royal_bodyguard_garrison	pictish
sco_royal_bodyguard_garrison	scottish
sco_royal_cavalry_garrison	pictish
sco_royal_cavalry_garrison	scottish
sco_schiltron_garrison	scottish
sco_sword_band_garrison	pictish
sco_sword_band_garrison	scottish
sco_sword_warriors_garrison	pictish
sco_sword_warriors_garrison	scottish
sco_wolf_hounds_garrison	pictish
sco_wolf_hounds_garrison	scottish
vik_jomsvikings_garrison	austmenn_sea_kings
vik_jomsvikings_garrison	danelaw_boroughs
vik_jomsvikings_garrison	danish_invaders
vik_jomsvikings_garrison	irish
vik_jomsvikings_garrison	nordmenn_sea_kings
vik_jomsvikings_garrison	norman_invaders
vik_jomsvikings_garrison	norse_invaders
vik_jomsvikings_garrison	pictish
vik_jomsvikings_garrison	scottish
vik_jomsvikings_garrison	vik_fact_east_engle
vik_jomsvikings_garrison	vik_fact_mierce
vik_jomsvikings_garrison	vik_fact_northleode
vik_jomsvikings_garrison	vik_fact_northymbre
vik_jomsvikings_garrison	vik_fact_strat_clut
vik_jomsvikings_garrison	vik_fact_west_seaxe
vik_jomsvikings_garrison	welsh
vik_mailed_archers_garrison	nordmenn_sea_kings
vik_mailed_archers_garrison	norse_invaders
vik_mailed_archers_garrison	norse_raiders
vik_thrall_axemen_garrison	irish
vik_thrall_axemen_garrison	pictish
vik_thrall_axemen_garrison	scottish
vik_thrall_axemen_garrison	vik_fact_mierce
vik_thrall_axemen_garrison	vik_fact_northleode
vik_thrall_axemen_garrison	vik_fact_strat_clut
vik_thrall_axemen_garrison	vik_fact_west_seaxe
vik_thrall_axemen_garrison	welsh
wel_archers_garrison	vik_fact_strat_clut
wel_archers_garrison	welsh
wel_armoured_axemen_garrison	bandits
wel_armoured_swordsmen_garrison	vik_fact_strat_clut
wel_armoured_swordsmen_garrison	welsh
wel_axemen_garrison	vik_fact_strat_clut
wel_axemen_garrison	welsh
wel_catapult_garrison	vik_fact_strat_clut
wel_catapult_garrison	welsh
wel_helwyr_garrison	vik_fact_strat_clut
wel_helwyr_garrison	welsh
wel_horsemen_garrison	vik_fact_strat_clut
wel_horsemen_garrison	welsh
wel_hunters_garrison	welsh
wel_levy_axemen_garrison	vik_fact_strat_clut
wel_levy_axemen_garrison	welsh
wel_levy_javelinmen_garrison	vik_fact_strat_clut
wel_levy_javelinmen_garrison	welsh
wel_levy_spearmen_garrison	vik_fact_strat_clut
wel_levy_spearmen_garrison	welsh
wel_longbowmen_garrison	vik_fact_strat_clut
wel_longbowmen_garrison	welsh
wel_mailed_axemen_garrison	irish
wel_mailed_axemen_garrison	pictish
wel_mailed_axemen_garrison	scottish
wel_mailed_axemen_garrison	vik_fact_mierce
wel_mailed_axemen_garrison	vik_fact_northleode
wel_mailed_axemen_garrison	vik_fact_strat_clut
wel_mailed_axemen_garrison	vik_fact_west_seaxe
wel_mailed_axemen_garrison	welsh
wel_mailed_swordsmen_garrison	vik_fact_strat_clut
wel_old_north_uchelwr_garrison	vik_fact_strat_clut
wel_royal_spearmen_garrison	vik_fact_strat_clut
wel_royal_spearmen_garrison	welsh
wel_royal_teulu_garrison	vik_fact_strat_clut
wel_royal_teulu_garrison	welsh
wel_royal_uchelwr_garrison	vik_fact_strat_clut
wel_royal_uchelwr_garrison	welsh
wel_scout_horsemen_garrison	vik_fact_strat_clut
wel_scout_horsemen_garrison	welsh
wel_spearmen_garrison	vik_fact_strat_clut
wel_spearmen_garrison	welsh
wel_swordsmen_garrison	vik_fact_strat_clut
wel_swordsmen_garrison	welsh
wel_teulu_spear_guard_garrison	welsh
wel_teulu_garrison	vik_fact_strat_clut
wel_teulu_garrison	welsh
wel_uchelwr_garrison	vik_fact_strat_clut
wel_uchelwr_garrison	welsh
wel_valley_spearmen_garrison	bandits
wel_war_hounds_garrison	vik_fact_strat_clut
wel_war_hounds_garrison	welsh
est_hearthguard_garrison	norse_invaders
sco_royal_followers_garrison	scottish
sco_royal_followers_garrison	pictish
