unit	military_group
dan_fyrd_archers	bandits
dan_huscarls	danelaw_boroughs
dan_huscarls	danish_invaders
dan_huscarls	vik_fact_east_engle
dan_huscarls	vik_fact_northymbre
dan_jarls_horsemen	danelaw_boroughs
dan_jarls_horsemen	vik_fact_east_engle
dan_jarls_horsemen	vik_fact_northymbre
dan_jarls_huscarls	austmenn_sea_kings
dan_jarls_huscarls	danelaw_boroughs
dan_jarls_huscarls	danish_invaders
dan_jarls_huscarls	irish
dan_jarls_huscarls	nordmenn_sea_kings
dan_jarls_huscarls	norman_invaders
dan_jarls_huscarls	norse_invaders
dan_jarls_huscarls	pictish
dan_jarls_huscarls	scottish
dan_jarls_huscarls	vik_fact_east_engle
dan_jarls_huscarls	vik_fact_mierce
dan_jarls_huscarls	vik_fact_northleode
dan_jarls_huscarls	vik_fact_northymbre
dan_jarls_huscarls	vik_fact_strat_clut
dan_jarls_huscarls	vik_fact_west_seaxe
dan_jarls_huscarls	welsh
dan_javelinmen	danelaw_boroughs
dan_javelinmen	foreign_warriors
dan_javelinmen	vik_fact_east_engle
dan_javelinmen	vik_fact_northymbre
dan_mailed_horsemen	austmenn_sea_kings
dan_mailed_horsemen	danelaw_boroughs
dan_mailed_horsemen	danish_invaders
dan_mailed_horsemen	irish
dan_mailed_horsemen	nordmenn_sea_kings
dan_mailed_horsemen	norman_invaders
dan_mailed_horsemen	norse_invaders
dan_mailed_horsemen	pictish
dan_mailed_horsemen	scottish
dan_mailed_horsemen	vik_fact_east_engle
dan_mailed_horsemen	vik_fact_mierce
dan_mailed_horsemen	vik_fact_northleode
dan_mailed_horsemen	vik_fact_northymbre
dan_mailed_horsemen	vik_fact_strat_clut
dan_mailed_horsemen	vik_fact_west_seaxe
dan_mailed_horsemen	welsh
dan_mailed_swordsmen	danelaw_boroughs
dan_mailed_swordsmen	danish_invaders
dan_mailed_swordsmen	foreign_warriors
dan_mailed_swordsmen	vik_fact_east_engle
dan_mailed_swordsmen	vik_fact_northymbre
dan_northumbrian_mailed_thegns	austmenn_sea_kings
dan_northumbrian_mailed_thegns	danelaw_boroughs
dan_northumbrian_mailed_thegns	danish_invaders
dan_northumbrian_mailed_thegns	irish
dan_northumbrian_mailed_thegns	nordmenn_sea_kings
dan_northumbrian_mailed_thegns	norman_invaders
dan_northumbrian_mailed_thegns	norse_invaders
dan_northumbrian_mailed_thegns	pictish
dan_northumbrian_mailed_thegns	scottish
dan_northumbrian_mailed_thegns	vik_fact_east_engle
dan_northumbrian_mailed_thegns	vik_fact_mierce
dan_northumbrian_mailed_thegns	vik_fact_northleode
dan_northumbrian_mailed_thegns	vik_fact_northymbre
dan_northumbrian_mailed_thegns	vik_fact_strat_clut
dan_northumbrian_mailed_thegns	vik_fact_west_seaxe
dan_northumbrian_mailed_thegns	welsh
dan_northumbrian_thegns	vik_fact_northymbre
dan_royal_huscarls	danelaw_boroughs
dan_royal_huscarls	danish_invaders
dan_royal_huscarls	vik_fact_east_engle
dan_royal_huscarls	vik_fact_northymbre
dan_scout_horsemen	danelaw_boroughs
dan_scout_horsemen	danish_invaders
dan_scout_horsemen	vik_fact_east_engle
dan_scout_horsemen	vik_fact_northymbre
dan_shield_biters	danish_raiders
dan_spearmen	danelaw_boroughs
dan_spearmen	foreign_warriors
dan_spearmen	vik_fact_east_engle
dan_spearmen	vik_fact_northymbre
dan_sword_hersir	vik_fact_east_engle
dan_sword_hirdmen	danelaw_boroughs
dan_sword_hirdmen	danish_invaders
dan_sword_hirdmen	vik_fact_east_engle
dan_sword_hirdmen	vik_fact_northymbre
dan_warlords_companions	danelaw_boroughs
dan_warlords_companions	danish_raiders
dan_warlords_companions	vik_fact_east_engle
dan_warlords_companions	vik_fact_northymbre
eng_catapult	vik_fact_mierce
eng_catapult	vik_fact_northleode
eng_catapult	vik_fact_west_seaxe
eng_ceorl_archers	vik_fact_mierce
eng_ceorl_archers	vik_fact_northleode
eng_ceorl_archers	vik_fact_west_seaxe
eng_ceorl_axemen	vik_fact_mierce
eng_ceorl_axemen	vik_fact_northleode
eng_ceorl_axemen	vik_fact_west_seaxe
eng_ceorl_javelinmen	vik_fact_mierce
eng_ceorl_javelinmen	vik_fact_northleode
eng_ceorl_javelinmen	vik_fact_west_seaxe
eng_ceorl_spearmen	vik_fact_mierce
eng_ceorl_spearmen	vik_fact_northleode
eng_ceorl_spearmen	vik_fact_west_seaxe
eng_earls_horsemen	vik_fact_mierce
eng_earls_horsemen	vik_fact_northleode
eng_earls_horsemen	vik_fact_west_seaxe
eng_earls_spearmen	vik_fact_mierce
eng_fyrd_archers	vik_fact_mierce
eng_fyrd_archers	vik_fact_west_seaxe
eng_fyrd_axemen	vik_fact_mierce
eng_fyrd_axemen	vik_fact_northleode
eng_fyrd_axemen	vik_fact_west_seaxe
eng_fyrd_javelinmen	vik_fact_mierce
eng_fyrd_javelinmen	vik_fact_west_seaxe
eng_fyrd_spearmen	vik_fact_mierce
eng_fyrd_spearmen	vik_fact_west_seaxe
eng_long_axemen	vik_fact_mierce
eng_long_axemen	vik_fact_west_seaxe
eng_mailed_horsemen	vik_fact_mierce
eng_mailed_thegns	austmenn_sea_kings
eng_mailed_thegns	danelaw_boroughs
eng_mailed_thegns	danish_invaders
eng_mailed_thegns	irish
eng_mailed_thegns	nordmenn_sea_kings
eng_mailed_thegns	norman_invaders
eng_mailed_thegns	norse_invaders
eng_mailed_thegns	pictish
eng_mailed_thegns	scottish
eng_mailed_thegns	vik_fact_east_engle
eng_mailed_thegns	vik_fact_mierce
eng_mailed_thegns	vik_fact_northleode
eng_mailed_thegns	vik_fact_northymbre
eng_mailed_thegns	vik_fact_strat_clut
eng_mailed_thegns	vik_fact_west_seaxe
eng_mailed_thegns	welsh
eng_marcher_armoured_spearmen	pictish
eng_marcher_armoured_spearmen	scottish
eng_marcher_spearmen	vik_fact_mierce
eng_militia_fyrd_archers	vik_fact_mierce
eng_north_champion	vik_fact_northleode
eng_north_horsemen	vik_fact_northleode
eng_north_hunters	vik_fact_northleode
eng_north_javelinmen	vik_fact_northleode
eng_north_spearmen	vik_fact_northleode
eng_royal_bodyguard	vik_fact_mierce
eng_royal_bodyguard	vik_fact_northleode
eng_royal_bodyguard	vik_fact_west_seaxe
eng_royal_companions	vik_fact_mierce
eng_royal_companions	vik_fact_northleode
eng_royal_companions	vik_fact_west_seaxe
eng_royal_thegns	vik_fact_west_seaxe
eng_scout_horsemen	vik_fact_mierce
eng_scout_horsemen	vik_fact_northleode
eng_scout_horsemen	vik_fact_west_seaxe
eng_seax_warriors	vik_fact_mierce
eng_seax_warriors	vik_fact_northleode
eng_seax_warriors	vik_fact_west_seaxe
eng_select_fyrd_archers	vik_fact_west_seaxe
eng_select_fyrd_spearmen	vik_fact_west_seaxe
eng_thegn_horsemen	vik_fact_west_seaxe
eng_thegn_spearmen	vik_fact_mierce
eng_thegn_spearmen	vik_fact_northleode
eng_thegn_spearmen	vik_fact_west_seaxe
eng_thegns	vik_fact_mierce
eng_thegns	vik_fact_northleode
eng_thegns	vik_fact_west_seaxe
est_archers	austmenn_sea_kings
est_archers	nordmenn_sea_kings
est_archers	norse_invaders
est_axe_warriors	austmenn_sea_kings
est_axe_warriors	foreign_warriors_iri
est_axemen	austmenn_sea_kings
est_axemen	nordmenn_sea_kings
est_axemen	norse_invaders
est_berserkers	nordmenn_sea_kings
est_berserkers	norse_raiders
est_catapult	austmenn_sea_kings
est_catapult	nordmenn_sea_kings
est_champions	nordmenn_sea_kings
est_champions	norse_invaders
est_fighters	bandits
est_hearthguard	austmenn_sea_kings
est_hearthguard	nordmenn_sea_kings
est_hearthguard	norse_raiders
est_hirdmen	austmenn_sea_kings
est_hirdmen	nordmenn_sea_kings
est_hirdmen	norse_invaders
est_hunters	austmenn_sea_kings
est_hunters	foreign_warriors_iri
est_hunters	nordmenn_sea_kings
est_hunters	norse_invaders
est_kerns	austmenn_sea_kings
est_levy_javelinmen	nordmenn_sea_kings
est_long_axes	austmenn_sea_kings
est_long_axes	nordmenn_sea_kings
est_long_axes	norse_invaders
est_mailed_axemen	austmenn_sea_kings
est_mailed_axemen	nordmenn_sea_kings
est_mailed_axemen	norse_invaders
est_mailed_horsemen	bandits
est_marauders	austmenn_sea_kings
est_marauders	nordmenn_sea_kings
est_marauders	norse_invaders
est_marauders	norse_raiders
est_norse_hersir	austmenn_sea_kings
est_norse_hersir	danelaw_boroughs
est_norse_hersir	danish_invaders
est_norse_hersir	foreign_warriors_iri
est_norse_hersir	nordmenn_sea_kings
est_norse_hersir	norse_invaders
est_norse_hersir	vik_fact_east_engle
est_norse_hersir	vik_fact_northymbre
est_norse_mailed_hersir	austmenn_sea_kings
est_norse_warriors	austmenn_sea_kings
est_norse_warriors	nordmenn_sea_kings
est_norse_warriors	norse_invaders
est_raiders	austmenn_sea_kings
est_royal_huskarls	austmenn_sea_kings
est_royal_huskarls	nordmenn_sea_kings
est_royal_huskarls	norse_invaders
est_scouts	austmenn_sea_kings
est_scouts	nordmenn_sea_kings
est_scouts	norse_invaders
est_shield_biters	austmenn_sea_kings
est_shield_biters	nordmenn_sea_kings
est_shield_biters	norse_invaders
est_shield_biters	norse_raiders
est_spear_guard	austmenn_sea_kings
est_spear_guard	nordmenn_sea_kings
est_spear_guard	norse_invaders
est_spear_hirdmen	nordmenn_sea_kings
est_spear_hirdmen	norse_invaders
est_spear_hirdmen	norse_raiders
est_spearband	austmenn_sea_kings
est_spearband	foreign_warriors_iri
est_spearband	nordmenn_sea_kings
est_spearband	norse_invaders
est_warband	austmenn_sea_kings
iri_airig_mailed_horsemen	irish
iri_airig_warband	irish
iri_catapult	irish
iri_fianna_band	irish
iri_foreign_warriors	irish
iri_freemen_axemen	irish
iri_freemen_spearmen	irish
iri_horse_boys	irish
iri_household_horsemen	irish
iri_household_riders	irish
iri_kern_axemen	irish
iri_kern_raiders	irish
iri_kern_spearmen	irish
iri_kerns	irish
iri_mailed_fianna	irish
iri_serf_archers	irish
iri_spear_raiders	irish
iri_wolf_hounds	austmenn_sea_kings
iri_wolf_hounds	irish
iri_wood_kerns	irish
nor_archers	norman_invaders
nor_axe_levy	norman_invaders
nor_axemen	norman_invaders
nor_catapult	norman_invaders
nor_cavalry	norman_invaders
nor_flemish_crossbowmen	norman_invaders
nor_foot_soldiers	norman_invaders
nor_horsemen	norman_invaders
nor_knights	norman_invaders
nor_levy_archers	norman_invaders
nor_levy_spearmen	norman_invaders
nor_mailed_spearmen	norman_invaders
nor_maine_warriors	norman_invaders
nor_miles	norman_invaders
nor_scout_cavalry	norman_invaders
nor_shield_wall	norman_invaders
nor_spearmen	norman_invaders
nor_swordsmen	norman_invaders
sco_alban_crossbowmen	pictish
sco_alban_crossbowmen	scottish
sco_alban_levy_javelinmen	pictish
sco_alban_levy_javelinmen	scottish
sco_alban_levy_spearmen	pictish
sco_alban_levy_spearmen	scottish
sco_alban_spearmen	scottish
sco_alban_warriors	scottish
sco_catapult	scottish
sco_cateran_axemen	pictish
sco_cateran_axemen	scottish
sco_cateran_levy	scottish
sco_highland_archers	pictish
sco_highland_archers	scottish
sco_kings_blades	pictish
sco_kings_blades	scottish
sco_lowland_crossbowmen	scottish
sco_lowland_raiders	pictish
sco_lowland_raiders	scottish
sco_mormaer_horsemen	pictish
sco_mormaer_horsemen	scottish
sco_royal_bodyguard	pictish
sco_royal_bodyguard	scottish
sco_royal_cavalry	pictish
sco_royal_cavalry	scottish
sco_schiltron	scottish
sco_sword_band	pictish
sco_sword_band	scottish
sco_sword_warriors	pictish
sco_sword_warriors	scottish
sco_wolf_hounds	pictish
sco_wolf_hounds	scottish
vik_jomsvikings	austmenn_sea_kings
vik_jomsvikings	danelaw_boroughs
vik_jomsvikings	danish_invaders
vik_jomsvikings	irish
vik_jomsvikings	nordmenn_sea_kings
vik_jomsvikings	norman_invaders
vik_jomsvikings	norse_invaders
vik_jomsvikings	pictish
vik_jomsvikings	scottish
vik_jomsvikings	vik_fact_east_engle
vik_jomsvikings	vik_fact_mierce
vik_jomsvikings	vik_fact_northleode
vik_jomsvikings	vik_fact_northymbre
vik_jomsvikings	vik_fact_strat_clut
vik_jomsvikings	vik_fact_west_seaxe
vik_jomsvikings	welsh
vik_mailed_archers	nordmenn_sea_kings
vik_mailed_archers	norse_invaders
vik_mailed_archers	norse_raiders
vik_thrall_axemen	irish
vik_thrall_axemen	pictish
vik_thrall_axemen	scottish
vik_thrall_axemen	vik_fact_mierce
vik_thrall_axemen	vik_fact_northleode
vik_thrall_axemen	vik_fact_strat_clut
vik_thrall_axemen	vik_fact_west_seaxe
vik_thrall_axemen	welsh
wel_archers	vik_fact_strat_clut
wel_archers	welsh
wel_armoured_axemen	bandits
wel_armoured_swordsmen	vik_fact_strat_clut
wel_armoured_swordsmen	welsh
wel_axemen	vik_fact_strat_clut
wel_axemen	welsh
wel_catapult	vik_fact_strat_clut
wel_catapult	welsh
wel_helwyr	vik_fact_strat_clut
wel_helwyr	welsh
wel_horsemen	vik_fact_strat_clut
wel_horsemen	welsh
wel_hunters	welsh
wel_levy_axemen	vik_fact_strat_clut
wel_levy_axemen	welsh
wel_levy_javelinmen	vik_fact_strat_clut
wel_levy_javelinmen	welsh
wel_levy_spearmen	vik_fact_strat_clut
wel_levy_spearmen	welsh
wel_longbowmen	vik_fact_strat_clut
wel_longbowmen	welsh
wel_mailed_axemen	irish
wel_mailed_axemen	pictish
wel_mailed_axemen	scottish
wel_mailed_axemen	vik_fact_mierce
wel_mailed_axemen	vik_fact_northleode
wel_mailed_axemen	vik_fact_strat_clut
wel_mailed_axemen	vik_fact_west_seaxe
wel_mailed_axemen	welsh
wel_mailed_swordsmen	vik_fact_strat_clut
wel_old_north_uchelwr	vik_fact_strat_clut
wel_royal_spearmen	vik_fact_strat_clut
wel_royal_spearmen	welsh
wel_royal_teulu	vik_fact_strat_clut
wel_royal_teulu	welsh
wel_royal_uchelwr	vik_fact_strat_clut
wel_royal_uchelwr	welsh
wel_scout_horsemen	vik_fact_strat_clut
wel_scout_horsemen	welsh
wel_spearmen	vik_fact_strat_clut
wel_spearmen	welsh
wel_swordsmen	vik_fact_strat_clut
wel_swordsmen	welsh
wel_teulu_spear_guard	welsh
wel_teulu	vik_fact_strat_clut
wel_teulu	welsh
wel_uchelwr	vik_fact_strat_clut
wel_uchelwr	welsh
wel_valley_spearmen	bandits
wel_war_hounds	vik_fact_strat_clut
wel_war_hounds	welsh
est_hearthguard	norse_invaders
sco_royal_followers	scottish
sco_royal_followers	pictish
