building	effect	effect_scope	value	value_damaged	value_ruined
vik_grianan_ailech_3	vik_food_consumption	region_to_region_own	15.0	15.0	0.0
vik_grianan_ailech_4	vik_food_consumption	region_to_region_own	20.0	20.0	0.0
vik_grianan_ailech_5	vik_food_consumption	region_to_region_own	25.0	25.0	0.0
vik_great_hall_1	vik_food_consumption	region_to_region_own	5.0	5.0	0.0
vik_great_hall_2	vik_food_consumption	region_to_region_own	10.0	10.0	0.0
vik_great_hall_3	vik_food_consumption	region_to_region_own	15.0	15.0	0.0
vik_great_hall_4	vik_food_consumption	region_to_region_own	20.0	20.0	0.0
vik_great_hall_5	vik_food_consumption	region_to_region_own	25.0	25.0	0.0
vik_market_1	vik_food_consumption	region_to_region_own	5.0	5.0	0.0
vik_market_2	vik_food_consumption	region_to_region_own	15.0	15.0	0.0
vik_market_3	vik_food_consumption	region_to_region_own	25.0	25.0	0.0
vik_market_4	vik_food_consumption	region_to_region_own	35.0	35.0	0.0
vik_market_5	vik_food_consumption	region_to_region_own	45.0	45.0	0.0
vik_offas_hall_1	vik_food_consumption	region_to_region_own	5.0	5.0	0.0
vik_offas_hall_2	vik_food_consumption	region_to_region_own	10.0	10.0	0.0
vik_offas_hall_3	vik_food_consumption	region_to_region_own	15.0	15.0	0.0
vik_offas_hall_4	vik_food_consumption	region_to_region_own	20.0	20.0	0.0
vik_offas_hall_5	vik_food_consumption	region_to_region_own	25.0	25.0	0.0
vik_rock_caisil_1	vik_food_consumption	region_to_region_own	5.0	5.0	0.0
vik_rock_caisil_2	vik_food_consumption	region_to_region_own	10.0	10.0	0.0
vik_rock_caisil_3	vik_food_consumption	region_to_region_own	15.0	15.0	0.0
vik_rock_caisil_4	vik_food_consumption	region_to_region_own	20.0	20.0	0.0
vik_rock_caisil_5	vik_food_consumption	region_to_region_own	25.0	25.0	0.0
vik_scribes_1	vik_food_consumption	region_to_region_own	5.0	5.0	0.0
vik_scribes_2	vik_food_consumption	region_to_region_own	10.0	10.0	0.0
vik_scribes_3	vik_food_consumption	region_to_region_own	15.0	15.0	0.0
vik_embroiders_1	vik_food_consumption	region_to_region_own	5.0	5.0	0.0
vik_embroiders_2	vik_food_consumption	region_to_region_own	10.0	10.0	0.0
vik_embroiders_3	vik_food_consumption	region_to_region_own	15.0	15.0	0.0
vik_scoan_abbey_1	vik_food_consumption	region_to_region_own	5.0	5.0	0.0
vik_scoan_abbey_2	vik_food_consumption	region_to_region_own	15.0	15.0	0.0
vik_scoan_abbey_3	vik_food_consumption	region_to_region_own	25.0	25.0	0.0
vik_nunnaminster_1	vik_food_consumption	region_to_region_own	15.0	15.0	0.0
vik_church_1	vik_food_consumption	region_to_region_own	5.0	5.0	0.0
vik_church_2	vik_food_consumption	region_to_region_own	10.0	10.0	0.0
vik_church_3	vik_food_consumption	region_to_region_own	15.0	15.0	0.0
vik_abbey_1	vik_food_consumption	region_to_region_own	10.0	5.0	0.0
vik_abbey_2	vik_food_consumption	region_to_region_own	15.0	15.0	0.0
vik_abbey_b_2	vik_food_consumption	region_to_region_own	10.0	5.0	0.0
vik_garrison_1	vik_food_consumption	region_to_region_own	15.0	15.0	0.0
vik_garrison_2	vik_food_consumption	region_to_region_own	25.0	25.0	0.0
vik_st_brigit_1	vik_food_consumption	region_to_region_own	5.0	5.0	0.0
vik_st_brigit_2	vik_food_consumption	region_to_region_own	15.0	15.0	0.0
vik_st_brigit_3	vik_food_consumption	region_to_region_own	25.0	25.0	0.0
vik_island_monastery_1	vik_food_consumption	region_to_region_own	5.0	5.0	0.0
vik_island_monastery_2	vik_food_consumption	region_to_region_own	15.0	15.0	0.0
vik_island_monastery_3	vik_food_consumption	region_to_region_own	25.0	25.0	0.0
vik_st_swithun_1	vik_food_consumption	region_to_region_own	5.0	5.0	0.0
vik_st_swithun_2	vik_food_consumption	region_to_region_own	15.0	15.0	0.0
vik_st_swithun_3	vik_food_consumption	region_to_region_own	25.0	25.0	0.0
vik_benedictine_abbey_1	vik_food_consumption	region_to_region_own	5.0	5.0	0.0
vik_benedictine_abbey_2	vik_food_consumption	region_to_region_own	20.0	20.0	0.0
vik_benedictine_abbey_b_2	vik_food_consumption	region_to_region_own	15.0	15.0	0.0
vik_school_ros_1	vik_food_consumption	region_to_region_own	5.0	5.0	0.0
vik_school_ros_2	vik_food_consumption	region_to_region_own	10.0	10.0	0.0
vik_school_ros_3	vik_food_consumption	region_to_region_own	15.0	15.0	0.0
vik_school_ros_4	vik_food_consumption	region_to_region_own	20.0	20.0	0.0
vik_school_ros_5	vik_food_consumption	region_to_region_own	25.0	25.0	0.0
vik_st_ringan_1	vik_food_consumption	region_to_region_own	5.0	5.0	0.0
vik_st_ringan_2	vik_food_consumption	region_to_region_own	10.0	10.0	0.0
vik_st_ringan_3	vik_food_consumption	region_to_region_own	15.0	15.0	0.0
vik_st_ringan_4	vik_food_consumption	region_to_region_own	20.0	20.0	0.0
vik_st_ringan_5	vik_food_consumption	region_to_region_own	25.0	25.0	0.0
vik_st_edmund_1	vik_food_consumption	region_to_region_own	5.0	5.0	0.0
vik_st_edmund_2	vik_food_consumption	region_to_region_own	10.0	10.0	0.0
vik_st_edmund_3	vik_food_consumption	region_to_region_own	15.0	15.0	0.0
vik_st_edmund_4	vik_food_consumption	region_to_region_own	20.0	20.0	0.0
vik_st_edmund_5	vik_food_consumption	region_to_region_own	25.0	25.0	0.0
vik_st_dewi_1	vik_food_consumption	region_to_region_own	5.0	5.0	0.0
vik_st_dewi_2	vik_food_consumption	region_to_region_own	10.0	10.0	0.0
vik_st_dewi_3	vik_food_consumption	region_to_region_own	15.0	15.0	0.0
vik_st_dewi_4	vik_food_consumption	region_to_region_own	20.0	20.0	0.0
vik_st_dewi_5	vik_food_consumption	region_to_region_own	25.0	25.0	0.0
vik_st_cuthbert_1	vik_food_consumption	region_to_region_own	5.0	5.0	0.0
vik_st_cuthbert_2	vik_food_consumption	region_to_region_own	10.0	10.0	0.0
vik_st_cuthbert_3	vik_food_consumption	region_to_region_own	15.0	15.0	0.0
vik_st_cuthbert_4	vik_food_consumption	region_to_region_own	20.0	20.0	0.0
vik_st_cuthbert_5	vik_food_consumption	region_to_region_own	25.0	25.0	0.0
vik_lead_1	vik_food_consumption	region_to_region_own	5.0	5.0	0.0
vik_lead_2	vik_food_consumption	region_to_region_own	10.0	10.0	0.0
vik_lead_3	vik_food_consumption	region_to_region_own	15.0	15.0	0.0
vik_market_fair_1	vik_food_consumption	region_to_region_own	15.0	1.0	0.0
vik_market_fair_2	vik_food_consumption	region_to_region_own	20.0	1.0	0.0
vik_market_fair_3	vik_food_consumption	region_to_region_own	30.0	1.0	0.0
vik_moot_hill_1	vik_food_consumption	region_to_region_own	5.0	3.0	0.0
vik_moot_hill_2	vik_food_consumption	region_to_region_own	10.0	5.0	0.0
vik_moot_hill_3	vik_food_consumption	region_to_region_own	-15.0	-8.0	0.0
vik_konungsgurtha_1	vik_food_consumption	region_to_region_own	10.0	5.0	0.0
vik_konungsgurtha_2	vik_food_consumption	region_to_region_own	20.0	10.0	0.0
vik_konungsgurtha_3	vik_food_consumption	region_to_region_own	40.0	20.0	0.0
vik_court_school_1	vik_food_consumption	region_to_region_own	-20.0	-10.0	0.0
vik_court_school_2	vik_food_consumption	region_to_region_own	-25.0	-13.0	0.0
vik_court_school_3	vik_food_consumption	region_to_region_own	-30.0	-15.0	0.0
vik_thrall_1	vik_food_consumption	region_to_region_own	5.0	3.0	0.0
vik_thrall_2	vik_food_consumption	region_to_region_own	10.0	5.0	0.0
vik_thrall_3	vik_food_consumption	region_to_region_own	-15.0	-8.0	0.0
vik_thing_1	vik_food_consumption	region_to_region_own	5.0	2.0	0.0
vik_thing_2	vik_food_consumption	region_to_region_own	15.0	7.0	0.0
vik_thing_3	vik_food_consumption	region_to_region_own	30.0	15.0	0.0
vik_runestone_1	vik_food_consumption	region_to_region_own	5.0	2.0	0.0
vik_runestone_2	vik_food_consumption	region_to_region_own	15.0	7.0	0.0
vik_runestone_3	vik_food_consumption	region_to_region_own	30.0	15.0	0.0
vik_sculptors_1	vik_food_consumption	region_to_region_own	5.0	2.0	0.0
vik_sculptors_2	vik_food_consumption	region_to_region_own	15.0	7.0	0.0
vik_sculptors_3	vik_food_consumption	region_to_region_own	30.0	15.0	0.0
