building	effect	effect_scope	value	value_damaged	value_ruined
vik_tithe_hall_2	vik_public_order_new_negative_buildings	province_to_region_own	3.0	1.0	0.0
vik_tithe_hall_3	vik_public_order_new_negative_buildings	province_to_region_own	4.0	2.0	0.0
vik_church_1	vik_public_order_new_positive_buildings	province_to_region_own	3.0	2.0	0.0
vik_church_2	vik_public_order_new_positive_buildings	province_to_region_own	4.0	2.0	0.0
vik_church_3	vik_public_order_new_positive_buildings	province_to_region_own	5.0	2.0	0.0
vik_church_3	vik_fame	faction_to_faction_own_unseen	10.0	2.0	0.0
vik_embroiders_1	vik_fame	faction_to_faction_own_unseen	15.0	7.0	0.0
vik_embroiders_1	vik_public_order_new_positive_buildings	province_to_region_own	2.0	1.0	0.0
vik_embroiders_2	vik_fame	faction_to_faction_own_unseen	25.0	12.0	0.0
vik_embroiders_2	vik_public_order_new_positive_buildings	province_to_region_own	4.0	2.0	0.0
vik_embroiders_3	vik_fame	faction_to_faction_own_unseen	35.0	17.0	0.0
vik_embroiders_3	vik_public_order_new_positive_buildings	province_to_region_own	6.0	3.0	0.0
vik_high_cross_1	vik_fame	faction_to_faction_own_unseen	10.0	5.0	0.0
vik_high_cross_1	vik_public_order_new_positive_buildings	province_to_region_own	2.0	1.0	0.0
vik_high_cross_2	vik_fame	faction_to_faction_own_unseen	20.0	10.0	0.0
vik_high_cross_2	vik_public_order_new_positive_buildings	province_to_region_own	4.0	2.0	0.0
vik_high_cross_2	vik_allegiance	province_to_regions_own_in_adjacent_province	2.0	1.0	0.0
vik_abbey_1	vik_public_order_new_positive_buildings	province_to_region_own	2.0	1.0	0.0
vik_abbey_2	vik_public_order_new_positive_buildings	province_to_region_own	4.0	2.0	0.0
vik_abbey_b_2	vik_public_order_new_positive_buildings	province_to_region_own	2.0	2.0	0.0
vik_church_crafts_1	shieldwall_has_variable_income_copper_tin	building_to_building_own	1.0	1.0	0.0
vik_church_crafts_1	shield_trade_resource_consumption_gold_silver	region_to_region_own_provincewide	-25.0	-25.0	0.0
vik_church_crafts_2	shieldwall_has_variable_income_copper_tin	building_to_building_own	1.0	1.0	0.0
vik_church_crafts_2	shield_trade_resource_consumption_gold_silver	region_to_region_own_provincewide	-40.0	-40.0	0.0
vik_church_crafts_3	shieldwall_has_variable_income_copper_tin	building_to_building_own	1.0	1.0	0.0
vik_church_crafts_3	shield_trade_resource_consumption_gold_silver	region_to_region_own_provincewide	-55.0	-55.0	0.0
vik_church_crafts_1	shield_resource_jewellery_production	building_to_building_own	2.0	2.0	0.0
vik_church_crafts_2	shield_resource_jewellery_production	building_to_building_own	4.0	4.0	0.0
vik_church_crafts_3	shield_resource_jewellery_production	building_to_building_own	6.0	6.0	0.0
vik_hof_2	sw_pools_berserkers_increase	faction_to_faction_own_unseen	1.0	1.0	0.0
vik_hof_1	hof_event_blessing	faction_to_faction_own_unseen	1.0	1.0	0.0
vik_hof_1	sw_pools_berserkers_rate	faction_to_faction_own_unseen	-2.0	1.0	0.0
vik_hof_2	sw_pools_berserkers_rate	faction_to_faction_own_unseen	-5.0	1.0	0.0
vik_hof_2	hof_event_blessing	faction_to_faction_own_unseen	1.0	1.0	0.0
vik_hof_2	vik_fame	faction_to_faction_own_unseen	20.0	1.0	0.0
vik_island_monastery_1	vik_tech_points	faction_to_faction_own	15.0	15.0	0.0
vik_island_monastery_2	vik_tech_points	faction_to_faction_own	30.0	30.0	0.0
vik_island_monastery_3	vik_tech_points	faction_to_faction_own	50.0	50.0	0.0
vik_island_monastery_1	vik_fame	faction_to_faction_own_unseen	10.0	1.0	0.0
vik_island_monastery_2	vik_fame	faction_to_faction_own_unseen	15.0	1.0	0.0
vik_island_monastery_3	vik_fame	faction_to_faction_own_unseen	20.0	1.0	0.0
vik_island_monastery_1	vik_public_order_new_positive_buildings	province_to_region_own	1.0	1.0	0.0
vik_island_monastery_2	vik_public_order_new_positive_buildings	province_to_region_own	2.0	1.0	0.0
vik_island_monastery_3	vik_public_order_new_positive_buildings	province_to_region_own	3.0	1.0	0.0
