building	effect	effect_scope	value	value_damaged	value_ruined
vik_church_crafts_3	shield_gdp_church	building_to_building_own	80.0	40.0	0.0
vik_benedictine_abbey_b_2	shield_gdp_commerce	building_to_building_own	26.0	13.0	0.0
vik_tithe_hall_1	shield_gdp_church	building_to_building_own	20.0	10.0	0.0
vik_tithe_hall_2	shield_gdp_church	building_to_building_own	30.0	15.0	0.0
vik_tithe_hall_3	shield_gdp_church	building_to_building_own	40.0	20.0	0.0
vik_embroiders_1	shield_gdp_church	building_to_building_own	26.0	13.0	0.0
vik_embroiders_2	shield_gdp_church	building_to_building_own	50.0	25.0	0.0
vik_embroiders_3	shield_gdp_church	building_to_building_own	70.0	35.0	0.0
vik_scoan_abbey_1	shield_gdp_church	building_to_building_own	15.0	8.0	0.0
vik_scoan_abbey_2	shield_gdp_church	building_to_building_own	23.0	12.0	0.0
vik_scoan_abbey_3	shield_gdp_church	building_to_building_own	30.0	15.0	0.0
vik_st_swithun_1	shield_gdp_church	building_to_building_own	40.0	20.0	0.0
vik_st_swithun_2	shield_gdp_church	building_to_building_own	80.0	40.0	0.0
vik_st_swithun_3	shield_gdp_church	building_to_building_own	120.0	60.0	0.0
vik_nunnaminster_1	shield_gdp_church	building_to_building_own	100.0	50.0	0.0
vik_church_1	shield_gdp_church	building_to_building_own	30.0	15.0	0.0
vik_church_2	shield_gdp_church	building_to_building_own	50.0	25.0	0.0
vik_church_3	shield_gdp_church	building_to_building_own	80.0	40.0	0.0
vik_ceil_de_abbey_b_2	shield_gdp_church	building_to_building_own	26.0	13.0	0.0
vik_high_cross_1	shield_gdp_church	building_to_building_own	60.0	30.0	0.0
vik_high_cross_2	shield_gdp_church	building_to_building_own	90.0	45.0	0.0
vik_abbey_b_2	shield_gdp_church	building_to_building_own	50.0	25.0	0.0
vik_apple_ash_1	shield_gdp_farm	building_to_building_own	15.0	8.0	0.0
vik_apple_ash_2	shield_gdp_farm	building_to_building_own	23.0	12.0	0.0
vik_apple_ash_3	shield_gdp_farm	building_to_building_own	35.0	18.0	0.0
vik_artisans_1	shield_gdp_industry	building_to_building_own	75.0	38.0	0.0
vik_artisans_2	shield_gdp_industry	building_to_building_own	90.0	45.0	0.0
vik_artisans_3	shield_gdp_industry	building_to_building_own	115.0	58.0	0.0
vik_fishing_1	shield_gdp_farm	building_to_building_own	26.0	13.0	0.0
vik_fishing_2	shield_gdp_farm	building_to_building_own	40.0	20.0	0.0
vik_fishing_3	shield_gdp_farm	building_to_building_own	46.0	23.0	0.0
vik_port_fish_1	shield_gdp_farm	building_to_building_own	25.0	13.0	0.0
vik_port_fish_2	shield_gdp_farm	building_to_building_own	40.0	20.0	0.0
vik_port_fish_3	shield_gdp_farm	building_to_building_own	60.0	30.0	0.0
vik_library_1	shield_gdp_church	building_to_building_own	-30.0	-30.0	0.0
vik_library_2	shield_gdp_church	building_to_building_own	-50.0	-50.0	0.0
vik_library_3	shield_gdp_church	building_to_building_own	-75.0	-75.0	0.0
