building	effect	effect_scope	value	value_damaged	value_ruined
vik_thing_3	sw_pools_noble_infantry_not_heroes_increase	faction_to_faction_own_unseen	3.0	3.0	0.0
vik_archery_1	sw_pools_bows_increase	faction_to_faction_own_unseen	2.0	2.0	0.0
vik_archery_2	sw_pools_bows_increase	faction_to_faction_own_unseen	3.0	3.0	0.0
vik_athletics_1	sw_pools_light_infantry_increase	faction_to_faction_own_unseen	2.0	2.0	0.0
vik_athletics_2	sw_pools_light_infantry_increase	faction_to_faction_own_unseen	3.0	3.0	0.0
vik_archery_1	archery_event_training	faction_to_faction_own_unseen	1.0	1.0	0.0
vik_archery_2	archery_event_training	faction_to_faction_own_unseen	1.0	0.0	0.0
vik_athletics_1	athletics_event_training	faction_to_faction_own_unseen	1.0	0.0	0.0
vik_athletics_2	athletics_event_training	faction_to_faction_own_unseen	1.0	0.0	0.0
vik_oxford_1	traits_promotes_eduiated	faction_to_faction_own_unseen	1.0	0.0	0.0
vik_oxford_1	traits_upgrades_educated	faction_to_faction_own_unseen	1.0	0.0	0.0
vik_oxford_1	vik_fame	faction_to_faction_own_unseen	30.0	15.0	0.0
vik_oxford_1	vik_research_rate	faction_to_faction_own_unseen	15.0	10.0	0.0
