building	effect	effect_scope	value	value_damaged	value_ruined
vik_st_swithun_3	shield_scripted_pop_cap_monk	region_to_region_own	40.0	40.0	0.0
vik_nunnaminster_1	shield_scripted_pop_cap_monk	region_to_region_own	40.0	40.0	0.0
vik_achad_bo_1	shield_scripted_pop_cap_monk	region_to_region_own	20.0	20.0	0.0
vik_achad_bo_2	shield_scripted_pop_cap_monk	region_to_region_own	20.0	20.0	0.0
vik_achad_bo_3	shield_scripted_pop_cap_monk	region_to_region_own	40.0	40.0	0.0
vik_achad_bo_4	shield_scripted_pop_cap_monk	region_to_region_own	40.0	40.0	0.0
vik_achad_bo_5	shield_scripted_pop_cap_monk	region_to_region_own	40.0	40.0	0.0
vik_st_ciaran_1	shield_scripted_pop_cap_monk	region_to_region_own	20.0	20.0	0.0
vik_st_ciaran_2	shield_scripted_pop_cap_monk	region_to_region_own	20.0	20.0	0.0
vik_st_ciaran_3	shield_scripted_pop_cap_monk	region_to_region_own	40.0	40.0	0.0
vik_st_ciaran_4	shield_scripted_pop_cap_monk	region_to_region_own	40.0	40.0	0.0
vik_st_ciaran_5	shield_scripted_pop_cap_monk	region_to_region_own	40.0	40.0	0.0
vik_st_columbe_1	shield_scripted_pop_cap_monk	region_to_region_own	20.0	20.0	0.0
vik_st_columbe_2	shield_scripted_pop_cap_monk	region_to_region_own	20.0	20.0	0.0
vik_st_columbe_3	shield_scripted_pop_cap_monk	region_to_region_own	40.0	40.0	0.0
vik_st_columbe_4	shield_scripted_pop_cap_monk	region_to_region_own	40.0	40.0	0.0
vik_st_columbe_5	shield_scripted_pop_cap_monk	region_to_region_own	40.0	40.0	0.0
vik_st_patraic_1	shield_scripted_pop_cap_monk	region_to_region_own	20.0	20.0	0.0
vik_st_patraic_2	shield_scripted_pop_cap_monk	region_to_region_own	20.0	20.0	0.0
vik_st_patraic_3	shield_scripted_pop_cap_monk	region_to_region_own	40.0	40.0	0.0
vik_st_patraic_4	shield_scripted_pop_cap_monk	region_to_region_own	40.0	40.0	0.0
vik_st_patraic_5	shield_scripted_pop_cap_monk	region_to_region_own	40.0	40.0	0.0
vik_monastery_1	shield_scripted_pop_cap_monk	region_to_region_own	20.0	20.0	0.0
vik_monastery_2	shield_scripted_pop_cap_monk	region_to_region_own	20.0	20.0	0.0
vik_monastery_3	shield_scripted_pop_cap_monk	region_to_region_own	40.0	40.0	0.0
vik_monastery_4	shield_scripted_pop_cap_monk	region_to_region_own	40.0	40.0	0.0
vik_monastery_5	shield_scripted_pop_cap_monk	region_to_region_own	40.0	40.0	0.0
vik_rock_caisil_1	shield_scripted_pop_cap_monk	region_to_region_own	20.0	20.0	0.0
vik_rock_caisil_2	shield_scripted_pop_cap_monk	region_to_region_own	20.0	20.0	0.0
vik_rock_caisil_3	shield_scripted_pop_cap_monk	region_to_region_own	40.0	40.0	0.0
vik_rock_caisil_4	shield_scripted_pop_cap_monk	region_to_region_own	40.0	40.0	0.0
vik_rock_caisil_5	shield_scripted_pop_cap_monk	region_to_region_own	40.0	40.0	0.0
vik_st_ringan_1	shield_scripted_pop_cap_monk	region_to_region_own	20.0	20.0	0.0
vik_st_ringan_2	shield_scripted_pop_cap_monk	region_to_region_own	20.0	20.0	0.0
vik_st_ringan_3	shield_scripted_pop_cap_monk	region_to_region_own	30.0	30.0	0.0
vik_st_ringan_4	shield_scripted_pop_cap_monk	region_to_region_own	40.0	40.0	0.0
vik_st_ringan_5	shield_scripted_pop_cap_monk	region_to_region_own	50.0	50.0	0.0
vik_st_cuthbert_1	shield_scripted_pop_cap_monk	region_to_region_own	20.0	20.0	0.0
vik_st_cuthbert_2	shield_scripted_pop_cap_monk	region_to_region_own	20.0	20.0	0.0
vik_st_cuthbert_3	shield_scripted_pop_cap_monk	region_to_region_own	30.0	30.0	0.0
vik_st_cuthbert_4	shield_scripted_pop_cap_monk	region_to_region_own	40.0	40.0	0.0
vik_st_cuthbert_5	shield_scripted_pop_cap_monk	region_to_region_own	50.0	50.0	0.0
vik_st_dewi_1	shield_scripted_pop_cap_monk	region_to_region_own	10.0	10.0	0.0
vik_st_dewi_2	shield_scripted_pop_cap_monk	region_to_region_own	20.0	20.0	0.0
vik_st_dewi_3	shield_scripted_pop_cap_monk	region_to_region_own	30.0	30.0	0.0
vik_st_dewi_4	shield_scripted_pop_cap_monk	region_to_region_own	40.0	40.0	0.0
vik_st_dewi_5	shield_scripted_pop_cap_monk	region_to_region_own	50.0	50.0	0.0
vik_st_edmund_1	shield_scripted_pop_cap_monk	region_to_region_own	20.0	20.0	0.0
vik_st_edmund_2	shield_scripted_pop_cap_monk	region_to_region_own	20.0	20.0	0.0
vik_st_edmund_3	shield_scripted_pop_cap_monk	region_to_region_own	30.0	30.0	0.0
vik_st_edmund_4	shield_scripted_pop_cap_monk	region_to_region_own	40.0	40.0	0.0
vik_st_edmund_5	shield_scripted_pop_cap_monk	region_to_region_own	50.0	50.0	0.0
vik_school_ros_1	shield_scripted_pop_cap_monk	region_to_region_own	20.0	20.0	0.0
vik_school_ros_2	shield_scripted_pop_cap_monk	region_to_region_own	20.0	20.0	0.0
vik_school_ros_3	shield_scripted_pop_cap_monk	region_to_region_own	30.0	30.0	0.0
vik_school_ros_4	shield_scripted_pop_cap_monk	region_to_region_own	40.0	40.0	0.0
vik_school_ros_5	shield_scripted_pop_cap_monk	region_to_region_own	50.0	50.0	0.0
vik_island_monastery_1	shield_scripted_pop_cap_monk	region_to_region_own	25.0	10.0	0.0
vik_island_monastery_2	shield_scripted_pop_cap_monk	region_to_region_own	40.0	15.0	0.0
vik_island_monastery_3	shield_scripted_pop_cap_monk	region_to_region_own	60.0	20.0	0.0
vik_church_1	shield_scripted_pop_cap_monk	region_to_region_own	5.0	5.0	0.0
vik_church_2	shield_scripted_pop_cap_monk	region_to_region_own	10.0	10.0	0.0
vik_church_3	shield_scripted_pop_cap_monk	region_to_region_own	15.0	15.0	0.0
