key	campaign_key	character_skill_key	character_skill_node_set_key	faction_key	indent	tier	subculture	points_on_creation
vik_back_wife_midwife		vik_back_wife_midwife	vik_general_skills		0.0	0.0		0
vik_back_wife_midwife_circenn		vik_back_wife_midwife_circenn	vik_general_skills_circenn		0.0	0.0		0
vik_back_wife_midwife_dyflin		vik_back_wife_midwife_dyflin	vik_general_skills_dyflin		0.0	0.0		0
vik_back_wife_midwife_east_engle		vik_back_wife_midwife_east_engle	vik_general_skills_east_engle		0.0	0.0		0
vik_back_wife_midwife_gwined		vik_back_wife_midwife_gwined	vik_general_skills_gwined		0.0	0.0		0
vik_back_wife_midwife_mide		vik_back_wife_midwife_mide	vik_general_skills_mide		0.0	0.0		0
vik_back_wife_midwife_mierce		vik_back_wife_midwife_mierce	vik_general_skills_mierce		0.0	0.0		0
vik_back_wife_midwife_northymbre		vik_back_wife_midwife_northymbre	vik_general_skills_northymbre		0.0	0.0		0
vik_back_wife_midwife_strat_clut		vik_back_wife_midwife_strat_clut	vik_general_skills_strat_clut		0.0	0.0		0
vik_back_wife_midwife_sudreyar		vik_back_wife_midwife_sudreyar	vik_general_skills_sudreyar		0.0	0.0		0
vik_back_wife_midwife_west_seaxe		vik_back_wife_midwife_west_seaxe	vik_general_skills_west_seaxe		0.0	0.0		0
vik_back_wife_natural_beauty		vik_back_wife_natural_beauty	vik_general_skills		0.0	0.0		0
vik_back_wife_natural_beauty_circenn		vik_back_wife_natural_beauty_circenn	vik_general_skills_circenn		0.0	0.0		0
vik_back_wife_natural_beauty_dyflin		vik_back_wife_natural_beauty_dyflin	vik_general_skills_dyflin		0.0	0.0		0
vik_back_wife_natural_beauty_east_engle		vik_back_wife_natural_beauty_east_engle	vik_general_skills_east_engle		0.0	0.0		0
vik_back_wife_natural_beauty_gwined		vik_back_wife_natural_beauty_gwined	vik_general_skills_gwined		0.0	0.0		0
vik_back_wife_natural_beauty_mide		vik_back_wife_natural_beauty_mide	vik_general_skills_mide		0.0	0.0		0
vik_back_wife_natural_beauty_mierce		vik_back_wife_natural_beauty_mierce	vik_general_skills_mierce		0.0	0.0		0
vik_back_wife_natural_beauty_northymbre		vik_back_wife_natural_beauty_northymbre	vik_general_skills_northymbre		0.0	0.0		0
vik_back_wife_natural_beauty_strat_clut		vik_back_wife_natural_beauty_strat_clut	vik_general_skills_strat_clut		0.0	0.0		0
vik_back_wife_natural_beauty_sudreyar		vik_back_wife_natural_beauty_sudreyar	vik_general_skills_sudreyar		0.0	0.0		0
vik_back_wife_natural_beauty_west_seaxe		vik_back_wife_natural_beauty_west_seaxe	vik_general_skills_west_seaxe		0.0	0.0		0
vik_back_wife_noble		vik_back_wife_noble	vik_general_skills		0.0	0.0		0
vik_back_wife_noble_circenn		vik_back_wife_noble_circenn	vik_general_skills_circenn		0.0	0.0		0
vik_back_wife_noble_dyflin		vik_back_wife_noble_dyflin	vik_general_skills_dyflin		0.0	0.0		0
vik_back_wife_noble_east_engle		vik_back_wife_noble_east_engle	vik_general_skills_east_engle		0.0	0.0		0
vik_back_wife_noble_gwined		vik_back_wife_noble_gwined	vik_general_skills_gwined		0.0	0.0		0
vik_back_wife_noble_mide		vik_back_wife_noble_mide	vik_general_skills_mide		0.0	0.0		0
vik_back_wife_noble_mierce		vik_back_wife_noble_mierce	vik_general_skills_mierce		0.0	0.0		0
vik_back_wife_noble_northymbre		vik_back_wife_noble_northymbre	vik_general_skills_northymbre		0.0	0.0		0
vik_back_wife_noble_strat_clut		vik_back_wife_noble_strat_clut	vik_general_skills_strat_clut		0.0	0.0		0
vik_back_wife_noble_sudreyar		vik_back_wife_noble_sudreyar	vik_general_skills_sudreyar		0.0	0.0		0
vik_back_wife_noble_west_seaxe		vik_back_wife_noble_west_seaxe	vik_general_skills_west_seaxe		0.0	0.0		0
vik_back_wife_organised		vik_back_wife_organised	vik_general_skills		0.0	0.0		0
vik_back_wife_organised_circenn		vik_back_wife_organised_circenn	vik_general_skills_circenn		0.0	0.0		0
vik_back_wife_organised_dyflin		vik_back_wife_organised_dyflin	vik_general_skills_dyflin		0.0	0.0		0
vik_back_wife_organised_east_engle		vik_back_wife_organised_east_engle	vik_general_skills_east_engle		0.0	0.0		0
vik_back_wife_organised_gwined		vik_back_wife_organised_gwined	vik_general_skills_gwined		0.0	0.0		0
vik_back_wife_organised_mide		vik_back_wife_organised_mide	vik_general_skills_mide		0.0	0.0		0
vik_back_wife_organised_mierce		vik_back_wife_organised_mierce	vik_general_skills_mierce		0.0	0.0		0
vik_back_wife_organised_northymbre		vik_back_wife_organised_northymbre	vik_general_skills_northymbre		0.0	0.0		0
vik_back_wife_organised_strat_clut		vik_back_wife_organised_strat_clut	vik_general_skills_strat_clut		0.0	0.0		0
vik_back_wife_organised_sudreyar		vik_back_wife_organised_sudreyar	vik_general_skills_sudreyar		0.0	0.0		0
vik_back_wife_organised_west_seaxe		vik_back_wife_organised_west_seaxe	vik_general_skills_west_seaxe		0.0	0.0		0
vik_back_wife_peaceful		vik_back_wife_peaceful	vik_general_skills		0.0	0.0		0
vik_back_wife_peaceful_circenn		vik_back_wife_peaceful_circenn	vik_general_skills_circenn		0.0	0.0		0
vik_back_wife_peaceful_dyflin		vik_back_wife_peaceful_dyflin	vik_general_skills_dyflin		0.0	0.0		0
vik_back_wife_peaceful_east_engle		vik_back_wife_peaceful_east_engle	vik_general_skills_east_engle		0.0	0.0		0
vik_back_wife_peaceful_gwined		vik_back_wife_peaceful_gwined	vik_general_skills_gwined		0.0	0.0		0
vik_back_wife_peaceful_mide		vik_back_wife_peaceful_mide	vik_general_skills_mide		0.0	0.0		0
vik_back_wife_peaceful_mierce		vik_back_wife_peaceful_mierce	vik_general_skills_mierce		0.0	0.0		0
vik_back_wife_peaceful_northymbre		vik_back_wife_peaceful_northymbre	vik_general_skills_northymbre		0.0	0.0		0
vik_back_wife_peaceful_strat_clut		vik_back_wife_peaceful_strat_clut	vik_general_skills_strat_clut		0.0	0.0		0
vik_back_wife_peaceful_sudreyar		vik_back_wife_peaceful_sudreyar	vik_general_skills_sudreyar		0.0	0.0		0
vik_back_wife_peaceful_west_seaxe		vik_back_wife_peaceful_west_seaxe	vik_general_skills_west_seaxe		0.0	0.0		0
vik_back_wife_renowned		vik_back_wife_renowned	vik_general_skills		0.0	0.0		0
vik_back_wife_renowned_circenn		vik_back_wife_renowned_circenn	vik_general_skills_circenn		0.0	0.0		0
vik_back_wife_renowned_dyflin		vik_back_wife_renowned_dyflin	vik_general_skills_dyflin		0.0	0.0		0
vik_back_wife_renowned_east_engle		vik_back_wife_renowned_east_engle	vik_general_skills_east_engle		0.0	0.0		0
vik_back_wife_renowned_gwined		vik_back_wife_renowned_gwined	vik_general_skills_gwined		0.0	0.0		0
vik_back_wife_renowned_mide		vik_back_wife_renowned_mide	vik_general_skills_mide		0.0	0.0		0
vik_back_wife_renowned_mierce		vik_back_wife_renowned_mierce	vik_general_skills_mierce		0.0	0.0		0
vik_back_wife_renowned_northymbre		vik_back_wife_renowned_northymbre	vik_general_skills_northymbre		0.0	0.0		0
vik_back_wife_renowned_strat_clut		vik_back_wife_renowned_strat_clut	vik_general_skills_strat_clut		0.0	0.0		0
vik_back_wife_renowned_sudreyar		vik_back_wife_renowned_sudreyar	vik_general_skills_sudreyar		0.0	0.0		0
vik_back_wife_renowned_west_seaxe		vik_back_wife_renowned_west_seaxe	vik_general_skills_west_seaxe		0.0	0.0		0
vik_back_wife_sensible		vik_back_wife_sensible	vik_general_skills		0.0	0.0		0
vik_back_wife_sensible_circenn		vik_back_wife_sensible_circenn	vik_general_skills_circenn		0.0	0.0		0
vik_back_wife_sensible_dyflin		vik_back_wife_sensible_dyflin	vik_general_skills_dyflin		0.0	0.0		0
vik_back_wife_sensible_east_engle		vik_back_wife_sensible_east_engle	vik_general_skills_east_engle		0.0	0.0		0
vik_back_wife_sensible_gwined		vik_back_wife_sensible_gwined	vik_general_skills_gwined		0.0	0.0		0
vik_back_wife_sensible_mide		vik_back_wife_sensible_mide	vik_general_skills_mide		0.0	0.0		0
vik_back_wife_sensible_mierce		vik_back_wife_sensible_mierce	vik_general_skills_mierce		0.0	0.0		0
vik_back_wife_sensible_northymbre		vik_back_wife_sensible_northymbre	vik_general_skills_northymbre		0.0	0.0		0
vik_back_wife_sensible_strat_clut		vik_back_wife_sensible_strat_clut	vik_general_skills_strat_clut		0.0	0.0		0
vik_back_wife_sensible_sudreyar		vik_back_wife_sensible_sudreyar	vik_general_skills_sudreyar		0.0	0.0		0
vik_back_wife_sensible_west_seaxe		vik_back_wife_sensible_west_seaxe	vik_general_skills_west_seaxe		0.0	0.0		0
vik_back_wife_shieldmaiden		vik_back_wife_shieldmaiden	vik_general_skills		0.0	0.0		0
vik_back_wife_shieldmaiden_circenn		vik_back_wife_shieldmaiden_circenn	vik_general_skills_circenn		0.0	0.0		0
vik_back_wife_shieldmaiden_dyflin		vik_back_wife_shieldmaiden_dyflin	vik_general_skills_dyflin		0.0	0.0		0
vik_back_wife_shieldmaiden_east_engle		vik_back_wife_shieldmaiden_east_engle	vik_general_skills_east_engle		0.0	0.0		0
vik_back_wife_shieldmaiden_gwined		vik_back_wife_shieldmaiden_gwined	vik_general_skills_gwined		0.0	0.0		0
vik_back_wife_shieldmaiden_mide		vik_back_wife_shieldmaiden_mide	vik_general_skills_mide		0.0	0.0		0
vik_back_wife_shieldmaiden_mierce		vik_back_wife_shieldmaiden_mierce	vik_general_skills_mierce		0.0	0.0		0
vik_back_wife_shieldmaiden_northymbre		vik_back_wife_shieldmaiden_northymbre	vik_general_skills_northymbre		0.0	0.0		0
vik_back_wife_shieldmaiden_strat_clut		vik_back_wife_shieldmaiden_strat_clut	vik_general_skills_strat_clut		0.0	0.0		0
vik_back_wife_shieldmaiden_sudreyar		vik_back_wife_shieldmaiden_sudreyar	vik_general_skills_sudreyar		0.0	0.0		0
vik_back_wife_shieldmaiden_west_seaxe		vik_back_wife_shieldmaiden_west_seaxe	vik_general_skills_west_seaxe		0.0	0.0		0
vik_back_wife_strict		vik_back_wife_strict	vik_general_skills		0.0	0.0		0
vik_back_wife_strict_circenn		vik_back_wife_strict_circenn	vik_general_skills_circenn		0.0	0.0		0
vik_back_wife_strict_dyflin		vik_back_wife_strict_dyflin	vik_general_skills_dyflin		0.0	0.0		0
vik_back_wife_strict_east_engle		vik_back_wife_strict_east_engle	vik_general_skills_east_engle		0.0	0.0		0
vik_back_wife_strict_gwined		vik_back_wife_strict_gwined	vik_general_skills_gwined		0.0	0.0		0
vik_back_wife_strict_mide		vik_back_wife_strict_mide	vik_general_skills_mide		0.0	0.0		0
vik_back_wife_strict_mierce		vik_back_wife_strict_mierce	vik_general_skills_mierce		0.0	0.0		0
vik_back_wife_strict_northymbre		vik_back_wife_strict_northymbre	vik_general_skills_northymbre		0.0	0.0		0
vik_back_wife_strict_strat_clut		vik_back_wife_strict_strat_clut	vik_general_skills_strat_clut		0.0	0.0		0
vik_back_wife_strict_sudreyar		vik_back_wife_strict_sudreyar	vik_general_skills_sudreyar		0.0	0.0		0
vik_back_wife_strict_west_seaxe		vik_back_wife_strict_west_seaxe	vik_general_skills_west_seaxe		0.0	0.0		0
vik_back_wife_ugly		vik_back_wife_ugly	vik_general_skills		0.0	0.0		0
vik_back_wife_ugly_circenn		vik_back_wife_ugly_circenn	vik_general_skills_circenn		0.0	0.0		0
vik_back_wife_ugly_dyflin		vik_back_wife_ugly_dyflin	vik_general_skills_dyflin		0.0	0.0		0
vik_back_wife_ugly_east_engle		vik_back_wife_ugly_east_engle	vik_general_skills_east_engle		0.0	0.0		0
vik_back_wife_ugly_gwined		vik_back_wife_ugly_gwined	vik_general_skills_gwined		0.0	0.0		0
vik_back_wife_ugly_mide		vik_back_wife_ugly_mide	vik_general_skills_mide		0.0	0.0		0
vik_back_wife_ugly_mierce		vik_back_wife_ugly_mierce	vik_general_skills_mierce		0.0	0.0		0
vik_back_wife_ugly_northymbre		vik_back_wife_ugly_northymbre	vik_general_skills_northymbre		0.0	0.0		0
vik_back_wife_ugly_strat_clut		vik_back_wife_ugly_strat_clut	vik_general_skills_strat_clut		0.0	0.0		0
vik_back_wife_ugly_sudreyar		vik_back_wife_ugly_sudreyar	vik_general_skills_sudreyar		0.0	0.0		0
vik_back_wife_ugly_west_seaxe		vik_back_wife_ugly_west_seaxe	vik_general_skills_west_seaxe		0.0	0.0		0
vik_back_wife_unfaithful		vik_back_wife_unfaithful	vik_general_skills		0.0	0.0		0
vik_back_wife_unfaithful_circenn		vik_back_wife_unfaithful_circenn	vik_general_skills_circenn		0.0	0.0		0
vik_back_wife_unfaithful_dyflin		vik_back_wife_unfaithful_dyflin	vik_general_skills_dyflin		0.0	0.0		0
vik_back_wife_unfaithful_east_engle		vik_back_wife_unfaithful_east_engle	vik_general_skills_east_engle		0.0	0.0		0
vik_back_wife_unfaithful_gwined		vik_back_wife_unfaithful_gwined	vik_general_skills_gwined		0.0	0.0		0
vik_back_wife_unfaithful_mide		vik_back_wife_unfaithful_mide	vik_general_skills_mide		0.0	0.0		0
vik_back_wife_unfaithful_mierce		vik_back_wife_unfaithful_mierce	vik_general_skills_mierce		0.0	0.0		0
vik_back_wife_unfaithful_northymbre		vik_back_wife_unfaithful_northymbre	vik_general_skills_northymbre		0.0	0.0		0
vik_back_wife_unfaithful_strat_clut		vik_back_wife_unfaithful_strat_clut	vik_general_skills_strat_clut		0.0	0.0		0
vik_back_wife_unfaithful_sudreyar		vik_back_wife_unfaithful_sudreyar	vik_general_skills_sudreyar		0.0	0.0		0
vik_back_wife_unfaithful_west_seaxe		vik_back_wife_unfaithful_west_seaxe	vik_general_skills_west_seaxe		0.0	0.0		0
vik_back_wife_wasteful		vik_back_wife_wasteful	vik_general_skills		0.0	0.0		0
vik_back_wife_wasteful_circenn		vik_back_wife_wasteful_circenn	vik_general_skills_circenn		0.0	0.0		0
vik_back_wife_wasteful_dyflin		vik_back_wife_wasteful_dyflin	vik_general_skills_dyflin		0.0	0.0		0
vik_back_wife_wasteful_east_engle		vik_back_wife_wasteful_east_engle	vik_general_skills_east_engle		0.0	0.0		0
vik_back_wife_wasteful_gwined		vik_back_wife_wasteful_gwined	vik_general_skills_gwined		0.0	0.0		0
vik_back_wife_wasteful_mide		vik_back_wife_wasteful_mide	vik_general_skills_mide		0.0	0.0		0
vik_back_wife_wasteful_mierce		vik_back_wife_wasteful_mierce	vik_general_skills_mierce		0.0	0.0		0
vik_back_wife_wasteful_northymbre		vik_back_wife_wasteful_northymbre	vik_general_skills_northymbre		0.0	0.0		0
vik_back_wife_wasteful_strat_clut		vik_back_wife_wasteful_strat_clut	vik_general_skills_strat_clut		0.0	0.0		0
vik_back_wife_wasteful_sudreyar		vik_back_wife_wasteful_sudreyar	vik_general_skills_sudreyar		0.0	0.0		0
vik_back_wife_wasteful_west_seaxe		vik_back_wife_wasteful_west_seaxe	vik_general_skills_west_seaxe		0.0	0.0		0
vik_back_wife_wealthy		vik_back_wife_wealthy	vik_general_skills		0.0	0.0		0
vik_back_wife_wealthy_circenn		vik_back_wife_wealthy_circenn	vik_general_skills_circenn		0.0	0.0		0
vik_back_wife_wealthy_dyflin		vik_back_wife_wealthy_dyflin	vik_general_skills_dyflin		0.0	0.0		0
vik_back_wife_wealthy_east_engle		vik_back_wife_wealthy_east_engle	vik_general_skills_east_engle		0.0	0.0		0
vik_back_wife_wealthy_gwined		vik_back_wife_wealthy_gwined	vik_general_skills_gwined		0.0	0.0		0
vik_back_wife_wealthy_mide		vik_back_wife_wealthy_mide	vik_general_skills_mide		0.0	0.0		0
vik_back_wife_wealthy_mierce		vik_back_wife_wealthy_mierce	vik_general_skills_mierce		0.0	0.0		0
vik_back_wife_wealthy_northymbre		vik_back_wife_wealthy_northymbre	vik_general_skills_northymbre		0.0	0.0		0
vik_back_wife_wealthy_strat_clut		vik_back_wife_wealthy_strat_clut	vik_general_skills_strat_clut		0.0	0.0		0
vik_back_wife_wealthy_sudreyar		vik_back_wife_wealthy_sudreyar	vik_general_skills_sudreyar		0.0	0.0		0
vik_back_wife_wealthy_west_seaxe		vik_back_wife_wealthy_west_seaxe	vik_general_skills_west_seaxe		0.0	0.0		0
vik_back_wife_well_connected		vik_back_wife_well_connected	vik_general_skills		0.0	0.0		0
vik_back_wife_well_connected_circenn		vik_back_wife_well_connected_circenn	vik_general_skills_circenn		0.0	0.0		0
vik_back_wife_well_connected_dyflin		vik_back_wife_well_connected_dyflin	vik_general_skills_dyflin		0.0	0.0		0
vik_back_wife_well_connected_east_engle		vik_back_wife_well_connected_east_engle	vik_general_skills_east_engle		0.0	0.0		0
