id	mission_key	payload_key	status_key	value
7299	vik_strat_clut_map_control_11_3	TREASURY	SUCCESS	AMOUNT[500]
7301	vik_strat_clut_map_control_12_1	TREASURY	SUCCESS	AMOUNT[500]
7305	vik_strat_clut_map_control_12_2	TREASURY	SUCCESS	AMOUNT[500]
7309	vik_strat_clut_map_control_12_3	TREASURY	SUCCESS	AMOUNT[500]
7310	vik_strat_clut_map_control_13_1	TREASURY	SUCCESS	AMOUNT[500]
7318	vik_strat_clut_map_control_13_2	TREASURY	SUCCESS	AMOUNT[500]
7326	vik_strat_clut_map_control_13_3	TREASURY	SUCCESS	AMOUNT[500]
7327	vik_strat_clut_map_control_14_1	TREASURY	SUCCESS	AMOUNT[500]
7333	vik_strat_clut_map_control_14_2	TREASURY	SUCCESS	AMOUNT[500]
7342	vik_strat_clut_map_control_14_3	TREASURY	SUCCESS	AMOUNT[500]
7352	vik_strat_clut_map_control_1_1	TREASURY	SUCCESS	AMOUNT[500]
7354	vik_strat_clut_map_control_1_2	TREASURY	SUCCESS	AMOUNT[500]
7364	vik_strat_clut_map_control_1_3	TREASURY	SUCCESS	AMOUNT[500]
7370	vik_strat_clut_map_control_2_1	TREASURY	SUCCESS	AMOUNT[500]
7372	vik_strat_clut_map_control_2_2	TREASURY	SUCCESS	AMOUNT[500]
7373	vik_strat_clut_map_control_2_3	TREASURY	SUCCESS	AMOUNT[500]
7374	vik_strat_clut_map_control_3_1	TREASURY	SUCCESS	AMOUNT[500]
7381	vik_strat_clut_map_control_3_2	TREASURY	SUCCESS	AMOUNT[500]
7384	vik_strat_clut_map_control_3_3	TREASURY	SUCCESS	AMOUNT[500]
7394	vik_strat_clut_map_control_4_1	TREASURY	SUCCESS	AMOUNT[500]
7398	vik_strat_clut_map_control_4_2	TREASURY	SUCCESS	AMOUNT[500]
7406	vik_strat_clut_map_control_4_3	TREASURY	SUCCESS	AMOUNT[500]
7413	vik_strat_clut_map_control_5_1	TREASURY	SUCCESS	AMOUNT[500]
7421	vik_strat_clut_map_control_5_2	TREASURY	SUCCESS	AMOUNT[500]
7427	vik_strat_clut_map_control_5_3	TREASURY	SUCCESS	AMOUNT[500]
7429	vik_strat_clut_map_control_6_1	TREASURY	SUCCESS	AMOUNT[500]
7434	vik_strat_clut_map_control_6_2	TREASURY	SUCCESS	AMOUNT[500]
7440	vik_strat_clut_map_control_6_3	TREASURY	SUCCESS	AMOUNT[500]
7450	vik_strat_clut_map_control_7_1	TREASURY	SUCCESS	AMOUNT[500]
7451	vik_strat_clut_map_control_7_2	TREASURY	SUCCESS	AMOUNT[500]
7458	vik_strat_clut_map_control_7_3	TREASURY	SUCCESS	AMOUNT[500]
7468	vik_strat_clut_map_control_8_1	TREASURY	SUCCESS	AMOUNT[500]
7471	vik_strat_clut_map_control_8_2	TREASURY	SUCCESS	AMOUNT[500]
7476	vik_strat_clut_map_control_8_3	TREASURY	SUCCESS	AMOUNT[500]
7485	vik_strat_clut_map_control_9_1	TREASURY	SUCCESS	AMOUNT[500]
7495	vik_strat_clut_map_control_9_2	TREASURY	SUCCESS	AMOUNT[500]
7500	vik_strat_clut_map_control_9_3	TREASURY	SUCCESS	AMOUNT[500]
7504	vik_sudreyar_assembly_blockade_1	TREASURY	SUCCESS	AMOUNT[250]
7513	vik_sudreyar_assembly_blockade_2	TREASURY	SUCCESS	AMOUNT[250]
7523	vik_sudreyar_assembly_blockade_3	TREASURY	SUCCESS	AMOUNT[250]
7533	vik_sudreyar_assembly_fight_1	TREASURY	SUCCESS	AMOUNT[250]
7539	vik_sudreyar_assembly_fight_2	TREASURY	SUCCESS	AMOUNT[250]
7543	vik_sudreyar_assembly_raid_1	TREASURY	SUCCESS	AMOUNT[250]
7551	vik_sudreyar_assembly_raid_2	TREASURY	SUCCESS	AMOUNT[250]
7555	vik_sudreyar_assembly_raid_3	TREASURY	SUCCESS	AMOUNT[250]
7557	vik_sudreyar_assembly_raid_4	TREASURY	SUCCESS	AMOUNT[250]
7560	vik_sudreyar_assembly_raid_5	TREASURY	SUCCESS	AMOUNT[250]
7561	vik_sudreyar_assembly_raid_6	TREASURY	SUCCESS	AMOUNT[250]
7571	vik_sudreyar_assembly_sack_1	TREASURY	SUCCESS	AMOUNT[250]
7576	vik_sudreyar_assembly_sack_2	TREASURY	SUCCESS	AMOUNT[250]
7579	vik_sudreyar_assembly_sack_3	TREASURY	SUCCESS	AMOUNT[250]
7582	vik_sudreyar_assembly_sack_4	TREASURY	SUCCESS	AMOUNT[250]
7584	vik_gwined_legendary_battle_alliance_vik_reg_alt_clut	TREASURY	SUCCESS	AMOUNT[250]
7590	vik_gwined_legendary_battle_alliance_vik_reg_bathanceaster	TREASURY	SUCCESS	AMOUNT[250]
7595	vik_gwined_legendary_battle_alliance_vik_reg_bebbanburg	TREASURY	SUCCESS	AMOUNT[250]
7603	vik_gwined_legendary_battle_alliance_vik_reg_bedanford	TREASURY	SUCCESS	AMOUNT[250]
7604	vik_gwined_legendary_battle_alliance_vik_reg_carleol	TREASURY	SUCCESS	AMOUNT[250]
7605	vik_gwined_legendary_battle_alliance_vik_reg_castletoun	TREASURY	SUCCESS	AMOUNT[250]
7613	vik_gwined_legendary_battle_alliance_vik_reg_cetretha	TREASURY	SUCCESS	AMOUNT[250]
7614	vik_gwined_legendary_battle_alliance_vik_reg_cirenceaster	TREASURY	SUCCESS	AMOUNT[250]
7627	vik_gwined_legendary_battle_alliance_vik_reg_doneceaster	TREASURY	SUCCESS	AMOUNT[250]
7633	vik_gwined_legendary_battle_alliance_vik_reg_eidenburg	TREASURY	SUCCESS	AMOUNT[250]
7640	vik_gwined_legendary_battle_alliance_vik_reg_gleawceaster	TREASURY	SUCCESS	AMOUNT[250]
7650	vik_gwined_legendary_battle_alliance_vik_reg_hagustaldes	TREASURY	SUCCESS	AMOUNT[250]
7658	vik_gwined_legendary_battle_alliance_vik_reg_hwitan_aerne	TREASURY	SUCCESS	AMOUNT[250]
7664	vik_gwined_legendary_battle_alliance_vik_reg_rucestr	TREASURY	SUCCESS	AMOUNT[250]
8021	vik_mission_strat_clut_circenn	TREASURY	SUCCESS	AMOUNT[1000]
8117	vik_fact_miercna_mission_east_war_2	TREASURY	SUCCESS	AMOUNT[1000]
8125	vik_fact_miercna_mission_north_all	TREASURY	SUCCESS	AMOUNT[1000]
8126	vik_fact_miercna_mission_wales_2	TREASURY	SUCCESS	AMOUNT[1000]
8139	vik_fact_dyflin_mission_longphorts_vassals	TREASURY	SUCCESS	AMOUNT[1000]
8156	vik_mission_northymbre_westmoringas	TREASURY	SUCCESS	AMOUNT[1000]
8161	vik_estate5_agricultural	TREASURY	SUCCESS	AMOUNT[500]
8163	vik_estate5_agricultural_agricultural	TREASURY	SUCCESS	AMOUNT[750]
8168	vik_estate5_agricultural_agricultural_agricultural	TREASURY	SUCCESS	AMOUNT[1000]
8405	vik_estate4_agricultural_noble	TREASURY	SUCCESS	AMOUNT[1200]
8515	vik_estate1_agricultural_agricultural_noble	TREASURY	SUCCESS	AMOUNT[1400]
8638	vik_estate3_agricultural_church_noble	TREASURY	SUCCESS	AMOUNT[1500]
8711	vik_estate1_noble_noble_noble	TREASURY	SUCCESS	AMOUNT[2000]
9286	vik_circenn_stone_of_destiny_0_1	TREASURY	SUCCESS	AMOUNT[750]
9295	vik_circenn_stone_of_destiny_0_2	TREASURY	SUCCESS	AMOUNT[750]
9299	vik_circenn_stone_of_destiny_0_3	TREASURY	SUCCESS	AMOUNT[750]
9303	vik_circenn_stone_of_destiny_1_1	TREASURY	SUCCESS	AMOUNT[1000]
9308	vik_circenn_stone_of_destiny_1_2	TREASURY	SUCCESS	AMOUNT[1000]
9310	vik_circenn_stone_of_destiny_1_3	TREASURY	SUCCESS	AMOUNT[1000]
9315	vik_circenn_stone_of_destiny_2_1	TREASURY	SUCCESS	AMOUNT[1200]
9322	vik_circenn_stone_of_destiny_2_2	TREASURY	SUCCESS	AMOUNT[1200]
9323	vik_circenn_stone_of_destiny_2_3	TREASURY	SUCCESS	AMOUNT[1200]
9326	vik_circenn_stone_of_destiny_3_1	TREASURY	SUCCESS	AMOUNT[1300]
9329	vik_circenn_stone_of_destiny_3_2	TREASURY	SUCCESS	AMOUNT[1300]
9336	vik_circenn_stone_of_destiny_3_3	TREASURY	SUCCESS	AMOUNT[1300]
9338	vik_circenn_stone_of_destiny_4_1	TREASURY	SUCCESS	AMOUNT[1400]
9347	vik_circenn_stone_of_destiny_4_2	TREASURY	SUCCESS	AMOUNT[1400]
9351	vik_circenn_stone_of_destiny_4_3	TREASURY	SUCCESS	AMOUNT[1400]
9360	vik_circenn_stone_of_destiny_5_1	TREASURY	SUCCESS	AMOUNT[1500]
9363	vik_circenn_stone_of_destiny_5_2	TREASURY	SUCCESS	AMOUNT[1500]
9370	vik_circenn_stone_of_destiny_5_3	TREASURY	SUCCESS	AMOUNT[1500]
9380	vik_circenn_stone_of_destiny_6_1	TREASURY	SUCCESS	AMOUNT[1600]
9382	vik_circenn_stone_of_destiny_6_2	TREASURY	SUCCESS	AMOUNT[1600]
9385	vik_circenn_stone_of_destiny_6_3	TREASURY	SUCCESS	AMOUNT[1600]
9392	vik_circenn_stone_of_destiny_7_1	TREASURY	SUCCESS	AMOUNT[1700]
9393	vik_circenn_stone_of_destiny_7_2	TREASURY	SUCCESS	AMOUNT[1700]
9395	vik_circenn_stone_of_destiny_7_3	TREASURY	SUCCESS	AMOUNT[1700]
9402	vik_circenn_stone_of_destiny_8_1	TREASURY	SUCCESS	AMOUNT[2000]
9411	vik_circenn_stone_of_destiny_8_2	TREASURY	SUCCESS	AMOUNT[2000]
9413	vik_circenn_stone_of_destiny_8_3	TREASURY	SUCCESS	AMOUNT[2000]
