campaign_key	difficulty_handicap	faction_key	personality_group
vik_attila	1	vik_fact_mide	vik_group_midhe_easy
vik_attila	-1	vik_fact_mierce	vik_group_miercna_hard
vik_attila	-2	vik_fact_mierce	vik_group_miercna_very_hard
vik_attila	-3	vik_fact_mierce	vik_group_miercna_very_hard
vik_attila	1	vik_fact_mierce	vik_group_miercna_easy
vik_attila	-1	vik_fact_myrrborg	vik_group_eastmen_hard
vik_attila	-2	vik_fact_myrrborg	vik_group_eastmen_very_hard
vik_attila	-3	vik_fact_myrrborg	vik_group_eastmen_very_hard
vik_attila	1	vik_fact_myrrborg	vik_group_eastmen_easy
vik_attila	-1	vik_fact_nordmann	vik_viking_early
vik_attila	-2	vik_fact_nordmann	vik_viking_early
vik_attila	-3	vik_fact_nordmann	vik_viking_early
vik_attila	1	vik_fact_nordmann	vik_viking_early
vik_attila	-1	vik_fact_normaunds	vik_viking_late
vik_attila	-2	vik_fact_normaunds	vik_viking_late
vik_attila	-3	vik_fact_normaunds	vik_viking_late
vik_attila	1	vik_fact_normaunds	vik_viking_late
vik_attila	-1	vik_fact_norse	vik_viking_late
vik_attila	-2	vik_fact_norse	vik_viking_late
vik_attila	-3	vik_fact_norse	vik_viking_late
vik_attila	1	vik_fact_norse	vik_viking_late
vik_attila	-1	vik_fact_northleode	vik_group_english_hard
vik_attila	-2	vik_fact_northleode	vik_group_english_very_hard
vik_attila	-3	vik_fact_northleode	vik_group_english_very_hard
vik_attila	1	vik_fact_northleode	vik_group_english_easy
vik_attila	-1	vik_fact_northymbre	vik_group_northymbra_hard
vik_attila	-2	vik_fact_northymbre	vik_group_northymbra_very_hard
vik_attila	-3	vik_fact_northymbre	vik_group_northymbra_very_hard
vik_attila	1	vik_fact_northymbre	vik_group_northymbra_easy
vik_attila	-1	vik_fact_orkneyar	vik_group_eastmen_hard
vik_attila	-2	vik_fact_orkneyar	vik_group_eastmen_very_hard
vik_attila	-3	vik_fact_orkneyar	vik_group_eastmen_very_hard
vik_attila	1	vik_fact_orkneyar	vik_group_eastmen_easy
vik_attila	-1	vik_fact_osraige	vik_group_irish_hard
vik_attila	-2	vik_fact_osraige	vik_group_irish_very_hard
vik_attila	-3	vik_fact_osraige	vik_group_irish_very_hard
vik_attila	1	vik_fact_osraige	vik_group_irish_easy
vik_attila	-1	vik_fact_powis	vik_group_welsh_hard
vik_attila	-2	vik_fact_powis	vik_group_welsh_very_hard
vik_attila	-3	vik_fact_powis	vik_group_welsh_very_hard
vik_attila	1	vik_fact_powis	vik_group_welsh_easy
vik_attila	-1	vik_fact_seisilwig	vik_group_welsh_hard
vik_attila	-2	vik_fact_seisilwig	vik_group_welsh_very_hard
vik_attila	-3	vik_fact_seisilwig	vik_group_welsh_very_hard
vik_attila	1	vik_fact_seisilwig	vik_group_welsh_easy
vik_attila	-1	vik_fact_separatists_circenn	vik_group_scottish_hard
vik_attila	-2	vik_fact_separatists_circenn	vik_group_scottish_very_hard
vik_attila	-3	vik_fact_separatists_circenn	vik_group_scottish_very_hard
vik_attila	1	vik_fact_separatists_circenn	vik_group_scottish_easy
vik_attila	-1	vik_fact_separatists_dyflin	vik_group_eastmen_hard
vik_attila	-2	vik_fact_separatists_dyflin	vik_group_eastmen_very_hard
vik_attila	-3	vik_fact_separatists_dyflin	vik_group_eastmen_very_hard
vik_attila	1	vik_fact_separatists_dyflin	vik_group_eastmen_easy
vik_attila	-1	vik_fact_separatists_east_engle	vik_group_danelaw_hard
vik_attila	-2	vik_fact_separatists_east_engle	vik_group_danelaw_very_hard
vik_attila	-3	vik_fact_separatists_east_engle	vik_group_danelaw_very_hard
vik_attila	1	vik_fact_separatists_east_engle	vik_group_danelaw_easy
vik_attila	-1	vik_fact_separatists_english	vik_group_english_hard
vik_attila	-2	vik_fact_separatists_english	vik_group_english_very_hard
vik_attila	-3	vik_fact_separatists_english	vik_group_english_very_hard
vik_attila	1	vik_fact_separatists_english	vik_group_english_easy
vik_attila	-1	vik_fact_separatists_gwined	vik_group_welsh_hard
vik_attila	-2	vik_fact_separatists_gwined	vik_group_welsh_very_hard
vik_attila	-3	vik_fact_separatists_gwined	vik_group_welsh_very_hard
vik_attila	1	vik_fact_separatists_gwined	vik_group_welsh_easy
vik_attila	-1	vik_fact_separatists_irish	vik_group_irish_hard
vik_attila	-2	vik_fact_separatists_irish	vik_group_irish_very_hard
vik_attila	-3	vik_fact_separatists_irish	vik_group_irish_very_hard
vik_attila	1	vik_fact_separatists_irish	vik_group_irish_easy
vik_attila	-1	vik_fact_separatists_mide	vik_group_irish_hard
vik_attila	-2	vik_fact_separatists_mide	vik_group_irish_very_hard
vik_attila	-3	vik_fact_separatists_mide	vik_group_irish_very_hard
vik_attila	1	vik_fact_separatists_mide	vik_group_irish_easy
vik_attila	-1	vik_fact_separatists_mierce	vik_group_english_hard
vik_attila	-2	vik_fact_separatists_mierce	vik_group_english_very_hard
vik_attila	-3	vik_fact_separatists_mierce	vik_group_english_very_hard
vik_attila	1	vik_fact_separatists_mierce	vik_group_english_easy
vik_attila	-1	vik_fact_separatists_northymbre	vik_group_danelaw_hard
vik_attila	-2	vik_fact_separatists_northymbre	vik_group_danelaw_very_hard
vik_attila	-3	vik_fact_separatists_northymbre	vik_group_danelaw_very_hard
vik_attila	1	vik_fact_separatists_northymbre	vik_group_danelaw_easy
vik_attila	-1	vik_fact_separatists_scottish	vik_group_scottish_hard
vik_attila	-2	vik_fact_separatists_scottish	vik_group_scottish_very_hard
vik_attila	-3	vik_fact_separatists_scottish	vik_group_scottish_very_hard
vik_attila	1	vik_fact_separatists_scottish	vik_group_scottish_easy
vik_attila	-1	vik_fact_separatists_strat_clut	vik_group_welsh_hard
vik_attila	-2	vik_fact_separatists_strat_clut	vik_group_welsh_very_hard
vik_attila	-3	vik_fact_separatists_strat_clut	vik_group_welsh_very_hard
vik_attila	1	vik_fact_separatists_strat_clut	vik_group_welsh_easy
vik_attila	-1	vik_fact_separatists_sudreyar	vik_group_eastmen_hard
vik_attila	-2	vik_fact_separatists_sudreyar	vik_group_eastmen_very_hard
vik_attila	-3	vik_fact_separatists_sudreyar	vik_group_eastmen_very_hard
vik_attila	1	vik_fact_separatists_sudreyar	vik_group_eastmen_easy
vik_attila	-1	vik_fact_separatists_viking	vik_viking_early
vik_attila	-2	vik_fact_separatists_viking	vik_viking_early
vik_attila	-3	vik_fact_separatists_viking	vik_viking_early
vik_attila	1	vik_fact_separatists_viking	vik_viking_early
vik_attila	-1	vik_fact_separatists_welsh	vik_group_welsh_hard
vik_attila	-2	vik_fact_separatists_welsh	vik_group_welsh_very_hard
vik_attila	-3	vik_fact_separatists_welsh	vik_group_welsh_very_hard
vik_attila	1	vik_fact_separatists_welsh	vik_group_welsh_easy
vik_attila	-1	vik_fact_separatists_west_seaxe	vik_group_english_hard
vik_attila	-2	vik_fact_separatists_west_seaxe	vik_group_english_very_hard
vik_attila	-3	vik_fact_separatists_west_seaxe	vik_group_english_very_hard
vik_attila	1	vik_fact_separatists_west_seaxe	vik_group_english_easy
vik_attila	-1	vik_fact_steinnborg	vik_group_danelaw_hard
vik_attila	-2	vik_fact_steinnborg	vik_group_danelaw_very_hard
vik_attila	-3	vik_fact_steinnborg	vik_group_danelaw_very_hard
vik_attila	1	vik_fact_steinnborg	vik_group_danelaw_easy
vik_attila	-1	vik_fact_strat_clut	vik_group_strat_clut_hard
vik_attila	-2	vik_fact_strat_clut	vik_group_strat_clut_very_hard
vik_attila	-3	vik_fact_strat_clut	vik_group_strat_clut_very_hard
vik_attila	1	vik_fact_strat_clut	vik_group_strat_clut_easy
vik_attila	-1	vik_fact_sudreyar	vik_group_sudreyar_hard
vik_attila	-2	vik_fact_sudreyar	vik_group_sudreyar_very_hard
vik_attila	-3	vik_fact_sudreyar	vik_group_sudreyar_very_hard
vik_attila	1	vik_fact_sudreyar	vik_group_sudreyar_easy
vik_attila	-1	vik_fact_suth_seaxe	vik_group_english_hard
vik_attila	-2	vik_fact_suth_seaxe	vik_group_english_very_hard
vik_attila	-3	vik_fact_suth_seaxe	vik_group_english_very_hard
vik_attila	1	vik_fact_suth_seaxe	vik_group_english_easy
vik_attila	-1	vik_fact_tuadmuma	vik_group_irish_hard
vik_attila	-2	vik_fact_tuadmuma	vik_group_irish_very_hard
vik_attila	-3	vik_fact_tuadmuma	vik_group_irish_very_hard
vik_attila	1	vik_fact_tuadmuma	vik_group_irish_easy
vik_attila	-1	vik_fact_ulaid	vik_group_irish_hard
vik_attila	-2	vik_fact_ulaid	vik_group_irish_very_hard
vik_attila	-3	vik_fact_ulaid	vik_group_irish_very_hard
vik_attila	1	vik_fact_ulaid	vik_group_irish_easy
vik_attila	-1	vik_fact_vedrafjordr	vik_group_eastmen_hard
vik_attila	-2	vik_fact_vedrafjordr	vik_group_eastmen_very_hard
vik_attila	-3	vik_fact_vedrafjordr	vik_group_eastmen_very_hard
vik_attila	1	vik_fact_vedrafjordr	vik_group_eastmen_easy
vik_attila	-1	vik_fact_veidrborg	vik_group_danelaw_hard
vik_attila	-2	vik_fact_veidrborg	vik_group_danelaw_very_hard
vik_attila	-3	vik_fact_veidrborg	vik_group_danelaw_very_hard
vik_attila	1	vik_fact_veidrborg	vik_group_danelaw_easy
vik_attila	-1	vik_fact_veisafjordr	vik_group_eastmen_hard
vik_attila	-2	vik_fact_veisafjordr	vik_group_eastmen_very_hard
vik_attila	-3	vik_fact_veisafjordr	vik_group_eastmen_very_hard
vik_attila	1	vik_fact_veisafjordr	vik_group_eastmen_easy
vik_attila	-1	vik_fact_west_seaxe	vik_group_westsexa_hard
vik_attila	-2	vik_fact_west_seaxe	vik_group_westsexa_very_hard
vik_attila	-3	vik_fact_west_seaxe	vik_group_westsexa_very_hard
vik_attila	1	vik_fact_west_seaxe	vik_group_westsexa_easy
vik_attila	-1	vik_fact_westernas	vik_group_eastmen_hard
vik_attila	-2	vik_fact_westernas	vik_group_eastmen_very_hard
vik_attila	-3	vik_fact_westernas	vik_group_eastmen_very_hard
vik_attila	1	vik_fact_westernas	vik_group_eastmen_easy
vik_attila	-1	vik_fact_westmoringas	vik_group_danelaw_hard
vik_attila	-2	vik_fact_westmoringas	vik_group_danelaw_very_hard
vik_attila	-3	vik_fact_westmoringas	vik_group_danelaw_very_hard
vik_attila	1	vik_fact_westmoringas	vik_group_danelaw_easy
vik_attila	-1	vik_fact_wicing	vik_viking_early
vik_attila	-2	vik_fact_wicing	vik_viking_early
vik_attila	-3	vik_fact_wicing	vik_viking_early
vik_attila	1	vik_fact_wicing	vik_viking_early
