id	dilemma_key	option_key	value
27272806	sw_foreign_displacement_vik_reg_dyflin	GEN_CND_REGION	vik_reg_dyflin
27272807	sw_foreign_displacement_vik_reg_dyflin	VAR_CHANCE	100
27272808	sw_foreign_displacement_vik_reg_dyflin	GEN_CND_OWNS	
27272809	sw_foreign_displacement_vik_reg_eidenburg	GEN_TARGET_REGION	
27272810	sw_foreign_displacement_vik_reg_eidenburg	GEN_CND_REGION	vik_reg_eidenburg
27272811	sw_foreign_displacement_vik_reg_eidenburg	VAR_CHANCE	100
27272812	sw_foreign_displacement_vik_reg_eidenburg	GEN_CND_OWNS	
27272813	sw_foreign_displacement_vik_reg_eoferwic	GEN_TARGET_REGION	
27272814	sw_foreign_displacement_vik_reg_eoferwic	GEN_CND_REGION	vik_reg_eoferwic
27272815	sw_foreign_displacement_vik_reg_eoferwic	VAR_CHANCE	100
27272816	sw_foreign_displacement_vik_reg_eoferwic	GEN_CND_OWNS	
27272817	sw_foreign_displacement_vik_reg_exanceaster	GEN_TARGET_REGION	
27272818	sw_foreign_displacement_vik_reg_exanceaster	GEN_CND_REGION	vik_reg_exanceaster
27272819	sw_foreign_displacement_vik_reg_exanceaster	VAR_CHANCE	100
27272820	sw_foreign_displacement_vik_reg_exanceaster	GEN_CND_OWNS	
27272821	sw_foreign_displacement_vik_reg_gleawceaster	GEN_TARGET_REGION	
27272822	sw_foreign_displacement_vik_reg_gleawceaster	GEN_CND_REGION	vik_reg_gleawceaster
27272823	sw_foreign_displacement_vik_reg_gleawceaster	VAR_CHANCE	100
27272824	sw_foreign_displacement_vik_reg_gleawceaster	GEN_CND_OWNS	
27272825	sw_foreign_displacement_vik_reg_grantabrycg	GEN_TARGET_REGION	
27272826	sw_foreign_displacement_vik_reg_grantabrycg	GEN_CND_REGION	vik_reg_grantabrycg
27272827	sw_foreign_displacement_vik_reg_grantabrycg	VAR_CHANCE	100
27272828	sw_foreign_displacement_vik_reg_grantabrycg	GEN_CND_OWNS	
27272829	sw_foreign_displacement_vik_reg_grianan_aileach	GEN_TARGET_REGION	
27272830	sw_foreign_displacement_vik_reg_grianan_aileach	GEN_CND_REGION	vik_reg_grianan_aileach
27272831	sw_foreign_displacement_vik_reg_grianan_aileach	VAR_CHANCE	100
27272832	sw_foreign_displacement_vik_reg_grianan_aileach	GEN_CND_OWNS	
27272833	sw_foreign_displacement_vik_reg_guvan	GEN_TARGET_REGION	
27272834	sw_foreign_displacement_vik_reg_guvan	GEN_CND_REGION	vik_reg_guvan
27272835	sw_foreign_displacement_vik_reg_guvan	VAR_CHANCE	100
27272836	sw_foreign_displacement_vik_reg_guvan	GEN_CND_OWNS	
27272837	sw_foreign_displacement_vik_reg_haestingas	GEN_TARGET_REGION	
27272838	sw_foreign_displacement_vik_reg_haestingas	GEN_CND_REGION	vik_reg_haestingas
27272839	sw_foreign_displacement_vik_reg_haestingas	VAR_CHANCE	100
27272840	sw_foreign_displacement_vik_reg_haestingas	GEN_CND_OWNS	
27272841	sw_foreign_displacement_vik_reg_hlymrekr	GEN_TARGET_REGION	
27272842	sw_foreign_displacement_vik_reg_hlymrekr	GEN_CND_REGION	vik_reg_hlymrekr
27272843	sw_foreign_displacement_vik_reg_hlymrekr	VAR_CHANCE	100
27272844	sw_foreign_displacement_vik_reg_hlymrekr	GEN_CND_OWNS	
27272845	sw_foreign_displacement_vik_reg_inis_faithlenn	GEN_TARGET_REGION	
27272846	sw_foreign_displacement_vik_reg_inis_faithlenn	GEN_CND_REGION	vik_reg_inis_faithlenn
27272847	sw_foreign_displacement_vik_reg_inis_faithlenn	VAR_CHANCE	100
27272848	sw_foreign_displacement_vik_reg_inis_faithlenn	GEN_CND_OWNS	
27272849	sw_foreign_displacement_vik_reg_ioua	GEN_TARGET_REGION	
27272850	sw_foreign_displacement_vik_reg_ioua	GEN_CND_REGION	vik_reg_ioua
27272851	sw_foreign_displacement_vik_reg_ioua	VAR_CHANCE	100
27272852	sw_foreign_displacement_vik_reg_ioua	GEN_CND_OWNS	
27272853	sw_foreign_displacement_vik_reg_lindcylne	GEN_TARGET_REGION	
27272854	sw_foreign_displacement_vik_reg_lindcylne	GEN_CND_REGION	vik_reg_lindcylne
27272855	sw_foreign_displacement_vik_reg_lindcylne	VAR_CHANCE	100
27272856	sw_foreign_displacement_vik_reg_lindcylne	GEN_CND_OWNS	
27272857	sw_foreign_displacement_vik_reg_loidis	GEN_TARGET_REGION	
27272858	sw_foreign_displacement_vik_reg_loidis	GEN_CND_REGION	vik_reg_loidis
27272859	sw_foreign_displacement_vik_reg_loidis	VAR_CHANCE	100
27272860	sw_foreign_displacement_vik_reg_loidis	GEN_CND_OWNS	
27272861	sw_foreign_displacement_vik_reg_lunden	GEN_TARGET_REGION	
27272862	sw_foreign_displacement_vik_reg_lunden	GEN_CND_REGION	vik_reg_lunden
27272863	sw_foreign_displacement_vik_reg_lunden	VAR_CHANCE	100
27272864	sw_foreign_displacement_vik_reg_lunden	GEN_CND_OWNS	
27272865	sw_foreign_displacement_vik_reg_mameceaster	GEN_TARGET_REGION	
27272866	sw_foreign_displacement_vik_reg_mameceaster	GEN_CND_REGION	vik_reg_mameceaster
27272867	sw_foreign_displacement_vik_reg_mameceaster	VAR_CHANCE	100
27272868	sw_foreign_displacement_vik_reg_mameceaster	GEN_CND_OWNS	
27272869	sw_foreign_displacement_vik_reg_nas	GEN_TARGET_REGION	
27272870	sw_foreign_displacement_vik_reg_nas	GEN_CND_REGION	vik_reg_nas
27272871	sw_foreign_displacement_vik_reg_nas	VAR_CHANCE	100
27272872	sw_foreign_displacement_vik_reg_nas	GEN_CND_OWNS	
27272873	sw_foreign_displacement_vik_reg_northhamtun	GEN_TARGET_REGION	
27272874	sw_foreign_displacement_vik_reg_northhamtun	GEN_CND_REGION	vik_reg_northhamtun
27272875	sw_foreign_displacement_vik_reg_northhamtun	VAR_CHANCE	100
27272876	sw_foreign_displacement_vik_reg_northhamtun	GEN_CND_OWNS	
27272877	sw_foreign_displacement_vik_reg_northwic	GEN_TARGET_REGION	
27272878	sw_foreign_displacement_vik_reg_northwic	GEN_CND_REGION	vik_reg_northwic
27272879	sw_foreign_displacement_vik_reg_northwic	VAR_CHANCE	100
27272880	sw_foreign_displacement_vik_reg_northwic	GEN_CND_OWNS	
27272881	sw_foreign_displacement_vik_reg_rath_cruachan	GEN_TARGET_REGION	
27272882	sw_foreign_displacement_vik_reg_rath_cruachan	GEN_CND_REGION	vik_reg_rath_cruachan
27272883	sw_foreign_displacement_vik_reg_rath_cruachan	VAR_CHANCE	100
27272884	sw_foreign_displacement_vik_reg_rath_cruachan	GEN_CND_OWNS	
27272885	sw_foreign_displacement_vik_reg_rendlesham	GEN_TARGET_REGION	
27272886	sw_foreign_displacement_vik_reg_rendlesham	GEN_CND_REGION	vik_reg_rendlesham
27272887	sw_foreign_displacement_vik_reg_rendlesham	VAR_CHANCE	100
27272888	sw_foreign_displacement_vik_reg_rendlesham	GEN_CND_OWNS	
27272889	sw_foreign_displacement_vik_reg_scoan	GEN_TARGET_REGION	
27272890	sw_foreign_displacement_vik_reg_scoan	GEN_CND_REGION	vik_reg_scoan
27272891	sw_foreign_displacement_vik_reg_scoan	VAR_CHANCE	100
27272892	sw_foreign_displacement_vik_reg_scoan	GEN_CND_OWNS	
27272893	sw_foreign_displacement_vik_reg_seolesigge	GEN_TARGET_REGION	
27272894	sw_foreign_displacement_vik_reg_seolesigge	GEN_CND_REGION	vik_reg_seolesigge
27272895	sw_foreign_displacement_vik_reg_seolesigge	VAR_CHANCE	100
27272896	sw_foreign_displacement_vik_reg_seolesigge	GEN_CND_OWNS	
27272897	sw_foreign_displacement_vik_reg_snotingaham	GEN_TARGET_REGION	
27272898	sw_foreign_displacement_vik_reg_snotingaham	GEN_CND_REGION	vik_reg_snotingaham
27272899	sw_foreign_displacement_vik_reg_snotingaham	VAR_CHANCE	100
27272900	sw_foreign_displacement_vik_reg_snotingaham	GEN_CND_OWNS	
27272901	sw_foreign_displacement_vik_reg_steanford	GEN_TARGET_REGION	
27272902	sw_foreign_displacement_vik_reg_steanford	GEN_CND_REGION	vik_reg_steanford
27272903	sw_foreign_displacement_vik_reg_steanford	VAR_CHANCE	100
27272904	sw_foreign_displacement_vik_reg_steanford	GEN_CND_OWNS	
27272905	sw_foreign_displacement_vik_reg_tamworthige	GEN_TARGET_REGION	
27272906	sw_foreign_displacement_vik_reg_tamworthige	GEN_CND_REGION	vik_reg_tamworthige
27272907	sw_foreign_displacement_vik_reg_tamworthige	VAR_CHANCE	100
27272908	sw_foreign_displacement_vik_reg_tamworthige	GEN_CND_OWNS	
27272909	sw_foreign_displacement_vik_reg_tintagol	GEN_TARGET_REGION	
27272910	sw_foreign_displacement_vik_reg_tintagol	GEN_CND_REGION	vik_reg_tintagol
27272911	sw_foreign_displacement_vik_reg_tintagol	VAR_CHANCE	100
27272912	sw_foreign_displacement_vik_reg_tintagol	GEN_CND_OWNS	
27272913	sw_foreign_displacement_vik_reg_tor_in_duine	GEN_TARGET_REGION	
27272914	sw_foreign_displacement_vik_reg_tor_in_duine	GEN_CND_REGION	vik_reg_tor_in_duine
27272915	sw_foreign_displacement_vik_reg_tor_in_duine	VAR_CHANCE	100
27272916	sw_foreign_displacement_vik_reg_tor_in_duine	GEN_CND_OWNS	
27272917	sw_foreign_displacement_vik_reg_vedrafjordr	GEN_TARGET_REGION	
27272918	sw_foreign_displacement_vik_reg_vedrafjordr	GEN_CND_REGION	vik_reg_vedrafjordr
27272919	sw_foreign_displacement_vik_reg_vedrafjordr	VAR_CHANCE	100
27272920	sw_foreign_displacement_vik_reg_vedrafjordr	GEN_CND_OWNS	
27272921	sw_foreign_displacement_vik_reg_veisafjordr	GEN_TARGET_REGION	
27272922	sw_foreign_displacement_vik_reg_veisafjordr	GEN_CND_REGION	vik_reg_veisafjordr
27272923	sw_foreign_displacement_vik_reg_veisafjordr	VAR_CHANCE	100
27272924	sw_foreign_displacement_vik_reg_veisafjordr	GEN_CND_OWNS	
27272925	sw_foreign_displacement_vik_reg_waerincwicum	GEN_TARGET_REGION	
27272926	sw_foreign_displacement_vik_reg_waerincwicum	GEN_CND_REGION	vik_reg_waerincwicum
27272927	sw_foreign_displacement_vik_reg_waerincwicum	VAR_CHANCE	100
27272928	sw_foreign_displacement_vik_reg_waerincwicum	GEN_CND_OWNS	
27272929	sw_foreign_displacement_vik_reg_werham	GEN_TARGET_REGION	
27272930	sw_foreign_displacement_vik_reg_werham	GEN_CND_REGION	vik_reg_werham
27272931	sw_foreign_displacement_vik_reg_werham	VAR_CHANCE	100
27272932	sw_foreign_displacement_vik_reg_werham	GEN_CND_OWNS	
27272933	sw_foreign_displacement_vik_reg_wintanceaster	GEN_TARGET_REGION	
27272934	sw_foreign_displacement_vik_reg_wintanceaster	GEN_CND_REGION	vik_reg_wintanceaster
27272935	sw_foreign_displacement_vik_reg_wintanceaster	VAR_CHANCE	100
27272936	sw_foreign_displacement_vik_reg_wintanceaster	GEN_CND_OWNS	
27272937	sw_foreign_oaths_vik_reg_aberffro	GEN_TARGET_REGION	
27272938	sw_foreign_oaths_vik_reg_aberffro	GEN_CND_REGION	vik_reg_aberffro
27272939	sw_foreign_oaths_vik_reg_aberffro	VAR_CHANCE	100
27272940	sw_foreign_oaths_vik_reg_aberffro	GEN_CND_OWNS	
27272941	sw_foreign_oaths_vik_reg_aberteifi	GEN_TARGET_REGION	
27272942	sw_foreign_oaths_vik_reg_aberteifi	GEN_CND_REGION	vik_reg_aberteifi
27272943	sw_foreign_oaths_vik_reg_aberteifi	VAR_CHANCE	100
27272944	sw_foreign_oaths_vik_reg_aberteifi	GEN_CND_OWNS	
27272945	sw_foreign_oaths_vik_reg_achadh_bo	GEN_TARGET_REGION	
27272946	sw_foreign_oaths_vik_reg_achadh_bo	GEN_CND_REGION	vik_reg_achadh_bo
27272947	sw_foreign_oaths_vik_reg_achadh_bo	VAR_CHANCE	100
27272948	sw_foreign_oaths_vik_reg_achadh_bo	GEN_CND_OWNS	
27272949	sw_foreign_oaths_vik_reg_aethelingaeg	GEN_TARGET_REGION	
27272950	sw_foreign_oaths_vik_reg_aethelingaeg	GEN_CND_REGION	vik_reg_aethelingaeg
27272951	sw_foreign_oaths_vik_reg_aethelingaeg	VAR_CHANCE	100
27272952	sw_foreign_oaths_vik_reg_aethelingaeg	GEN_CND_OWNS	
27272953	sw_foreign_oaths_vik_reg_airchardan	GEN_TARGET_REGION	
27272954	sw_foreign_oaths_vik_reg_airchardan	GEN_CND_REGION	vik_reg_airchardan
27272955	sw_foreign_oaths_vik_reg_airchardan	VAR_CHANCE	100
27272956	sw_foreign_oaths_vik_reg_airchardan	GEN_CND_OWNS	
27272957	sw_foreign_oaths_vik_reg_bebbanburg	GEN_TARGET_REGION	
27272958	sw_foreign_oaths_vik_reg_bebbanburg	GEN_CND_REGION	vik_reg_bebbanburg
27272959	sw_foreign_oaths_vik_reg_bebbanburg	VAR_CHANCE	100
27272960	sw_foreign_oaths_vik_reg_bebbanburg	GEN_CND_OWNS	
27272961	sw_foreign_oaths_vik_reg_blascona	GEN_TARGET_REGION	
27272962	sw_foreign_oaths_vik_reg_blascona	GEN_CND_REGION	vik_reg_blascona
27272963	sw_foreign_oaths_vik_reg_blascona	VAR_CHANCE	100
27272964	sw_foreign_oaths_vik_reg_blascona	GEN_CND_OWNS	
27272965	sw_foreign_oaths_vik_reg_bornais	GEN_TARGET_REGION	
27272966	sw_foreign_oaths_vik_reg_bornais	GEN_CND_REGION	vik_reg_bornais
27272967	sw_foreign_oaths_vik_reg_bornais	VAR_CHANCE	100
27272968	sw_foreign_oaths_vik_reg_bornais	GEN_CND_OWNS	
27272969	sw_foreign_oaths_vik_reg_cair_gwent	GEN_TARGET_REGION	
27272970	sw_foreign_oaths_vik_reg_cair_gwent	GEN_CND_REGION	vik_reg_cair_gwent
27272971	sw_foreign_oaths_vik_reg_cair_gwent	VAR_CHANCE	100
27272972	sw_foreign_oaths_vik_reg_cair_gwent	GEN_CND_OWNS	
27272973	sw_foreign_oaths_vik_reg_caisil	GEN_TARGET_REGION	
27272974	sw_foreign_oaths_vik_reg_caisil	GEN_CND_REGION	vik_reg_caisil
27272975	sw_foreign_oaths_vik_reg_caisil	VAR_CHANCE	100
27272976	sw_foreign_oaths_vik_reg_caisil	GEN_CND_OWNS	
27272977	sw_foreign_oaths_vik_reg_cantwaraburg	GEN_TARGET_REGION	
27272978	sw_foreign_oaths_vik_reg_cantwaraburg	GEN_CND_REGION	vik_reg_cantwaraburg
27272979	sw_foreign_oaths_vik_reg_cantwaraburg	VAR_CHANCE	100
27272980	sw_foreign_oaths_vik_reg_cantwaraburg	GEN_CND_OWNS	
27272981	sw_foreign_oaths_vik_reg_carleol	GEN_TARGET_REGION	
27272982	sw_foreign_oaths_vik_reg_carleol	GEN_CND_REGION	vik_reg_carleol
27272983	sw_foreign_oaths_vik_reg_carleol	VAR_CHANCE	100
27272984	sw_foreign_oaths_vik_reg_carleol	GEN_CND_OWNS	
27272985	sw_foreign_oaths_vik_reg_casteltoun	GEN_TARGET_REGION	
27272986	sw_foreign_oaths_vik_reg_casteltoun	GEN_CND_REGION	vik_reg_casteltoun
27272987	sw_foreign_oaths_vik_reg_casteltoun	VAR_CHANCE	100
27272988	sw_foreign_oaths_vik_reg_casteltoun	GEN_CND_OWNS	
27272989	sw_foreign_oaths_vik_reg_cathair_commain	GEN_TARGET_REGION	
27272990	sw_foreign_oaths_vik_reg_cathair_commain	GEN_CND_REGION	vik_reg_cathair_commain
27272991	sw_foreign_oaths_vik_reg_cathair_commain	VAR_CHANCE	100
27272992	sw_foreign_oaths_vik_reg_cathair_commain	GEN_CND_OWNS	
27272993	sw_foreign_oaths_vik_reg_ceaster	GEN_TARGET_REGION	
27272994	sw_foreign_oaths_vik_reg_ceaster	GEN_CND_REGION	vik_reg_ceaster
27272995	sw_foreign_oaths_vik_reg_ceaster	VAR_CHANCE	100
27272996	sw_foreign_oaths_vik_reg_ceaster	GEN_CND_OWNS	
27272997	sw_foreign_oaths_vik_reg_cetretha	GEN_TARGET_REGION	
27272998	sw_foreign_oaths_vik_reg_cetretha	GEN_CND_REGION	vik_reg_cetretha
27272999	sw_foreign_oaths_vik_reg_cetretha	VAR_CHANCE	100
27273000	sw_foreign_oaths_vik_reg_cetretha	GEN_CND_OWNS	
27273001	sw_foreign_oaths_vik_reg_cippanhamm	GEN_TARGET_REGION	
27273002	sw_foreign_oaths_vik_reg_cippanhamm	GEN_CND_REGION	vik_reg_cippanhamm
27273003	sw_foreign_oaths_vik_reg_cippanhamm	VAR_CHANCE	100
27273004	sw_foreign_oaths_vik_reg_cippanhamm	GEN_CND_OWNS	
27273005	sw_foreign_oaths_vik_reg_colneceaster	GEN_TARGET_REGION	
27273006	sw_foreign_oaths_vik_reg_colneceaster	GEN_CND_REGION	vik_reg_colneceaster
27273007	sw_foreign_oaths_vik_reg_colneceaster	VAR_CHANCE	100
27273008	sw_foreign_oaths_vik_reg_colneceaster	GEN_CND_OWNS	
27273009	sw_foreign_oaths_vik_reg_corcach	GEN_TARGET_REGION	
27273010	sw_foreign_oaths_vik_reg_corcach	GEN_CND_REGION	vik_reg_corcach
27273011	sw_foreign_oaths_vik_reg_corcach	VAR_CHANCE	100
27273012	sw_foreign_oaths_vik_reg_corcach	GEN_CND_OWNS	
27273013	sw_foreign_oaths_vik_reg_dinefwr	GEN_TARGET_REGION	
27273014	sw_foreign_oaths_vik_reg_dinefwr	GEN_CND_REGION	vik_reg_dinefwr
27273015	sw_foreign_oaths_vik_reg_dinefwr	VAR_CHANCE	100
27273016	sw_foreign_oaths_vik_reg_dinefwr	GEN_CND_OWNS	
27273017	sw_foreign_oaths_vik_reg_doreceaster	GEN_TARGET_REGION	
27273018	sw_foreign_oaths_vik_reg_doreceaster	GEN_CND_REGION	vik_reg_doreceaster
27273019	sw_foreign_oaths_vik_reg_doreceaster	VAR_CHANCE	100
27273020	sw_foreign_oaths_vik_reg_doreceaster	GEN_CND_OWNS	
27273021	sw_foreign_oaths_vik_reg_druim_da_ethiar	GEN_TARGET_REGION	
27273022	sw_foreign_oaths_vik_reg_druim_da_ethiar	GEN_CND_REGION	vik_reg_druim_da_ethiar
27273023	sw_foreign_oaths_vik_reg_druim_da_ethiar	VAR_CHANCE	100
27273024	sw_foreign_oaths_vik_reg_druim_da_ethiar	GEN_CND_OWNS	
27273025	sw_foreign_oaths_vik_reg_dun_att	GEN_TARGET_REGION	
27273026	sw_foreign_oaths_vik_reg_dun_att	GEN_CND_REGION	vik_reg_dun_att
27273027	sw_foreign_oaths_vik_reg_dun_att	VAR_CHANCE	100
