campaign_difficulty_handicap	human	effect	effect_scope	effect_value	optional_campaign_key
-3	true	vik_siege_engine_number_battering_ram_medium	faction_to_force_own	1.0	
-3	true	vik_siege_engine_number_siege_tower_15m_heavy	faction_to_force_own	1.0	
-3	true	vik_siege_engine_number_siege_tower_15m_light	faction_to_force_own	1.0	
-3	true	vik_siege_engine_number_siege_tower_15m_medium	faction_to_force_own	1.0	
-3	true	vik_siege_engine_number_siege_tower_8m_heavy	faction_to_force_own	1.0	
-3	true	vik_siege_engine_number_siege_tower_8m_light	faction_to_force_own	1.0	
-3	true	vik_siege_engine_number_siege_tower_8m_medium	faction_to_force_own	1.0	
-3	true	vik_siege_engine_unlock_battering_ram	faction_to_force_own	1.0	
-3	true	vik_siege_engine_unlock_siege_tower	faction_to_force_own	1.0	
-3	true	vik_trade_mod	faction_to_faction_own	-100.0	
-3	true	vik_trade_route_sea_hidden	faction_to_region_own	500.0	
-3	true	vik_unit_replenishment_elite	faction_to_force_own	0.0	
-3	true	vik_unit_replenishment_levy	faction_to_force_own	40.0	
-3	true	vik_unit_replenishment_retinue	faction_to_force_own	15.0	
-3	true	vik_unseen_horde_recruitment_points	faction_to_force_own	2.0	
0	false	vik_allegiance_faction	faction_to_faction_own	1.0	
0	false	vik_attrition_desert_resistance	faction_to_force_own	-30.0	
0	false	vik_attrition_high_seas_resistance	faction_to_force_own	-30.0	
0	false	vik_attrition_snow_resistance	faction_to_force_own	-30.0	
0	false	vik_attrition_swamp_resistance	faction_to_force_own	-30.0	
0	false	vik_colonise_cost_zero	faction_to_faction_own	-1.0	
0	false	vik_faction_leader_influence_mod	faction_to_faction_own	0.0	
0	false	vik_force_xp_rate	faction_to_force_own	5.0	
0	false	vik_gpd_mod_immigration	faction_to_province_own	-1000.0	
0	false	vik_public_order_old_base	faction_to_province_own	100.0	
0	false	vik_public_order_old_immigration	faction_to_province_own	-100.0	
0	false	vik_recruitment_points	faction_to_province_own	3.0	
0	false	vik_recruitment_points_naval	faction_to_sea_region_own	3.0	
0	false	vik_research_cost_mod	faction_to_faction_own	-100.0	
0	false	vik_seasickness	faction_to_army_own_unseen	1.0	
0	false	vik_siege_engine_number_battering_ram_heavy	faction_to_force_own	1.0	
0	false	vik_siege_engine_number_battering_ram_light	faction_to_force_own	1.0	
0	false	vik_siege_engine_number_battering_ram_medium	faction_to_force_own	1.0	
0	false	vik_siege_engine_number_siege_tower_15m_heavy	faction_to_force_own	1.0	
0	false	vik_siege_engine_number_siege_tower_15m_light	faction_to_force_own	1.0	
0	false	vik_siege_engine_number_siege_tower_15m_medium	faction_to_force_own	1.0	
0	false	vik_siege_engine_number_siege_tower_8m_heavy	faction_to_force_own	1.0	
0	false	vik_siege_engine_number_siege_tower_8m_light	faction_to_force_own	1.0	
0	false	vik_siege_engine_number_siege_tower_8m_medium	faction_to_force_own	1.0	
0	false	vik_siege_engine_unlock_battering_ram	faction_to_force_own	1.0	
0	false	vik_siege_engine_unlock_siege_tower	faction_to_force_own	1.0	
0	false	vik_trade_mod	faction_to_faction_own	-100.0	
0	false	vik_trade_route_sea_hidden	faction_to_region_own	500.0	
0	false	vik_unit_replenishment_elite	faction_to_force_own	0.0	
0	false	vik_unit_replenishment_levy	faction_to_force_own	40.0	
0	false	vik_unit_replenishment_retinue	faction_to_force_own	15.0	
0	true	vik_gpd_mod_immigration	faction_to_province_own	-1000.0	
0	true	vik_political_actions_per_turn	faction_to_faction_own	10.0	
0	true	vik_public_order_old_base	faction_to_province_own	100.0	
0	true	vik_public_order_old_immigration	faction_to_province_own	-100.0	
0	true	vik_recruitment_points	faction_to_province_own	3.0	
0	true	vik_recruitment_points_naval	faction_to_sea_region_own	3.0	
0	true	vik_seasickness	faction_to_army_own_unseen	1.0	
0	true	vik_siege_engine_number_battering_ram_heavy	faction_to_force_own	1.0	
0	true	vik_siege_engine_number_battering_ram_light	faction_to_force_own	1.0	
0	true	vik_siege_engine_number_battering_ram_medium	faction_to_force_own	1.0	
0	true	vik_siege_engine_number_siege_tower_15m_heavy	faction_to_force_own	1.0	
0	true	vik_siege_engine_number_siege_tower_15m_light	faction_to_force_own	1.0	
0	true	vik_siege_engine_number_siege_tower_15m_medium	faction_to_force_own	1.0	
0	true	vik_siege_engine_number_siege_tower_8m_heavy	faction_to_force_own	1.0	
0	true	vik_siege_engine_number_siege_tower_8m_light	faction_to_force_own	1.0	
0	true	vik_siege_engine_number_siege_tower_8m_medium	faction_to_force_own	1.0	
0	true	vik_siege_engine_unlock_battering_ram	faction_to_force_own	1.0	
0	true	vik_siege_engine_unlock_siege_tower	faction_to_force_own	1.0	
0	true	vik_trade_mod	faction_to_faction_own	-100.0	
0	true	vik_trade_route_sea_hidden	faction_to_region_own	500.0	
0	true	vik_unit_replenishment_elite	faction_to_force_own	0.0	
0	true	vik_unit_replenishment_levy	faction_to_force_own	40.0	
0	true	vik_unit_replenishment_retinue	faction_to_force_own	15.0	
0	true	vik_unseen_horde_recruitment_points	faction_to_force_own	2.0	
1	false	vik_allegiance_faction	faction_to_faction_own	2.0	
1	false	vik_attrition_desert_resistance	faction_to_force_own	-45.0	
1	false	vik_attrition_high_seas_resistance	faction_to_force_own	-45.0	
1	false	vik_attrition_snow_resistance	faction_to_force_own	-45.0	
1	false	vik_attrition_swamp_resistance	faction_to_force_own	-45.0	
1	false	vik_colonise_cost_zero	faction_to_faction_own	-1.0	
1	false	vik_faction_leader_influence_mod	faction_to_faction_own	1.0	
1	false	vik_force_xp_rate	faction_to_force_own	15.0	
1	false	vik_general_attribute_command	faction_to_character_own	1.0	
1	false	vik_general_attribute_zeal	faction_to_character_own	1.0	
1	false	vik_gpd_mod_immigration	faction_to_province_own	-1000.0	
1	false	vik_public_order_old_base	faction_to_province_own	100.0	
1	false	vik_public_order_old_immigration	faction_to_province_own	-100.0	
1	false	vik_recruitment_points	faction_to_province_own	3.0	
1	false	vik_recruitment_points_naval	faction_to_sea_region_own	3.0	
1	false	vik_seasickness	faction_to_army_own_unseen	1.0	
1	false	vik_siege_engine_number_battering_ram_heavy	faction_to_force_own	1.0	
1	false	vik_siege_engine_number_battering_ram_light	faction_to_force_own	1.0	
1	false	vik_siege_engine_number_battering_ram_medium	faction_to_force_own	1.0	
1	false	vik_siege_engine_number_siege_tower_15m_heavy	faction_to_force_own	1.0	
1	false	vik_siege_engine_number_siege_tower_15m_light	faction_to_force_own	1.0	
1	false	vik_siege_engine_number_siege_tower_15m_medium	faction_to_force_own	1.0	
1	false	vik_siege_engine_number_siege_tower_8m_heavy	faction_to_force_own	1.0	
1	false	vik_siege_engine_number_siege_tower_8m_light	faction_to_force_own	1.0	
1	false	vik_siege_engine_number_siege_tower_8m_medium	faction_to_force_own	1.0	
1	false	vik_siege_engine_unlock_battering_ram	faction_to_force_own	1.0	
1	false	vik_siege_engine_unlock_siege_tower	faction_to_force_own	1.0	
1	false	vik_trade_mod	faction_to_faction_own	-100.0	
1	false	vik_trade_route_sea_hidden	faction_to_region_own	500.0	
1	false	vik_unit_replenishment_elite	faction_to_force_own	0.0	
1	false	vik_unit_replenishment_levy	faction_to_force_own	40.0	
1	false	vik_unit_replenishment_retinue	faction_to_force_own	15.0	
1	true	vik_gpd_mod_immigration	faction_to_province_own	-1000.0	
1	true	vik_political_actions_per_turn	faction_to_faction_own	10.0	
1	true	vik_public_order_old_base	faction_to_province_own	100.0	
1	true	vik_public_order_old_immigration	faction_to_province_own	-100.0	
1	true	vik_recruitment_points	faction_to_province_own	3.0	
1	true	vik_recruitment_points_naval	faction_to_sea_region_own	3.0	
1	true	vik_seasickness	faction_to_army_own_unseen	1.0	
1	true	vik_siege_engine_number_battering_ram_heavy	faction_to_force_own	1.0	
1	true	vik_siege_engine_number_battering_ram_light	faction_to_force_own	1.0	
1	true	vik_siege_engine_number_battering_ram_medium	faction_to_force_own	1.0	
1	true	vik_siege_engine_number_siege_tower_15m_heavy	faction_to_force_own	1.0	
1	true	vik_siege_engine_number_siege_tower_15m_light	faction_to_force_own	1.0	
1	true	vik_siege_engine_number_siege_tower_15m_medium	faction_to_force_own	1.0	
1	true	vik_siege_engine_number_siege_tower_8m_heavy	faction_to_force_own	1.0	
1	true	vik_siege_engine_number_siege_tower_8m_light	faction_to_force_own	1.0	
1	true	vik_siege_engine_number_siege_tower_8m_medium	faction_to_force_own	1.0	
1	true	vik_siege_engine_unlock_battering_ram	faction_to_force_own	1.0	
1	true	vik_siege_engine_unlock_siege_tower	faction_to_force_own	1.0	
1	true	vik_trade_mod	faction_to_faction_own	-100.0	
1	true	vik_trade_route_sea_hidden	faction_to_region_own	500.0	
1	true	vik_unit_replenishment_elite	faction_to_force_own	0.0	
1	true	vik_unit_replenishment_levy	faction_to_force_own	40.0	
1	true	vik_unit_replenishment_retinue	faction_to_force_own	15.0	
1	true	vik_unseen_horde_recruitment_points	faction_to_force_own	2.0	
2	false	vik_allegiance_faction	faction_to_faction_own	2.0	
2	false	vik_attrition_desert_resistance	faction_to_force_own	-60.0	
2	false	vik_attrition_high_seas_resistance	faction_to_force_own	-60.0	
2	false	vik_attrition_snow_resistance	faction_to_force_own	-60.0	
2	false	vik_attrition_swamp_resistance	faction_to_force_own	-60.0	
2	false	vik_colonise_cost_zero	faction_to_faction_own	-1.0	
2	false	vik_faction_leader_influence_mod	faction_to_faction_own	2.0	
2	false	vik_force_xp_rate	faction_to_force_own	20.0	
2	false	vik_general_attribute_command	faction_to_character_own	2.0	
2	false	vik_general_attribute_zeal	faction_to_character_own	2.0	
2	false	vik_gpd_mod_immigration	faction_to_province_own	-1000.0	
2	false	vik_public_order_old_base	faction_to_province_own	100.0	
2	false	vik_public_order_old_immigration	faction_to_province_own	-100.0	
2	false	vik_recruitment_points	faction_to_province_own	4.0	
2	false	vik_recruitment_points_naval	faction_to_sea_region_own	4.0	
2	false	vik_seasickness	faction_to_army_own_unseen	1.0	
2	false	vik_siege_engine_number_battering_ram_heavy	faction_to_force_own	1.0	
2	false	vik_siege_engine_number_battering_ram_light	faction_to_force_own	1.0	
2	false	vik_siege_engine_number_battering_ram_medium	faction_to_force_own	1.0	
2	false	vik_siege_engine_number_siege_tower_15m_heavy	faction_to_force_own	1.0	
2	false	vik_siege_engine_number_siege_tower_15m_light	faction_to_force_own	1.0	
2	false	vik_siege_engine_number_siege_tower_15m_medium	faction_to_force_own	1.0	
2	false	vik_siege_engine_number_siege_tower_8m_heavy	faction_to_force_own	1.0	
2	false	vik_siege_engine_number_siege_tower_8m_light	faction_to_force_own	1.0	
2	false	vik_siege_engine_number_siege_tower_8m_medium	faction_to_force_own	1.0	
2	false	vik_siege_engine_unlock_battering_ram	faction_to_force_own	1.0	
2	false	vik_siege_engine_unlock_siege_tower	faction_to_force_own	1.0	
2	false	vik_trade_mod	faction_to_faction_own	-100.0	
2	false	vik_trade_route_sea_hidden	faction_to_region_own	500.0	
2	false	vik_unit_replenishment_elite	faction_to_force_own	0.0	
2	false	vik_unit_replenishment_levy	faction_to_force_own	40.0	
2	false	vik_unit_replenishment_retinue	faction_to_force_own	15.0	
2	true	vik_gpd_mod_immigration	faction_to_province_own	-1000.0	
2	true	vik_political_actions_per_turn	faction_to_faction_own	10.0	
2	true	vik_public_order_old_base	faction_to_province_own	100.0	
2	true	vik_public_order_old_immigration	faction_to_province_own	-100.0	
2	true	vik_seasickness	faction_to_army_own_unseen	1.0	
2	true	vik_siege_engine_unlock_battering_ram	faction_to_force_own	1.0	
2	true	vik_siege_engine_unlock_siege_tower	faction_to_force_own	1.0	
2	true	vik_trade_mod	faction_to_faction_own	-100.0	
2	true	vik_unit_replenishment_elite	faction_to_force_own	0.0	
2	true	vik_unit_replenishment_levy	faction_to_force_own	40.0	
2	true	vik_unit_replenishment_retinue	faction_to_force_own	15.0	
3	false	vik_allegiance_faction	faction_to_faction_own	3.0	
3	false	vik_attrition_desert_resistance	faction_to_force_own	-70.0	
3	false	vik_attrition_high_seas_resistance	faction_to_force_own	-70.0	
3	false	vik_attrition_snow_resistance	faction_to_force_own	-70.0	
3	false	vik_attrition_swamp_resistance	faction_to_force_own	-70.0	
3	false	vik_colonise_cost_zero	faction_to_faction_own	-1.0	
3	false	vik_faction_leader_influence_mod	faction_to_faction_own	3.0	
3	false	vik_force_xp_rate	faction_to_force_own	25.0	
3	false	vik_general_attribute_command	faction_to_character_own	2.0	
3	false	vik_general_attribute_zeal	faction_to_character_own	2.0	
3	false	vik_gpd_mod_immigration	faction_to_province_own	-1000.0	
3	false	vik_public_order_old_base	faction_to_province_own	100.0	
3	false	vik_public_order_old_immigration	faction_to_province_own	-100.0	
3	false	vik_recruitment_points	faction_to_province_own	5.0	
3	false	vik_recruitment_points_naval	faction_to_sea_region_own	5.0	
3	false	vik_seasickness	faction_to_army_own_unseen	1.0	
3	false	vik_siege_engine_number_battering_ram_heavy	faction_to_force_own	1.0	
3	false	vik_siege_engine_number_battering_ram_light	faction_to_force_own	1.0	
3	false	vik_siege_engine_number_battering_ram_medium	faction_to_force_own	1.0	
3	false	vik_siege_engine_number_siege_tower_15m_heavy	faction_to_force_own	1.0	
3	false	vik_siege_engine_number_siege_tower_15m_light	faction_to_force_own	1.0	
3	false	vik_siege_engine_number_siege_tower_15m_medium	faction_to_force_own	1.0	
3	false	vik_siege_engine_number_siege_tower_8m_heavy	faction_to_force_own	1.0	
3	false	vik_siege_engine_number_siege_tower_8m_light	faction_to_force_own	1.0	
3	false	vik_siege_engine_number_siege_tower_8m_medium	faction_to_force_own	1.0	
3	false	vik_siege_engine_unlock_battering_ram	faction_to_force_own	1.0	
3	false	vik_siege_engine_unlock_siege_tower	faction_to_force_own	1.0	
3	false	vik_trade_mod	faction_to_faction_own	-100.0	
3	false	vik_trade_route_sea_hidden	faction_to_region_own	500.0	
3	false	vik_unit_replenishment_elite	faction_to_force_own	0.0	
3	false	vik_unit_replenishment_levy	faction_to_force_own	40.0	
3	false	vik_unit_replenishment_retinue	faction_to_force_own	15.0	
3	true	vik_gpd_mod_immigration	faction_to_province_own	-1000.0	
3	true	vik_political_actions_per_turn	faction_to_faction_own	10.0	
3	true	vik_public_order_old_base	faction_to_province_own	100.0	
3	true	vik_public_order_old_immigration	faction_to_province_own	-100.0	
3	true	vik_seasickness	faction_to_army_own_unseen	1.0	
3	true	vik_siege_engine_unlock_battering_ram	faction_to_force_own	1.0	
3	true	vik_siege_engine_unlock_siege_tower	faction_to_force_own	1.0	
3	true	vik_trade_mod	faction_to_faction_own	-100.0	
3	true	vik_unit_replenishment_elite	faction_to_force_own	0.0	
3	true	vik_unit_replenishment_levy	faction_to_force_own	40.0	
3	true	vik_unit_replenishment_retinue	faction_to_force_own	15.0	
