unit	additional_building_requirement	campaign_cap	caste	create_time	is_naval	land_unit	num_men	multiplayer_cap	multiplayer_cost	naval_unit	num_ships	min_men_per_ship	max_men_per_ship	prestige	recruitment_cost	recruitment_movie	religion_requirement	upkeep_cost	weight	campaign_total_cap	resource_requirement	world_leader_only	can_trade	special_edition_mask	unique_index	in_encyclopedia	region_unit_resource_requirement	voiceover	ui_unit_group_land	ui_unit_group_naval	tier
dan_long_axemen_garrison		0	light	1	false	dan_long_axemen	160	0	170	vik_byrdingr	1	20	200	0	170			90	light	-1		false	false	0	24298	true		vo_subculture_viking_nordic	att_inf_axe_land	att_special_transportship_naval	1
dan_mailed_archers_garrison		0	medium	1	false	dan_mailed_archers	80	0	10000	vik_byrdingr_mis	1	20	200	0	10000			5000	medium	-1		false	false	0	24300	true		vo_subculture_viking_nordic	att_inf_bow_land	att_special_transportship_naval	2
dan_mailed_horsemen_garrison		0	medium	1	false	dan_mailed_horsemen	48	1	445	vik_byrdingr	1	20	200	0	445			230	super_heavy	1		false	false	0	24306	true		vo_subculture_viking_nordic	shieldwall_mercenary	att_special_transportship_naval	2
dan_mailed_swordsmen_garrison		0	medium	1	false	dan_mailed_swordsmen	40	1	335	vik_byrdingr	1	20	200	0	335			170	very_heavy	-1		false	false	0	24311	true		vo_subculture_viking_nordic	att_inf_sword_land	att_special_transportship_naval	3
dan_northumbrian_mailed_thegns_garrison		0	medium	1	false	dan_northumbrian_mailed_thegns	80	1	275	vik_byrdingr	1	20	200	0	275			140	super_heavy	1		false	false	0	24309	true		vo_subculture_viking_english	shieldwall_mercenary	att_special_transportship_naval	2
dan_northumbrian_thegns_garrison		0	medium	1	false	dan_northumbrian_thegns	120	2	285	vik_byrdingr	1	20	200	0	285			150	heavy	-1		false	false	0	24361	true		vo_subculture_viking_nordic	att_inf_spear_land	att_special_transportship_naval	2
dan_royal_huscarls_garrison		0	heavy	1	false	dan_royal_huscarls	40	1	290	vik_dreki	1	20	200	0	290			150	very_heavy	-1		false	false	0	24321	true		vo_subculture_viking_nordic	att_inf_axe_land	att_special_transportship_naval	3
dan_scout_horsemen_garrison		0	light	1	false	dan_scout_horsemen	24	0	45	vik_byrdingr	1	20	200	0	45			30	light	-1		false	false	0	24324	true		vo_subculture_viking_nordic	att_cav_melee_land	att_special_transportship_naval	1
dan_shield_biters_garrison		0	heavy	1	false	dan_shield_biters	40	1	315	vik_byrdingr	1	20	200	0	315			160	heavy	-1		false	false	0	24331	true		vo_subculture_viking_nordic	att_inf_axe_land	att_special_transportship_naval	1
dan_spearmen_garrison		0	light	1	false	dan_spearmen	160	0	95	vik_byrdingr	1	20	200	0	95			50	light	-1		false	false	0	24333	true		vo_subculture_viking_nordic	att_inf_spear_land	att_special_transportship_naval	1
dan_sword_hersir_garrison		0	medium	1	false	dan_sword_hersir	80	2	280	vik_byrdingr	1	20	200	0	280			140	heavy	-1		false	false	0	24339	true		vo_subculture_viking_nordic	att_inf_sword_land	att_special_transportship_naval	1
dan_sword_hirdmen_garrison		0	medium	1	false	dan_sword_hirdmen	120	2	275	vik_byrdingr	1	20	200	0	305			145	heavy	-1		false	false	0	24347	true		vo_subculture_viking_nordic	att_inf_sword_land	att_special_transportship_naval	2
dan_thegn_horsemen_garrison		0	medium	1	false	dan_thegn_horsemen	60	0	10000	vik_byrdingr	1	20	200	0	10000			5000	medium	-1		false	false	0	24352	true		vo_subculture_viking_nordic	att_cav_melee_land	att_special_transportship_naval	1
dan_warlords_companions_garrison		0	heavy	1	false	dan_warlords_companions	40	1	320	vik_dreki	1	20	200	0	320			160	very_heavy	-1		false	false	0	24375	true		vo_subculture_viking_nordic	att_inf_sword_land	att_special_transportship_naval	3
eng_catapult_garrison		0	light	1	false	eng_catapult	40	0	200	vik_sae_wylfing	1	20	200	0	200			100	light	-1		false	false	0	24379	true		vo_subculture_viking_english	att_art_field_land	att_special_transportship_naval	1
eng_ceorl_archers_garrison		0	light	1	false	eng_ceorl_archers	60	0	75	vik_sae_wylfing_mis	1	20	200	0	75			20	light	-1		false	false	0	24380	true		vo_subculture_viking_english	att_inf_bow_land	att_special_transportship_naval	1
eng_ceorl_axemen_garrison		0	light	1	false	eng_ceorl_axemen	160	0	95	vik_sae_wylfing	1	20	200	0	95			30	light	-1		false	false	0	24383	true		vo_subculture_viking_english	att_inf_axe_land	att_special_transportship_naval	1
eng_ceorl_javelinmen_garrison		0	light	1	false	eng_ceorl_javelinmen	60	0	70	vik_sae_wylfing_mis	1	20	200	0	70			20	light	-1		false	false	0	24392	true		vo_subculture_viking_english	att_inf_javelin_land	att_special_transportship_naval	1
eng_ceorl_spearmen_garrison		0	light	1	false	eng_ceorl_spearmen	160	0	65	vik_sae_wylfing	1	20	200	0	65			20	light	-1		false	false	0	24397	true		vo_subculture_viking_english	att_inf_spear_land	att_special_transportship_naval	1
eng_earls_horsemen_garrison		0	medium	1	false	eng_earls_horsemen	48	2	285	vik_sae_wylfing	1	20	200	0	285			150	heavy	-1		false	false	0	24398	true		vo_subculture_viking_english	att_cav_melee_land	att_special_transportship_naval	2
eng_earls_spearmen_garrison		0	heavy	1	false	eng_earls_spearmen	40	1	340	vik_sae_wylfing	1	20	200	0	340			170	very_heavy	-1		false	false	0	24406	true		vo_subculture_viking_english	att_inf_spear_land	att_special_transportship_naval	3
eng_earls_thegns_garrison		0	medium	1	false	eng_earls_thegns	80	0	345	vik_sae_wylfing	1	20	200	0	345			180	medium	-1		false	false	0	24409	true		vo_subculture_viking_english	att_inf_sword_land	att_special_transportship_naval	3
eng_fyrd_archers_garrison		0	light	1	false	eng_fyrd_archers	60	0	80	vik_sae_wylfing_mis	1	20	200	0	80			40	light	-1		false	false	0	24418	true		vo_subculture_viking_english	att_inf_bow_land	att_special_transportship_naval	1
eng_fyrd_axemen_garrison		0	light	1	false	eng_fyrd_axemen	160	0	140	vik_sae_wylfing	1	20	200	0	140			70	light	-1		false	false	0	24425	true		vo_subculture_viking_english	att_inf_axe_land	att_special_transportship_naval	1
eng_fyrd_javelinmen_garrison		0	light	1	false	eng_fyrd_javelinmen	60	0	90	vik_sae_wylfing_mis	1	20	200	0	90			50	light	-1		false	false	0	24426	true		vo_subculture_viking_english	att_inf_javelin_land	att_special_transportship_naval	1
eng_fyrd_spearmen_garrison		0	light	1	false	eng_fyrd_spearmen	160	0	95	vik_sae_wylfing	1	20	200	0	95			50	light	-1		false	false	0	24436	true		vo_subculture_viking_english	att_inf_spear_land	att_special_transportship_naval	1
eng_long_axemen_garrison		0	light	1	false	eng_long_axemen	80	0	115	vik_sae_wylfing	1	20	200	0	115			60	medium	-1		false	false	0	24444	true		vo_subculture_viking_english	shieldwall_mercenary	att_special_transportship_naval	2
eng_mailed_horsemen_garrison		0	medium	1	false	eng_mailed_horsemen	48	0	165	vik_sae_wylfing	1	20	200	0	165			90	medium	-1		false	false	0	24453	true		vo_subculture_viking_english	att_cav_melee_land	att_special_transportship_naval	2
eng_mailed_long_axemen_garrison		0	light	1	false	eng_mailed_long_axemen	160	0	290	vik_sae_wylfing	1	20	200	0	290			150	light	-1		false	false	0	24457	true		vo_subculture_viking_english	att_inf_axe_land	att_special_transportship_naval	2
eng_mailed_seaxs_garrison		0	medium	1	false	eng_mailed_seaxs	160	0	10000	vik_sae_wylfing	1	20	200	0	10000			5000	medium	-1		false	false	0	24466	true		vo_subculture_viking_english	att_inf_sword_land	att_special_transportship_naval	2
eng_mailed_spearmen_garrison		0	medium	1	false	eng_mailed_spearmen	160	0	10000	vik_sae_wylfing	1	20	200	0	10000			5000	medium	-1		false	false	0	24467	true		vo_subculture_viking_english	att_inf_spear_land	att_special_transportship_naval	2
eng_mailed_thegns_garrison		0	medium	1	false	eng_mailed_thegns	40	1	355	vik_sae_wylfing	1	20	200	0	355			180	super_heavy	1		false	false	0	24474	true		vo_subculture_viking_english	shieldwall_mercenary	att_special_transportship_naval	2
eng_marcher_armoured_spearmen_garrison		0	medium	1	false	eng_marcher_armoured_spearmen	80	0	215	vik_sae_wylfing	1	20	200	0	215			110	very_heavy	-1		false	false	0	25914	true		vo_subculture_viking_english	att_inf_spear_land	att_special_transportship_naval	2
eng_marcher_mailed_spearmen_garrison		0	medium	1	false	eng_marcher_mailed_spearmen	160	0	10000	vik_sae_wylfing	1	20	200	0	10000			5000	medium	-1		false	false	0	25922	true		vo_subculture_viking_english	att_inf_spear_land	att_special_transportship_naval	2
eng_marcher_spearmen_garrison		0	medium	1	false	eng_marcher_spearmen	120	0	130	vik_sae_wylfing	1	20	200	0	130			70	medium	-1		false	false	0	25907	true		vo_subculture_viking_english	att_inf_spear_land	att_special_transportship_naval	2
eng_militia_fyrd_archers_garrison		0	light	1	false	eng_militia_fyrd_archers	60	0	95	vik_sae_wylfing_mis	1	20	200	0	95			50	medium	-1		false	false	0	24475	true		vo_subculture_viking_english	att_inf_bow_land	att_special_transportship_naval	2
eng_militia_fyrd_spearmen_garrison		0	light	1	false	eng_militia_fyrd_spearmen	160	0	10000	vik_sae_wylfing	1	20	200	0	10000			5000	light	-1		false	false	0	24476	true		vo_subculture_viking_english	att_inf_spear_land	att_special_transportship_naval	2
eng_royal_bodyguard_garrison		0	heavy	1	false	eng_royal_bodyguard	40	1	360	vik_draca	1	20	200	0	360			180	very_heavy	-1		false	false	0	24481	true		vo_subculture_viking_english	att_inf_sword_land	att_special_transportship_naval	3
eng_royal_companions_garrison		0	heavy	1	false	eng_royal_companions	40	1	310	vik_draca	1	20	200	0	310			160	very_heavy	-1		false	false	0	24491	true		vo_subculture_viking_english	att_inf_sword_land	att_special_transportship_naval	3
eng_royal_huscarls_garrison		0	heavy	1	false	eng_royal_huscarls	160	2	10000	vik_sae_wylfing	1	20	200	0	10000			5000	heavy	-1		false	false	0	24495	true		vo_subculture_viking_english	att_inf_axe_land	att_special_transportship_naval	2
eng_royal_thegns_garrison		0	heavy	1	false	eng_royal_thegns	40	1	355	vik_sae_wylfing	1	20	200	0	355			180	very_heavy	-1		false	false	0	24503	true		vo_subculture_viking_english	att_inf_sword_land	att_special_transportship_naval	3
eng_scout_horsemen_garrison		0	light	1	false	eng_scout_horsemen	24	0	60	vik_sae_wylfing	1	20	200	0	60			30	light	-1		false	false	0	24505	true		vo_subculture_viking_english	att_cav_melee_land	att_special_transportship_naval	1
eng_seax_warriors_garrison		0	medium	1	false	eng_seax_warriors	120	0	160	vik_sae_wylfing	1	20	200	0	160			80	medium	-1		false	false	0	24510	true		vo_subculture_viking_english	att_inf_sword_land	att_special_transportship_naval	1
eng_select_fyrd_archers_garrison		0	light	1	false	eng_select_fyrd_archers	60	0	100	vik_sae_wylfing_mis	1	20	200	0	100			50	medium	-1		false	false	0	24517	true		vo_subculture_viking_english	att_inf_bow_land	att_special_transportship_naval	2
eng_select_fyrd_spearmen_garrison		0	light	1	false	eng_select_fyrd_spearmen	120	0	225	vik_sae_wylfing	1	20	200	0	225			120	medium	-1		false	false	0	24525	true		vo_subculture_viking_english	att_inf_spear_land	att_special_transportship_naval	2
eng_select_militia_spearmen_garrison		0	light	1	false	eng_select_militia_spearmen	160	0	275	vik_sae_wylfing	1	20	200	0	275			140	light	-1		false	false	0	24533	true		vo_subculture_viking_english	att_inf_spear_land	att_special_transportship_naval	2
eng_thegn_horsemen_garrison		0	medium	1	false	eng_thegn_horsemen	48	0	240	vik_sae_wylfing	1	20	200	0	240			120	medium	-1		false	false	0	24536	true		vo_subculture_viking_english	att_cav_melee_land	att_special_transportship_naval	2
eng_thegn_spearmen_garrison		0	medium	1	false	eng_thegn_spearmen	80	2	215	vik_sae_wylfing	1	20	200	0	215			110	heavy	-1		false	false	0	24540	true		vo_subculture_viking_english	att_inf_spear_land	att_special_transportship_naval	2
eng_thegns_garrison		0	medium	1	false	eng_thegns	80	2	260	vik_sae_wylfing	1	20	200	0	260			130	heavy	-1		false	false	0	24543	true		vo_subculture_viking_english	att_inf_sword_land	att_special_transportship_naval	2
est_archers_garrison		0	light	1	false	est_archers	60	0	100	vik_byrdingr_mis	1	20	200	0	100			50	light	-1		false	false	0	24550	true		vo_subculture_viking_nordic	att_inf_bow_land	att_special_transportship_naval	1
est_axe_warriors_garrison		0	medium	1	false	est_axe_warriors	120	0	175	vik_byrdingr	1	20	200	0	175			90	medium	-1		false	false	0	24552	true		vo_subculture_viking_nordic	att_inf_axe_land	att_special_transportship_naval	2
est_axemen_garrison		0	heavy	1	false	est_axemen	160	0	165	vik_byrdingr	1	20	200	0	165			90	light	-1		false	false	0	24554	true		vo_subculture_viking_nordic	att_inf_axe_land	att_special_transportship_naval	1
est_berserkers_garrison		0	heavy	1	false	est_berserkers	40	1	250	vik_byrdingr	1	20	200	0	250			160	heavy	-1		false	false	0	24559	true		vo_subculture_viking_nordic	att_inf_axe_land	att_special_transportship_naval	2
est_catapult_garrison		0	light	1	false	est_catapult	40	0	200	vik_byrdingr	1	20	200	0	200			100	light	-1		false	false	0	24563	true		vo_subculture_viking_english	att_art_field_land	att_special_transportship_naval	1
est_champions_garrison		0	medium	1	false	est_champions	40	1	320	vik_byrdingr	1	20	200	0	320			160	very_heavy	-1		false	false	0	24572	true		vo_subculture_viking_nordic	att_inf_axe_land	att_special_transportship_naval	3
est_fighters_garrison		0	light	1	false	est_fighters	120	0	105	vik_byrdingr	1	20	200	0	105			70	very_light	-1		false	false	0	24581	true		vo_subculture_viking_nordic	att_inf_axe_land	att_special_transportship_naval	1
est_great_axes_garrison		0	light	1	false	est_great_axes	160	0	225	vik_byrdingr	1	20	200	0	225			120	light	-1		false	false	0	24591	true		vo_subculture_viking_nordic	att_inf_axe_land	att_special_transportship_naval	2
est_hearthguard_garrison		0	heavy	1	false	est_hearthguard	40	1	305	vik_dreki	1	20	200	0	305			160	very_heavy	-1		false	false	0	24595	true		vo_subculture_viking_nordic	att_inf_sword_land	att_special_transportship_naval	3
est_hirdmen_garrison		0	medium_aux	1	false	est_hirdmen	120	2	300	vik_byrdingr	1	20	200	0	325			170	heavy	-1		false	false	0	24600	true		vo_subculture_viking_nordic	att_inf_sword_land	att_special_transportship_naval	2
est_horsemen_garrison		0	medium	1	false	est_horsemen	60	0	10000	vik_byrdingr	1	20	200	0	10000			5000	medium	-1		false	false	0	24607	true		vo_subculture_viking_nordic	att_cav_melee_land	att_special_transportship_naval	1
est_hunters_garrison		0	light	1	false	est_hunters	24	0	140	vik_byrdingr_mis	1	20	200	0	140			70	light	-1		false	false	0	24617	true		vo_subculture_viking_nordic	att_inf_bow_land	att_special_transportship_naval	1
est_huskarls_garrison		0	heavy	1	false	est_huskarls	160	2	10000	vik_byrdingr	1	20	200	0	10000			5000	heavy	-1		false	false	0	24620	true		vo_subculture_viking_nordic	att_inf_axe_land	att_special_transportship_naval	2
est_javelinmen_garrison		0	light	1	false	est_javelinmen	80	0	10000	vik_byrdingr_mis	1	20	200	0	10000			5000	light	-1		false	false	0	24622	true		vo_subculture_viking_nordic	att_inf_javelin_land	att_special_transportship_naval	1
est_kerns_garrison		0	light	1	false	est_kerns	60	0	90	vik_byrdingr_mis	1	20	200	0	90			50	light	-1		false	false	0	24631	true		vo_subculture_viking_nordic	att_inf_javelin_land	att_special_transportship_naval	1
est_levy_javelinmen_garrison		0	light	1	false	est_levy_javelinmen	60	0	70	vik_byrdingr_mis	1	20	200	0	70			40	light	-1		false	false	0	24636	true		vo_subculture_viking_nordic	att_inf_javelin_land	att_special_transportship_naval	1
est_long_axes_garrison		0	heavy	1	false	est_long_axes	120	0	145	vik_byrdingr	1	20	200	0	145			80	medium	-1		false	false	0	24645	true		vo_subculture_viking_nordic	att_inf_axe_land	att_special_transportship_naval	2
est_mailed_axemen_garrison		0	heavy	1	false	est_mailed_axemen	120	2	285	vik_byrdingr	1	20	200	0	310			160	heavy	-1		false	false	0	24650	true		vo_subculture_viking_nordic	att_inf_axe_land	att_special_transportship_naval	2
est_mailed_horsemen_garrison		0	medium	1	false	est_mailed_horsemen	48	0	150	vik_byrdingr	1	20	200	0	150			110	very_light	-1		false	false	0	24657	true		vo_subculture_viking_nordic	att_cav_melee_land	att_special_transportship_naval	2
est_marauders_garrison		0	light	1	false	est_marauders	160	0	110	vik_byrdingr	1	20	200	0	110			60	light	-1		false	false	0	24664	true		vo_subculture_viking_nordic	att_inf_axe_land	att_special_transportship_naval	1
est_norse_hersir_garrison		0	medium	1	false	est_norse_hersir	80	0	220	vik_byrdingr	1	20	200	0	220			110	medium	-1		false	false	0	25963	true		vo_subculture_viking_nordic	att_inf_sword_land	att_special_transportship_naval	1
est_norse_mailed_hersir_garrison		0	medium	1	false	est_norse_mailed_hersir	40	1	335	vik_byrdingr	1	20	200	0	335			170	very_heavy	-1		false	false	0	25971	true		vo_subculture_viking_nordic	att_inf_sword_land	att_special_transportship_naval	3
est_norse_warriors_garrison		0	medium	1	false	est_norse_warriors	120	0	150	vik_byrdingr	1	20	200	0	150			80	light	-1		false	false	0	25956	true		vo_subculture_viking_nordic	att_inf_sword_land	att_special_transportship_naval	1
est_raiders_garrison		0	light	1	false	est_raiders	48	0	155	vik_byrdingr	1	20	200	0	155			80	light	-1		false	false	0	24671	true		vo_subculture_viking_nordic	att_cav_javelin_land	att_special_transportship_naval	1
est_royal_huskarls_garrison		0	heavy	1	false	est_royal_huskarls	40	1	290	vik_dreki	1	20	200	0	290			150	very_heavy	-1		false	false	0	24672	true		vo_subculture_viking_nordic	att_inf_axe_land	att_special_transportship_naval	3
est_scouts_garrison		0	light	1	false	est_scouts	24	0	60	vik_byrdingr	1	20	200	0	60			30	light	-1		false	false	0	24674	true		vo_subculture_viking_nordic	att_cav_javelin_land	att_special_transportship_naval	1
est_shield_biters_garrison		0	heavy	1	false	est_shield_biters	40	1	235	vik_byrdingr	1	20	200	0	235			120	very_heavy	-1		false	false	0	24681	true		vo_subculture_viking_nordic	att_inf_axe_land	att_special_transportship_naval	3
est_spear_guard_garrison		0	medium	1	false	est_spear_guard	120	2	260	vik_byrdingr	1	20	200	0	275			140	heavy	-1		false	false	0	24688	true		vo_subculture_viking_nordic	att_inf_spear_land	att_special_transportship_naval	2
est_spear_hirdmen_garrison		0	heavy	1	false	est_spear_hirdmen	120	0	155	vik_byrdingr	1	20	200	0	155			60	medium	-1		false	false	0	24695	true		vo_subculture_viking_nordic	att_inf_spear_land	att_special_transportship_naval	2
est_spearband_garrison		0	light	1	false	est_spearband	160	0	95	vik_byrdingr	1	20	200	0	95			50	light	-1		false	false	0	24699	true		vo_subculture_viking_nordic	att_inf_spear_land	att_special_transportship_naval	1
est_spearmen_garrison		0	light	1	false	est_spearmen	160	0	10000	vik_byrdingr	1	20	200	0	10000			5000	light	-1		false	false	0	24705	true		vo_subculture_viking_nordic	att_inf_spear_land	att_special_transportship_naval	2
est_warband_garrison		0	light	1	false	est_warband	200	0	80	vik_byrdingr	1	20	200	0	80			20	light	-1		false	false	0	24707	true		vo_subculture_viking_nordic	att_inf_spear_land	att_special_transportship_naval	1
est_wood_kerns_garrison		0	light	1	false	est_wood_kerns	80	0	10000	vik_byrdingr_mis	1	20	200	0	10000			5000	light	-1		false	false	0	25948	true		vo_subculture_viking_nordic	att_inf_javelin_land	att_special_transportship_naval	2
iri_airig_horsemen_garrison		0	heavy	1	false	iri_airig_horsemen	60	2	245	vik_curach	1	20	200	0	245			110	heavy	-1		false	false	0	24716	true		vo_subculture_celtic_irish	att_cav_melee_land	att_special_transportship_naval	1
iri_airig_mailed_horsemen_garrison		0	heavy	1	false	iri_airig_mailed_horsemen	48	2	215	vik_curach	1	20	200	0	215			110	heavy	-1		false	false	0	24719	true		vo_subculture_celtic_irish	att_cav_melee_land	att_special_transportship_naval	2
iri_household_horsemen_garrison		0	heavy	1	false	iri_household_horsemen	40	2	255	vik_oll_pheist	1	20	200	0	255			130	very_heavy	-1		false	false	0	24724	true		vo_subculture_celtic_irish	att_inf_sword_land	att_special_transportship_naval	2
iri_airig_warband_garrison		0	heavy	1	false	iri_airig_warband	80	2	190	vik_curach	1	20	200	0	190			100	heavy	-1		false	false	0	24725	true		vo_subculture_celtic_irish	att_inf_sword_land	att_special_transportship_naval	2
iri_catapult_garrison		0	light	1	false	iri_catapult	24	0	200	vik_curach	1	20	200	0	200			100	light	-1		false	false	0	24732	true		vo_subculture_celtic_irish	att_art_field_land	att_special_transportship_naval	1
iri_fianna_band_garrison		0	medium	1	false	iri_fianna_band	120	0	160	vik_curach	1	20	200	0	160			80	medium	-1		false	false	0	24738	true		vo_subculture_celtic_irish	att_inf_sword_land	att_special_transportship_naval	2
iri_fianna_swordsmen_garrison		0	medium	1	false	iri_fianna_swordsmen	160	0	10000	vik_curach	1	20	200	0	10000			5000	medium	-1		false	false	0	24746	true		vo_subculture_celtic_irish	att_inf_sword_land	att_special_transportship_naval	1
iri_foreign_warriors_garrison		0	medium	1	false	iri_foreign_warriors	80	0	235	vik_curach	1	20	200	0	235			120	very_heavy	-1		false	false	0	24754	true		vo_subculture_celtic_irish	att_inf_axe_land	att_special_transportship_naval	2
iri_freemen_archers_garrison		0	light	1	false	iri_freemen_archers	80	0	10000	vik_curach_mis	1	20	200	0	10000			5000	light	-1		false	false	0	24761	true		vo_subculture_celtic_irish	att_inf_bow_land	att_special_transportship_naval	1
iri_freemen_axemen_garrison		0	light	1	false	iri_freemen_axemen	160	0	130	vik_curach	1	20	200	0	130			50	light	-1		false	false	0	24770	true		vo_subculture_celtic_irish	att_inf_axe_land	att_special_transportship_naval	1
iri_freemen_javelinmen_garrison		0	light	1	false	iri_freemen_javelinmen	80	0	10000	vik_curach_mis	1	20	200	0	10000			5000	light	-1		false	false	0	24771	true		vo_subculture_celtic_irish	att_inf_javelin_land	att_special_transportship_naval	1
iri_freemen_spearmen_garrison		0	light	1	false	iri_freemen_spearmen	200	0	95	vik_curach	1	20	200	0	95			40	light	-1		false	false	0	24780	true		vo_subculture_celtic_irish	att_inf_spear_land	att_special_transportship_naval	1
iri_gallowglasses_garrison		0	medium	1	false	iri_gallowglasses	160	0	10000	vik_curach	1	20	200	0	10000			5000	medium	-1		false	false	0	24786	true		vo_subculture_celtic_irish	att_inf_axe_land	att_special_transportship_naval	2
iri_horse_boys_garrison		0	light	1	false	iri_horse_boys	64	0	170	vik_curach_mis	1	20	200	0	170			80	light	-1		false	false	0	24789	true		vo_subculture_celtic_irish	att_cav_javelin_land	att_special_transportship_naval	1
iri_airig_swordsmen_garrison		0	heavy	1	false	iri_airig_swordsmen	40	2	10000	vik_curach	1	20	200	0	10000			5000	heavy	-1		false	false	0	24798	true		vo_subculture_celtic_irish	att_cav_melee_land	att_special_transportship_naval	2
