key	accuracy	ammo	armour	campaign_action_points	category	charge_bonus	class	dismounted_charge_bonus	dismounted_melee_attack	dismounted_melee_defense	historical_description_text	man_animation	man_entity	melee_attack	melee_defence	morale	bonus_hit_points	mount	num_animals	animal	num_mounts	primary_melee_weapon	primary_missile_weapon	rank_depth	shield	short_description_text	spacing	strengths_&_weaknesses_text	supports_first_person	training_level	num_guns	officers	articulated_record	engine	is_male	visibility_spotting_range_min	visibility_spotting_range_max	ability_global_recharge	attribute_group	spot_dist_tree	spot_dist_scrub	chariot	num_chariots	reload	loose_spacing	spotting_and_hiding	selection_vo	selected_vo_secondary	selected_vo_tertiary	hiding_scalar	capture_power
dan_ceorl_axemen	0	0	vik_cloth	2000	inf_melee	15	inf_mel	15	14	15	vik_all_ceorl_axemen_long	vik_man_sw_axe_shield_javelin_horse	shield_peasant_heavy	14	15	12	0		0		0	shield_axe_weak		6	vik_medium_wood	vik_dan_ceorl_axemen_short	melee_inf	mob	false	poorly_trained	0	dan_officer_lesser			true	30.0	280.0	0.0	axe	30.0	60.0		0	0	false		vo_battle_unit_axemen	vo_battle_unit_generic	vo_battle_unit_generic	1.2	10.0
dan_ceorl_javelinmen	17	7	vik_cloth_helmet	2000	inf_ranged	10	inf_mis	10	14	15	vik_all_ceorl_javelinmen_long	rome_man_sword_shield_javelin_horse	shield_warrior_ranged	14	15	11	0		0		0	shield_dagger	vik_javelin_wood_01	3	vik_small	vik_dan_ceorl_javelinmen_short	missile_inf_loose	mob	false	rabble	0	bandit_officer			true	30.0	350.0	0.0	skirmisher	30.0	60.0		0	40	false		vo_battle_unit_missile_javelins	vo_battle_unit_generic	vo_battle_unit_generic	0.8	10.0
dan_ceorl_spearmen	0	0	vik_cloth	2000	inf_melee	4	inf_spr	4	13	15	vik_all_ceorl_spearmen_long	vik_man_sw_spear_shield_javelin_horse	shield_peasant_line	13	15	11	0		0		0	shield_spear_levy		5	vik_medium_wood_spear	vik_dan_ceorl_spearmen_short	melee_inf	mob	false	poorly_trained	0	dan_officer_lesser			true	30.0	280.0	0.0	spear_levy	30.0	60.0		0	0	false		vo_battle_unit_spears	vo_battle_unit_generic	vo_battle_unit_generic	1.2	10.0
dan_danelaw_huscarls	0	0	vik_mail_heavy	2000	inf_melee	74	inf_pik	70	49	15	vik_dan_hirdmen_long	vik_man_falx_javelin_precursor_foot	vik_inf_2h_very_heavy	49	15	31	0		0		0	vik_dane_axe_elite		6	vik_none	vik_dan_danelaw_huscarls_short	melee_inf	mob	false	trained	0	dan_officer			true	30.0	280.0	0.0	axe	30.0	60.0		0	0	false		vo_battle_unit_huskarls	vo_battle_unit_axemen	vo_battle_unit_generic	1.2	10.0
dan_fyrd_archers	19	26	vik_cloth_helmet	2000	inf_ranged	2	inf_mis	2	6	20	vik_all_fyrd_archers_long	rome_man_sword_sling_foot	shield_peasant_ranged	6	20	12	0		0		0	shield_dagger	vik_sling	4	vik_none	vik_dan_fyrd_archers_short	missile_inf_loose	mob	false	mob	0	bandit_officer			true	30.0	390.0	0.0	light_terrain_guerilla_snipe	60.0	60.0		0	50	false		vo_battle_unit_fyrd	vo_battle_unit_missile_archers	vo_battle_unit_missile_bows	0.7	10.0
dan_fyrd_spearmen	0	0	vik_cloth_helmet	2000	inf_melee	17	inf_spr	17	25	15	vik_all_fyrd_spearmen_long	vik_man_sw_spear_shield_javelin_horse	vik_inf_med	25	15	16	0		0		0	shield_spear_levy		5	vik_medium_spear	vik_dan_fyrd_spearmen_short	melee_inf	mob	false	trained	0	dan_officer			true	30.0	280.0	0.0	spear_levy	30.0	60.0		0	0	false		vo_battle_unit_fyrd	vo_battle_unit_spears	vo_battle_unit_generic	1.2	10.0
dan_great_axemen	0	0	vik_leather_helmet	2000	inf_melee	42	inf_pik	38	27	20	vik_dan_dane_axes_long	vik_man_falx_javelin_precursor_foot	shield_warrior_heavy	27	20	16	0		0		0	vik_dane_axe		6	vik_none	vik_dan_great_axemen_short	melee_inf	mob	false	trained	0	dan_officer			true	30.0	280.0	0.0	axe	30.0	60.0		0	0	false		vo_battle_unit_axemen	vo_battle_unit_generic	vo_battle_unit_generic	1.2	10.0
dan_huscarls	0	0	vik_mail_long	2000	inf_melee	42	inf_pik	42	20	25	vik_all_hus_dane_axes_long	vik_man_falx_javelin_precursor_foot	shield_nobleman_ultra_heavy	20	25	22	0		0		0	shield_dane_axe_strong		6	vik_none	vik_dan_huscarls_short	melee_inf	mob	false	well_trained	0	dan_officer			true	30.0	280.0	0.0	axe_noble	30.0	60.0		0	0	false		vo_battle_unit_huskarls	vo_battle_unit_axemen	vo_battle_unit_generic	1.2	10.0
dan_jarls_horsemen	0	2	vik_mail	2700	cavalry	20	cav_mel	10	22	25	vik_all_earls_horsemen_long	vik_man_sw_sword_shield_javelin_precursor_horse	shield_nobleman_line	22	25	19	0	vik_horse_sword_med	0		48	shield_sword_strong	vik_javelin_leaf_03	4	vik_medium	vik_dan_jarls_horsemen_short	cavalry	mob	false	rabble	0	dan_cavalry_officer			true	30.0	390.0	0.0	cavalry_noble	30.0	60.0		0	0	false		vo_battle_unit_horsemen	vo_battle_unit_cavalry	vo_battle_unit_generic	1.2	10.0
dan_jarls_huscarls	0	0	vik_mail_long	2000	inf_melee	27	inf_pik	27	27	20	vik_dan_hirdmen_long	vik_man_falx_javelin_precursor_foot	shield_warrior_heavy	27	20	19	0		0		0	shield_dane_axe_champion		3	vik_none	vik_dan_jarls_huscarls_short	melee_inf	mob	false	trained	0	silver_wolf_officer			true	30.0	280.0	0.0	axe	30.0	60.0		0	0	false		vo_battle_unit_huskarls	vo_battle_unit_axemen	vo_battle_unit_generic	1.2	10.0
dan_javelinmen	17	8	vik_leather	2000	inf_ranged	10	inf_mis	10	12	15	vik_dan_javelinmen_long	rome_man_sword_shield_javelin_horse	shield_warrior_ranged	12	15	12	0		0		0	shield_dagger	vik_javelin_wood_01	3	vik_medium	vik_dan_javelinmen_short	missile_inf	mob	false	rabble	0	dan_officer_lesser			true	30.0	280.0	0.0	skirmisher	30.0	60.0		0	40	false		vo_battle_unit_missile_javelins	vo_battle_unit_generic	vo_battle_unit_generic	1.2	10.0
dan_long_axemen	0	0	vik_leather	2000	inf_melee	35	inf_pik	32	22	20	vik_dan_dane_axes_long	vik_man_falx_javelin_precursor_foot	shield_warrior_heavy	22	20	16	0		0		0	vik_dane_axe		6	vik_none	vik_dan_long_axemen_short	melee_inf	mob	false	trained	0	dan_officer			true	30.0	280.0	0.0	axe	30.0	60.0		0	0	false		vo_battle_unit_axemen	vo_battle_unit_generic	vo_battle_unit_generic	1.2	10.0
dan_mailed_archers	27	25	vik_mail	2000	inf_ranged	3	inf_mis	3	12	15	vik_dan_bows_long	rome_man_sword_bow_horse	vik_inf_mis_med	12	15	25	0		0		0	shield_dagger	vik_bow	4	vik_none	vik_dan_mailed_archers_short	missile_inf	mob	false	mob	0	dan_officer			true	30.0	280.0	0.0	hunter	30.0	60.0		0	50	false		vo_battle_unit_missile_archers	vo_battle_unit_missile_bows	vo_battle_unit_generic	1.2	10.0
dan_mailed_horsemen	0	0	vik_mail_heavy	2700	cavalry	38	cav_mel	18	26	30	vik_dan_mailed_horsemen_long	vik_man_sw_spear_shield_javelin_precursor_horse	shield_nobleman_line	19	25	19	0	shield_horse_continental_champion	0		60	shield_lance_continental		4	vik_reinforced	vik_dan_mailed_horsemen_short	cavalry	mob	false	rabble	0	frankish_officer			true	30.0	390.0	0.0	cavalry_noble_no_precursors	30.0	60.0		0	0	false		vo_battle_unit_horsemen	vo_battle_unit_cavalry	vo_battle_unit_generic	1.5	10.0
dan_mailed_swordsmen	0	1	vik_mail_heavy	2000	inf_melee	14	inf_mel	14	34	40	vik_dan_mailed_swordsmen_long	vik_man_sw_sword_shield_javelin_horse	shield_champion_melee	34	40	22	0		0		0	shield_sword_champion	vik_javelin_leaf_03	5	vik_medium_sword	vik_dan_mailed_swordsmen_short	melee_inf	mob	false	elite	0	dan_hero			true	30.0	280.0	0.0	sword_encourage	30.0	60.0		0	0	false		vo_battle_unit_swords	vo_battle_unit_generic	vo_battle_unit_generic	1.5	10.0
dan_northumbrian_mailed_thegns	0	1	vik_mail	2000	inf_melee	10	inf_spr	10	21	25	vik_dan_northumbrian_thegns_long	vik_man_sw_sword_shield_javelin_precursor_horse	shield_nobleman_ultra_heavy	21	25	22	0		0		0	shield_sword_strong	vik_javelin_leaf_03	4	vik_medium_sword	vik_dan_northumbrian_mailed_thegns_short	melee_inf	mob	false	well_trained	0	nor_officer_elite			true	30.0	280.0	0.0	sword_noble	30.0	60.0		0	0	false		vo_battle_unit_swords	vo_battle_unit_generic	vo_battle_unit_generic	1.2	10.0
dan_northumbrian_thegns	0	0	vik_mail	2000	inf_melee	9	inf_spr	9	21	25	vik_dan_northumbrian_thegns_long	vik_man_sw_spear_shield_javelin_horse	shield_nobleman_ultra_heavy	21	25	20	0		0		0	shield_spear_strong		6	vik_medium_spear	vik_dan_northumbrian_thegns_short	melee_inf	mob	false	well_trained	0	dan_officer			true	30.0	280.0	0.0	spear_noble	30.0	60.0		0	0	false		vo_battle_unit_thegns	vo_battle_unit_spears	vo_battle_unit_generic	1.2	10.0
dan_royal_huscarls	0	0	vik_mail_long	2000	inf_melee	32	inf_pik	32	24	35	vik_all_hus_dane_axes_long	vik_man_falx_javelin_precursor_foot	shield_ultraheavy_general	24	30	30	0		0		0	shield_dane_axe_champion		6	vik_none	vik_dan_royal_huscarls_short	melee_inf	mob	false	trained	0	dan_general_officer			true	30.0	280.0	0.0	axe_encourage	30.0	60.0		0	0	false		vo_battle_unit_huskarls	vo_battle_unit_axemen	vo_battle_unit_generic	1.5	10.0
dan_scout_horsemen	0	0	vik_cloth_helmet	2700	cavalry	15	cav_mel	5	14	15	vik_dan_scouts_long	vik_man_sw_spear_shield_javelin_precursor_horse	shield_peasant_ranged	12	15	12	0	vik_horse_spear_light	0		24	shield_cavalry_spear		3	vik_medium	vik_dan_scout_horsemen_short	cavalry	mob	false	rabble	0	dan_officer_lesser			true	30.0	550.0	0.0	scout_melee	30.0	60.0		0	0	false		vo_battle_unit_horsemen	vo_battle_unit_cavalry	vo_battle_unit_generic	1.0	10.0
dan_shield_biters	0	1	vik_mail	2000	inf_melee	20	inf_mel	20	18	30	vik_all_berserkers_long	vik_man_sw_axe_shield_javelin_precursor_horse	shield_champion_melee	18	30	24	0		0		0	shield_axe_champion	vik_javelin_leaf_03	4	vik_medium	vik_dan_shield_biters_short	melee_inf	mob	false	elite	0	dane_captain			true	30.0	280.0	0.0	axe_encourage	30.0	60.0		0	0	false		vo_battle_unit_raiders	vo_battle_unit_axemen	vo_battle_unit_generic	1.2	10.0
dan_spearmen	0	0	vik_cloth_helmet	2000	inf_melee	6	inf_spr	6	14	15	vik_dan_spearmen_long	vik_man_sw_spear_shield_javelin_horse	shield_peasant_line	14	15	15	0		0		0	shield_spear_levy		6	vik_medium_spear	vik_dan_spearmen_short	melee_inf	mob	false	poorly_trained	0	dan_officer_lesser			true	30.0	280.0	0.0	spear_levy	30.0	60.0		0	0	false		vo_battle_unit_spears	vo_battle_unit_generic	vo_battle_unit_generic	1.2	10.0
dan_sword_hersir	0	1	vik_mail_long	2000	inf_melee	12	inf_mel	12	23	35	vik_all_sword_hersir_long	vik_man_sw_sword_shield_javelin_precursor_horse	shield_nobleman_line	23	35	18	0		0		0	shield_sword_medium	vik_javelin_leaf_03	6	vik_medium_sword	vik_dan_sword_hersir_short	melee_inf	mob	false	well_trained	0	dan_officer			true	30.0	280.0	0.0	sword_noble	30.0	60.0		0	0	false		vo_battle_unit_hersir	vo_battle_unit_swords	vo_battle_unit_generic	1.2	10.0
dan_sword_hirdmen	0	1	vik_mail	2000	inf_melee	12	inf_mel	12	21	35	vik_all_sword_hirdmen_long	vik_man_sw_sword_shield_javelin_precursor_horse	shield_nobleman_line	21	35	18	0		0		0	shield_sword_medium	vik_javelin_leaf_03	6	vik_medium_sword	vik_dan_sword_hirdmen_short	melee_inf	mob	false	well_trained	0	dan_officer			true	30.0	280.0	0.0	sword_noble	30.0	60.0		0	0	false		vo_battle_unit_hirdmen	vo_battle_unit_swords	vo_battle_unit_generic	1.2	10.0
dan_thegn_horsemen	0	0	vik_mail	2700	cavalry	23	cav_mel	15	33	15	vik_all_thegn_horsemen_long	vik_man_sw_spear_shield_javelin_precursor_horse	vik_inf_med	33	15	22	0	vik_horse_spear_med	0		60	vik_spear_cav		5	vik_medium	vik_dan_thegn_horsemen_short	cavalry	mob	false	rabble	0	dan_cavalry_officer			true	30.0	390.0	0.0	cavalry_noble_no_precursors	30.0	60.0		0	0	false		vo_battle_unit_horsemen	vo_battle_unit_cavalry	vo_battle_unit_generic	1.2	10.0
dan_warlords_companions	0	1	vik_mail_long	2000	inf_melee	16	inf_mel	16	22	35	vik_gen_warlords_hearthguard_long	vik_man_sw_sword_shield_javelin_precursor_horse	shield_infantry_general	22	30	24	0		0		0	shield_sword_strong	vik_javelin_leaf_03	5	vik_reinforced_sword	vik_dan_warlords_companions_short	melee_inf	mob	false	trained	0	dan_general_officer			true	30.0	280.0	0.0	sword_encourage	30.0	60.0		0	0	false		vo_battle_unit_swords	vo_battle_unit_generic	vo_battle_unit_generic	1.5	10.0
eng_catapult	5	9	vik_cloth	1700	artillery	2	art_fld	2	4	15	vik_all_catapult_long	rome_man_sword_onager_crew	shield_peasant_ranged	4	15	11	0		0		0	shield_dagger		1	vik_none	vik_all_catapult_short	artillery	mob	false	poorly_trained	1	eng_officer_range		att_onager	true	30.0	280.0	0.0	artillery	30.0	60.0		0	20	false		vo_battle_unit_missile_catapult	vo_battle_unit_generic	vo_battle_unit_generic	1.5	10.0
eng_ceorl_archers	13	24	vik_cloth_helmet	2000	inf_ranged	2	inf_mis	2	5	15	vik_all_ceorl_archers_long	rome_man_sword_bow_horse	shield_peasant_ranged	5	15	12	0		0		0	shield_dagger	vik_bow_levy	3	vik_none	vik_eng_ceorl_archers_short	missile_inf	mob	false	mob	0	eng_officer_range			true	30.0	330.0	0.0	bowmen	30.0	60.0		0	5	false		vo_battle_unit_missile_archers	vo_battle_unit_missile_bows	vo_battle_unit_generic	0.5	10.0
eng_ceorl_axemen	0	0	vik_cloth	2000	inf_melee	14	inf_mel	14	11	15	vik_all_ceorl_axemen_long	vik_man_sw_axe_shield_javelin_horse	shield_peasant_line	11	15	12	0		0		0	shield_axe_weak		5	vik_medium_wood	vik_eng_ceorl_axemen_short	melee_inf	mob	false	poorly_trained	0	eng_officer			true	30.0	280.0	0.0	axe	30.0	60.0		0	0	false		vo_battle_unit_axemen	vo_battle_unit_generic	vo_battle_unit_generic	1.2	10.0
eng_ceorl_javelinmen	17	7	vik_cloth	2000	inf_ranged	8	inf_mis	8	9	15	vik_all_ceorl_javelinmen_long	rome_man_sword_shield_javelin_horse	shield_warrior_ranged	9	15	11	0		0		0	shield_dagger	vik_javelin_wood_01	3	vik_medium_wood	vik_eng_ceorl_javelinmen_short	missile_inf	mob	false	rabble	0	eng_officer_range			true	30.0	350.0	0.0	skirmisher	30.0	60.0		0	40	false		vo_battle_unit_missile_javelins	vo_battle_unit_generic	vo_battle_unit_generic	0.8	10.0
eng_ceorl_spearmen	0	0	vik_cloth	2000	inf_melee	3	inf_spr	3	14	15	vik_all_ceorl_spearmen_long	vik_man_sw_spear_shield_javelin_horse	shield_peasant_line	14	15	12	0		0		0	shield_spear_levy		5	vik_medium_wood_spear	vik_eng_ceorl_spearmen_short	melee_inf	mob	false	poorly_trained	0	eng_officer_lesser			true	30.0	280.0	0.0	spear_levy	30.0	60.0		0	0	false		vo_battle_unit_spears	vo_battle_unit_generic	vo_battle_unit_generic	1.2	10.0
eng_earls_horsemen	0	0	vik_mail	2700	cavalry	32	cav_mel	16	18	25	vik_all_earls_horsemen_long	vik_man_sw_spear_shield_javelin_precursor_horse	shield_nobleman_line	18	20	19	0	shield_horse_medium	0		48	shield_lance		4	vik_medium	vik_eng_earls_horsemen_short	cavalry	mob	false	rabble	0	eng_officer_cav			true	30.0	390.0	0.0	cavalry_noble_no_precursors	30.0	60.0		0	0	false		vo_battle_unit_horsemen	vo_battle_unit_cavalry	vo_battle_unit_generic	1.2	10.0
eng_earls_spearmen	0	0	vik_mail_long	2000	inf_melee	9	inf_spr	9	27	30	vik_eng_earls_spearmen_long	vik_man_sw_spear_shield_javelin_horse	shield_champion_tanky	27	30	24	0		0		0	shield_spear_champion		4	vik_medium_spear	vik_eng_earls_spearmen_short	melee_inf_loose	mob	false	elite	0	eng_hero_spear			true	30.0	280.0	0.0	spear_encourage	30.0	60.0		0	0	false		vo_battle_unit_spears	vo_battle_unit_generic	vo_battle_unit_generic	1.5	10.0
eng_earls_thegns	0	0	vik_mail_long	2000	inf_melee	12	inf_mel	12	24	30	vik_eng_earls_thegns_long	vik_man_sw_sword_shield_javelin_horse	shield_champion_melee	24	30	22	0		0		0	shield_sword_champion		6	vik_medium_sword	vik_eng_earls_thegns_short	melee_inf	mob	false	elite	0	eng_officer			true	30.0	280.0	0.0	sword_encourage	30.0	60.0		0	0	false		vo_battle_unit_thegns	vo_battle_unit_swords	vo_battle_unit_generic	1.5	10.0
eng_fyrd_archers	15	25	vik_cloth_helmet	2000	inf_ranged	2	inf_mis	2	4	15	vik_all_fyrd_archers_long	rome_man_sword_bow_horse	shield_peasant_ranged	4	15	15	0		0		0	shield_dagger	vik_bow_levy	3	vik_none	vik_eng_fyrd_archers_short	missile_inf	mob	false	mob	0	eng_officer_range			true	30.0	330.0	0.0	bowmen	30.0	60.0		0	10	false		vo_battle_unit_fyrd	vo_battle_unit_missile_archers	vo_battle_unit_generic	0.5	10.0
eng_fyrd_axemen	0	0	vik_leather	2000	inf_melee	19	inf_mel	19	15	15	vik_eng_fyrd_axemen_long	vik_man_sw_axe_shield_javelin_horse	shield_peasant_heavy	15	15	16	0		0		0	shield_axe_weak		5	vik_medium_wood	vik_eng_fyrd_axemen_short	melee_inf	mob	false	poorly_trained	0	eng_officer			true	30.0	280.0	0.0	axe	30.0	60.0		0	0	false		vo_battle_unit_fyrd	vo_battle_unit_axemen	vo_battle_unit_generic	1.2	10.0
eng_fyrd_javelinmen	22	8	vik_cloth_helmet	2000	inf_ranged	9	inf_mis	9	10	15	vik_eng_fyrd_javelinmen_long	rome_man_sword_shield_javelin_horse	shield_warrior_ranged	10	15	15	0		0		0	shield_dagger	vik_javelin_wood_01	3	vik_medium	vik_eng_fyrd_javelinmen_short	missile_inf	mob	false	rabble	0	eng_officer_range			true	30.0	280.0	0.0	skirmisher	30.0	60.0		0	40	false		vo_battle_unit_fyrd	vo_battle_unit_missile_javelins	vo_battle_unit_generic	0.5	10.0
eng_fyrd_spearmen	0	0	vik_cloth_helmet	2000	inf_melee	5	inf_spr	4	14	15	vik_all_fyrd_spearmen_long	vik_man_sw_spear_shield_javelin_horse	shield_peasant_line	16	15	16	0		0		0	shield_spear_levy		5	vik_medium_spear	vik_eng_fyrd_spearmen_short	melee_inf	mob	false	poorly_trained	0	eng_officer_lesser			true	30.0	280.0	0.0	spear_levy	30.0	60.0		0	0	false		vo_battle_unit_fyrd	vo_battle_unit_spears	vo_battle_unit_generic	1.2	10.0
eng_long_axemen	0	0	vik_leather	2000	inf_melee	29	inf_pik	29	14	20	vik_eng_dane_axes_long	vik_man_falx_javelin_precursor_foot	shield_warrior_heavy	14	20	16	0		0		0	shield_dane_axe_medium		5	vik_none	vik_eng_long_axemen_short	melee_inf	mob	false	trained	0	eng_officer			true	30.0	280.0	0.0	axe	30.0	60.0		0	0	false		vo_battle_unit_axemen	vo_battle_unit_generic	vo_battle_unit_generic	1.2	10.0
eng_mailed_horsemen	0	0	vik_leather_helmet	2700	cavalry	23	cav_mel	13	19	20	vik_eng_mailed_horsemen_long	vik_man_sw_spear_shield_javelin_precursor_horse	shield_warrior_line	19	20	19	0	vik_horse_spear_heavy	0		48	shield_cavalry_spear		4	vik_large	vik_eng_mailed_horsemen_short	cavalry	mob	false	rabble	0	eng_officer_lesser_cav			true	30.0	390.0	0.0	cavalry_no_precursor	30.0	60.0		0	0	false		vo_battle_unit_horsemen	vo_battle_unit_cavalry	vo_battle_unit_generic	1.2	10.0
eng_mailed_long_axemen	0	0	vik_mail	2000	inf_melee	32	inf_pik	32	18	20	vik_eng_dane_axes_long	vik_man_falx_javelin_precursor_foot	shield_warrior_heavy	18	20	17	0		0		0	vik_dane_axe		6	vik_none	vik_eng_mailed_long_axemen_short	melee_inf	mob	false	trained	0	eng_officer			true	30.0	280.0	0.0	axe	30.0	60.0		0	0	false		vo_battle_unit_axemen	vo_battle_unit_generic	vo_battle_unit_generic	1.2	10.0
eng_mailed_seaxs	0	0	vik_mail	2000	inf_melee	34	inf_mel	34	18	15	vik_eng_seaxs_long	vik_man_sw_sword_shield_javelin_horse	vik_inf_heavy	18	15	21	0		0		0	vik_seax		6	vik_medium	vik_eng_mailed_seaxs_short	melee_inf	mob	false	trained	0	eng_officer			true	30.0	280.0	0.0	spear_disciplined	30.0	60.0		0	0	false		vo_battle_unit_swords	vo_battle_unit_generic	vo_battle_unit_generic	1.2	10.0
eng_mailed_spearmen	0	0	vik_mail_heavy	2000	inf_melee	26	inf_spr	26	24	15	vik_eng_mailed_spearmen_long	vik_man_sw_spear_shield_javelin_horse	vik_inf_heavy	24	15	25	0		0		0	vik_spear		6	vik_large_spear	vik_eng_mailed_spearmen_short	melee_inf	mob	false	trained	0	eng_officer			true	30.0	280.0	0.0	spear_disciplined	30.0	60.0		0	0	false		vo_battle_unit_spears	vo_battle_unit_generic	vo_battle_unit_generic	1.2	10.0
eng_mailed_thegns	0	1	vik_mail_heavy	2000	inf_melee	14	inf_mel	14	22	30	vik_eng_thegns_long	vik_man_sw_sword_shield_javelin_precursor_horse	shield_champion_melee	22	30	24	0		0		0	shield_sword_champion	vik_javelin_leaf_03	4	vik_reinforced_sword	vik_eng_mailed_thegns_short	melee_inf	mob	false	elite	0	old_captain_officer			true	30.0	280.0	0.0	sword_encourage	30.0	60.0		0	0	false		vo_battle_unit_thegns	vo_battle_unit_swords	vo_battle_unit_generic	1.2	10.0
eng_marcher_armoured_spearmen	0	0	vik_mail	2000	inf_melee	17	inf_spr	17	19	25	vik_eng_marcher_spearmen_long	vik_man_sw_spear_shield_javelin_horse	shield_nobleman_line	19	25	20	0		0		0	shield_spear_strong		5	vik_medium_spear	vik_eng_marcher_armoured_spearmen_short	melee_inf	mob	false	well_trained	0	sco_officer_elite			true	30.0	280.0	0.0	spear_noble	30.0	60.0		0	0	false		vo_battle_unit_spears	vo_battle_unit_generic	vo_battle_unit_generic	0.5	10.0
