unit_caste	unit_category	unit_class	unit_record	unit_set	exclude
			wel_war_hounds	all_units	false
			dan_anglian_marauders	all_units_except_siege	false
			dan_anglian_raiders	all_units_except_siege	false
			dan_archers	all_units_except_siege	false
			dan_axemen	all_units_except_siege	false
			dan_berserkers	all_units_except_siege	false
			dan_ceorl_archers	all_units_except_siege	false
			dan_ceorl_axemen	all_units_except_siege	false
			dan_ceorl_javelinmen	all_units_except_siege	false
			dan_ceorl_spearmen	all_units_except_siege	false
			dan_fyrd_archers	all_units_except_siege	false
			dan_huscarls	all_units_except_siege	false
			dan_jarls_horsemen	all_units_except_siege	false
			dan_jarls_huscarls	all_units_except_siege	false
			dan_javelinmen	all_units_except_siege	false
			dan_mailed_horsemen	all_units_except_siege	false
			dan_mailed_swordsmen	all_units_except_siege	false
			dan_northumbrian_mailed_thegns	all_units_except_siege	false
			dan_northumbrian_thegns	all_units_except_siege	false
			dan_royal_huscarls	all_units_except_siege	false
			dan_scout_horsemen	all_units_except_siege	false
			dan_shield_biters	all_units_except_siege	false
			dan_spearmen	all_units_except_siege	false
			dan_sword_hersir	all_units_except_siege	false
			dan_sword_hirdmen	all_units_except_siege	false
			dan_warlords_companions	all_units_except_siege	false
			eng_ceorl_archers	all_units_except_siege	false
			eng_ceorl_axemen	all_units_except_siege	false
			eng_ceorl_javelinmen	all_units_except_siege	false
			eng_ceorl_spearmen	all_units_except_siege	false
			eng_earls_horsemen	all_units_except_siege	false
			eng_earls_spearmen	all_units_except_siege	false
			eng_earls_thegns	all_units_except_siege	false
			eng_fyrd_archers	all_units_except_siege	false
			eng_fyrd_axemen	all_units_except_siege	false
			eng_fyrd_javelinmen	all_units_except_siege	false
			eng_fyrd_spearmen	all_units_except_siege	false
			eng_long_axemen	all_units_except_siege	false
			eng_mailed_horsemen	all_units_except_siege	false
			eng_mailed_thegns	all_units_except_siege	false
			eng_marcher_armoured_spearmen	all_units_except_siege	false
			eng_marcher_spearmen	all_units_except_siege	false
			eng_militia_fyrd_archers	all_units_except_siege	false
			eng_royal_bodyguard	all_units_except_siege	false
			eng_royal_companions	all_units_except_siege	false
			eng_royal_thegns	all_units_except_siege	false
			eng_scout_horsemen	all_units_except_siege	false
			eng_seax_warriors	all_units_except_siege	false
			eng_select_fyrd_archers	all_units_except_siege	false
			eng_select_fyrd_spearmen	all_units_except_siege	false
			eng_thegn_horsemen	all_units_except_siege	false
			eng_thegn_spearmen	all_units_except_siege	false
			eng_thegns	all_units_except_siege	false
			est_archers	all_units_except_siege	false
			est_axe_warriors	all_units_except_siege	false
			est_axemen	all_units_except_siege	false
			est_berserkers	all_units_except_siege	false
			est_champions	all_units_except_siege	false
			est_fighters	all_units_except_siege	false
			est_hearthguard	all_units_except_siege	false
			est_hirdmen	all_units_except_siege	false
			est_hunters	all_units_except_siege	false
			est_kerns	all_units_except_siege	false
			est_levy_javelinmen	all_units_except_siege	false
			est_long_axes	all_units_except_siege	false
			est_mailed_axemen	all_units_except_siege	false
			est_mailed_horsemen	all_units_except_siege	false
			est_marauders	all_units_except_siege	false
			est_norse_hersir	all_units_except_siege	false
			est_norse_mailed_hersir	all_units_except_siege	false
			est_norse_warriors	all_units_except_siege	false
			est_raiders	all_units_except_siege	false
			est_royal_huskarls	all_units_except_siege	false
			est_scouts	all_units_except_siege	false
			est_shield_biters	all_units_except_siege	false
			est_spear_guard	all_units_except_siege	false
			est_spear_hirdmen	all_units_except_siege	false
			est_spearband	all_units_except_siege	false
			est_warband	all_units_except_siege	false
			iri_airig_mailed_horsemen	all_units_except_siege	false
			iri_airig_swordsmen	all_units_except_siege	false
			iri_airig_warband	all_units_except_siege	false
			iri_fianna_band	all_units_except_siege	false
			iri_foreign_warriors	all_units_except_siege	false
			iri_freemen_axemen	all_units_except_siege	false
			iri_freemen_spearmen	all_units_except_siege	false
			iri_horse_boys	all_units_except_siege	false
			iri_household_riders	all_units_except_siege	false
			iri_kern_axemen	all_units_except_siege	false
			iri_kern_raiders	all_units_except_siege	false
			iri_kern_spearmen	all_units_except_siege	false
			iri_kerns	all_units_except_siege	false
			iri_mailed_fianna	all_units_except_siege	false
			iri_serf_archers	all_units_except_siege	false
			iri_spear_raiders	all_units_except_siege	false
			iri_wolf_hounds	all_units_except_siege	false
			iri_wood_kerns	all_units_except_siege	false
			nor_archers	all_units_except_siege	false
			nor_axe_levy	all_units_except_siege	false
			nor_axemen	all_units_except_siege	false
			nor_cavalry	all_units_except_siege	false
			nor_flemish_crossbowmen	all_units_except_siege	false
			nor_foot_soldiers	all_units_except_siege	false
			nor_horsemen	all_units_except_siege	false
			nor_knights	all_units_except_siege	false
			nor_levy_archers	all_units_except_siege	false
			nor_levy_spearmen	all_units_except_siege	false
			nor_mailed_spearmen	all_units_except_siege	false
			nor_maine_warriors	all_units_except_siege	false
			nor_miles	all_units_except_siege	false
			nor_scout_cavalry	all_units_except_siege	false
			nor_shield_wall	all_units_except_siege	false
			nor_spearmen	all_units_except_siege	false
			nor_swordsmen	all_units_except_siege	false
			sco_alban_crossbowmen	all_units_except_siege	false
			sco_alban_levy_javelinmen	all_units_except_siege	false
			sco_alban_levy_spearmen	all_units_except_siege	false
			sco_alban_spearmen	all_units_except_siege	false
			sco_alban_warriors	all_units_except_siege	false
			sco_highland_archers	all_units_except_siege	false
			sco_kings_blades	all_units_except_siege	false
			sco_lowland_crossbowmen	all_units_except_siege	false
			sco_lowland_raiders	all_units_except_siege	false
			sco_mormaer_horsemen	all_units_except_siege	false
			sco_royal_bodyguard	all_units_except_siege	false
			sco_royal_cavalry	all_units_except_siege	false
			sco_schiltron	all_units_except_siege	false
			sco_sword_band	all_units_except_siege	false
			sco_sword_warriors	all_units_except_siege	false
			sco_wolf_hounds	all_units_except_siege	false
			vik_archers	all_units_except_siege	false
			vik_axe_freemen	all_units_except_siege	false
			vik_axe_hirdmen	all_units_except_siege	false
			vik_freemen	all_units_except_siege	false
			vik_hearthguard	all_units_except_siege	false
			vik_hunters	all_units_except_siege	false
			vik_jomsvikings	all_units_except_siege	false
			vik_long_axes	all_units_except_siege	false
			vik_mailed_archers	all_units_except_siege	false
			vik_mailed_hersir_axemen	all_units_except_siege	false
			vik_mailed_hersir_swordsmen	all_units_except_siege	false
			vik_raiders	all_units_except_siege	false
			vik_royal_huskarls	all_units_except_siege	false
			vik_scouts	all_units_except_siege	false
			vik_shield_biters	all_units_except_siege	false
			vik_skirmishers	all_units_except_siege	false
			vik_spear_hersir	all_units_except_siege	false
			vik_spear_hirdmen	all_units_except_siege	false
			vik_sword_hersir	all_units_except_siege	false
			vik_sword_hirdmen	all_units_except_siege	false
			vik_thrall_axemen	all_units_except_siege	false
			vik_thrall_spearmen	all_units_except_siege	false
			wel_archers	all_units_except_siege	false
			wel_armoured_axemen	all_units_except_siege	false
			wel_armoured_swordsmen	all_units_except_siege	false
			wel_axemen	all_units_except_siege	false
			wel_helwyr	all_units_except_siege	false
			wel_horsemen	all_units_except_siege	false
			wel_hunters	all_units_except_siege	false
			wel_levy_axemen	all_units_except_siege	false
			wel_levy_javelinmen	all_units_except_siege	false
			wel_levy_spearmen	all_units_except_siege	false
			wel_longbowmen	all_units_except_siege	false
			wel_mailed_axemen	all_units_except_siege	false
			wel_mailed_swordsmen	all_units_except_siege	false
			wel_old_north_uchelwr	all_units_except_siege	false
			wel_royal_spearmen	all_units_except_siege	false
			wel_royal_teulu	all_units_except_siege	false
			wel_royal_uchelwr	all_units_except_siege	false
			wel_scout_horsemen	all_units_except_siege	false
			wel_spearmen	all_units_except_siege	false
			wel_swordsmen	all_units_except_siege	false
			wel_teulu	all_units_except_siege	false
			wel_teulu_spear_guard	all_units_except_siege	false
			wel_uchelwr	all_units_except_siege	false
			wel_valley_spearmen	all_units_except_siege	false
			wel_war_hounds	all_units_except_siege	false
			dan_catapult	siege_units	false
			eng_catapult	siege_units	false
			est_catapult	siege_units	false
			iri_catapult	siege_units	false
			nor_catapult	siege_units	false
			sco_catapult	siege_units	false
			vik_catapult	siege_units	false
			wel_catapult	siege_units	false
