unit_caste	unit_category	unit_class	unit_record	unit_set	exclude
			eng_long_axemen	vik_levy_axe_infantry	false
			eng_mailed_long_axemen	vik_levy_axe_infantry	false
			est_axe_warriors	vik_levy_axe_infantry	false
			est_great_axes	vik_levy_axe_infantry	false
			est_long_axes	vik_levy_axe_infantry	false
			vik_great_axes	vik_levy_axe_infantry	false
			vik_long_axes	vik_levy_axe_infantry	false
			wel_armoured_axemen	vik_levy_axe_infantry	false
			wel_mailed_axemen	vik_levy_axe_infantry	false
			dan_shield_biters	axe_units_except_heroes	false
			est_berserkers	axe_units_except_heroes	false
			vik_mailed_hersir_axemen	axe_units_except_heroes	false
			iri_freemen_axemen	axe_units_except_heroes	false
			est_mailed_axemen	axe_units_except_heroes	false
			vik_axe_hirdmen	axe_units_except_heroes	false
			dan_huscarls	axe_units_except_heroes	false
			iri_foreign_warriors	axe_units_except_heroes	false
			dan_axemen	axe_units_except_heroes	false
			dan_ceorl_axemen	axe_units_except_heroes	false
			eng_fyrd_axemen	axe_units_except_heroes	false
			est_axemen	axe_units_except_heroes	false
			est_fighters	axe_units_except_heroes	false
			est_marauders	axe_units_except_heroes	false
			est_norse_warriors	axe_units_except_heroes	false
			iri_kern_axemen	axe_units_except_heroes	false
			nor_axe_levy	axe_units_except_heroes	false
			nor_axemen	axe_units_except_heroes	false
			sco_cateran_axemen	axe_units_except_heroes	false
			vik_axe_freemen	axe_units_except_heroes	false
			vik_raiders	axe_units_except_heroes	false
			wel_axemen	axe_units_except_heroes	false
			eng_ceorl_axemen	axe_units_except_heroes	false
			sco_cateran_levy	axe_units_except_heroes	false
			wel_levy_axemen	axe_units_except_heroes	false
			dan_royal_huscarls	axe_units_except_heroes	false
			est_royal_huskarls	axe_units_except_heroes	false
			vik_royal_huskarls	axe_units_except_heroes	false
			dan_anglian_marauders	axe_units_except_heroes	false
			dan_anglian_raiders	axe_units_except_heroes	false
			dan_great_axemen	axe_units_except_heroes	false
			dan_jarls_huscarls	axe_units_except_heroes	false
			dan_long_axemen	axe_units_except_heroes	false
			eng_long_axemen	axe_units_except_heroes	false
			eng_mailed_long_axemen	axe_units_except_heroes	false
			est_axe_warriors	axe_units_except_heroes	false
			est_great_axes	axe_units_except_heroes	false
			est_long_axes	axe_units_except_heroes	false
			vik_great_axes	axe_units_except_heroes	false
			vik_long_axes	axe_units_except_heroes	false
			wel_armoured_axemen	axe_units_except_heroes	false
			wel_mailed_axemen	axe_units_except_heroes	false
			eng_seax_warriors	axe_units_except_heroes	false
			iri_gallowglasses	axe_units_except_heroes	false
			nor_huskarls	axe_units_except_heroes	false
			vik_huskarls	axe_units_except_heroes	false
			vik_jarls_huskarls	axe_units_except_heroes	false
			vik_mailed_huskarls	axe_units_except_heroes	false
			dan_danelaw_huscarls	axe_units_except_heroes	false
			eng_royal_huscarls	axe_units_except_heroes	false
			est_huskarls	axe_units_except_heroes	false
			dan_anglian_champions	axe_units_except_heroes	false
			sco_alban_axe_warriors	axe_units_except_heroes	false
			sco_alban_axemen	axe_units_except_heroes	false
			vik_axe_hersir	axe_units_except_heroes	false
			vik_marauders	axe_units_except_heroes	false
			vik_berserkers	axe_units_except_heroes	false
