unit_caste	unit_category	unit_class	unit_record	unit_set	exclude
			iri_freemen_archers	peasants_except_siege_and_dogs	false
			iri_freemen_axemen	peasants_except_siege_and_dogs	false
			iri_freemen_javelinmen	peasants_except_siege_and_dogs	false
			iri_freemen_spearmen	peasants_except_siege_and_dogs	false
			iri_horse_boys	peasants_except_siege_and_dogs	false
			iri_kern_axemen	peasants_except_siege_and_dogs	false
			iri_kern_raiders	peasants_except_siege_and_dogs	false
			iri_kern_spearmen	peasants_except_siege_and_dogs	false
			iri_kern_swordsmen	peasants_except_siege_and_dogs	false
			iri_kerns	peasants_except_siege_and_dogs	false
			iri_mounted_kerns	peasants_except_siege_and_dogs	false
			iri_raider_swordsmen	peasants_except_siege_and_dogs	false
			iri_serf_archers	peasants_except_siege_and_dogs	false
			nor_archers	peasants_except_siege_and_dogs	false
			nor_axe_levy	peasants_except_siege_and_dogs	false
			nor_axemen	peasants_except_siege_and_dogs	false
			nor_levy_archers	peasants_except_siege_and_dogs	false
			nor_levy_spearmen	peasants_except_siege_and_dogs	false
			nor_scout_cavalry	peasants_except_siege_and_dogs	false
			nor_spearmen	peasants_except_siege_and_dogs	false
			sco_alban_javelinmen	peasants_except_siege_and_dogs	false
			sco_alban_levy_javelinmen	peasants_except_siege_and_dogs	false
			sco_alban_levy_spearmen	peasants_except_siege_and_dogs	false
			sco_alban_raiders	peasants_except_siege_and_dogs	false
			sco_alban_spearmen	peasants_except_siege_and_dogs	false
			sco_cateran_axemen	peasants_except_siege_and_dogs	false
			sco_cateran_levy	peasants_except_siege_and_dogs	false
			sco_highland_archers	peasants_except_siege_and_dogs	false
			sco_highland_levy_archers	peasants_except_siege_and_dogs	false
			sco_highland_sharpshooters	peasants_except_siege_and_dogs	false
			sco_lowland_raiders	peasants_except_siege_and_dogs	false
			sco_schiltron	peasants_except_siege_and_dogs	false
			vik_archers	peasants_except_siege_and_dogs	false
			vik_axe_freemen	peasants_except_siege_and_dogs	false
			vik_freemen	peasants_except_siege_and_dogs	false
			vik_great_axes	peasants_except_siege_and_dogs	false
			vik_hunters	peasants_except_siege_and_dogs	false
			vik_javelinmen	peasants_except_siege_and_dogs	false
			vik_long_axes	peasants_except_siege_and_dogs	false
			vik_marauders	peasants_except_siege_and_dogs	false
			vik_raiders	peasants_except_siege_and_dogs	false
			vik_scouts	peasants_except_siege_and_dogs	false
			vik_skirmishers	peasants_except_siege_and_dogs	false
			vik_thrall_spearmen	peasants_except_siege_and_dogs	false
			wel_archers	peasants_except_siege_and_dogs	false
			wel_axemen	peasants_except_siege_and_dogs	false
			wel_cantref_spearmen	peasants_except_siege_and_dogs	false
			wel_helwyr	peasants_except_siege_and_dogs	false
			wel_horse_raiders	peasants_except_siege_and_dogs	false
			wel_javelinmen	peasants_except_siege_and_dogs	false
			wel_levy_axemen	peasants_except_siege_and_dogs	false
			wel_levy_javelinmen	peasants_except_siege_and_dogs	false
			wel_levy_spearmen	peasants_except_siege_and_dogs	false
			wel_longbowmen	peasants_except_siege_and_dogs	false
			wel_scout_horsemen	peasants_except_siege_and_dogs	false
			wel_spearmen	peasants_except_siege_and_dogs	false
			dan_anglian_champions	peasants_except_siege_and_dogs	false
			dan_armoured_archers	peasants_except_siege_and_dogs	false
			dan_mailed_archers	peasants_except_siege_and_dogs	false
			dan_thegn_horsemen	peasants_except_siege_and_dogs	false
			eng_earls_thegns	peasants_except_siege_and_dogs	false
			eng_mailed_horsemen	peasants_except_siege_and_dogs	false
			eng_mailed_seaxs	peasants_except_siege_and_dogs	false
			eng_mailed_spearmen	peasants_except_siege_and_dogs	false
			eng_marcher_mailed_spearmen	peasants_except_siege_and_dogs	false
			eng_marcher_spearmen	peasants_except_siege_and_dogs	false
			eng_militia_fyrd_archers	peasants_except_siege_and_dogs	false
			eng_seax_warriors	peasants_except_siege_and_dogs	false
			eng_select_fyrd_archers	peasants_except_siege_and_dogs	false
			eng_select_fyrd_spearmen	peasants_except_siege_and_dogs	false
			eng_thegn_horsemen	peasants_except_siege_and_dogs	false
			est_horsemen	peasants_except_siege_and_dogs	false
			iri_fianna_band	peasants_except_siege_and_dogs	false
			iri_fianna_swordsmen	peasants_except_siege_and_dogs	false
			iri_gallowglasses	peasants_except_siege_and_dogs	false
			iri_wood_kerns	peasants_except_siege_and_dogs	false
			iri_wood_spears	peasants_except_siege_and_dogs	false
			nor_horsemen	peasants_except_siege_and_dogs	false
			nor_maine_infantry	peasants_except_siege_and_dogs	false
			nor_maine_warriors	peasants_except_siege_and_dogs	false
			nor_shield_wall	peasants_except_siege_and_dogs	false
			nor_swordsmen	peasants_except_siege_and_dogs	false
			sco_alban_axe_warriors	peasants_except_siege_and_dogs	false
			sco_alban_axemen	peasants_except_siege_and_dogs	false
			sco_alban_crossbowmen	peasants_except_siege_and_dogs	false
			sco_alban_horsemen	peasants_except_siege_and_dogs	false
			sco_mormaer_horsemen	peasants_except_siege_and_dogs	false
			sco_sword_band	peasants_except_siege_and_dogs	false
			vik_armoured_archers	peasants_except_siege_and_dogs	false
			vik_axe_hersir	peasants_except_siege_and_dogs	false
			vik_axe_hirdmen	peasants_except_siege_and_dogs	false
			vik_mailed_hersir_axemen	peasants_except_siege_and_dogs	false
			vik_mailed_hersir_spearmen	peasants_except_siege_and_dogs	false
			vik_mailed_hersir_swordsmen	peasants_except_siege_and_dogs	false
			vik_spear_hersir	peasants_except_siege_and_dogs	false
			vik_spear_hirdmen	peasants_except_siege_and_dogs	false
			vik_sword_hersir	peasants_except_siege_and_dogs	false
			vik_sword_hirdmen	peasants_except_siege_and_dogs	false
			wel_horsemen	peasants_except_siege_and_dogs	false
			wel_old_north_horsemen	peasants_except_siege_and_dogs	false
			wel_old_north_riders	peasants_except_siege_and_dogs	false
			wel_swordsmen	peasants_except_siege_and_dogs	false
			wel_valley_armoured_spearmen	peasants_except_siege_and_dogs	false
			wel_valley_mailed_spearmen	peasants_except_siege_and_dogs	false
