unit	additional_building_requirement	campaign_cap	caste	create_time	is_naval	land_unit	num_men	multiplayer_cap	multiplayer_cost	naval_unit	num_ships	min_men_per_ship	max_men_per_ship	prestige	recruitment_cost	recruitment_movie	religion_requirement	upkeep_cost	weight	campaign_total_cap	resource_requirement	world_leader_only	can_trade	special_edition_mask	unique_index	in_encyclopedia	region_unit_resource_requirement	voiceover	ui_unit_group_land	ui_unit_group_naval	tier
eng_ceorl_spearmen		0	light	1	false	eng_ceorl_spearmen	160	0	65	vik_sae_wylfing	1	20	200	0	65			20	light	-1		false	false	0	14397	true		vo_subculture_viking_english	att_inf_spear_land	att_special_transportship_naval	1
eng_earls_horsemen		0	medium	1	false	eng_earls_horsemen	48	2	285	vik_sae_wylfing	1	20	200	0	285			150	heavy	-1		false	false	0	14398	true		vo_subculture_viking_english	att_cav_melee_land	att_special_transportship_naval	2
eng_earls_spearmen		0	heavy	1	false	eng_earls_spearmen	40	1	340	vik_sae_wylfing	1	20	200	0	340			170	super_heavy	-1		false	false	0	14406	true		vo_subculture_viking_english	att_inf_spear_land	att_special_transportship_naval	3
eng_earls_thegns		0	medium	1	false	eng_earls_thegns	80	0	345	vik_sae_wylfing	1	20	200	0	345			180	medium	-1		false	false	0	14409	true		vo_subculture_viking_english	att_inf_sword_land	att_special_transportship_naval	3
eng_fyrd_archers		0	light	1	false	eng_fyrd_archers	60	0	80	vik_sae_wylfing_mis	1	20	200	0	80			40	light	-1		false	false	0	14418	true		vo_subculture_viking_english	att_inf_bow_land	att_special_transportship_naval	1
eng_fyrd_axemen		0	light	1	false	eng_fyrd_axemen	160	0	140	vik_sae_wylfing	1	20	200	0	140			70	light	-1		false	false	0	14425	true		vo_subculture_viking_english	att_inf_axe_land	att_special_transportship_naval	1
eng_fyrd_javelinmen		0	light	1	false	eng_fyrd_javelinmen	60	0	90	vik_sae_wylfing_mis	1	20	200	0	90			50	light	-1		false	false	0	14426	true		vo_subculture_viking_english	att_inf_javelin_land	att_special_transportship_naval	1
eng_fyrd_spearmen		0	light	1	false	eng_fyrd_spearmen	160	0	95	vik_sae_wylfing	1	20	200	0	95			50	light	-1		false	false	0	14436	true		vo_subculture_viking_english	att_inf_spear_land	att_special_transportship_naval	1
eng_long_axemen		0	medium	1	false	eng_long_axemen	80	0	140	vik_sae_wylfing	1	20	200	0	140			60	medium	-1		false	false	0	14444	true		vo_subculture_viking_english	shieldwall_mercenary	att_special_transportship_naval	2
eng_mailed_horsemen		0	medium	1	false	eng_mailed_horsemen	48	0	165	vik_sae_wylfing	1	20	200	0	165			90	medium	-1		false	false	0	14453	true		vo_subculture_viking_english	att_cav_melee_land	att_special_transportship_naval	2
eng_mailed_long_axemen		0	light	1	false	eng_mailed_long_axemen	160	0	290	vik_sae_wylfing	1	20	200	0	290			150	light	-1		false	false	0	14457	true		vo_subculture_viking_english	att_inf_axe_land	att_special_transportship_naval	2
eng_mailed_seaxs		0	medium	1	false	eng_mailed_seaxs	160	0	10000	vik_sae_wylfing	1	20	200	0	10000			5000	medium	-1		false	false	0	14466	true		vo_subculture_viking_english	att_inf_sword_land	att_special_transportship_naval	2
eng_mailed_spearmen		0	medium	1	false	eng_mailed_spearmen	160	0	10000	vik_sae_wylfing	1	20	200	0	10000			5000	medium	-1		false	false	0	14467	true		vo_subculture_viking_english	att_inf_spear_land	att_special_transportship_naval	2
eng_mailed_thegns		0	medium	1	false	eng_mailed_thegns	40	1	355	vik_sae_wylfing	1	20	200	0	355			180	very_heavy	1		false	false	0	14474	true		vo_subculture_viking_english	shieldwall_mercenary	att_special_transportship_naval	2
eng_marcher_armoured_spearmen		0	medium	1	false	eng_marcher_armoured_spearmen	80	0	215	vik_sae_wylfing	1	20	200	0	215			110	very_heavy	-1		false	false	0	15914	true		vo_subculture_viking_english	att_inf_spear_land	att_special_transportship_naval	2
eng_marcher_mailed_spearmen		0	medium	1	false	eng_marcher_mailed_spearmen	160	0	10000	vik_sae_wylfing	1	20	200	0	10000			5000	medium	-1		false	false	0	15922	true		vo_subculture_viking_english	att_inf_spear_land	att_special_transportship_naval	2
eng_marcher_spearmen		0	medium	1	false	eng_marcher_spearmen	120	0	130	vik_sae_wylfing	1	20	200	0	130			70	medium	-1		false	false	0	15907	true		vo_subculture_viking_english	att_inf_spear_land	att_special_transportship_naval	2
eng_militia_fyrd_archers		0	light	1	false	eng_militia_fyrd_archers	60	0	95	vik_sae_wylfing_mis	1	20	200	0	95			50	medium	-1		false	false	0	14475	true		vo_subculture_viking_english	att_inf_bow_land	att_special_transportship_naval	2
eng_militia_fyrd_spearmen		0	light	1	false	eng_militia_fyrd_spearmen	160	0	10000	vik_sae_wylfing	1	20	200	0	10000			5000	light	-1		false	false	0	14476	true		vo_subculture_viking_english	att_inf_spear_land	att_special_transportship_naval	2
eng_royal_bodyguard		0	heavy	1	false	eng_royal_bodyguard	40	1	360	vik_draca	1	20	200	0	360			180	very_heavy	-1		false	false	0	14481	true		vo_subculture_viking_english	att_inf_sword_land	att_special_transportship_naval	3
eng_royal_companions		0	heavy	1	false	eng_royal_companions	40	1	310	vik_draca	1	20	200	0	310			160	very_heavy	-1		false	false	0	14491	true		vo_subculture_viking_english	att_inf_sword_land	att_special_transportship_naval	3
eng_royal_huscarls		0	heavy	1	false	eng_royal_huscarls	160	2	10000	vik_sae_wylfing	1	20	200	0	10000			5000	heavy	-1		false	false	0	14495	true		vo_subculture_viking_english	att_inf_axe_land	att_special_transportship_naval	2
eng_royal_thegns		0	heavy	1	false	eng_royal_thegns	40	1	355	vik_sae_wylfing	1	20	200	0	355			180	super_heavy	-1		false	false	0	14503	true		vo_subculture_viking_english	att_inf_sword_land	att_special_transportship_naval	3
eng_scout_horsemen		0	light	1	false	eng_scout_horsemen	24	0	60	vik_sae_wylfing	1	20	200	0	60			30	light	-1		false	false	0	14505	true		vo_subculture_viking_english	att_cav_melee_land	att_special_transportship_naval	1
eng_seax_warriors		0	medium	1	false	eng_seax_warriors	120	0	160	vik_sae_wylfing	1	20	200	0	160			80	medium	-1		false	false	0	14510	true		vo_subculture_viking_english	att_inf_sword_land	att_special_transportship_naval	1
eng_select_fyrd_archers		0	light	1	false	eng_select_fyrd_archers	60	0	100	vik_sae_wylfing_mis	1	20	200	0	100			50	medium	-1		false	false	0	14517	true		vo_subculture_viking_english	att_inf_bow_land	att_special_transportship_naval	2
eng_select_fyrd_spearmen		0	light	1	false	eng_select_fyrd_spearmen	120	0	225	vik_sae_wylfing	1	20	200	0	225			120	medium	-1		false	false	0	14525	true		vo_subculture_viking_english	att_inf_spear_land	att_special_transportship_naval	2
eng_select_militia_spearmen		0	light	1	false	eng_select_militia_spearmen	160	0	275	vik_sae_wylfing	1	20	200	0	275			140	light	-1		false	false	0	14533	true		vo_subculture_viking_english	att_inf_spear_land	att_special_transportship_naval	2
eng_thegn_horsemen		0	medium	1	false	eng_thegn_horsemen	48	0	240	vik_sae_wylfing	1	20	200	0	240			120	medium	-1		false	false	0	14536	true		vo_subculture_viking_english	att_cav_melee_land	att_special_transportship_naval	2
eng_thegn_spearmen		0	medium	1	false	eng_thegn_spearmen	80	2	215	vik_sae_wylfing	1	20	200	0	215			110	heavy	-1		false	false	0	14540	true		vo_subculture_viking_english	att_inf_spear_land	att_special_transportship_naval	2
eng_thegns		0	medium	1	false	eng_thegns	80	2	260	vik_sae_wylfing	1	20	200	0	260			130	heavy	-1		false	false	0	14543	true		vo_subculture_viking_english	att_inf_sword_land	att_special_transportship_naval	2
est_archers		0	light	1	false	est_archers	60	0	100	vik_byrdingr_mis	1	20	200	0	100			50	light	-1		false	false	0	14550	true		vo_subculture_viking_nordic	att_inf_bow_land	att_special_transportship_naval	1
est_axe_warriors		0	medium	1	false	est_axe_warriors	120	0	175	vik_byrdingr	1	20	200	0	175			90	medium	-1		false	false	0	14552	true		vo_subculture_viking_nordic	att_inf_axe_land	att_special_transportship_naval	2
est_axemen		0	heavy	1	false	est_axemen	160	0	165	vik_byrdingr	1	20	200	0	165			90	light	-1		false	false	0	14554	true		vo_subculture_viking_nordic	att_inf_axe_land	att_special_transportship_naval	1
est_berserkers		0	heavy	1	false	est_berserkers	40	1	250	vik_byrdingr	1	20	200	0	250			160	heavy	-1		false	false	0	14559	true		vo_subculture_viking_nordic	att_inf_axe_land	att_special_transportship_naval	2
est_catapult		0	light	1	false	est_catapult	40	0	200	vik_byrdingr	1	20	200	0	200			100	light	-1		false	false	0	14563	true		vo_subculture_viking_english	att_art_field_land	att_special_transportship_naval	1
est_champions		0	medium	1	false	est_champions	40	1	320	vik_byrdingr	1	20	200	0	320			160	super_heavy	-1		false	false	0	14572	true		vo_subculture_viking_nordic	att_inf_axe_land	att_special_transportship_naval	3
est_fighters		0	light	1	false	est_fighters	120	0	105	vik_byrdingr	1	20	200	0	105			70	very_light	-1		false	false	0	14581	true		vo_subculture_viking_nordic	att_inf_axe_land	att_special_transportship_naval	1
est_great_axes		0	light	1	false	est_great_axes	160	0	225	vik_byrdingr	1	20	200	0	225			120	light	-1		false	false	0	14591	true		vo_subculture_viking_nordic	att_inf_axe_land	att_special_transportship_naval	2
est_hearthguard		0	heavy	1	false	est_hearthguard	40	1	305	vik_dreki	1	20	200	0	305			160	very_heavy	-1		false	false	0	14595	true		vo_subculture_viking_nordic	att_inf_sword_land	att_special_transportship_naval	3
est_hirdmen		0	medium_aux	1	false	est_hirdmen	120	2	300	vik_byrdingr	1	20	200	0	325			170	heavy	-1		false	false	0	14600	true		vo_subculture_viking_nordic	att_inf_sword_land	att_special_transportship_naval	2
est_horsemen		0	medium	1	false	est_horsemen	60	0	10000	vik_byrdingr	1	20	200	0	10000			5000	medium	-1		false	false	0	14607	true		vo_subculture_viking_nordic	att_cav_melee_land	att_special_transportship_naval	1
est_hunters		0	light	1	false	est_hunters	32	0	140	vik_byrdingr_mis	1	20	200	0	140			70	light	-1		false	false	0	14617	true		vo_subculture_viking_nordic	att_inf_bow_land	att_special_transportship_naval	1
est_huskarls		0	heavy	1	false	est_huskarls	160	2	10000	vik_byrdingr	1	20	200	0	10000			5000	heavy	-1		false	false	0	14620	true		vo_subculture_viking_nordic	att_inf_axe_land	att_special_transportship_naval	2
est_javelinmen		0	light	1	false	est_javelinmen	80	0	10000	vik_byrdingr_mis	1	20	200	0	10000			5000	light	-1		false	false	0	14622	true		vo_subculture_viking_nordic	att_inf_javelin_land	att_special_transportship_naval	1
est_kerns		0	light	1	false	est_kerns	60	0	90	vik_byrdingr_mis	1	20	200	0	90			50	light	-1		false	false	0	14631	true		vo_subculture_viking_nordic	att_inf_javelin_land	att_special_transportship_naval	1
est_levy_javelinmen		0	light	1	false	est_levy_javelinmen	60	0	70	vik_byrdingr_mis	1	20	200	0	70			40	light	-1		false	false	0	14636	true		vo_subculture_viking_nordic	att_inf_javelin_land	att_special_transportship_naval	1
est_long_axes		0	heavy	1	false	est_long_axes	120	0	160	vik_byrdingr	1	20	200	0	160			80	medium	-1		false	false	0	14645	true		vo_subculture_viking_nordic	att_inf_axe_land	att_special_transportship_naval	2
est_mailed_axemen		0	heavy	1	false	est_mailed_axemen	120	2	285	vik_byrdingr	1	20	200	0	310			160	heavy	-1		false	false	0	14650	true		vo_subculture_viking_nordic	att_inf_axe_land	att_special_transportship_naval	2
est_mailed_horsemen		0	medium	1	false	est_mailed_horsemen	48	0	150	vik_byrdingr	1	20	200	0	150			110	very_light	-1		false	false	0	14657	true		vo_subculture_viking_nordic	att_cav_melee_land	att_special_transportship_naval	2
est_marauders		0	light	1	false	est_marauders	160	0	110	vik_byrdingr	1	20	200	0	110			60	light	-1		false	false	0	14664	true		vo_subculture_viking_nordic	att_inf_axe_land	att_special_transportship_naval	1
est_norse_hersir		0	medium	1	false	est_norse_hersir	80	0	220	vik_byrdingr	1	20	200	0	220			110	medium	-1		false	false	0	15963	true		vo_subculture_viking_nordic	att_inf_sword_land	att_special_transportship_naval	1
est_norse_mailed_hersir		0	medium	1	false	est_norse_mailed_hersir	40	1	335	vik_byrdingr	1	20	200	0	335			170	super_heavy	-1		false	false	0	15971	true		vo_subculture_viking_nordic	att_inf_sword_land	att_special_transportship_naval	3
est_norse_warriors		0	medium	1	false	est_norse_warriors	120	0	150	vik_byrdingr	1	20	200	0	150			80	light	-1		false	false	0	15956	true		vo_subculture_viking_nordic	att_inf_sword_land	att_special_transportship_naval	1
est_raiders		0	light	1	false	est_raiders	48	0	155	vik_byrdingr	1	20	200	0	155			80	light	-1		false	false	0	14671	true		vo_subculture_viking_nordic	att_cav_javelin_land	att_special_transportship_naval	1
est_royal_huskarls		0	heavy	1	false	est_royal_huskarls	40	1	340	vik_dreki	1	20	200	0	340			150	very_heavy	-1		false	false	0	14672	true		vo_subculture_viking_nordic	att_inf_axe_land	att_special_transportship_naval	3
est_scouts		0	light	1	false	est_scouts	24	0	60	vik_byrdingr	1	20	200	0	60			30	light	-1		false	false	0	14674	true		vo_subculture_viking_nordic	att_cav_javelin_land	att_special_transportship_naval	1
est_shield_biters		0	heavy	1	false	est_shield_biters	40	1	235	vik_byrdingr	1	20	200	0	235			120	super_heavy	-1		false	false	0	14681	true		vo_subculture_viking_nordic	att_inf_axe_land	att_special_transportship_naval	3
est_spear_guard		0	medium	1	false	est_spear_guard	120	2	260	vik_byrdingr	1	20	200	0	275			140	heavy	-1		false	false	0	14688	true		vo_subculture_viking_nordic	att_inf_spear_land	att_special_transportship_naval	2
est_spear_hirdmen		0	heavy	1	false	est_spear_hirdmen	120	0	155	vik_byrdingr	1	20	200	0	155			60	medium	-1		false	false	0	14695	true		vo_subculture_viking_nordic	att_inf_spear_land	att_special_transportship_naval	2
est_spearband		0	light	1	false	est_spearband	160	0	95	vik_byrdingr	1	20	200	0	95			50	light	-1		false	false	0	14699	true		vo_subculture_viking_nordic	att_inf_spear_land	att_special_transportship_naval	1
est_spearmen		0	light	1	false	est_spearmen	160	0	10000	vik_byrdingr	1	20	200	0	10000			5000	light	-1		false	false	0	14705	true		vo_subculture_viking_nordic	att_inf_spear_land	att_special_transportship_naval	2
est_warband		0	light	1	false	est_warband	200	0	80	vik_byrdingr	1	20	200	0	80			20	light	-1		false	false	0	14707	true		vo_subculture_viking_nordic	att_inf_spear_land	att_special_transportship_naval	1
est_wood_kerns		0	light	1	false	est_wood_kerns	80	0	10000	vik_byrdingr_mis	1	20	200	0	10000			5000	light	-1		false	false	0	15948	true		vo_subculture_viking_nordic	att_inf_javelin_land	att_special_transportship_naval	2
iri_airig_horsemen		0	heavy	1	false	iri_airig_horsemen	60	2	245	vik_curach	1	20	200	0	245			110	heavy	-1		false	false	0	14716	true		vo_subculture_celtic_irish	att_cav_melee_land	att_special_transportship_naval	1
iri_airig_mailed_horsemen		0	heavy	1	false	iri_airig_mailed_horsemen	48	2	215	vik_curach	1	20	200	0	215			110	heavy	-1		false	false	0	14719	true		vo_subculture_celtic_irish	att_cav_melee_land	att_special_transportship_naval	2
iri_household_horsemen		0	heavy	1	false	iri_household_horsemen	40	2	255	vik_oll_pheist	1	20	200	0	255			130	very_heavy	-1		false	false	0	14724	true		vo_subculture_celtic_irish	att_inf_sword_land	att_special_transportship_naval	2
iri_airig_warband		0	heavy	1	false	iri_airig_warband	80	2	190	vik_curach	1	20	200	0	190			100	heavy	-1		false	false	0	14725	true		vo_subculture_celtic_irish	att_inf_sword_land	att_special_transportship_naval	2
iri_catapult		0	light	1	false	iri_catapult	24	0	200	vik_curach	1	20	200	0	200			100	light	-1		false	false	0	14732	true		vo_subculture_celtic_irish	att_art_field_land	att_special_transportship_naval	1
iri_fianna_band		0	medium	1	false	iri_fianna_band	120	0	160	vik_curach	1	20	200	0	160			80	medium	-1		false	false	0	14738	true		vo_subculture_celtic_irish	att_inf_sword_land	att_special_transportship_naval	2
iri_fianna_swordsmen		0	medium	1	false	iri_fianna_swordsmen	160	0	10000	vik_curach	1	20	200	0	10000			5000	medium	-1		false	false	0	14746	true		vo_subculture_celtic_irish	att_inf_sword_land	att_special_transportship_naval	1
iri_foreign_warriors		0	medium	1	false	iri_foreign_warriors	80	0	280	vik_curach	1	20	200	0	280			120	very_heavy	-1		false	false	0	14754	true		vo_subculture_celtic_irish	att_inf_axe_land	att_special_transportship_naval	2
iri_freemen_archers		0	light	1	false	iri_freemen_archers	80	0	10000	vik_curach_mis	1	20	200	0	10000			5000	light	-1		false	false	0	14761	true		vo_subculture_celtic_irish	att_inf_bow_land	att_special_transportship_naval	1
iri_freemen_axemen		0	light	1	false	iri_freemen_axemen	160	0	130	vik_curach	1	20	200	0	130			50	light	-1		false	false	0	14770	true		vo_subculture_celtic_irish	att_inf_axe_land	att_special_transportship_naval	1
iri_freemen_javelinmen		0	light	1	false	iri_freemen_javelinmen	80	0	10000	vik_curach_mis	1	20	200	0	10000			5000	light	-1		false	false	0	14771	true		vo_subculture_celtic_irish	att_inf_javelin_land	att_special_transportship_naval	1
iri_freemen_spearmen		0	light	1	false	iri_freemen_spearmen	200	0	95	vik_curach	1	20	200	0	95			40	light	-1		false	false	0	14780	true		vo_subculture_celtic_irish	att_inf_spear_land	att_special_transportship_naval	1
iri_gallowglasses		0	medium	1	false	iri_gallowglasses	160	0	10000	vik_curach	1	20	200	0	10000			5000	medium	-1		false	false	0	14786	true		vo_subculture_celtic_irish	att_inf_axe_land	att_special_transportship_naval	2
iri_horse_boys		0	light	1	false	iri_horse_boys	64	0	170	vik_curach_mis	1	20	200	0	170			80	light	-1		false	false	0	14789	true		vo_subculture_celtic_irish	att_cav_javelin_land	att_special_transportship_naval	1
iri_airig_swordsmen		0	heavy	1	false	iri_airig_swordsmen	40	2	10000	vik_curach	1	20	200	0	10000			5000	heavy	-1		false	false	0	14798	true		vo_subculture_celtic_irish	att_cav_melee_land	att_special_transportship_naval	2
iri_household_riders		0	heavy	1	false	iri_household_riders	32	2	235	vik_oll_pheist	1	20	200	0	235			150	very_heavy	-1		false	false	0	14808	true		vo_subculture_celtic_irish	att_cav_melee_land	att_special_transportship_naval	1
iri_kern_axemen		0	light	1	false	iri_kern_axemen	160	0	145	vik_curach	1	20	200	0	145			70	light	-1		false	false	0	14818	true		vo_subculture_celtic_irish	att_inf_axe_land	att_special_transportship_naval	1
iri_kern_raiders		0	light	1	false	iri_kern_raiders	24	0	55	vik_curach_mis	1	20	200	0	55			30	light	-1		false	false	0	14820	true		vo_subculture_celtic_irish	att_cav_javelin_land	att_special_transportship_naval	2
iri_kern_spearmen		0	light	1	false	iri_kern_spearmen	160	0	115	vik_curach	1	20	200	0	115			60	light	-1		false	false	0	14824	true		vo_subculture_celtic_irish	att_inf_spear_land	att_special_transportship_naval	1
