key	building_level_key	culture	faction	sprawl_piece_level	sprawl_piece_type	sub_culture	building_model_id	construction_model_id
barbarian_sprawl_edge_13_lvl2		vik_cult		2	sprawl_edge_13		barbarian_sprawl_edge_13_lvl2	building_construction
barbarian_sprawl_edge_13_lvl3		vik_cult		3	sprawl_edge_13		barbarian_sprawl_edge_13_lvl3	building_construction
barbarian_sprawl_edge_14_lvl1		vik_cult		1	sprawl_edge_14		barbarian_sprawl_edge_14_lvl1	building_construction
barbarian_sprawl_edge_14_lvl2		vik_cult		2	sprawl_edge_14		barbarian_sprawl_edge_14_lvl2	building_construction
barbarian_sprawl_edge_14_lvl3		vik_cult		3	sprawl_edge_14		barbarian_sprawl_edge_14_lvl3	building_construction
barbarian_sprawl_edge_1_lvl1		vik_cult		1	sprawl_edge_1		barbarian_sprawl_edge_1_lvl1	building_construction
barbarian_sprawl_edge_1_lvl2		vik_cult		2	sprawl_edge_1		barbarian_sprawl_edge_1_lvl2	building_construction
barbarian_sprawl_edge_1_lvl3		vik_cult		3	sprawl_edge_1		barbarian_sprawl_edge_1_lvl3	building_construction
barbarian_tower_lvl1		vik_cult		1	tower		AP_barbarian_connecting_tower	building_construction
barbarian_tower_lvl2		vik_cult		2	tower		AP_barbarian_connecting_tower	building_construction
barbarian_tower_lvl3		vik_cult		3	tower		AP_barbarian_connecting_tower	building_construction
blockade_barbarian		vik_cult		1	blockade		blockade_barbarian_anim	building_construction
damaged_model				1	damaged_slot_addition		AP_dammaged_slot	building_construction
default_ruined_slot_addition				1	ruined_slot_addition		destroyed_slot	building_construction
end_tower_abandoned_generic_lvl_1				1	end_tower		end_tower_abandoned_generic	building_construction
end_tower_abandoned_generic_lvl_2				2	end_tower		end_tower_abandoned_generic	building_construction
end_tower_abandoned_generic_lvl_3				3	end_tower		end_tower_abandoned_generic	building_construction
gatehouse_13_abandoned_generic_lvl_1				1	gatehouse_13		gatehouse_13_abandoned_generic	building_construction
gatehouse_13_abandoned_generic_lvl_2				2	gatehouse_13		gatehouse_13_abandoned_generic	building_construction
gatehouse_13_abandoned_generic_lvl_3				3	gatehouse_13		gatehouse_13_abandoned_generic	building_construction
gatehouse_13_inverse_abandoned_lvl_1				1	gatehouse_13_inverse		gatehouse_13_inverse_abandoned	building_construction
gatehouse_13_inverse_abandoned_lvl_2				2	gatehouse_13_inverse		gatehouse_13_inverse_abandoned	building_construction
gatehouse_13_inverse_abandoned_lvl_3				3	gatehouse_13_inverse		gatehouse_13_inverse_abandoned	building_construction
gatehouse_14_abandoned_generic_lvl_1				1	gatehouse_14		gatehouse_14_abandoned_generic	building_construction
gatehouse_14_abandoned_generic_lvl_2				2	gatehouse_14		gatehouse_14_abandoned_generic	building_construction
gatehouse_14_abandoned_generic_lvl_3				3	gatehouse_14		gatehouse_14_abandoned_generic	building_construction
river_gatehouse_13_abandoned_generic_lvl_1				1	river_gatehouse_13		river_gatehouse_13_abandoned_generic	building_construction
river_gatehouse_13_abandoned_generic_lvl_2				2	river_gatehouse_13		river_gatehouse_13_abandoned_generic	building_construction
river_gatehouse_13_abandoned_generic_lvl_3				3	river_gatehouse_13		river_gatehouse_13_abandoned_generic	building_construction
river_gatehouse_13_inverse_abandoned_generic_lvl_1				1	river_gatehouse_13_inverse		river_gatehouse_13_inverse_abandoned_generic	building_construction
river_gatehouse_13_inverse_abandoned_generic_lvl_2				2	river_gatehouse_13_inverse		river_gatehouse_13_inverse_abandoned_generic	building_construction
river_gatehouse_13_inverse_abandoned_generic_lvl_3				3	river_gatehouse_13_inverse		river_gatehouse_13_inverse_abandoned_generic	building_construction
river_gatehouse_14_abandoned_generic_lvl_1				1	river_gatehouse_14		river_gatehouse_14_abandoned_generic	building_construction
river_gatehouse_14_abandoned_generic_lvl_2				2	river_gatehouse_14		river_gatehouse_14_abandoned_generic	building_construction
river_gatehouse_14_abandoned_generic_lvl_3				3	river_gatehouse_14		river_gatehouse_14_abandoned_generic	building_construction
siege_catapult_default				1	siege_catapult		building_siege_catapult_anim	building_construction
siege_ram_default				1	siege_ram		building_siege_ram_anim	building_construction
siege_stakes_default				1	siege_stakes		siege_stakes	building_construction
siege_tower_default				1	siege_tower		siege_tower	building_construction
tower_abandoned_generic_lvl_1				1	tower		tower_abandoned_generic	building_construction
tower_abandoned_generic_lvl_2				2	tower		tower_abandoned_generic	building_construction
tower_abandoned_generic_lvl_3				3	tower		tower_abandoned_generic	building_construction
vik_abbey_1	vik_abbey_1			0			vik_abbey_1	building_construction
vik_abbey_2	vik_abbey_2			0			vik_abbey_2	building_construction
vik_abbey_3	vik_abbey_3			0			vik_abbey_3	building_construction
vik_abbey_4	vik_abbey_4			0			vik_abbey_4	building_construction
vik_abbey_5	vik_abbey_5			0			vik_abbey_5	building_construction
vik_abbey_b_2	vik_abbey_b_2			0			vik_abbey_b_2	building_construction
vik_abbey_b_3	vik_abbey_b_3			0			vik_abbey_b_3	building_construction
vik_abbey_b_4	vik_abbey_b_4			0			vik_abbey_b_4	building_construction
vik_abbey_b_5	vik_abbey_b_5			0			vik_abbey_b_5	building_construction
vik_achad_bo_1	vik_achad_bo_1			0			vik_achadh_bo_1	building_construction
vik_achad_bo_2	vik_achad_bo_2			0			vik_achadh_bo_2	building_construction
vik_achad_bo_3	vik_achad_bo_3			0			vik_achadh_bo_3	building_construction
vik_achad_bo_4	vik_achad_bo_4			0			vik_achadh_bo_4	building_construction
vik_achad_bo_5	vik_achad_bo_5			0			vik_achadh_bo_5	building_construction
vik_alehouse_1	vik_alehouse_1			0			vik_alehouse_1	building_construction
vik_alehouse_2	vik_alehouse_2			0			vik_alehouse_2	building_construction
vik_alehouse_3	vik_alehouse_3			0			vik_alehouse_3	building_construction
vik_apple_ash_1	vik_apple_ash_1			0			vik_apple_ash_1	building_construction
vik_apple_ash_2	vik_apple_ash_2			0			vik_apple_ash_2	building_construction
vik_apple_ash_3	vik_apple_ash_3			0			vik_apple_ash_3	building_construction
vik_arena_1	vik_arena_1			0			vik_arena_1	building_construction
vik_arena_2	vik_arena_2			0			vik_arena_2	building_construction
vik_arena_3	vik_arena_3			0			vik_arena_3	building_construction
vik_artisans_1	vik_artisans_1			0			vik_artisans_1	building_construction
vik_artisans_2	vik_artisans_2			0			vik_artisans_2	building_construction
vik_artisans_3	vik_artisans_3			0			vik_artisans_3	building_construction
vik_assembly_1	vik_assembly_1			0			vik_assembly_1	building_construction
vik_assembly_2	vik_assembly_2			0			vik_assembly_2	building_construction
vik_assembly_3	vik_assembly_3			0			vik_assembly_3	building_construction
vik_bard_1	vik_bard_1			0			vik_bard_1	building_construction
vik_bard_2	vik_bard_2			0			vik_bard_2	building_construction
vik_bard_3	vik_bard_3			0			vik_bard_3	building_construction
vik_benedictine_abbey_1	vik_benedictine_abbey_1			0			vik_benedictine_abbey_1	building_construction
vik_benedictine_abbey_2	vik_benedictine_abbey_2			0			vik_benedictine_abbey_2	building_construction
vik_benedictine_abbey_3	vik_benedictine_abbey_3			0			vik_benedictine_abbey_3	building_construction
vik_benedictine_abbey_4	vik_benedictine_abbey_4			0			vik_benedictine_abbey_4	building_construction
vik_benedictine_abbey_5	vik_benedictine_abbey_5			0			vik_benedictine_abbey_5	building_construction
vik_benedictine_abbey_b_2	vik_benedictine_abbey_b_2			0			vik_benedictine_abbey_b_2	building_construction
vik_benedictine_abbey_b_3	vik_benedictine_abbey_b_3			0			vik_benedictine_abbey_b_3	building_construction
vik_benedictine_abbey_b_4	vik_benedictine_abbey_b_4			0			vik_benedictine_abbey_b_4	building_construction
vik_benedictine_abbey_b_5	vik_benedictine_abbey_b_5			0			vik_benedictine_abbey_b_5	building_construction
vik_bullaun_1	vik_bullaun_1			0			vik_bullaun_1	building_construction
vik_bullaun_2	vik_bullaun_2			0			vik_bullaun_2	building_construction
vik_bullaun_3	vik_bullaun_3			0			vik_bullaun_3	building_construction
vik_ceil_de_abbey_b_2	vik_ceil_de_abbey_b_2			0			vik_ceil_de_abbey_b_2	building_construction
vik_ceil_de_abbey_b_3	vik_ceil_de_abbey_b_3			0			vik_ceil_de_abbey_b_3	building_construction
vik_ceil_de_abbey_b_4	vik_ceil_de_abbey_b_4			0			vik_ceil_de_abbey_b_4	building_construction
vik_ceil_de_abbey_b_5	vik_ceil_de_abbey_b_5			0			vik_ceil_de_abbey_b_5	building_construction
vik_celi_de_abbey_1	vik_celi_de_abbey_1			0			vik_celi_de_abbey_1	building_construction
vik_celi_de_abbey_2	vik_celi_de_abbey_2			0			vik_celi_de_abbey_2	building_construction
vik_celi_de_abbey_3	vik_celi_de_abbey_3			0			vik_celi_de_abbey_3	building_construction
vik_celi_de_abbey_4	vik_celi_de_abbey_4			0			vik_celi_de_abbey_4	building_construction
vik_celi_de_abbey_5	vik_celi_de_abbey_5			0			vik_celi_de_abbey_5	building_construction
vik_church_1	vik_church_1			0			vik_church_3	building_construction
vik_church_2	vik_church_2			0			vik_church_4	building_construction
vik_church_3	vik_church_3			0			vik_church_5	building_construction
vik_church_crafts_1	vik_church_crafts_1			0			vik_church_crafts_1	building_construction
vik_church_crafts_2	vik_church_crafts_2			0			vik_church_crafts_2	building_construction
vik_church_crafts_3	vik_church_crafts_3			0			vik_church_crafts_3	building_construction
vik_cloth_1	vik_cloth_1			0			vik_cloth_1	building_construction
vik_cloth_2	vik_cloth_2			0			vik_cloth_2	building_construction
vik_cloth_3	vik_cloth_3			0			vik_cloth_3	building_construction
vik_cloth_4	vik_cloth_4			0			vik_cloth_4	building_construction
vik_cloth_5	vik_cloth_5			0			vik_cloth_5	building_construction
vik_cloth_b_2	vik_cloth_b_2			0			vik_cloth_b_2	building_construction
vik_cloth_b_3	vik_cloth_b_3			0			vik_cloth_b_3	building_construction
vik_cloth_b_4	vik_cloth_b_4			0			vik_cloth_4b	building_construction
vik_cloth_b_5	vik_cloth_b_5			0			vik_cloth_5b	building_construction
vik_copper_1	vik_copper_1			0			vik_copper_1	building_construction
vik_copper_2	vik_copper_2			0			vik_copper_2	building_construction
vik_copper_3	vik_copper_3			0			vik_copper_3	building_construction
vik_copper_4	vik_copper_4			0			vik_copper_4	building_construction
vik_copper_5	vik_copper_5			0			vik_copper_5	building_construction
vik_copper_b_2	vik_copper_b_2			0			vik_copper_b_2	building_construction
vik_copper_b_3	vik_copper_b_3			0			vik_copper_b_3	building_construction
vik_copper_b_4	vik_copper_b_4			0			vik_copper_4b	building_construction
vik_copper_b_5	vik_copper_b_5			0			vik_copper_5b	building_construction
vik_court_1	vik_court_1			0			vik_court_1	building_construction
vik_court_2	vik_court_2			0			vik_court_2	building_construction
vik_court_3	vik_court_3			0			vik_court_3	building_construction
vik_court_school_1	vik_court_school_1			0			vik_court_school_1	building_construction
vik_court_school_2	vik_court_school_2			0			vik_court_school_2	building_construction
vik_court_school_3	vik_court_school_3			0			vik_court_school_3	building_construction
vik_craft_merchant_1	vik_craft_merchant_1			0			vik_craft_merchant_1	building_construction
vik_craft_merchant_2	vik_craft_merchant_2			0			vik_craft_merchant_2	building_construction
vik_craft_merchant_3	vik_craft_merchant_3			0			vik_craft_merchant_3	building_construction
vik_craft_merchant_b_2	vik_craft_merchant_b_2			0			vik_craft_merchant_2	building_construction
vik_craft_merchant_b_3	vik_craft_merchant_b_3			0			vik_craft_merchant_3	building_construction
vik_embroiders_1	vik_embroiders_1			0			vik_embroiders_1	building_construction
vik_embroiders_2	vik_embroiders_2			0			vik_embroiders_2	building_construction
vik_embroiders_3	vik_embroiders_3			0			vik_embroiders_3	building_construction
vik_estate_1	vik_estate_1			0			vik_estate_1	building_construction
vik_estate_2	vik_estate_2			0			vik_estate_2	building_construction
vik_estate_3	vik_estate_3			0			vik_estate_3	building_construction
vik_farm_1	vik_farm_1			0			vik_farm_1	building_construction
vik_farm_2	vik_farm_2			0			vik_farm_2	building_construction
vik_farm_3	vik_farm_3			0			vik_farm_3	building_construction
vik_farm_4	vik_farm_4			0			vik_farm_4	building_construction
vik_farm_5	vik_farm_5			0			vik_farm_5	building_construction
vik_farm_b_2	vik_farm_b_2			0			vik_farm_2	building_construction
vik_farm_b_3	vik_farm_b_3			0			vik_farm_3	building_construction
vik_farm_b_4	vik_farm_b_4			0			vik_farm_4b	building_construction
vik_farm_b_5	vik_farm_b_5			0			vik_farm_5b	building_construction
vik_fishing_1	vik_fishing_1			0			vik_fishing_1	building_construction
vik_fishing_2	vik_fishing_2			0			vik_fishing_2	building_construction
vik_fishing_3	vik_fishing_3			0			vik_fishing_3	building_construction
vik_fishing_4	vik_fishing_4			0			vik_fishing_4	building_construction
vik_fishing_5	vik_fishing_5			0			vik_fishing_5	building_construction
vik_fishing_b_2	vik_fishing_b_2			0			vik_fishing_b_2	building_construction
vik_fishing_b_3	vik_fishing_b_3			0			vik_fishing_b_3	building_construction
vik_fishing_b_4	vik_fishing_b_4			0			vik_fishing_4b	building_construction
vik_fishing_b_5	vik_fishing_b_5			0			vik_fishing_5b	building_construction
vik_fogou_1	vik_fogou_1			0			vik_fogou_1	building_construction
vik_fogou_2	vik_fogou_2			0			vik_fogou_2	building_construction
vik_fogou_3	vik_fogou_3			0			vik_fogou_3	building_construction
vik_forge_1	vik_forge_1			0			vik_forge_1	building_construction
vik_forge_2	vik_forge_2			0			vik_forge_2	building_construction
vik_forge_3	vik_forge_3			0			vik_forge_3	building_construction
vik_garrison_1	vik_garrison_1			0			vik_garrison_1	building_construction
vik_garrison_2	vik_garrison_2			0			vik_garrison_2	building_construction
vik_garrison_3	vik_garrison_3			0			vik_garrison_3	building_construction
vik_garrison_4	vik_garrison_4			0			vik_garrison_4	building_construction
vik_garrison_5	vik_garrison_5			0			vik_garrison_5	building_construction
vik_gold_1	vik_gold_1			0			vik_gold_1	building_construction
vik_gold_2	vik_gold_2			0			vik_gold_2	building_construction
vik_gold_3	vik_gold_3			0			vik_gold_3	building_construction
vik_gold_4	vik_gold_4			0			vik_gold_4	building_construction
vik_gold_5	vik_gold_5			0			vik_gold_5	building_construction
vik_gold_b_2	vik_gold_b_2			0			vik_gold_b_2	building_construction
vik_gold_b_3	vik_gold_b_3			0			vik_gold_b_3	building_construction
vik_gold_b_4	vik_gold_b_4			0			vik_gold_4b	building_construction
vik_gold_b_5	vik_gold_b_5			0			vik_gold_5b	building_construction
vik_granary_1	vik_granary_1			0			vik_granary_1	building_construction
vik_granary_2	vik_granary_2			0			vik_granary_2	building_construction
vik_granary_3	vik_granary_3			0			vik_granary_3	building_construction
vik_great_hall_1	vik_great_hall_1			0			vik_great_hall_1	building_construction
vik_great_hall_2	vik_great_hall_2			0			vik_great_hall_2	building_construction
vik_great_hall_3	vik_great_hall_3			0			vik_great_hall_3	building_construction
vik_great_hall_4	vik_great_hall_4			0			vik_great_hall_4	building_construction
vik_great_hall_5	vik_great_hall_5			0			vik_great_hall_5	building_construction
vik_grianan_ailech_1	vik_grianan_ailech_1			0			vik_grianan_ailech_1	building_construction
vik_grianan_ailech_2	vik_grianan_ailech_2			0			vik_grianan_ailech_2	building_construction
vik_grianan_ailech_3	vik_grianan_ailech_3			0			vik_grianan_ailech_3	building_construction
vik_grianan_ailech_4	vik_grianan_ailech_4			0			vik_grianan_ailech_4	building_construction
vik_grianan_ailech_5	vik_grianan_ailech_5			0			vik_grianan_ailech_5	building_construction
vik_guildhall_1	vik_guildhall_1			0			vik_guildhall_1	building_construction
vik_guildhall_2	vik_guildhall_2			0			vik_guildhall_2	building_construction
vik_guildhall_3	vik_guildhall_3			0			vik_guildhall_3	building_construction
vik_high_cross_1	vik_high_cross_1			0			vik_high_cross_1	building_construction
vik_high_cross_2	vik_high_cross_2			0			vik_high_cross_2	building_construction
vik_hunting_1	vik_hunting_1			0			vik_hunting_1	building_construction
vik_hunting_2	vik_hunting_2			0			vik_hunting_2	building_construction
vik_hunting_3	vik_hunting_3			0			vik_hunting_3	building_construction
vik_hunting_4	vik_hunting_4			0			vik_hunting_4	building_construction
vik_hunting_5	vik_hunting_5			0			vik_hunting_5	building_construction
vik_hunting_b_2	vik_hunting_b_2			0			vik_hunting_b_2	building_construction
vik_hunting_b_3	vik_hunting_b_3			0			vik_hunting_b_3	building_construction
vik_hunting_b_4	vik_hunting_b_4			0			vik_hunting_4b	building_construction
vik_hunting_b_5	vik_hunting_b_5			0			vik_hunting_5b	building_construction
vik_iron_1	vik_iron_1			0			vik_iron_1	building_construction
vik_iron_2	vik_iron_2			0			vik_iron_2	building_construction
vik_iron_3	vik_iron_3			0			vik_iron_3	building_construction
vik_iron_4	vik_iron_4			0			vik_iron_4	building_construction
vik_iron_5	vik_iron_5			0			vik_iron_5	building_construction
vik_iron_b_2	vik_iron_b_2			0			vik_iron_b_2	building_construction
vik_iron_b_3	vik_iron_b_3			0			vik_iron_b_3	building_construction
vik_iron_b_4	vik_iron_b_4			0			vik_iron_4b	building_construction
vik_iron_b_5	vik_iron_b_5			0			vik_iron_5b	building_construction
vik_konungsgurtha_1	vik_konungsgurtha_1			0			vik_konungsgurtha_1	building_construction
vik_konungsgurtha_2	vik_konungsgurtha_2			0			vik_konungsgurtha_2	building_construction
vik_konungsgurtha_3	vik_konungsgurtha_3			0			vik_konungsgurtha_3	building_construction
vik_lead_1	vik_lead_1			0			vik_lead_1	building_construction
vik_lead_2	vik_lead_2			0			vik_lead_2	building_construction
vik_lead_3	vik_lead_3			0			vik_lead_3	building_construction
vik_lead_4	vik_lead_4			0			vik_lead_4	building_construction
vik_lead_5	vik_lead_5			0			vik_lead_5	building_construction
vik_lead_b_2	vik_lead_b_2			0			vik_lead_b_2	building_construction
vik_lead_b_3	vik_lead_b_3			0			vik_lead_b_3	building_construction
vik_lead_b_4	vik_lead_b_4			0			vik_lead_4b	building_construction
vik_lead_b_5	vik_lead_b_5			0			vik_lead_5b	building_construction
vik_library_1	vik_library_1			0			vik_library_1	building_construction
vik_library_2	vik_library_2			0			vik_library_2	building_construction
vik_library_3	vik_library_3			0			vik_library_3	building_construction
vik_longphort_1	vik_longphort_1			0			vik_longphort_1	building_construction
vik_longphort_2	vik_longphort_2			0			vik_longphort_2	building_construction
vik_longphort_3	vik_longphort_3			0			vik_longphort_3	building_construction
vik_longphort_4	vik_longphort_4			0			vik_longphort_4	building_construction
vik_longphort_5	vik_longphort_5			0			vik_longphort_5	building_construction
vik_market_1	vik_market_1			0			vik_market_1	building_construction
vik_market_2	vik_market_2			0			vik_market_2	building_construction
vik_market_3	vik_market_3			0			vik_market_3	building_construction
vik_market_4	vik_market_4			0			vik_market_4	building_construction
vik_market_5	vik_market_5			0			vik_market_5	building_construction
vik_market_square_1	vik_market_fair_1			0			vik_market_square_1	building_construction
vik_market_square_2	vik_market_fair_2			0			vik_market_square_2	building_construction
vik_market_square_3	vik_market_fair_3			0			vik_market_square_3	building_construction
vik_martyrs_mint_1	vik_martyrs_mint_1			0			vik_martyrs_mint_1	building_construction
vik_martyrs_mint_2	vik_martyrs_mint_2			0			vik_martyrs_mint_2	building_construction
vik_martyrs_mint_3	vik_martyrs_mint_3			0			vik_martyrs_mint_3	building_construction
vik_master_forge_1	vik_master_forge_1			0			vik_master_forge_1	building_construction
vik_master_forge_2	vik_master_forge_2			0			vik_master_forge_2	building_construction
vik_master_forge_3	vik_master_forge_3			0			vik_master_forge_3	building_construction
vik_merchant_1	vik_merchant_1			0			vik_merchant_1	building_construction
vik_merchant_2	vik_merchant_2			0			vik_merchant_2	building_construction
vik_merchant_3	vik_merchant_3			0			vik_merchant_3	building_construction
vik_mill_1	vik_mill_1			0			vik_mill_1	building_construction
vik_mill_2	vik_mill_2			0			vik_mill_2	building_construction
vik_mill_3	vik_mill_3			0			vik_mill_3	building_construction
vik_mint_1	vik_mint_1			0			vik_mint_1	building_construction
vik_mint_2	vik_mint_2			0			vik_mint_2	building_construction
