key	index	subculture	category	screen_name	screen_adjective	name_group	skin	ui_skin	is_rebel	mp_available	mp_available_naval	icon_path_units	flags_path	republican_flag_path	same_gov_type_revolution_flag_path	primary_colour_r	primary_colour_g	primary_colour_b	alt_primary_colour_r	alt_primary_colour_g	alt_primary_colour_b	secondary_colour_r	secondary_colour_g	secondary_colour_b	alt_secondary_colour_r	alt_secondary_colour_g	alt_secondary_colour_b	uniform_colour_r	uniform_colour_g	uniform_colour_b	alt_uniform_colour_r	alt_uniform_colour_g	alt_uniform_colour_b	military_group	settler_rebellion_faction	rebel_colour_r	rebel_colour_g	rebel_colour_b	movie_death_event	mp_use_republic_early	mp_use_republic_late	unit_regiment_name_group	ship_name_group	attack_desc	defend_desc	mp_stats_name	pre_battle_speech_parameter	can_be_regionless	card_colour_r	card_colour_g	card_colour_b	senator_total	use_legion_names	can_be_horde	use_military_force_morale	mp_force_gen_template	win_movie	voiceover_subculture	voiceover_faction	voiceover_leader_actor	voiceover_faction_frontend
vik_fact_caisil	2041791280	vik_sub_cult_irish	playable	Caisil	Caisil	285	default		false	false	false	data\ui\	data\ui\flags\caisil	data\ui\flags\	data\ui\flags\	37.0	53.0	76.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	irish		128.0	128.0	128.0	0	false	false	285	285	You are attacking Caisil	You are defending against Caisil		PBS_PARAMETER_UNUSED	true	49.0	60.0	76.0	500	false	false	true	vik_mp_gael		vik_sub_cult_irish	vo_factions_gaelic_kingdoms	vo_actor_gen1	vo_factions_anglo_saxons
vik_fact_caisil_usurpers	2041791533	vik_sub_cult_irish	playable	Caisil Usurpers	Caisil	285	default		false	false	false	data\ui\	data\ui\flags\caisil_usurpers	data\ui\flags\	data\ui\flags\	223.0	168.0	40.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	irish		128.0	128.0	128.0	0	false	false	285	285	You are attacking Caisil Usurpers	You are defending against Caisil Usurpers		PBS_PARAMETER_UNUSED	true	223.0	168.0	40.0	500	false	false	true	vik_mp_gael		vik_sub_cult_irish	vo_factions_gaelic_kingdoms	vo_actor_gen3	vo_factions_anglo_saxons
vik_fact_cent	2041791077	vik_sub_cult_english	playable	Cent	Cent	267	default		false	false	false	data\ui\	data\ui\flags\cent	data\ui\flags\	data\ui\flags\	171.0	33.0	46.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	vik_fact_west_seaxe		128.0	128.0	128.0	0	false	false	285	285	You are attacking Cent	You are defending against Cent		PBS_PARAMETER_UNUSED	true	171.0	59.0	70.0	500	false	false	true	vik_mp_english		vik_sub_cult_english	vo_factions_english_kingdoms	vo_actor_gen1	vo_factions_anglo_saxons
vik_fact_cerneu	2041791037	vik_sub_cult_welsh	playable	Cerneu	Cerneu	275	default		false	false	false	data\ui\	data\ui\flags\cornwalas	data\ui\flags\	data\ui\flags\	32.0	26.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	welsh		128.0	128.0	128.0	0	false	false	285	285	You are attacking Cerneu	You are defending against Cerneu		PBS_PARAMETER_UNUSED	true	50.0	45.0	35.0	500	false	false	true	vik_mp_welsh		vik_sub_cult_welsh	vo_factions_welsh_kingdoms	vo_actor_gen1	vo_factions_anglo_saxons
vik_fact_circenn	2041791192	vik_sub_cult_scots	playable	Circenn	Circenn	283	default		false	true	true	data\ui\	data\ui\flags\scoan	data\ui\flags\	data\ui\flags\	3.0	79.0	137.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	scottish		128.0	128.0	128.0	0	false	false	285	285	You are attacking Circenn	You are defending against Circenn		PBS_PARAMETER_UNUSED	true	36.0	81.0	137.0	500	false	false	true	vik_mp_gael		vik_sub_cult_scots	vo_factions_gaelic_kingdoms	vo_actor_gen2	vo_factions_gaelic_kingdoms
vik_fact_connacht	2041791227	vik_sub_cult_irish	playable	Connacht	Connacht	285	default		false	false	false	data\ui\	data\ui\flags\connacht	data\ui\flags\	data\ui\flags\	218.0	242.0	184.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	irish		128.0	128.0	128.0	0	false	false	285	285	You are attacking Connacht	You are defending against Connacht		PBS_PARAMETER_UNUSED	true	215.0	227.0	195.0	500	false	false	true	vik_mp_gael		vik_sub_cult_irish	vo_factions_gaelic_kingdoms	vo_actor_gen1	vo_factions_anglo_saxons
vik_fact_cumbra	2041791493	vik_sub_cult_welsh	playable	Cumbra	Cumbra	275	default		false	false	false	data\ui\	data\ui\flags\cumbra	data\ui\flags\	data\ui\flags\	207.0	182.0	97.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	welsh		128.0	128.0	128.0	0	false	false	285	285	You are attacking Cumbra	You are defending against Cumbra		PBS_PARAMETER_UNUSED	true	207.0	182.0	97.0	500	false	false	true	vik_mp_welsh		vik_sub_cult_welsh	vo_factions_welsh_kingdoms	vo_actor_gen1	vo_factions_anglo_saxons
vik_fact_defena	2041791057	vik_sub_cult_english	playable	Defena	Defena	267	default		false	false	false	data\ui\	data\ui\flags\defena	data\ui\flags\	data\ui\flags\	117.0	161.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	vik_fact_west_seaxe		128.0	128.0	128.0	0	false	false	285	285	You are attacking Defena	You are defending against Defena		PBS_PARAMETER_UNUSED	true	96.0	145.0	79.0	500	false	false	true	vik_mp_english		vik_sub_cult_english	vo_factions_english_kingdoms	vo_actor_gen1	vo_factions_anglo_saxons
vik_fact_dene	2041791406	vik_sub_cult_viking	playable	Dene	Dene	291	default		false	false	false	data\ui\	data\ui\flags\dene	data\ui\flags\	data\ui\flags\	239.0	196.0	58.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	vik_fact_dene		128.0	128.0	128.0	0	false	false	285	285	You are attacking Dene	You are defending against Dene		PBS_PARAMETER_UNUSED	true	239.0	196.0	58.0	500	false	false	true	vik_mp_viking		vik_sub_cult_viking	vo_factions_great_viking_army	vo_actor_gen1	vo_factions_anglo_saxons
vik_fact_desmuma	2041791445	vik_sub_cult_irish	playable	Desmuma	Desmuma	285	default		false	false	false	data\ui\	data\ui\flags\desmuma	data\ui\flags\	data\ui\flags\	117.0	161.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	irish		128.0	128.0	128.0	0	false	false	285	285	You are attacking Desmuma	You are defending against Desmuma		PBS_PARAMETER_UNUSED	true	117.0	161.0	100.0	500	false	false	true	vik_mp_gael		vik_sub_cult_irish	vo_factions_gaelic_kingdoms	vo_actor_gen1	vo_factions_anglo_saxons
vik_fact_djurby	2041791464	vik_sub_cult_anglo_viking	playable	Djurby	Djurby	308	default		false	false	false	data\ui\	data\ui\flags\djurby	data\ui\flags\	data\ui\flags\	111.0	139.0	109.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	danelaw_boroughs		128.0	128.0	128.0	0	false	false	285	285	You are attacking Djurby	You are defending against Djurby		PBS_PARAMETER_UNUSED	true	111.0	139.0	109.0	500	false	false	true	vik_mp_danelaw		vik_sub_cult_anglo_viking	vo_factions_great_viking_army	vo_actor_gen1	vo_factions_anglo_saxons
vik_fact_dorsaete	2041791048	vik_sub_cult_english	playable	Dorsaete	Dorsaete	267	default		false	false	false	data\ui\	data\ui\flags\dornsaete	data\ui\flags\	data\ui\flags\	171.0	65.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	vik_fact_west_seaxe		128.0	128.0	128.0	0	false	false	285	285	You are attacking Dorsaete	You are defending against Dorsaete		PBS_PARAMETER_UNUSED	true	224.0	189.0	82.0	500	false	false	true	vik_mp_english		vik_sub_cult_english	vo_factions_english_kingdoms	vo_actor_gen1	vo_factions_anglo_saxons
vik_fact_dubgaill	2041791467	vik_sub_cult_viking	playable	Dubgaill	Dubgaill	291	default		false	false	false	data\ui\	data\ui\flags\dubgaill	data\ui\flags\	data\ui\flags\	44.0	39.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	norse_raiders		128.0	128.0	128.0	0	false	false	285	285	You are attacking Dubgaill	You are defending against Dubgaill		PBS_PARAMETER_UNUSED	true	63.0	58.0	47.0	500	false	false	true	vik_mp_viking		vik_sub_cult_viking	vo_factions_great_viking_army	vo_actor_gen1	vo_factions_anglo_saxons
vik_fact_dyfet	2041791137	vik_sub_cult_welsh	playable	Dewet	Dewet	275	default		false	false	false	data\ui\	data\ui\flags\dyfet	data\ui\flags\	data\ui\flags\	41.0	67.0	128.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	welsh		128.0	128.0	128.0	0	false	false	285	285	You are attacking Dewet	You are defending against Dewet		PBS_PARAMETER_UNUSED	true	68.0	86.0	128.0	500	false	false	true	vik_mp_welsh		vik_sub_cult_welsh	vo_factions_welsh_kingdoms	vo_actor_gen2	vo_factions_anglo_saxons
vik_fact_dyflin	2041791250	vik_sub_cult_viking_gael	playable	Dyflin	Dyflin	291	default		false	true	true	data\ui\	data\ui\flags\dyflin	data\ui\flags\	data\ui\flags\	192.0	135.0	66.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	austmenn_sea_kings		128.0	128.0	128.0	0	false	false	285	285	You are attacking Dyflin	You are defending against Dyflin		PBS_PARAMETER_UNUSED	true	192.0	135.0	66.0	500	false	false	true	vik_mp_eastmen		vik_sub_cult_viking_gael	vo_factions_viking_sea_kings	vo_actor_gen2	vo_factions_viking_sea_kings
vik_fact_east_engle	2041791082	vik_sub_cult_anglo_viking	playable	East Engle	East Engle	308	default		false	true	true	data\ui\	data\ui\flags\east_angla	data\ui\flags\	data\ui\flags\	83.0	135.0	174.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	vik_fact_east_engle		128.0	128.0	128.0	0	false	false	285	285	You are attacking East Engle	You are defending against East Engle		PBS_PARAMETER_UNUSED	true	83.0	135.0	174.0	500	false	false	true	vik_mp_danelaw		vik_sub_cult_viking	vo_factions_great_viking_army	vo_actor_gen3	vo_factions_viking_sea_kings
vik_fact_east_seaxe	2041791079	vik_sub_cult_english	playable	East Seaxe	East Seaxe	267	default		false	false	false	data\ui\	data\ui\flags\eastsexa	data\ui\flags\	data\ui\flags\	171.0	65.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	vik_fact_west_seaxe		128.0	128.0	128.0	0	false	false	285	285	You are attacking East Seaxe	You are defending against East Seaxe		PBS_PARAMETER_UNUSED	true	166.0	61.0	65.0	500	false	false	true	vik_mp_english		vik_sub_cult_english	vo_factions_english_kingdoms	vo_actor_gen2	vo_factions_anglo_saxons
vik_fact_finngaill	2041791477	vik_sub_cult_viking	playable	Finngaill	Finngaill	291	default		false	false	false	data\ui\	data\ui\flags\finngaill	data\ui\flags\	data\ui\flags\	219.0	201.0	154.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	norse_raiders		128.0	128.0	128.0	0	false	false	285	285	You are attacking Finngaill	You are defending against Finngaill		PBS_PARAMETER_UNUSED	true	228.0	207.0	152.0	500	false	false	true	vik_mp_viking		vik_sub_cult_viking	vo_factions_great_viking_army	vo_actor_gen2	vo_factions_anglo_saxons
vik_fact_fortriu	2041791421	vik_sub_cult_scots	playable	Fortriu	Fortriu	283	default		false	false	false	data\ui\	data\ui\flags\moreb	data\ui\flags\	data\ui\flags\	93.0	60.0	41.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	scottish		128.0	128.0	128.0	0	false	false	285	285	You are attacking Fortriu	You are defending against Fortriu		PBS_PARAMETER_UNUSED	true	93.0	65.0	48.0	500	false	false	true	vik_mp_gael		vik_sub_cult_scots	vo_factions_gaelic_kingdoms	vo_actor_gen2	vo_factions_anglo_saxons
vik_fact_gallgoidel	2041791425	vik_sub_cult_viking_gael	playable	Gallgoidel	Gallgoidel	291	default		false	false	false	data\ui\	data\ui\flags\gallgoidel	data\ui\flags\	data\ui\flags\	128.0	169.0	161.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	austmenn_sea_kings		128.0	128.0	128.0	0	false	false	285	285	You are attacking the Gallgoidel	You are defending against the Gallgoidel		PBS_PARAMETER_UNUSED	true	128.0	169.0	161.0	500	false	false	true	vik_mp_eastmen		vik_sub_cult_viking_gael	vo_factions_viking_sea_kings	vo_actor_gen2	vo_factions_anglo_saxons
vik_fact_gliwissig	2041791126	vik_sub_cult_welsh	playable	Gliwissig	Gliwissig	275	default		false	false	false	data\ui\	data\ui\flags\gliwissig	data\ui\flags\	data\ui\flags\	176.0	85.0	94.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	welsh		128.0	128.0	128.0	0	false	false	285	285	You are attacking Gliwissig	You are defending against Gliwissig		PBS_PARAMETER_UNUSED	true	176.0	85.0	94.0	500	false	false	true	vik_mp_welsh		vik_sub_cult_welsh	vo_factions_welsh_kingdoms	vo_actor_gen2	vo_factions_anglo_saxons
vik_fact_grantebru	2041791088	vik_sub_cult_anglo_viking	playable	Grantebru	Grantebru	308	default		false	false	false	data\ui\	data\ui\flags\grantabru	data\ui\flags\	data\ui\flags\	198.0	164.0	92.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	danelaw_boroughs		128.0	128.0	128.0	0	false	false	285	285	You are attacking Grantebru	You are defending against Grantebru		PBS_PARAMETER_UNUSED	true	198.0	164.0	92.0	500	false	false	true	vik_mp_danelaw		vik_sub_cult_anglo_viking	vo_factions_great_viking_army	vo_actor_gen2	vo_factions_anglo_saxons
vik_fact_gwent	2041791118	vik_sub_cult_welsh	playable	Gwent	Gwent	275	default		false	false	false	data\ui\	data\ui\flags\gwent	data\ui\flags\	data\ui\flags\	113.0	70.0	53.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	welsh		128.0	128.0	128.0	0	false	false	285	285	You are attacking Gwent	You are defending against Gwent		PBS_PARAMETER_UNUSED	true	113.0	70.0	53.0	500	false	false	true	vik_mp_welsh		vik_sub_cult_welsh	vo_factions_welsh_kingdoms	vo_actor_gen2	vo_factions_anglo_saxons
vik_fact_gwined	2041791146	vik_sub_cult_welsh	playable	Gwined	Gwined	275	default		false	true	true	data\ui\	data\ui\flags\gwined	data\ui\flags\	data\ui\flags\	252.0	252.0	252.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	welsh		128.0	128.0	128.0	0	false	false	285	285	You are attacking Gwined	You are defending against Gwined		PBS_PARAMETER_UNUSED	true	252.0	252.0	252.0	500	false	false	true	vik_mp_welsh		vik_sub_cult_welsh	vo_factions_welsh_kingdoms	vo_actor_gen1	vo_factions_welsh_kingdoms
vik_fact_haeden	2041791480	vik_sub_cult_viking	playable	Haeden	Haeden	291	default		false	false	false	data\ui\	data\ui\flags\haeden	data\ui\flags\	data\ui\flags\	126.0	130.0	129.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	danish_raiders		128.0	128.0	128.0	0	false	false	285	285	You are attacking Haeden	You are defending against Haeden		PBS_PARAMETER_UNUSED	true	125.0	130.0	134.0	500	false	false	true	vik_mp_viking		vik_sub_cult_viking	vo_factions_great_viking_army	vo_actor_gen2	vo_factions_anglo_saxons
vik_fact_heimiliborg	2041791102	vik_sub_cult_anglo_viking	playable	Heimiliborg	Heimiliborg	308	default		false	false	false	data\ui\	data\ui\flags\heimiliborg	data\ui\flags\	data\ui\flags\	96.0	52.0	51.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	danelaw_boroughs		128.0	128.0	128.0	0	false	false	285	285	You are attacking Heimiliborg	You are defending against Heimiliborg		PBS_PARAMETER_UNUSED	true	96.0	65.0	65.0	500	false	false	true	vik_mp_danelaw		vik_sub_cult_anglo_viking	vo_factions_great_viking_army	vo_actor_gen2	vo_factions_anglo_saxons
vik_fact_hellirborg	2041791147	vik_sub_cult_anglo_viking	playable	Hellirborg	Hellirborg	308	default		false	false	false	data\ui\	data\ui\flags\hellirborg	data\ui\flags\	data\ui\flags\	148.0	82.0	70.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	danelaw_boroughs		128.0	128.0	128.0	0	false	false	285	285	You are attacking Hellirborg	You are defending against Hellirborg		PBS_PARAMETER_UNUSED	true	148.0	82.0	70.0	500	false	false	true	vik_mp_danelaw		vik_sub_cult_anglo_viking	vo_factions_great_viking_army	vo_actor_gen2	vo_factions_anglo_saxons
vik_fact_hellirborg_usurpers	2041791541	vik_sub_cult_viking_gael	playable	Hellirborg Usurpers	Hellirborg	291	default		false	false	false	data\ui\	data\ui\flags\hellirborg_usurpers	data\ui\flags\	data\ui\flags\	148.0	81.0	68.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	danelaw_boroughs		128.0	128.0	128.0	0	false	false	291	291	You are attacking Hellirborg	You are defending against Hellirborg Usurpers		PBS_PARAMETER_UNUSED	true	148.0	81.0	68.0	500	false	false	true	vik_mp_danelaw		vik_sub_cult_anglo_viking	vo_factions_great_viking_army	vo_actor_gen3	vo_factions_anglo_saxons
vik_fact_hlymrekr	2041791278	vik_sub_cult_viking_gael	playable	Hlymrekr	Hlymrekr	291	default		false	false	false	data\ui\	data\ui\flags\hlymrekr	data\ui\flags\	data\ui\flags\	179.0	26.0	46.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	austmenn_sea_kings		128.0	128.0	128.0	0	false	false	285	285	You are attacking Hlymrekr	You are defending against Hlymrekr		PBS_PARAMETER_UNUSED	true	168.0	60.0	72.0	500	false	false	true	vik_mp_eastmen		vik_sub_cult_viking_gael	vo_factions_viking_sea_kings	vo_actor_gen2	vo_factions_anglo_saxons
