character_skill_key	effect_key	level	effect_scope	value
vik_general_back_landowner_strat_clut	vik_general_attribute_zeal_dummy	1	general_to_character_own	4.0
vik_general_back_landowner_sudreyar	vik_general_attribute_zeal_dummy	1	general_to_character_own	4.0
vik_general_back_landowner_west_seaxe	vik_general_attribute_zeal_dummy	1	general_to_character_own	4.0
vik_general_back_melee_skill	vik_general_attribute_zeal_dummy	1	general_to_character_own	7.0
vik_general_back_melee_skill_circenn	vik_general_attribute_zeal_dummy	1	general_to_character_own	7.0
vik_general_back_melee_skill_dyflin	vik_general_attribute_zeal_dummy	1	general_to_character_own	7.0
vik_general_back_melee_skill_east_engle	vik_general_attribute_zeal_dummy	1	general_to_character_own	7.0
vik_general_back_melee_skill_gwined	vik_general_attribute_zeal_dummy	1	general_to_character_own	7.0
vik_general_back_melee_skill_mide	vik_general_attribute_zeal_dummy	1	general_to_character_own	7.0
vik_general_back_melee_skill_mierce	vik_general_attribute_zeal_dummy	1	general_to_character_own	7.0
vik_general_back_melee_skill_northymbre	vik_general_attribute_zeal_dummy	1	general_to_character_own	7.0
vik_general_back_melee_skill_strat_clut	vik_general_attribute_zeal_dummy	1	general_to_character_own	7.0
vik_general_back_melee_skill_sudreyar	vik_general_attribute_zeal_dummy	1	general_to_character_own	7.0
vik_general_back_melee_skill_west_seaxe	vik_general_attribute_zeal_dummy	1	general_to_character_own	7.0
vik_general_back_negotiator	vik_general_attribute_zeal_dummy	1	general_to_character_own	3.0
vik_general_back_negotiator_circenn	vik_general_attribute_zeal_dummy	1	general_to_character_own	3.0
vik_general_back_negotiator_dyflin	vik_general_attribute_zeal_dummy	1	general_to_character_own	3.0
vik_general_back_negotiator_east_engle	vik_general_attribute_zeal_dummy	1	general_to_character_own	3.0
vik_general_back_negotiator_gwined	vik_general_attribute_zeal_dummy	1	general_to_character_own	3.0
vik_general_back_negotiator_mide	vik_general_attribute_zeal_dummy	1	general_to_character_own	3.0
vik_general_back_negotiator_mierce	vik_general_attribute_zeal_dummy	1	general_to_character_own	3.0
vik_general_back_negotiator_northymbre	vik_general_attribute_zeal_dummy	1	general_to_character_own	3.0
vik_general_back_negotiator_strat_clut	vik_general_attribute_zeal_dummy	1	general_to_character_own	3.0
vik_general_back_negotiator_sudreyar	vik_general_attribute_zeal_dummy	1	general_to_character_own	3.0
vik_general_back_negotiator_west_seaxe	vik_general_attribute_zeal_dummy	1	general_to_character_own	3.0
vik_general_back_passionate	vik_general_attribute_zeal_dummy	1	general_to_character_own	5.0
vik_general_back_passionate_circenn	vik_general_attribute_zeal_dummy	1	general_to_character_own	5.0
vik_general_back_passionate_dyflin	vik_general_attribute_zeal_dummy	1	general_to_character_own	5.0
vik_general_back_passionate_east_engle	vik_general_attribute_zeal_dummy	1	general_to_character_own	5.0
