id	building_superchain	slot_template
11664	vik_textiles	vik_reg_aethelingaeg_secondary
11665	vik_thing	vik_reg_aethelingaeg_secondary
11666	vik_thrall	vik_reg_aethelingaeg_secondary
11667	vik_moot_hill	vik_reg_aethelingaeg_secondary
11668	vik_mint	vik_reg_aethelingaeg_secondary
11669	vik_market_fair	vik_reg_aethelingaeg_secondary
11670	vik_court	vik_reg_aethelingaeg_secondary
11671	vik_estate	vik_reg_aethelingaeg_secondary
11672	vik_high_cross	vik_reg_aethelingaeg_secondary
11673	vik_tools	vik_reg_aethelingaeg_secondary
11674	vik_great_hall	vik_reg_airchardan_primary
11675	vik_arena	vik_reg_airchardan_secondary
11676	vik_artisans	vik_reg_airchardan_secondary
11677	vik_church	vik_reg_airchardan_secondary
11678	vik_craft_merchant	vik_reg_airchardan_secondary
11679	vik_forge	vik_reg_airchardan_secondary
11680	vik_wood	vik_reg_airchardan_secondary
11681	vik_workshop	vik_reg_airchardan_secondary
11682	vik_warehouse	vik_reg_airchardan_secondary
11683	vik_textiles	vik_reg_airchardan_secondary
11684	vik_thing	vik_reg_airchardan_secondary
11685	vik_thrall	vik_reg_airchardan_secondary
11686	vik_moot_hill	vik_reg_airchardan_secondary
11687	vik_mint	vik_reg_airchardan_secondary
11688	vik_market_fair	vik_reg_airchardan_secondary
11689	vik_court	vik_reg_airchardan_secondary
11690	vik_estate	vik_reg_airchardan_secondary
11691	vik_high_cross	vik_reg_airchardan_secondary
11692	vik_tools	vik_reg_airchardan_secondary
11693	vik_iron	vik_reg_alclyt_primary
11694	vik_fishing	vik_reg_alt_clut_port
11695	vik_pottery	vik_reg_alt_clut_primary
11696	vik_fishing	vik_reg_an_tinbhear_mor_port
11697	vik_pasture	vik_reg_an_tinbhear_mor_primary
11698	vik_copper	vik_reg_aporcrosan_primary
11699	vik_iron	vik_reg_ard_fert_primary
11700	vik_st_patraic	vik_reg_ard_macha_primary
11701	vik_round_tower	vik_reg_ard_macha_secondary
11702	vik_church_crafts	vik_reg_ard_macha_secondary
11703	vik_bullaun	vik_reg_ard_macha_secondary
11704	vik_wax	vik_reg_ard_macha_secondary
11705	vik_scribes	vik_reg_ard_macha_secondary
11706	vik_lead	vik_reg_ard_macha_secondary
11707	vik_library	vik_reg_ard_macha_secondary
11708	vik_fishing	vik_reg_ard_mor_port
11709	vik_copper	vik_reg_ard_mor_primary
11710	vik_farm	vik_reg_ard_sratha_primary
11711	vik_silver	vik_reg_ardach_primary
11712	vik_abbey	vik_reg_ardach_secondary
11713	vik_tanner	vik_reg_ardach_secondary
11714	vik_granary	vik_reg_ardach_secondary
11715	vik_mill	vik_reg_ardach_secondary
11716	vik_martyrs_mint	vik_reg_ardach_secondary
11717	vik_garrison	vik_reg_ardach_secondary
11718	vik_alehouse	vik_reg_ardach_secondary
11719	vik_tin	vik_reg_axanbrycg_primary
11720	vik_farm	vik_reg_balla_primary
11721	vik_cloth	vik_reg_basengas_primary
11722	vik_hunting	vik_reg_bathanceaster_primary
11723	vik_martyrs_mint	vik_reg_bathanceaster_secondary
11724	vik_garrison	vik_reg_bathanceaster_secondary
11725	vik_alehouse	vik_reg_bathanceaster_secondary
11726	vik_abbey	vik_reg_bathanceaster_secondary
11727	vik_tanner	vik_reg_bathanceaster_secondary
11728	vik_granary	vik_reg_bathanceaster_secondary
11729	vik_mill	vik_reg_bathanceaster_secondary
11730	vik_great_hall	vik_reg_bebbanburg_primary
11731	vik_arena	vik_reg_bebbanburg_secondary
11732	vik_artisans	vik_reg_bebbanburg_secondary
11733	vik_assembly	vik_reg_bebbanburg_secondary
11734	vik_church	vik_reg_bebbanburg_secondary
11735	vik_craft_merchant	vik_reg_bebbanburg_secondary
11736	vik_forge	vik_reg_bebbanburg_secondary
11737	vik_wood	vik_reg_bebbanburg_secondary
11738	vik_workshop	vik_reg_bebbanburg_secondary
11739	vik_warehouse	vik_reg_bebbanburg_secondary
11740	vik_textiles	vik_reg_bebbanburg_secondary
11741	vik_thing	vik_reg_bebbanburg_secondary
11742	vik_thrall	vik_reg_bebbanburg_secondary
11743	vik_moot_hill	vik_reg_bebbanburg_secondary
11744	vik_mint	vik_reg_bebbanburg_secondary
11745	vik_market_fair	vik_reg_bebbanburg_secondary
11746	vik_court	vik_reg_bebbanburg_secondary
11747	vik_estate	vik_reg_bebbanburg_secondary
11748	vik_high_cross	vik_reg_bebbanburg_secondary
11749	vik_tools	vik_reg_bebbanburg_secondary
11750	vik_farm	vik_reg_bedanford_primary
11751	vik_martyrs_mint	vik_reg_bedanford_secondary
11752	vik_garrison	vik_reg_bedanford_secondary
11753	vik_alehouse	vik_reg_bedanford_secondary
11754	vik_abbey	vik_reg_bedanford_secondary
11755	vik_tanner	vik_reg_bedanford_secondary
11756	vik_granary	vik_reg_bedanford_secondary
11757	vik_mill	vik_reg_bedanford_secondary
11758	vik_cloth	vik_reg_beoferlic_primary
11759	vik_herring_port	vik_reg_blascona_port
11760	vik_great_hall	vik_reg_blascona_primary
11761	vik_arena	vik_reg_blascona_secondary
11762	vik_artisans	vik_reg_blascona_secondary
11763	vik_church	vik_reg_blascona_secondary
11764	vik_craft_merchant	vik_reg_blascona_secondary
11765	vik_forge	vik_reg_blascona_secondary
11766	vik_wood	vik_reg_blascona_secondary
11767	vik_workshop	vik_reg_blascona_secondary
11768	vik_warehouse	vik_reg_blascona_secondary
11769	vik_textiles	vik_reg_blascona_secondary
11770	vik_thing	vik_reg_blascona_secondary
11771	vik_thrall	vik_reg_blascona_secondary
11772	vik_moot_hill	vik_reg_blascona_secondary
11773	vik_mint	vik_reg_blascona_secondary
11774	vik_market_fair	vik_reg_blascona_secondary
11775	vik_court	vik_reg_blascona_secondary
11776	vik_estate	vik_reg_blascona_secondary
11777	vik_high_cross	vik_reg_blascona_secondary
11778	vik_tools	vik_reg_blascona_secondary
11779	vik_tin	vik_reg_bodmine_primary
11780	vik_herring_port	vik_reg_bornais_port
11781	vik_great_hall	vik_reg_bornais_primary
11782	vik_arena	vik_reg_bornais_secondary
11783	vik_artisans	vik_reg_bornais_secondary
11784	vik_church	vik_reg_bornais_secondary
11785	vik_craft_merchant	vik_reg_bornais_secondary
11786	vik_forge	vik_reg_bornais_secondary
11787	vik_wood	vik_reg_bornais_secondary
11788	vik_workshop	vik_reg_bornais_secondary
11789	vik_warehouse	vik_reg_bornais_secondary
11790	vik_textiles	vik_reg_bornais_secondary
11791	vik_thing	vik_reg_bornais_secondary
11792	vik_thrall	vik_reg_bornais_secondary
11793	vik_moot_hill	vik_reg_bornais_secondary
11794	vik_mint	vik_reg_bornais_secondary
11795	vik_market_fair	vik_reg_bornais_secondary
11796	vik_court	vik_reg_bornais_secondary
11797	vik_estate	vik_reg_bornais_secondary
11798	vik_high_cross	vik_reg_bornais_secondary
11799	vik_tools	vik_reg_bornais_secondary
11800	vik_hunting	vik_reg_brechin_primary
11801	vik_pottery	vik_reg_brideport_primary
11802	vik_farm	vik_reg_brug_primary
11803	vik_foreigners	vik_reg_buccingahamm_primary
11804	vik_market	vik_reg_cair_gwent_primary
11805	vik_arena	vik_reg_cair_gwent_secondary
11806	vik_artisans	vik_reg_cair_gwent_secondary
11807	vik_bard	vik_reg_cair_gwent_secondary
11808	vik_church	vik_reg_cair_gwent_secondary
11809	vik_craft_merchant	vik_reg_cair_gwent_secondary
11810	vik_forge	vik_reg_cair_gwent_secondary
11811	vik_wood	vik_reg_cair_gwent_secondary
11812	vik_workshop	vik_reg_cair_gwent_secondary
11813	vik_warehouse	vik_reg_cair_gwent_secondary
11814	vik_textiles	vik_reg_cair_gwent_secondary
11815	vik_thing	vik_reg_cair_gwent_secondary
11816	vik_thrall	vik_reg_cair_gwent_secondary
11817	vik_moot_hill	vik_reg_cair_gwent_secondary
11818	vik_mint	vik_reg_cair_gwent_secondary
11819	vik_market_fair	vik_reg_cair_gwent_secondary
11820	vik_court	vik_reg_cair_gwent_secondary
11821	vik_estate	vik_reg_cair_gwent_secondary
11822	vik_high_cross	vik_reg_cair_gwent_secondary
11823	vik_tools	vik_reg_cair_gwent_secondary
11824	vik_apple_ash	vik_reg_cair_gwent_secondary
11825	vik_orchard	vik_reg_cair_mirddin_primary
11826	vik_pasture	vik_reg_cair_segeint_primary
11827	vik_fishing	vik_reg_cairlinn_port
11828	vik_hunting	vik_reg_cairlinn_primary
11829	vik_rock_caisil	vik_reg_caisil_primary
11830	vik_arena	vik_reg_caisil_secondary
11831	vik_artisans	vik_reg_caisil_secondary
11832	vik_church	vik_reg_caisil_secondary
11833	vik_craft_merchant	vik_reg_caisil_secondary
11834	vik_forge	vik_reg_caisil_secondary
11835	vik_wood	vik_reg_caisil_secondary
11836	vik_workshop	vik_reg_caisil_secondary
11837	vik_warehouse	vik_reg_caisil_secondary
11838	vik_textiles	vik_reg_caisil_secondary
11839	vik_thing	vik_reg_caisil_secondary
11840	vik_thrall	vik_reg_caisil_secondary
11841	vik_moot_hill	vik_reg_caisil_secondary
11842	vik_mint	vik_reg_caisil_secondary
11843	vik_market_fair	vik_reg_caisil_secondary
11844	vik_court	vik_reg_caisil_secondary
11845	vik_estate	vik_reg_caisil_secondary
11846	vik_high_cross	vik_reg_caisil_secondary
11847	vik_tools	vik_reg_caisil_secondary
11848	vik_great_hall	vik_reg_cantwaraburg_primary
11849	vik_arena	vik_reg_cantwaraburg_secondary
11850	vik_artisans	vik_reg_cantwaraburg_secondary
11851	vik_church	vik_reg_cantwaraburg_secondary
11852	vik_craft_merchant	vik_reg_cantwaraburg_secondary
11853	vik_forge	vik_reg_cantwaraburg_secondary
11854	vik_wood	vik_reg_cantwaraburg_secondary
11855	vik_workshop	vik_reg_cantwaraburg_secondary
11856	vik_warehouse	vik_reg_cantwaraburg_secondary
11857	vik_textiles	vik_reg_cantwaraburg_secondary
11858	vik_thing	vik_reg_cantwaraburg_secondary
11859	vik_thrall	vik_reg_cantwaraburg_secondary
11860	vik_moot_hill	vik_reg_cantwaraburg_secondary
11861	vik_mint	vik_reg_cantwaraburg_secondary
11862	vik_market_fair	vik_reg_cantwaraburg_secondary
11863	vik_court	vik_reg_cantwaraburg_secondary
11864	vik_estate	vik_reg_cantwaraburg_secondary
11865	vik_high_cross	vik_reg_cantwaraburg_secondary
11866	vik_tools	vik_reg_cantwaraburg_secondary
11867	vik_embroiders	vik_reg_cantwaraburg_secondary
11868	vik_market	vik_reg_carleol_primary
11869	vik_arena	vik_reg_carleol_secondary
11870	vik_artisans	vik_reg_carleol_secondary
11871	vik_church	vik_reg_carleol_secondary
11872	vik_craft_merchant	vik_reg_carleol_secondary
11873	vik_forge	vik_reg_carleol_secondary
11874	vik_wood	vik_reg_carleol_secondary
11875	vik_workshop	vik_reg_carleol_secondary
11876	vik_warehouse	vik_reg_carleol_secondary
11877	vik_textiles	vik_reg_carleol_secondary
11878	vik_thing	vik_reg_carleol_secondary
11879	vik_thrall	vik_reg_carleol_secondary
11880	vik_moot_hill	vik_reg_carleol_secondary
11881	vik_mint	vik_reg_carleol_secondary
11882	vik_market_fair	vik_reg_carleol_secondary
11883	vik_court	vik_reg_carleol_secondary
11884	vik_estate	vik_reg_carleol_secondary
11885	vik_high_cross	vik_reg_carleol_secondary
11886	vik_tools	vik_reg_carleol_secondary
11887	vik_great_hall	vik_reg_cathair_commain_primary
11888	vik_arena	vik_reg_cathair_commain_secondary
11889	vik_artisans	vik_reg_cathair_commain_secondary
11890	vik_church	vik_reg_cathair_commain_secondary
11891	vik_craft_merchant	vik_reg_cathair_commain_secondary
11892	vik_forge	vik_reg_cathair_commain_secondary
11893	vik_wood	vik_reg_cathair_commain_secondary
11894	vik_workshop	vik_reg_cathair_commain_secondary
11895	vik_warehouse	vik_reg_cathair_commain_secondary
11896	vik_textiles	vik_reg_cathair_commain_secondary
11897	vik_thing	vik_reg_cathair_commain_secondary
11898	vik_thrall	vik_reg_cathair_commain_secondary
11899	vik_moot_hill	vik_reg_cathair_commain_secondary
11900	vik_mint	vik_reg_cathair_commain_secondary
11901	vik_market_fair	vik_reg_cathair_commain_secondary
11902	vik_court	vik_reg_cathair_commain_secondary
11903	vik_estate	vik_reg_cathair_commain_secondary
11904	vik_high_cross	vik_reg_cathair_commain_secondary
11905	vik_tools	vik_reg_cathair_commain_secondary
11906	vik_pottery	vik_reg_cathair_domnaill_primary
11907	vik_market	vik_reg_ceaster_primary
11908	vik_arena	vik_reg_ceaster_secondary
11909	vik_artisans	vik_reg_ceaster_secondary
11910	vik_church	vik_reg_ceaster_secondary
11911	vik_craft_merchant	vik_reg_ceaster_secondary
11912	vik_forge	vik_reg_ceaster_secondary
11913	vik_wood	vik_reg_ceaster_secondary
11914	vik_workshop	vik_reg_ceaster_secondary
11915	vik_warehouse	vik_reg_ceaster_secondary
11916	vik_textiles	vik_reg_ceaster_secondary
11917	vik_thing	vik_reg_ceaster_secondary
11918	vik_thrall	vik_reg_ceaster_secondary
11919	vik_moot_hill	vik_reg_ceaster_secondary
11920	vik_mint	vik_reg_ceaster_secondary
11921	vik_market_fair	vik_reg_ceaster_secondary
11922	vik_court	vik_reg_ceaster_secondary
11923	vik_estate	vik_reg_ceaster_secondary
11924	vik_high_cross	vik_reg_ceaster_secondary
11925	vik_tools	vik_reg_ceaster_secondary
11926	vik_fishing	vik_reg_cell_alaid_port
11927	vik_silver	vik_reg_cell_alaid_primary
11928	vik_hunting	vik_reg_cell_cainning_primary
11929	vik_fishing	vik_reg_cell_daltain_port
11930	vik_foreigners	vik_reg_cell_daltain_primary
11931	vik_pasture	vik_reg_cell_maic_aeda_primary
11932	vik_iron	vik_reg_cell_mor_primary
11933	vik_farm	vik_reg_celmeresfort_primary
11934	vik_pasture	vik_reg_cenannas_primary
11935	vik_martyrs_mint	vik_reg_cenannas_secondary
11936	vik_garrison	vik_reg_cenannas_secondary
11937	vik_alehouse	vik_reg_cenannas_secondary
11938	vik_abbey	vik_reg_cenannas_secondary
11939	vik_tanner	vik_reg_cenannas_secondary
11940	vik_granary	vik_reg_cenannas_secondary
11941	vik_mill	vik_reg_cenannas_secondary
11942	vik_fishing	vik_reg_cenn_rigmonid_port
11943	vik_hunting	vik_reg_cenn_rigmonid_primary
11944	vik_great_hall	vik_reg_cetretha_primary
11945	vik_arena	vik_reg_cetretha_secondary
11946	vik_artisans	vik_reg_cetretha_secondary
11947	vik_church	vik_reg_cetretha_secondary
11948	vik_craft_merchant	vik_reg_cetretha_secondary
11949	vik_forge	vik_reg_cetretha_secondary
11950	vik_wood	vik_reg_cetretha_secondary
11951	vik_workshop	vik_reg_cetretha_secondary
11952	vik_warehouse	vik_reg_cetretha_secondary
11953	vik_textiles	vik_reg_cetretha_secondary
11954	vik_thing	vik_reg_cetretha_secondary
11955	vik_thrall	vik_reg_cetretha_secondary
11956	vik_moot_hill	vik_reg_cetretha_secondary
11957	vik_mint	vik_reg_cetretha_secondary
11958	vik_market_fair	vik_reg_cetretha_secondary
11959	vik_court	vik_reg_cetretha_secondary
11960	vik_estate	vik_reg_cetretha_secondary
11961	vik_high_cross	vik_reg_cetretha_secondary
11962	vik_tools	vik_reg_cetretha_secondary
11963	vik_pasture	vik_reg_cherchebi_primary
11964	vik_great_hall	vik_reg_cippanhamm_primary
11965	vik_arena	vik_reg_cippanhamm_secondary
11966	vik_artisans	vik_reg_cippanhamm_secondary
11967	vik_church	vik_reg_cippanhamm_secondary
11968	vik_craft_merchant	vik_reg_cippanhamm_secondary
11969	vik_forge	vik_reg_cippanhamm_secondary
11970	vik_wood	vik_reg_cippanhamm_secondary
11971	vik_workshop	vik_reg_cippanhamm_secondary
11972	vik_warehouse	vik_reg_cippanhamm_secondary
11973	vik_textiles	vik_reg_cippanhamm_secondary
11974	vik_thing	vik_reg_cippanhamm_secondary
11975	vik_thrall	vik_reg_cippanhamm_secondary
11976	vik_moot_hill	vik_reg_cippanhamm_secondary
11977	vik_mint	vik_reg_cippanhamm_secondary
11978	vik_market_fair	vik_reg_cippanhamm_secondary
11979	vik_court	vik_reg_cippanhamm_secondary
11980	vik_estate	vik_reg_cippanhamm_secondary
11981	vik_high_cross	vik_reg_cippanhamm_secondary
11982	vik_tools	vik_reg_cippanhamm_secondary
11983	vik_silver	vik_reg_cirenceaster_primary
11984	vik_iron	vik_reg_cissanbyrig_primary
11985	vik_martyrs_mint	vik_reg_cissanbyrig_secondary
11986	vik_garrison	vik_reg_cissanbyrig_secondary
11987	vik_alehouse	vik_reg_cissanbyrig_secondary
11988	vik_abbey	vik_reg_cissanbyrig_secondary
11989	vik_tanner	vik_reg_cissanbyrig_secondary
11990	vik_granary	vik_reg_cissanbyrig_secondary
11991	vik_mill	vik_reg_cissanbyrig_secondary
11992	vik_pasture	vik_reg_clocher_primary
11993	vik_martyrs_mint	vik_reg_clocher_secondary
11994	vik_garrison	vik_reg_clocher_secondary
11995	vik_alehouse	vik_reg_clocher_secondary
11996	vik_abbey	vik_reg_clocher_secondary
11997	vik_tanner	vik_reg_clocher_secondary
11998	vik_granary	vik_reg_clocher_secondary
11999	vik_mill	vik_reg_clocher_secondary
12000	vik_pottery	vik_reg_cluain_eoais_primary
12001	vik_pasture	vik_reg_cluain_iraird_primary
12002	vik_st_ciaran	vik_reg_cluain_mac_nois_primary
12003	vik_round_tower	vik_reg_cluain_mac_nois_secondary
12004	vik_church_crafts	vik_reg_cluain_mac_nois_secondary
12005	vik_bullaun	vik_reg_cluain_mac_nois_secondary
12006	vik_wax	vik_reg_cluain_mac_nois_secondary
12007	vik_scribes	vik_reg_cluain_mac_nois_secondary
12008	vik_lead	vik_reg_cluain_mac_nois_secondary
12009	vik_library	vik_reg_cluain_mac_nois_secondary
12010	vik_iron	vik_reg_cluain_mor_primary
12011	vik_cloth	vik_reg_cluain_primary
12012	vik_farm	vik_reg_cnodba_primary
12013	vik_pottery	vik_reg_coinnire_primary
12014	vik_foreigners	vik_reg_coldingaham_primary
12015	vik_great_hall	vik_reg_colneceaster_primary
12016	vik_arena	vik_reg_colneceaster_secondary
12017	vik_artisans	vik_reg_colneceaster_secondary
12018	vik_church	vik_reg_colneceaster_secondary
12019	vik_craft_merchant	vik_reg_colneceaster_secondary
12020	vik_forge	vik_reg_colneceaster_secondary
12021	vik_wood	vik_reg_colneceaster_secondary
12022	vik_workshop	vik_reg_colneceaster_secondary
12023	vik_warehouse	vik_reg_colneceaster_secondary
12024	vik_textiles	vik_reg_colneceaster_secondary
12025	vik_thing	vik_reg_colneceaster_secondary
12026	vik_thrall	vik_reg_colneceaster_secondary
12027	vik_moot_hill	vik_reg_colneceaster_secondary
12028	vik_mint	vik_reg_colneceaster_secondary
12029	vik_market_fair	vik_reg_colneceaster_secondary
12030	vik_court	vik_reg_colneceaster_secondary
12031	vik_estate	vik_reg_colneceaster_secondary
12032	vik_high_cross	vik_reg_colneceaster_secondary
12033	vik_tools	vik_reg_colneceaster_secondary
12034	vik_hunting	vik_reg_cridiatune_primary
12035	vik_silver	vik_reg_dacor_primary
12036	vik_farm	vik_reg_dear_primary
12037	vik_foreigners	vik_reg_deoraby_primary
12038	vik_martyrs_mint	vik_reg_deoraby_secondary
12039	vik_garrison	vik_reg_deoraby_secondary
12040	vik_alehouse	vik_reg_deoraby_secondary
12041	vik_abbey	vik_reg_deoraby_secondary
12042	vik_tanner	vik_reg_deoraby_secondary
12043	vik_granary	vik_reg_deoraby_secondary
12044	vik_mill	vik_reg_deoraby_secondary
12045	vik_fishing	vik_reg_din_prys_port
12046	vik_foreigners	vik_reg_din_prys_primary
12047	vik_silver	vik_reg_dinas_powis_primary
12048	vik_great_hall	vik_reg_dinefwr_primary
12049	vik_arena	vik_reg_dinefwr_secondary
12050	vik_artisans	vik_reg_dinefwr_secondary
12051	vik_bard	vik_reg_dinefwr_secondary
12052	vik_church	vik_reg_dinefwr_secondary
12053	vik_craft_merchant	vik_reg_dinefwr_secondary
12054	vik_forge	vik_reg_dinefwr_secondary
12055	vik_wood	vik_reg_dinefwr_secondary
12056	vik_workshop	vik_reg_dinefwr_secondary
12057	vik_warehouse	vik_reg_dinefwr_secondary
12058	vik_textiles	vik_reg_dinefwr_secondary
12059	vik_thing	vik_reg_dinefwr_secondary
12060	vik_thrall	vik_reg_dinefwr_secondary
12061	vik_moot_hill	vik_reg_dinefwr_secondary
12062	vik_mint	vik_reg_dinefwr_secondary
12063	vik_market_fair	vik_reg_dinefwr_secondary
12064	vik_court	vik_reg_dinefwr_secondary
12065	vik_estate	vik_reg_dinefwr_secondary
12066	vik_high_cross	vik_reg_dinefwr_secondary
12067	vik_tools	vik_reg_dinefwr_secondary
12068	vik_trade	vik_reg_dofere_port
12069	vik_farm	vik_reg_dofere_primary
12070	vik_farm	vik_reg_domuc_primary
12071	vik_farm	vik_reg_doneceaster_primary
12072	vik_iron	vik_reg_dor_primary
12073	vik_great_hall	vik_reg_doreceaster_primary
12074	vik_arena	vik_reg_doreceaster_secondary
12075	vik_artisans	vik_reg_doreceaster_secondary
12076	vik_church	vik_reg_doreceaster_secondary
12077	vik_craft_merchant	vik_reg_doreceaster_secondary
12078	vik_forge	vik_reg_doreceaster_secondary
12079	vik_wood	vik_reg_doreceaster_secondary
12080	vik_workshop	vik_reg_doreceaster_secondary
12081	vik_warehouse	vik_reg_doreceaster_secondary
12082	vik_textiles	vik_reg_doreceaster_secondary
12083	vik_thing	vik_reg_doreceaster_secondary
12084	vik_thrall	vik_reg_doreceaster_secondary
12085	vik_moot_hill	vik_reg_doreceaster_secondary
12086	vik_mint	vik_reg_doreceaster_secondary
12087	vik_market_fair	vik_reg_doreceaster_secondary
12088	vik_court	vik_reg_doreceaster_secondary
12089	vik_estate	vik_reg_doreceaster_secondary
12090	vik_high_cross	vik_reg_doreceaster_secondary
12091	vik_tools	vik_reg_doreceaster_secondary
12092	vik_fishing	vik_reg_drayton_port
12093	vik_salt	vik_reg_drayton_primary
12094	vik_pasture	vik_reg_druim_collachair_primary
12095	vik_great_hall	vik_reg_druim_da_ethiar_primary
12096	vik_arena	vik_reg_druim_da_ethiar_secondary
12097	vik_artisans	vik_reg_druim_da_ethiar_secondary
12098	vik_church	vik_reg_druim_da_ethiar_secondary
12099	vik_craft_merchant	vik_reg_druim_da_ethiar_secondary
12100	vik_forge	vik_reg_druim_da_ethiar_secondary
12101	vik_wood	vik_reg_druim_da_ethiar_secondary
12102	vik_workshop	vik_reg_druim_da_ethiar_secondary
12103	vik_warehouse	vik_reg_druim_da_ethiar_secondary
12104	vik_textiles	vik_reg_druim_da_ethiar_secondary
12105	vik_thing	vik_reg_druim_da_ethiar_secondary
12106	vik_thrall	vik_reg_druim_da_ethiar_secondary
12107	vik_moot_hill	vik_reg_druim_da_ethiar_secondary
12108	vik_mint	vik_reg_druim_da_ethiar_secondary
12109	vik_market_fair	vik_reg_druim_da_ethiar_secondary
12110	vik_court	vik_reg_druim_da_ethiar_secondary
12111	vik_estate	vik_reg_druim_da_ethiar_secondary
12112	vik_high_cross	vik_reg_druim_da_ethiar_secondary
12113	vik_tools	vik_reg_druim_da_ethiar_secondary
12114	vik_fishing	vik_reg_dugannu_port
12115	vik_copper	vik_reg_dugannu_primary
12116	vik_fishing	vik_reg_dun_aberte_port
12117	vik_foreigners	vik_reg_dun_aberte_primary
12118	vik_great_hall	vik_reg_dun_att_primary
12119	vik_arena	vik_reg_dun_att_secondary
12120	vik_artisans	vik_reg_dun_att_secondary
12121	vik_church	vik_reg_dun_att_secondary
12122	vik_craft_merchant	vik_reg_dun_att_secondary
12123	vik_forge	vik_reg_dun_att_secondary
12124	vik_wood	vik_reg_dun_att_secondary
12125	vik_workshop	vik_reg_dun_att_secondary
12126	vik_warehouse	vik_reg_dun_att_secondary
12127	vik_textiles	vik_reg_dun_att_secondary
12128	vik_thing	vik_reg_dun_att_secondary
12129	vik_thrall	vik_reg_dun_att_secondary
12130	vik_moot_hill	vik_reg_dun_att_secondary
12131	vik_mint	vik_reg_dun_att_secondary
12132	vik_market_fair	vik_reg_dun_att_secondary
12133	vik_court	vik_reg_dun_att_secondary
12134	vik_estate	vik_reg_dun_att_secondary
12135	vik_high_cross	vik_reg_dun_att_secondary
12136	vik_tools	vik_reg_dun_att_secondary
12137	vik_fishing	vik_reg_dun_beccan_port
12138	vik_silver	vik_reg_dun_beccan_primary
12139	vik_hunting	vik_reg_dun_blann_primary
12140	vik_st_columbe	vik_reg_dun_cailden_primary
12141	vik_round_tower	vik_reg_dun_cailden_secondary
12142	vik_church_crafts	vik_reg_dun_cailden_secondary
