key	campaign_key	faction_key	indent	technology_key	technology_node_set	tier	research_points_required	cost_per_round
vik_dyflin_civ_religion_3			5	vik_civ_religion_3	vik_dyflin_civ	12	600	0
vik_dyflin_civ_religion_4			5	vik_civ_religion_4	vik_dyflin_civ	13	600	0
vik_dyflin_civ_religion_5			5	vik_civ_religion_5	vik_dyflin_civ	14	600	0
vik_dyflin_civ_religion_6			5	vik_civ_religion_6	vik_dyflin_civ	15	600	0
vik_eastangla_civ_army_1			5	vik_civ_army_1	vik_eastangla_civ	1	600	0
vik_eastangla_civ_army_2			5	vik_civ_army_2	vik_eastangla_civ	2	600	0
vik_eastangla_civ_army_3			5	vik_civ_army_3	vik_eastangla_civ	3	600	0
vik_eastangla_civ_army_4			5	vik_civ_army_4	vik_eastangla_civ	4	600	0
vik_eastangla_civ_army_5			5	vik_civ_army_5	vik_eastangla_civ	5	600	0
vik_eastangla_civ_army_6			5	vik_civ_army_6_here_king	vik_eastangla_civ	6	600	0
vik_eastangla_civ_farm_1			-1	vik_civ_farm_1	vik_eastangla_civ	1	600	0
vik_eastangla_civ_farm_2			-1	vik_civ_farm_2	vik_eastangla_civ	2	600	0
vik_eastangla_civ_farm_3			-1	vik_civ_farm_3	vik_eastangla_civ	3	600	0
vik_eastangla_civ_farm_4			-1	vik_civ_farm_4	vik_eastangla_civ	4	600	0
vik_eastangla_civ_farm_5			-1	vik_civ_farm_5	vik_eastangla_civ	5	600	0
vik_eastangla_civ_farm_6			-1	vik_civ_farm_6_here_king	vik_eastangla_civ	6	600	0
vik_eastangla_civ_industry_1			2	vik_civ_industry_1	vik_eastangla_civ	1	600	0
vik_eastangla_civ_industry_2			2	vik_civ_industry_2	vik_eastangla_civ	2	600	0
vik_eastangla_civ_industry_3			2	vik_civ_industry_3	vik_eastangla_civ	3	600	0
vik_eastangla_civ_industry_4			2	vik_civ_industry_4	vik_eastangla_civ	4	600	0
vik_eastangla_civ_industry_5			2	vik_civ_industry_5	vik_eastangla_civ	5	600	0
vik_eastangla_civ_industry_6			2	vik_civ_industry_6_here_king	vik_eastangla_civ	6	600	0
vik_eastangla_civ_leader_1			-1	vik_civ_leader_1	vik_eastangla_civ	10	600	0
vik_eastangla_civ_leader_2			-1	vik_civ_leader_2	vik_eastangla_civ	11	600	0
vik_eastangla_civ_leader_3			-1	vik_civ_leader_3	vik_eastangla_civ	12	600	0
vik_eastangla_civ_leader_4			-1	vik_civ_leader_4	vik_eastangla_civ	13	600	0
vik_eastangla_civ_leader_5			-1	vik_civ_leader_5	vik_eastangla_civ	14	600	0
vik_eastangla_civ_leader_6			-1	vik_civ_leader_6_here_king	vik_eastangla_civ	15	600	0
vik_eastangla_civ_market_1			2	vik_civ_market_1	vik_eastangla_civ	10	600	0
vik_eastangla_civ_market_2			2	vik_civ_market_2	vik_eastangla_civ	11	600	0
vik_eastangla_civ_market_3			2	vik_civ_market_3	vik_eastangla_civ	12	600	0
vik_eastangla_civ_market_4			2	vik_civ_market_4	vik_eastangla_civ	13	600	0
vik_eastangla_civ_market_5			2	vik_eastangla_civ_market_5	vik_eastangla_civ	14	600	0
vik_eastangla_civ_market_6			2	vik_civ_market_6_here_king	vik_eastangla_civ	15	600	0
vik_eastangla_civ_religion_1			5	vik_civ_religion_1	vik_eastangla_civ	10	600	0
vik_eastangla_civ_religion_2			5	vik_civ_religion_2	vik_eastangla_civ	11	600	0
vik_eastangla_civ_religion_3			5	vik_civ_religion_3	vik_eastangla_civ	12	600	0
vik_eastangla_civ_religion_4			5	vik_civ_religion_4	vik_eastangla_civ	13	600	0
vik_eastangla_civ_religion_5			5	vik_civ_religion_5	vik_eastangla_civ	14	600	0
vik_eastangla_civ_religion_6			5	vik_civ_religion_6_here_king	vik_eastangla_civ	15	600	0
vik_gwined_civ_army_1			5	vik_civ_army_1	vik_gwined_civ	1	600	0
vik_gwined_civ_army_2			5	vik_civ_army_2	vik_gwined_civ	2	600	0
vik_gwined_civ_army_3			5	vik_civ_army_3	vik_gwined_civ	3	600	0
vik_gwined_civ_army_4			5	vik_civ_army_4	vik_gwined_civ	4	600	0
vik_gwined_civ_army_5			5	vik_civ_army_5	vik_gwined_civ	5	600	0
vik_gwined_civ_army_6			5	vik_civ_army_6	vik_gwined_civ	6	600	0
vik_gwined_civ_farm_1			-1	vik_civ_farm_1	vik_gwined_civ	1	600	0
vik_gwined_civ_farm_2			-1	vik_civ_farm_2	vik_gwined_civ	2	600	0
vik_gwined_civ_farm_3			-1	vik_civ_farm_3	vik_gwined_civ	3	600	0
vik_gwined_civ_farm_4			-1	vik_civ_farm_4	vik_gwined_civ	4	600	0
vik_gwined_civ_farm_5			-1	vik_civ_farm_5	vik_gwined_civ	5	600	0
vik_gwined_civ_farm_6			-1	vik_civ_farm_6	vik_gwined_civ	6	600	0
vik_gwined_civ_industry_1			2	vik_civ_industry_1	vik_gwined_civ	1	600	0
vik_gwined_civ_industry_2			2	vik_civ_industry_2	vik_gwined_civ	2	600	0
vik_gwined_civ_industry_3			2	vik_civ_industry_3	vik_gwined_civ	3	600	0
vik_gwined_civ_industry_4			2	vik_civ_industry_4	vik_gwined_civ	4	600	0
vik_gwined_civ_industry_5			2	vik_civ_industry_5	vik_gwined_civ	5	600	0
vik_gwined_civ_industry_6			2	vik_civ_industry_6	vik_gwined_civ	6	600	0
vik_gwined_civ_leader_1			-1	vik_civ_leader_1	vik_gwined_civ	10	600	0
vik_gwined_civ_leader_2			-1	vik_civ_leader_2	vik_gwined_civ	11	600	0
vik_gwined_civ_leader_3			-1	vik_civ_leader_3	vik_gwined_civ	12	600	0
vik_gwined_civ_leader_4			-1	vik_civ_leader_4	vik_gwined_civ	13	600	0
vik_gwined_civ_leader_5			-1	vik_civ_leader_5	vik_gwined_civ	14	600	0
vik_gwined_civ_leader_6			-1	vik_gwined_civ_leader_6	vik_gwined_civ	15	600	0
vik_gwined_civ_market_1			2	vik_civ_market_1	vik_gwined_civ	10	600	0
vik_gwined_civ_market_2			2	vik_civ_market_2	vik_gwined_civ	11	600	0
vik_gwined_civ_market_3			2	vik_civ_market_3	vik_gwined_civ	12	600	0
vik_gwined_civ_market_4			2	vik_civ_market_4	vik_gwined_civ	13	600	0
vik_gwined_civ_market_5			2	vik_gwined_civ_market_5	vik_gwined_civ	14	600	0
vik_gwined_civ_market_6			2	vik_civ_market_6	vik_gwined_civ	15	600	0
vik_gwined_civ_religion_1			5	vik_civ_religion_1	vik_gwined_civ	10	600	0
vik_gwined_civ_religion_2			5	vik_civ_religion_2	vik_gwined_civ	11	600	0
vik_gwined_civ_religion_3			5	vik_civ_religion_3	vik_gwined_civ	12	600	0
vik_gwined_civ_religion_4			5	vik_civ_religion_4	vik_gwined_civ	13	600	0
vik_gwined_civ_religion_5			5	vik_civ_religion_5	vik_gwined_civ	14	600	0
vik_gwined_civ_religion_6			5	vik_civ_religion_6	vik_gwined_civ	15	600	0
vik_irish_civ_army_1			5	vik_civ_army_1	vik_irish_civ	1	600	0
vik_irish_civ_army_2			5	vik_civ_army_2	vik_irish_civ	2	600	0
vik_irish_civ_army_3			5	vik_civ_army_3	vik_irish_civ	3	600	0
vik_irish_civ_army_4			5	vik_civ_army_4	vik_irish_civ	4	600	0
vik_irish_civ_army_5			5	vik_civ_army_5	vik_irish_civ	5	600	0
vik_irish_civ_army_6			5	vik_civ_army_6	vik_irish_civ	6	600	0
vik_irish_civ_farm_1			-1	vik_civ_farm_1	vik_irish_civ	1	600	0
vik_irish_civ_farm_2			-1	vik_civ_farm_2	vik_irish_civ	2	600	0
vik_irish_civ_farm_3			-1	vik_civ_farm_3	vik_irish_civ	3	600	0
vik_irish_civ_farm_4			-1	vik_civ_farm_4	vik_irish_civ	4	600	0
vik_irish_civ_farm_5			-1	vik_civ_farm_5	vik_irish_civ	5	600	0
vik_irish_civ_farm_6			-1	vik_civ_farm_6	vik_irish_civ	6	600	0
vik_irish_civ_industry_1			2	vik_civ_industry_1	vik_irish_civ	1	600	0
vik_irish_civ_industry_2			2	vik_civ_industry_2	vik_irish_civ	2	600	0
vik_irish_civ_industry_3			2	vik_civ_industry_3	vik_irish_civ	3	600	0
vik_irish_civ_industry_4			2	vik_civ_industry_4	vik_irish_civ	4	600	0
vik_irish_civ_industry_5			2	vik_civ_industry_5	vik_irish_civ	5	600	0
vik_irish_civ_industry_6			2	vik_civ_industry_6	vik_irish_civ	6	600	0
vik_irish_civ_leader_1			-1	vik_civ_leader_1	vik_irish_civ	10	600	0
vik_irish_civ_leader_2			-1	vik_civ_leader_2	vik_irish_civ	11	600	0
vik_irish_civ_leader_3			-1	vik_civ_leader_3	vik_irish_civ	12	600	0
vik_irish_civ_leader_4			-1	vik_civ_leader_4	vik_irish_civ	13	600	0
vik_irish_civ_leader_5			-1	vik_civ_leader_5	vik_irish_civ	14	600	0
vik_irish_civ_leader_6			-1	vik_irish_civ_leader_6	vik_irish_civ	15	600	0
vik_irish_civ_market_1			2	vik_civ_market_1	vik_irish_civ	10	600	0
vik_irish_civ_market_2			2	vik_civ_market_2	vik_irish_civ	11	600	0
vik_irish_civ_market_3			2	vik_civ_market_3	vik_irish_civ	12	600	0
vik_irish_civ_market_4			2	vik_civ_market_4	vik_irish_civ	13	600	0
vik_irish_civ_market_5			2	vik_irish_civ_market_5	vik_irish_civ	14	600	0
vik_irish_civ_market_6			2	vik_civ_market_6	vik_irish_civ	15	600	0
vik_irish_civ_religion_1			5	vik_civ_religion_1	vik_irish_civ	10	600	0
vik_irish_civ_religion_2			5	vik_civ_religion_2	vik_irish_civ	11	600	0
vik_irish_civ_religion_3			5	vik_civ_religion_3	vik_irish_civ	12	600	0
vik_irish_civ_religion_4			5	vik_civ_religion_4	vik_irish_civ	13	600	0
vik_irish_civ_religion_5			5	vik_civ_religion_5	vik_irish_civ	14	600	0
vik_irish_civ_religion_6			5	vik_civ_religion_6	vik_irish_civ	15	600	0
vik_miercna_civ_army_1			5	vik_civ_army_1	vik_miercna_civ	1	600	0
vik_miercna_civ_army_2			5	vik_civ_army_2	vik_miercna_civ	2	600	0
vik_miercna_civ_army_3			5	vik_civ_army_3	vik_miercna_civ	3	600	0
vik_miercna_civ_army_4			5	vik_civ_army_4	vik_miercna_civ	4	600	0
vik_miercna_civ_army_5			5	vik_civ_army_5	vik_miercna_civ	5	600	0
vik_miercna_civ_army_6			5	vik_civ_army_6	vik_miercna_civ	6	600	0
vik_miercna_civ_farm_1			-1	vik_civ_farm_1	vik_miercna_civ	1	600	0
vik_miercna_civ_farm_2			-1	vik_civ_farm_2	vik_miercna_civ	2	600	0
vik_miercna_civ_farm_3			-1	vik_civ_farm_3	vik_miercna_civ	3	600	0
vik_miercna_civ_farm_4			-1	vik_civ_farm_4	vik_miercna_civ	4	600	0
vik_miercna_civ_farm_5			-1	vik_civ_farm_5	vik_miercna_civ	5	600	0
vik_miercna_civ_farm_6			-1	vik_civ_farm_6	vik_miercna_civ	6	600	0
vik_miercna_civ_industry_1			2	vik_civ_industry_1	vik_miercna_civ	1	600	0
vik_miercna_civ_industry_2			2	vik_civ_industry_2	vik_miercna_civ	2	600	0
vik_miercna_civ_industry_3			2	vik_civ_industry_3	vik_miercna_civ	3	600	0
vik_miercna_civ_industry_4			2	vik_civ_industry_4	vik_miercna_civ	4	600	0
vik_miercna_civ_industry_5			2	vik_civ_industry_5	vik_miercna_civ	5	600	0
vik_miercna_civ_industry_6			2	vik_civ_industry_6	vik_miercna_civ	6	600	0
vik_miercna_civ_leader_1			-1	vik_civ_leader_1	vik_miercna_civ	10	600	0
vik_miercna_civ_leader_2			-1	vik_civ_leader_2	vik_miercna_civ	11	600	0
vik_miercna_civ_leader_3			-1	vik_civ_leader_3	vik_miercna_civ	12	600	0
vik_miercna_civ_leader_4			-1	vik_civ_leader_4	vik_miercna_civ	13	600	0
vik_miercna_civ_leader_5			-1	vik_civ_leader_5	vik_miercna_civ	14	600	0
vik_miercna_civ_leader_6			-1	vik_miercna_civ_leader_6	vik_miercna_civ	15	600	0
vik_miercna_civ_market_1			2	vik_civ_market_1	vik_miercna_civ	10	600	0
vik_miercna_civ_market_2			2	vik_civ_market_2	vik_miercna_civ	11	600	0
vik_miercna_civ_market_3			2	vik_civ_market_3	vik_miercna_civ	12	600	0
vik_miercna_civ_market_4			2	vik_civ_market_4	vik_miercna_civ	13	600	0
vik_miercna_civ_market_5			2	vik_miercna_civ_market_5	vik_miercna_civ	14	600	0
vik_miercna_civ_market_6			2	vik_civ_market_6	vik_miercna_civ	15	600	0
vik_miercna_civ_religion_1			5	vik_civ_religion_1	vik_miercna_civ	10	600	0
vik_miercna_civ_religion_2			5	vik_civ_religion_2	vik_miercna_civ	11	600	0
vik_miercna_civ_religion_3			5	vik_civ_religion_3	vik_miercna_civ	12	600	0
vik_miercna_civ_religion_4			5	vik_civ_religion_4	vik_miercna_civ	13	600	0
vik_miercna_civ_religion_5			5	vik_civ_religion_5	vik_miercna_civ	14	600	0
vik_miercna_civ_religion_6			5	vik_civ_religion_6	vik_miercna_civ	15	600	0
vik_normaund_civ_farm_1			1	vik_civ_farm_1	vik_viking_normaund	2	600	0
vik_normaund_civ_industry_3			1	vik_civ_industry_3	vik_viking_normaund	3	600	0
vik_normaund_civ_market_1			1	vik_civ_market_1	vik_viking_normaund	1	600	0
vik_normaund_mil_bodyguard_3			0	vik_mil_bodyguard_3	vik_viking_normaund	5	600	0
vik_normaund_mil_bodyguard_5			2	vik_mil_bodyguard_5	vik_viking_normaund_mil	5	600	0
vik_normaund_mil_cap_1			2	vik_mil_cap_1	vik_viking_normaund_mil	1	600	0
vik_normaund_mil_cap_2			2	vik_mil_cap_2	vik_viking_normaund_mil	2	600	0
vik_normaund_mil_cap_3			2	vik_mil_cap_3	vik_viking_normaund_mil	3	600	0
vik_normaund_mil_cap_4			2	vik_mil_cap_4	vik_viking_normaund_mil	4	600	0
vik_normaund_mil_cavalry_3			0	vik_mil_cavalry_3	vik_viking_normaund	8	600	0
vik_normaund_mil_land_1			0	vik_mil_land_1	vik_viking_normaund	6	600	0
vik_normaund_mil_land_2			0	vik_mil_land_2	vik_viking_normaund	7	600	0
vik_normaund_mil_land_5			1	vik_mil_land_5	vik_viking_normaund	6	600	0
vik_normaund_mil_land_6			1	vik_mil_land_6	vik_viking_normaund	7	600	0
vik_normaund_mil_land_7			1	vik_mil_land_7	vik_viking_normaund	8	600	0
vik_normaund_mil_melee_1			0	vik_mil_melee_1	vik_viking_normaund	1	600	0
vik_normaund_mil_melee_2a			0	vik_mil_melee_2a	vik_viking_normaund	2	600	0
vik_normaund_mil_melee_3b			1	vik_mil_melee_3b	vik_viking_normaund	4	600	0
vik_normaund_mil_melee_4a			0	vik_mil_melee_4a	vik_viking_normaund	3	600	0
vik_normaund_mil_melee_4b			1	vik_mil_melee_4b	vik_viking_normaund	5	600	0
vik_normaund_mil_melee_5			0	vik_mil_melee_5	vik_viking_normaund	4	600	0
vik_normaund_mil_missile_5			2	vik_mil_missile_5	vik_viking_normaund_mil	6	600	0
vik_normaund_mil_spearmen_3			2	vik_mil_spearmen_3	vik_viking_normaund_mil	7	600	0
vik_normaund_mil_spearmen_5			2	vik_mil_spearmen_5	vik_viking_normaund_mil	8	600	0
vik_norse_civ_farm_1			1	vik_civ_farm_1	vik_viking_norse	2	600	0
vik_norse_civ_industry_3			1	vik_civ_industry_3	vik_viking_norse	3	600	0
vik_norse_civ_market_1			1	vik_civ_market_1	vik_viking_norse	1	600	0
vik_norse_mil_bodyguard_3			0	vik_mil_bodyguard_3	vik_viking_norse	5	600	0
vik_norse_mil_bodyguard_5			2	vik_mil_bodyguard_5	vik_viking_norse_mil	5	600	0
vik_norse_mil_cap_1			2	vik_mil_cap_1	vik_viking_norse_mil	1	600	0
vik_norse_mil_cap_2			2	vik_mil_cap_2	vik_viking_norse_mil	2	600	0
vik_norse_mil_cap_3			2	vik_mil_cap_3	vik_viking_norse_mil	3	600	0
vik_norse_mil_cap_4			2	vik_mil_cap_4	vik_viking_norse_mil	4	600	0
vik_norse_mil_cavalry_3			0	vik_mil_cavalry_3	vik_viking_norse	8	600	0
vik_norse_mil_land_1			0	vik_mil_land_1	vik_viking_norse	6	600	0
vik_norse_mil_land_2			0	vik_mil_land_2	vik_viking_norse	7	600	0
vik_norse_mil_land_5			1	vik_mil_land_5	vik_viking_norse	6	600	0
vik_norse_mil_land_6			1	vik_mil_land_6	vik_viking_norse	7	600	0
vik_norse_mil_land_7			1	vik_mil_land_7	vik_viking_norse	8	600	0
vik_norse_mil_melee_1			0	vik_mil_melee_1	vik_viking_norse	1	600	0
vik_norse_mil_melee_2a			0	vik_mil_melee_2a	vik_viking_norse	2	600	0
vik_norse_mil_melee_3b			1	vik_mil_melee_3b	vik_viking_norse	4	600	0
vik_norse_mil_melee_4a			0	vik_mil_melee_4a	vik_viking_norse	3	600	0
vik_norse_mil_melee_4b			1	vik_mil_melee_4b	vik_viking_norse	5	600	0
vik_norse_mil_melee_5			0	vik_mil_melee_5	vik_viking_norse	4	600	0
vik_norse_mil_missile_5			2	vik_mil_missile_5	vik_viking_norse_mil	6	600	0
vik_norse_mil_spearmen_3			2	vik_mil_spearmen_3	vik_viking_norse_mil	7	600	0
vik_norse_mil_spearmen_5			2	vik_mil_spearmen_5	vik_viking_norse_mil	8	600	0
vik_northym_civ_army_1			5	vik_civ_army_1	vik_northym_civ	1	600	0
vik_northym_civ_army_2			5	vik_civ_army_2	vik_northym_civ	2	600	0
vik_northym_civ_army_3			5	vik_civ_army_3	vik_northym_civ	3	600	0
vik_northym_civ_army_4			5	vik_civ_army_4	vik_northym_civ	4	600	0
vik_northym_civ_army_5			5	vik_civ_army_5	vik_northym_civ	5	600	0
vik_northym_civ_army_6			5	vik_civ_army_6_here_king	vik_northym_civ	6	600	0
vik_northym_civ_farm_1			-1	vik_civ_farm_1	vik_northym_civ	1	600	0
vik_northym_civ_farm_2			-1	vik_civ_farm_2	vik_northym_civ	2	600	0
vik_northym_civ_farm_3			-1	vik_civ_farm_3	vik_northym_civ	3	600	0
vik_northym_civ_farm_4			-1	vik_civ_farm_4	vik_northym_civ	4	600	0
vik_northym_civ_farm_5			-1	vik_civ_farm_5	vik_northym_civ	5	600	0
vik_northym_civ_farm_6			-1	vik_civ_farm_6_here_king	vik_northym_civ	6	600	0
vik_northym_civ_industry_1			2	vik_civ_industry_1	vik_northym_civ	1	600	0
vik_northym_civ_industry_2			2	vik_civ_industry_2	vik_northym_civ	2	600	0
vik_northym_civ_industry_3			2	vik_civ_industry_3	vik_northym_civ	3	600	0
vik_northym_civ_industry_4			2	vik_civ_industry_4	vik_northym_civ	4	600	0
vik_northym_civ_industry_5			2	vik_civ_industry_5	vik_northym_civ	5	600	0
vik_northym_civ_industry_6			2	vik_civ_industry_6_here_king	vik_northym_civ	6	600	0
vik_northym_civ_leader_1			-1	vik_civ_leader_1	vik_northym_civ	10	600	0
vik_northym_civ_leader_2			-1	vik_civ_leader_2	vik_northym_civ	11	600	0
vik_northym_civ_leader_3			-1	vik_civ_leader_3	vik_northym_civ	12	600	0
vik_northym_civ_leader_4			-1	vik_civ_leader_4	vik_northym_civ	13	600	0
vik_northym_civ_leader_5			-1	vik_civ_leader_5	vik_northym_civ	14	600	0
vik_northym_civ_leader_6			-1	vik_civ_leader_6_here_king	vik_northym_civ	15	600	0
vik_northym_civ_market_1			2	vik_civ_market_1	vik_northym_civ	10	600	0
vik_northym_civ_market_2			2	vik_civ_market_2	vik_northym_civ	11	600	0
vik_northym_civ_market_3			2	vik_civ_market_3	vik_northym_civ	12	600	0
vik_northym_civ_market_4			2	vik_civ_market_4	vik_northym_civ	13	600	0
vik_northym_civ_market_5			2	vik_northym_civ_market_5	vik_northym_civ	14	600	0
vik_northym_civ_market_6			2	vik_civ_market_6_here_king	vik_northym_civ	15	600	0
vik_northym_civ_religion_1			5	vik_civ_religion_1	vik_northym_civ	10	600	0
vik_northym_civ_religion_2			5	vik_civ_religion_2	vik_northym_civ	11	600	0
vik_northym_civ_religion_3			5	vik_civ_religion_3	vik_northym_civ	12	600	0
vik_northym_civ_religion_4			5	vik_civ_religion_4	vik_northym_civ	13	600	0
vik_northym_civ_religion_5			5	vik_civ_religion_5	vik_northym_civ	14	600	0
vik_northym_civ_religion_6			5	vik_civ_religion_6_here_king	vik_northym_civ	15	600	0
vik_scots_civ_army_1			5	vik_civ_army_1	vik_scots_civ	1	600	0
vik_scots_civ_army_2			5	vik_civ_army_2	vik_scots_civ	2	600	0
vik_scots_civ_army_3			5	vik_civ_army_3	vik_scots_civ	3	600	0
vik_scots_civ_army_4			5	vik_civ_army_4	vik_scots_civ	4	600	0
vik_scots_civ_army_5			5	vik_civ_army_5	vik_scots_civ	5	600	0
vik_scots_civ_army_6			5	vik_civ_army_6	vik_scots_civ	6	600	0
vik_scots_civ_farm_1			-1	vik_civ_farm_1	vik_scots_civ	1	600	0
vik_scots_civ_farm_2			-1	vik_civ_farm_2	vik_scots_civ	2	600	0
vik_scots_civ_farm_3			-1	vik_civ_farm_3	vik_scots_civ	3	600	0
vik_scots_civ_farm_4			-1	vik_civ_farm_4	vik_scots_civ	4	600	0
vik_scots_civ_farm_5			-1	vik_civ_farm_5	vik_scots_civ	5	600	0
vik_scots_civ_farm_6			-1	vik_civ_farm_6	vik_scots_civ	6	600	0
vik_scots_civ_industry_1			2	vik_civ_industry_1	vik_scots_civ	1	600	0
vik_scots_civ_industry_2			2	vik_civ_industry_2	vik_scots_civ	2	600	0
vik_scots_civ_industry_3			2	vik_civ_industry_3	vik_scots_civ	3	600	0
vik_scots_civ_industry_4			2	vik_civ_industry_4	vik_scots_civ	4	600	0
vik_scots_civ_industry_5			2	vik_civ_industry_5	vik_scots_civ	5	600	0
vik_scots_civ_industry_6			2	vik_civ_industry_6	vik_scots_civ	6	600	0
vik_scots_civ_leader_1			-1	vik_civ_leader_1	vik_scots_civ	10	600	0
vik_scots_civ_leader_2			-1	vik_civ_leader_2	vik_scots_civ	11	600	0
vik_scots_civ_leader_3			-1	vik_civ_leader_3	vik_scots_civ	12	600	0
vik_scots_civ_leader_4			-1	vik_civ_leader_4	vik_scots_civ	13	600	0
vik_scots_civ_leader_5			-1	vik_civ_leader_5	vik_scots_civ	14	600	0
vik_scots_civ_leader_6			-1	vik_scots_civ_leader_6	vik_scots_civ	15	600	0
vik_scots_civ_market_1			2	vik_civ_market_1	vik_scots_civ	10	600	0
vik_scots_civ_market_2			2	vik_civ_market_2	vik_scots_civ	11	600	0
vik_scots_civ_market_3			2	vik_civ_market_3	vik_scots_civ	12	600	0
