unit_class	unit_stat	unit_stat_threshold	bullet_point_enum	text_override	should_display
inf_mis	stat_men_count	17.0	att_average_negative		false
inf_mis	stat_men_count	32.0	att_good		true
inf_mis	stat_men_count	120.0	att_excellent		true
inf_mel	stat_men_count	10.0	att_very_poor		false
inf_mel	stat_melee_defence	10.0	att_very_poor		false
inf_mel	stat_men_count	11.0	att_poor		true
inf_mel	stat_melee_defence	11.0	att_poor		false
inf_mel	stat_men_count	30.0	att_average_negative		false
inf_mel	stat_melee_defence	30.0	att_average_negative		false
inf_mel	stat_men_count	85.0	att_good		true
inf_mel	stat_melee_defence	70.0	att_good		true
inf_mel	stat_men_count	120.0	att_excellent		true
inf_mel	stat_melee_defence	80.0	att_excellent		true
cav_mel	stat_men_count	10.0	att_very_poor		false
cav_mel	stat_men_count	11.0	att_poor		true
cav_mel	stat_men_count	17.0	att_average_negative		false
cav_mel	stat_men_count	28.0	att_good		true
cav_mel	stat_men_count	120.0	att_excellent		true
inf_spr	stat_bonus_vs_cavalry	1.0	att_very_poor		false
inf_spr	stat_bonus_vs_cavalry	2.0	att_poor		false
inf_spr	stat_bonus_vs_cavalry	3.0	att_average_negative		false
inf_spr	stat_bonus_vs_cavalry	4.0	att_good		false
inf_spr	stat_bonus_vs_cavalry	14.0	att_excellent		true
inf_pik	stat_morale	5.0	att_very_poor		true
inf_pik	stat_morale	11.0	att_poor		true
inf_pik	stat_morale	13.0	att_average_negative		false
inf_pik	stat_morale	18.0	att_good		true
inf_pik	stat_morale	25.0	att_excellent		true
inf_pik	stat_armour	1.0	att_very_poor		true
inf_pik	stat_armour	4.0	att_poor		true
inf_pik	stat_armour	7.0	att_average_negative		false
inf_pik	stat_armour	14.0	att_good		true
inf_pik	stat_armour	19.0	att_excellent		true
inf_pik	stat_charge_bonus	1.0	att_very_poor		false
inf_pik	stat_charge_bonus	5.0	att_poor		false
inf_pik	stat_charge_bonus	9.0	att_average_negative		false
inf_pik	stat_charge_bonus	20.0	att_good		true
inf_pik	stat_charge_bonus	40.0	att_excellent		true
inf_pik	stat_melee_attack	1.0	att_very_poor		false
inf_pik	stat_melee_attack	5.0	att_poor		false
inf_pik	stat_melee_attack	9.0	att_average_negative		false
inf_pik	stat_melee_attack	20.0	att_good		true
inf_pik	stat_melee_attack	27.0	att_excellent		true
inf_pik	stat_missile_block_chance	1.9	att_very_poor		true
inf_pik	stat_missile_block_chance	2.0	att_poor		true
inf_pik	stat_missile_block_chance	19.0	att_average_negative		false
inf_pik	stat_missile_block_chance	39.0	att_good		true
inf_pik	stat_missile_block_chance	49.0	att_excellent		true
inf_pik	stat_ammo	0.0	att_has_ranged_weapon	att_has_ranged_weapon	false
inf_pik	stat_ammo	1.0	att_has_ranged_weapon	att_has_ranged_weapon	true
inf_pik	stat_weapon_damage	1.0	att_very_poor		false
inf_pik	stat_weapon_damage	2.0	att_poor		true
inf_pik	stat_weapon_damage	9.0	att_average_negative		false
inf_pik	stat_weapon_damage	17.0	att_good		true
inf_pik	stat_weapon_damage	25.0	att_excellent		true
inf_pik	stat_men_count	10.0	att_very_poor		false
inf_pik	stat_men_count	11.0	att_poor		true
inf_pik	stat_men_count	30.0	att_average_negative		false
inf_pik	stat_men_count	85.0	att_good		true
inf_pik	stat_men_count	120.0	att_excellent		true
inf_pik	stat_bonus_vs_infantry	0.0	att_very_poor		false
inf_pik	stat_bonus_vs_infantry	1.0	att_poor		false
inf_pik	stat_bonus_vs_infantry	2.0	att_average_negative	vik_bonecrushing_1	false
inf_pik	stat_bonus_vs_infantry	3.0	att_good	sw_dane_axe_infantry_bonus_1	true
inf_pik	stat_bonus_vs_infantry	6.0	att_excellent	sw_dane_axe_infantry_bonus_2	true
inf_mis	stat_weapon_range	1.0	att_very_poor		false
inf_mis	stat_weapon_range	10.0	att_poor		true
inf_mis	stat_weapon_range	95.0	att_average_negative		false
inf_mis	stat_weapon_range	140.0	att_good		true
inf_mis	stat_weapon_range	155.0	att_excellent		true
inf_mis	stat_accuracy	1.0	att_very_poor		false
inf_mis	stat_accuracy	6.0	att_poor		true
inf_mis	stat_accuracy	10.0	att_average_negative		false
inf_mis	stat_accuracy	24.0	att_good		true
inf_mis	stat_accuracy	32.0	att_excellent		true
