key	group	initial_unit_count	pool	faction_requirement	subculture_requirement	tech_requirement
9370	sco_cateran_axemen	3	pictish			
9388	sco_highland_archers	3	pictish			
9404	sco_lowland_raiders	3	pictish			
9409	sco_mormaer_horsemen	3	pictish			
9417	sco_royal_cavalry	1	pictish			
9353	sco_sword_band	2	pictish			
9360	sco_sword_warriors	2	pictish			
9427	sco_wolf_hounds	3	pictish			
9968	vik_jomsvikings	1	pictish			
10137	vik_thrall_axemen	2	pictish			
10104	wel_mailed_axemen	3	pictish			
9705	dan_anglian_marauders	2	scottish			
10060	dan_jarls_huscarls	1	scottish			
9598	dan_mailed_horsemen	0	scottish			
9758	dan_northumbrian_mailed_thegns	2	scottish			
9867	eng_mailed_thegns	0	scottish			
9267	eng_marcher_armoured_spearmen	2	scottish			
9294	sco_alban_crossbowmen	3	scottish			
9313	sco_alban_levy_javelinmen	2	scottish			
9241	sco_alban_levy_spearmen	3	scottish			
9249	sco_alban_spearmen	3	scottish			
9277	sco_alban_warriors	0	scottish			
9338	sco_catapult	2	scottish			
9287	sco_cateran_axemen	3	scottish			
9286	sco_cateran_levy	3	scottish			
9301	sco_highland_archers	3	scottish			
9306	sco_lowland_crossbowmen	3	scottish			
9321	sco_lowland_raiders	3	scottish			
9326	sco_mormaer_horsemen	3	scottish			
9328	sco_royal_cavalry	1	scottish			
9257	sco_schiltron	3	scottish			
9270	sco_sword_band	2	scottish			
9275	sco_sword_warriors	2	scottish			
9335	sco_wolf_hounds	3	scottish			
9958	vik_jomsvikings	1	scottish			
10129	vik_thrall_axemen	2	scottish			
10101	wel_mailed_axemen	3	scottish			
9685	dan_anglian_marauders	2	vik_fact_east_engle			
8181	dan_anglian_raiders	3	vik_fact_east_engle			
8203	dan_archers	3	vik_fact_east_engle			
8172	dan_axemen	3	vik_fact_east_engle			
8188	dan_berserkers	0	vik_fact_east_engle			
8230	dan_catapult	2	vik_fact_east_engle			
8198	dan_ceorl_archers	3	vik_fact_east_engle			
8162	dan_ceorl_axemen	3	vik_fact_east_engle			
8125	dan_ceorl_spearmen	3	vik_fact_east_engle			
8186	dan_huscarls	1	vik_fact_east_engle			
8222	dan_jarls_horsemen	1	vik_fact_east_engle			
10037	dan_jarls_huscarls	1	vik_fact_east_engle			
8210	dan_javelinmen	2	vik_fact_east_engle			
9576	dan_mailed_horsemen	0	vik_fact_east_engle			
8154	dan_mailed_swordsmen	0	vik_fact_east_engle			
9745	dan_northumbrian_mailed_thegns	2	vik_fact_east_engle			
8213	dan_scout_horsemen	3	vik_fact_east_engle			
8129	dan_spearmen	3	vik_fact_east_engle			
8150	dan_sword_hersir	2	vik_fact_east_engle			
8140	dan_sword_hirdmen	2	vik_fact_east_engle			
9846	eng_mailed_thegns	0	vik_fact_east_engle			
8131	est_norse_hersir	3	vik_fact_east_engle			
9935	vik_jomsvikings	1	vik_fact_east_engle			
9624	dan_anglian_marauders	2	vik_fact_mierce			
9983	dan_jarls_huscarls	1	vik_fact_mierce			
9521	dan_mailed_horsemen	0	vik_fact_mierce			
9717	dan_northumbrian_mailed_thegns	2	vik_fact_mierce			
8776	eng_catapult	2	vik_fact_mierce			
8727	eng_ceorl_archers	3	vik_fact_mierce			
8717	eng_ceorl_axemen	3	vik_fact_mierce			
8746	eng_ceorl_javelinmen	2	vik_fact_mierce			
8688	eng_ceorl_spearmen	3	vik_fact_mierce			
8767	eng_earls_horsemen	1	vik_fact_mierce			
8708	eng_earls_spearmen	0	vik_fact_mierce			
8732	eng_fyrd_archers	3	vik_fact_mierce			
8718	eng_fyrd_axemen	3	vik_fact_mierce			
8753	eng_fyrd_javelinmen	2	vik_fact_mierce			
8689	eng_fyrd_spearmen	3	vik_fact_mierce			
8719	eng_long_axemen	3	vik_fact_mierce			
8764	eng_mailed_horsemen	2	vik_fact_mierce			
9790	eng_mailed_thegns	0	vik_fact_mierce			
8695	eng_marcher_spearmen	3	vik_fact_mierce			
8738	eng_militia_fyrd_archers	3	vik_fact_mierce			
8759	eng_scout_horsemen	3	vik_fact_mierce			
8710	eng_seax_warriors	3	vik_fact_mierce			
8702	eng_thegn_spearmen	2	vik_fact_mierce			
8714	eng_thegns	2	vik_fact_mierce			
9888	vik_jomsvikings	1	vik_fact_mierce			
10119	vik_thrall_axemen	2	vik_fact_mierce			
10080	wel_mailed_axemen	3	vik_fact_mierce			
9634	dan_anglian_marauders	2	vik_fact_northleode			
9990	dan_jarls_huscarls	1	vik_fact_northleode			
9530	dan_mailed_horsemen	0	vik_fact_northleode			
9718	dan_northumbrian_mailed_thegns	2	vik_fact_northleode			
8886	eng_catapult	2	vik_fact_northleode			
8855	eng_ceorl_archers	3	vik_fact_northleode			
8844	eng_ceorl_axemen	3	vik_fact_northleode			
8864	eng_ceorl_javelinmen	2	vik_fact_northleode			
8807	eng_ceorl_spearmen	3	vik_fact_northleode			
8885	eng_earls_horsemen	1	vik_fact_northleode			
8853	eng_fyrd_axemen	3	vik_fact_northleode			
9794	eng_mailed_thegns	0	vik_fact_northleode			
8783	eng_north_champion	0	vik_fact_northleode			
8790	eng_north_horsemen	1	vik_fact_northleode			
8860	eng_north_hunters	3	vik_fact_northleode			
8872	eng_north_javelinmen	3	vik_fact_northleode			
8797	eng_north_spearmen	3	vik_fact_northleode			
8875	eng_scout_horsemen	3	vik_fact_northleode			
8839	eng_seax_warriors	3	vik_fact_northleode			
8825	eng_thegn_spearmen	2	vik_fact_northleode			
8840	eng_thegns	2	vik_fact_northleode			
9895	vik_jomsvikings	1	vik_fact_northleode			
10120	vik_thrall_axemen	2	vik_fact_northleode			
10085	wel_mailed_axemen	3	vik_fact_northleode			
9689	dan_anglian_marauders	2	vik_fact_northymbre			
8081	dan_anglian_raiders	3	vik_fact_northymbre			
8098	dan_archers	3	vik_fact_northymbre			
8073	dan_axemen	3	vik_fact_northymbre			
8090	dan_berserkers	0	vik_fact_northymbre			
8124	dan_catapult	2	vik_fact_northymbre			
8093	dan_ceorl_archers	3	vik_fact_northymbre			
8068	dan_ceorl_axemen	3	vik_fact_northymbre			
8038	dan_ceorl_spearmen	3	vik_fact_northymbre			
8083	dan_huscarls	1	vik_fact_northymbre			
8120	dan_jarls_horsemen	1	vik_fact_northymbre			
10038	dan_jarls_huscarls	1	vik_fact_northymbre			
8101	dan_javelinmen	2	vik_fact_northymbre			
9586	dan_mailed_horsemen	0	vik_fact_northymbre			
8062	dan_mailed_swordsmen	0	vik_fact_northymbre			
9747	dan_northumbrian_mailed_thegns	2	vik_fact_northymbre			
8046	dan_northumbrian_thegns	1	vik_fact_northymbre			
8110	dan_scout_horsemen	3	vik_fact_northymbre			
8045	dan_spearmen	3	vik_fact_northymbre			
8053	dan_sword_hirdmen	2	vik_fact_northymbre			
9848	eng_mailed_thegns	0	vik_fact_northymbre			
8051	est_norse_hersir	3	vik_fact_northymbre			
9941	vik_jomsvikings	1	vik_fact_northymbre			
9703	dan_anglian_marauders	2	vik_fact_strat_clut			
10054	dan_jarls_huscarls	1	vik_fact_strat_clut			
9596	dan_mailed_horsemen	0	vik_fact_strat_clut			
9757	dan_northumbrian_mailed_thegns	2	vik_fact_strat_clut			
9862	eng_mailed_thegns	0	vik_fact_strat_clut			
9953	vik_jomsvikings	1	vik_fact_strat_clut			
10127	vik_thrall_axemen	2	vik_fact_strat_clut			
9057	wel_archers	3	vik_fact_strat_clut			
9037	wel_armoured_swordsmen	2	vik_fact_strat_clut			
9056	wel_axemen	3	vik_fact_strat_clut			
9122	wel_catapult	2	vik_fact_strat_clut			
9058	wel_helwyr	3	vik_fact_strat_clut			
9084	wel_horsemen	3	vik_fact_strat_clut			
9047	wel_levy_axemen	3	vik_fact_strat_clut			
9069	wel_levy_javelinmen	2	vik_fact_strat_clut			
9014	wel_levy_spearmen	3	vik_fact_strat_clut			
9064	wel_longbowmen	3	vik_fact_strat_clut			
10097	wel_mailed_axemen	3	vik_fact_strat_clut			
9045	wel_mailed_swordsmen	1	vik_fact_strat_clut			
9103	wel_old_north_uchelwr	1	vik_fact_strat_clut			
9024	wel_royal_spearmen	2	vik_fact_strat_clut			
9109	wel_royal_uchelwr	0	vik_fact_strat_clut			
9074	wel_scout_horsemen	3	vik_fact_strat_clut			
9020	wel_spearmen	3	vik_fact_strat_clut			
9029	wel_swordsmen	2	vik_fact_strat_clut			
9093	wel_uchelwr	1	vik_fact_strat_clut			
9114	wel_war_hounds	3	vik_fact_strat_clut			
9618	dan_anglian_marauders	2	vik_fact_west_seaxe			
9977	dan_jarls_huscarls	1	vik_fact_west_seaxe			
9514	dan_mailed_horsemen	0	vik_fact_west_seaxe			
9710	dan_northumbrian_mailed_thegns	2	vik_fact_west_seaxe			
8685	eng_catapult	2	vik_fact_west_seaxe			
8652	eng_ceorl_archers	3	vik_fact_west_seaxe			
8641	eng_ceorl_axemen	3	vik_fact_west_seaxe			
8664	eng_ceorl_javelinmen	2	vik_fact_west_seaxe			
8606	eng_ceorl_spearmen	3	vik_fact_west_seaxe			
8680	eng_earls_horsemen	1	vik_fact_west_seaxe			
8660	eng_fyrd_archers	3	vik_fact_west_seaxe			
8643	eng_fyrd_axemen	3	vik_fact_west_seaxe			
8668	eng_fyrd_javelinmen	2	vik_fact_west_seaxe			
8611	eng_fyrd_spearmen	3	vik_fact_west_seaxe			
8644	eng_long_axemen	3	vik_fact_west_seaxe			
9786	eng_mailed_thegns	0	vik_fact_west_seaxe			
8634	eng_royal_thegns	0	vik_fact_west_seaxe			
8669	eng_scout_horsemen	3	vik_fact_west_seaxe			
8632	eng_seax_warriors	3	vik_fact_west_seaxe			
8663	eng_select_fyrd_archers	3	vik_fact_west_seaxe			
8620	eng_select_fyrd_spearmen	3	vik_fact_west_seaxe			
8670	eng_thegn_horsemen	2	vik_fact_west_seaxe			
8624	eng_thegn_spearmen	2	vik_fact_west_seaxe			
8633	eng_thegns	2	vik_fact_west_seaxe			
9882	vik_jomsvikings	1	vik_fact_west_seaxe			
10111	vik_thrall_axemen	2	vik_fact_west_seaxe			
10074	wel_mailed_axemen	3	vik_fact_west_seaxe			
9699	dan_anglian_marauders	2	welsh			
10045	dan_jarls_huscarls	1	welsh			
9594	dan_mailed_horsemen	0	welsh			
9748	dan_northumbrian_mailed_thegns	2	welsh			
9854	eng_mailed_thegns	0	welsh			
9945	vik_jomsvikings	1	welsh			
10121	vik_thrall_axemen	2	welsh			
8949	wel_archers	3	welsh			
8930	wel_armoured_swordsmen	2	welsh			
8948	wel_axemen	3	welsh			
9010	wel_catapult	2	welsh			
8955	wel_helwyr	3	welsh			
8987	wel_horsemen	3	welsh			
8968	wel_hunters	2	welsh			
8938	wel_levy_axemen	3	welsh			
8977	wel_levy_javelinmen	2	welsh			
8893	wel_levy_spearmen	3	welsh			
8960	wel_longbowmen	3	welsh			
10092	wel_mailed_axemen	3	welsh			
8911	wel_royal_spearmen	2	welsh			
9003	wel_royal_uchelwr	0	welsh			
8980	wel_scout_horsemen	3	welsh			
8903	wel_spearmen	3	welsh			
8923	wel_swordsmen	2	welsh			
8920	wel_teulu_spear_guard	1	welsh			
8994	wel_uchelwr	1	welsh			
9007	wel_war_hounds	3	welsh			
