faction	general_unit	unit	siege_unit_attacker	siege_unit_defender
vik_fact_west_seaxe	false	eng_thegn_horsemen	true	true
vik_fact_mierce	false	eng_thegn_spearmen	true	true
vik_fact_west_seaxe	false	eng_thegn_spearmen	true	true
vik_fact_mierce	false	eng_thegns	true	true
vik_fact_west_seaxe	false	eng_thegns	true	true
vik_fact_dyflin	false	est_archers	true	true
vik_fact_sudreyar	false	est_archers	true	true
vik_fact_dyflin	false	est_axe_warriors	true	true
vik_fact_dyflin	false	est_axemen	true	true
vik_fact_sudreyar	false	est_axemen	true	true
vik_fact_dyflin	false	est_catapult	true	true
vik_fact_sudreyar	false	est_catapult	true	true
vik_fact_sudreyar	false	est_champions	true	true
vik_fact_dyflin	true	est_hearthguard	true	true
vik_fact_sudreyar	true	est_hearthguard	true	true
vik_fact_dyflin	false	est_hirdmen	true	true
vik_fact_sudreyar	false	est_hirdmen	true	true
vik_fact_dyflin	false	est_hunters	true	true
vik_fact_sudreyar	false	est_hunters	true	true
vik_fact_dyflin	false	est_kerns	true	true
vik_fact_sudreyar	false	est_levy_javelinmen	true	true
vik_fact_dyflin	false	est_long_axes	true	true
vik_fact_sudreyar	false	est_long_axes	true	true
vik_fact_dyflin	false	est_mailed_axemen	true	true
vik_fact_sudreyar	false	est_mailed_axemen	true	true
vik_fact_dyflin	false	est_marauders	true	true
vik_fact_sudreyar	false	est_marauders	true	true
vik_fact_sudreyar	false	est_norse_hersir	true	true
vik_fact_dyflin	false	est_norse_mailed_hersir	true	true
vik_fact_sudreyar	false	est_norse_warriors	true	true
vik_fact_dyflin	false	est_raiders	true	true
vik_fact_dyflin	true	est_royal_huskarls	true	true
vik_fact_sudreyar	true	est_royal_huskarls	true	true
vik_fact_dyflin	false	est_scouts	true	true
vik_fact_sudreyar	false	est_scouts	true	true
vik_fact_dyflin	false	est_shield_biters	true	true
vik_fact_sudreyar	false	est_shield_biters	true	true
vik_fact_dyflin	false	est_spear_guard	true	true
vik_fact_sudreyar	false	est_spear_guard	true	true
vik_fact_sudreyar	false	est_spear_hirdmen	true	true
vik_fact_dyflin	false	est_spearband	true	true
vik_fact_sudreyar	false	est_spearband	true	true
vik_fact_dyflin	false	est_warband	true	true
vik_fact_mide	false	iri_airig_mailed_horsemen	true	true
vik_fact_mide	false	iri_mailed_fianna	true	true
vik_fact_mide	false	iri_airig_warband	true	true
vik_fact_mide	false	iri_catapult	true	true
vik_fact_mide	false	iri_fianna_band	true	true
vik_fact_mide	false	iri_foreign_warriors	true	true
vik_fact_mide	false	iri_serf_archers	true	true
vik_fact_mide	false	iri_freemen_axemen	true	true
vik_fact_mide	false	iri_freemen_spearmen	true	true
vik_fact_mide	false	iri_horse_boys	true	true
vik_fact_mide	true	iri_household_horsemen	true	true
vik_fact_mide	true	iri_household_riders	true	true
vik_fact_mide	false	iri_kern_axemen	true	true
vik_fact_mide	false	iri_kern_raiders	true	true
vik_fact_mide	false	iri_kern_spearmen	true	true
vik_fact_mide	false	iri_kerns	true	true
vik_fact_mide	false	iri_spear_raiders	true	true
vik_fact_mide	false	iri_wolf_hounds	true	true
vik_fact_mide	false	iri_wood_kerns	true	true
vik_fact_normaunds	false	nor_archers	true	true
vik_fact_normaunds	false	nor_axe_levy	true	true
vik_fact_normaunds	false	nor_axemen	true	true
vik_fact_normaunds	false	nor_catapult	true	true
vik_fact_gwined	false	wel_uchelwr	true	true
vik_fact_normaunds	false	nor_cavalry	true	true
vik_fact_normaunds	false	nor_flemish_crossbowmen	true	true
vik_fact_normaunds	false	nor_foot_soldiers	true	true
vik_fact_normaunds	false	nor_horsemen	true	true
vik_fact_normaunds	false	nor_knights	true	true
vik_fact_normaunds	false	nor_levy_archers	true	true
vik_fact_normaunds	false	nor_levy_spearmen	true	true
vik_fact_normaunds	false	nor_mailed_spearmen	true	true
vik_fact_normaunds	false	nor_maine_warriors	true	true
vik_fact_normaunds	true	nor_miles	true	true
vik_fact_normaunds	false	nor_scout_cavalry	true	true
vik_fact_normaunds	false	nor_shield_wall	true	true
vik_fact_normaunds	false	nor_spearmen	true	true
vik_fact_normaunds	false	nor_swordsmen	true	true
vik_fact_circenn	false	sco_alban_crossbowmen	true	true
vik_fact_circenn	false	sco_alban_levy_javelinmen	true	true
vik_fact_circenn	false	sco_alban_levy_spearmen	true	true
vik_fact_circenn	false	sco_alban_spearmen	true	true
vik_fact_circenn	false	sco_alban_warriors	true	true
vik_fact_circenn	false	sco_catapult	true	true
vik_fact_circenn	false	sco_cateran_axemen	true	true
vik_fact_circenn	false	sco_cateran_levy	true	true
vik_fact_circenn	false	sco_highland_archers	true	true
vik_fact_circenn	true	sco_royal_followers	true	true
vik_fact_circenn	false	sco_lowland_crossbowmen	true	true
vik_fact_circenn	false	sco_lowland_raiders	true	true
vik_fact_circenn	false	sco_mormaer_horsemen	true	true
vik_fact_circenn	true	sco_royal_bodyguard	true	true
vik_fact_circenn	false	sco_royal_cavalry	true	true
vik_fact_circenn	false	sco_schiltron	true	true
vik_fact_circenn	false	sco_sword_band	true	true
vik_fact_circenn	false	sco_sword_warriors	true	true
vik_fact_circenn	false	sco_wolf_hounds	true	true
vik_fact_east_engle	false	shp_dan_anglian_raiders	true	true
vik_fact_east_engle	false	shp_dan_archers	true	true
vik_fact_northymbre	false	shp_dan_archers	true	true
vik_fact_east_engle	false	shp_dan_axemen	true	true
vik_fact_northymbre	false	shp_dan_axemen	true	true
vik_fact_east_engle	false	shp_dan_berserkers	true	true
vik_fact_northymbre	false	shp_dan_berserkers	true	true
vik_fact_east_engle	false	shp_dan_ceorl_archers	true	true
vik_fact_northymbre	false	shp_dan_ceorl_archers	true	true
vik_fact_east_engle	false	shp_dan_ceorl_axemen	true	true
vik_fact_northymbre	false	shp_dan_ceorl_axemen	true	true
vik_fact_east_engle	false	shp_dan_ceorl_spearmen	true	true
vik_fact_northymbre	false	shp_dan_ceorl_spearmen	true	true
vik_fact_northymbre	false	shp_dan_anglian_raiders	true	true
vik_fact_east_engle	false	shp_dan_huscarls	true	true
vik_fact_northymbre	false	shp_dan_huscarls	true	true
vik_fact_east_engle	false	shp_dan_ceorl_javelinmen	true	true
vik_fact_northymbre	false	shp_dan_javelinmen	true	true
vik_fact_east_engle	false	shp_dan_mailed_swordsmen	true	true
vik_fact_northymbre	false	shp_dan_mailed_swordsmen	true	true
vik_fact_northymbre	false	shp_dan_northumbrian_thegns	true	true
vik_fact_east_engle	true	shp_dan_royal_huscarls	true	true
vik_fact_northymbre	true	shp_dan_royal_huscarls	true	true
vik_fact_east_engle	false	shp_dan_spearmen	true	true
vik_fact_northymbre	false	shp_dan_spearmen	true	true
vik_fact_east_engle	false	shp_dan_sword_hersir	true	true
vik_fact_east_engle	false	shp_dan_sword_hirdmen	true	true
vik_fact_northymbre	false	shp_est_norse_hersir	true	true
vik_fact_east_engle	true	shp_dan_warlords_companions	true	true
vik_fact_northymbre	true	shp_dan_warlords_companions	true	true
vik_fact_mierce	false	shp_eng_ceorl_archers	true	true
vik_fact_west_seaxe	false	shp_eng_ceorl_archers	true	true
vik_fact_mierce	false	shp_eng_ceorl_axemen	true	true
vik_fact_west_seaxe	false	shp_eng_ceorl_axemen	true	true
vik_fact_mierce	false	shp_eng_ceorl_javelinmen	true	true
vik_fact_west_seaxe	false	shp_eng_ceorl_javelinmen	true	true
vik_fact_mierce	false	shp_eng_ceorl_spearmen	true	true
vik_fact_west_seaxe	false	shp_eng_ceorl_spearmen	true	true
vik_fact_mierce	false	shp_eng_earls_spearmen	true	true
vik_fact_mierce	false	shp_eng_fyrd_archers	true	true
vik_fact_west_seaxe	false	shp_eng_fyrd_archers	true	true
vik_fact_mierce	false	shp_eng_fyrd_axemen	true	true
vik_fact_west_seaxe	false	shp_eng_fyrd_axemen	true	true
vik_fact_mierce	false	shp_eng_fyrd_javelinmen	true	true
vik_fact_west_seaxe	false	shp_eng_fyrd_javelinmen	true	true
vik_fact_mierce	false	shp_eng_fyrd_spearmen	true	true
vik_fact_west_seaxe	false	shp_eng_fyrd_spearmen	true	true
vik_fact_mierce	false	shp_eng_long_axemen	true	true
vik_fact_west_seaxe	false	shp_eng_long_axemen	true	true
vik_fact_mierce	false	shp_eng_earls_thegns	true	true
vik_fact_mierce	false	shp_eng_marcher_spearmen	true	true
vik_fact_mierce	false	shp_eng_militia_fyrd_archers	true	true
vik_fact_mierce	true	shp_eng_royal_bodyguard	true	true
vik_fact_west_seaxe	true	shp_eng_royal_bodyguard	true	true
vik_fact_mierce	true	shp_eng_royal_companions	true	true
vik_fact_west_seaxe	true	shp_eng_royal_companions	true	true
vik_fact_west_seaxe	false	shp_eng_royal_thegns	true	true
vik_fact_mierce	false	shp_eng_seax_warriors	true	true
vik_fact_west_seaxe	false	shp_eng_seax_warriors	true	true
vik_fact_west_seaxe	false	shp_eng_select_fyrd_archers	true	true
vik_fact_west_seaxe	false	shp_eng_select_fyrd_spearmen	true	true
vik_fact_mierce	false	shp_eng_thegn_spearmen	true	true
vik_fact_west_seaxe	false	shp_eng_thegn_spearmen	true	true
vik_fact_west_seaxe	false	shp_eng_thegns	true	true
vik_fact_dyflin	false	shp_est_archers	true	true
vik_fact_sudreyar	false	shp_est_archers	true	true
vik_fact_dyflin	false	shp_est_axe_warriors	true	true
vik_fact_dyflin	false	shp_est_axemen	true	true
vik_fact_sudreyar	false	shp_est_axemen	true	true
vik_fact_sudreyar	false	shp_est_champions	true	true
vik_fact_dyflin	true	shp_est_hearthguard	true	true
vik_fact_sudreyar	true	shp_est_hearthguard	true	true
vik_fact_dyflin	false	shp_est_hirdmen	true	true
vik_fact_sudreyar	false	shp_est_hirdmen	true	true
vik_fact_dyflin	false	shp_est_hunters	true	true
vik_fact_sudreyar	false	shp_est_hunters	true	true
vik_fact_dyflin	false	shp_est_kerns	true	true
vik_fact_sudreyar	false	shp_est_levy_javelinmen	true	true
vik_fact_dyflin	false	shp_est_long_axes	true	true
vik_fact_sudreyar	false	shp_est_long_axes	true	true
vik_fact_dyflin	false	shp_est_mailed_axemen	true	true
vik_fact_sudreyar	false	shp_est_mailed_axemen	true	true
vik_fact_dyflin	false	shp_est_marauders	true	true
vik_fact_sudreyar	false	shp_est_marauders	true	true
vik_fact_dyflin	false	shp_est_norse_hersir	true	true
vik_fact_sudreyar	false	shp_est_norse_hersir	true	true
vik_fact_sudreyar	false	shp_est_norse_warriors	true	true
vik_fact_dyflin	false	shp_est_norse_warriors	true	true
vik_fact_dyflin	true	shp_est_royal_huskarls	true	true
vik_fact_sudreyar	true	shp_est_royal_huskarls	true	true
vik_fact_dyflin	false	shp_est_shield_biters	true	true
vik_fact_sudreyar	false	shp_est_shield_biters	true	true
vik_fact_dyflin	false	shp_est_spear_guard	true	true
vik_fact_sudreyar	false	shp_est_spear_guard	true	true
vik_fact_sudreyar	false	shp_est_spear_hirdmen	true	true
vik_fact_dyflin	false	shp_est_spearmen	true	true
vik_fact_sudreyar	false	shp_est_spearband	true	true
vik_fact_dyflin	false	shp_est_warband	true	true
vik_fact_mide	true	shp_iri_household_horsemen	true	true
vik_fact_mide	false	shp_iri_airig_warband	true	true
vik_fact_mide	false	shp_iri_fianna_band	true	true
vik_fact_mide	false	shp_iri_foreign_warriors	true	true
vik_fact_mide	false	shp_iri_serf_archers	true	true
vik_fact_mide	false	shp_iri_freemen_axemen	true	true
vik_fact_mide	false	shp_iri_freemen_spearmen	true	true
vik_fact_mide	false	shp_iri_kern_axemen	true	true
vik_fact_mide	false	shp_iri_kern_spearmen	true	true
vik_fact_mide	false	shp_iri_kerns	true	true
vik_fact_mide	false	shp_iri_spear_raiders	true	true
vik_fact_mide	false	shp_iri_wood_kerns	true	true
vik_fact_normaunds	false	shp_nor_archers	true	true
vik_fact_normaunds	false	shp_nor_axe_levy	true	true
vik_fact_normaunds	false	shp_nor_axemen	true	true
vik_fact_normaunds	false	shp_nor_flemish_crossbowmen	true	true
vik_fact_normaunds	false	shp_nor_foot_soldiers	true	true
vik_fact_normaunds	true	shp_nor_foot_soldiers	true	true
vik_fact_normaunds	false	shp_nor_levy_archers	true	true
vik_fact_normaunds	false	shp_nor_levy_spearmen	true	true
vik_fact_normaunds	false	shp_nor_mailed_spearmen	true	true
vik_fact_normaunds	false	shp_nor_maine_warriors	true	true
vik_fact_normaunds	false	shp_nor_shield_wall	true	true
vik_fact_normaunds	false	shp_nor_spearmen	true	true
vik_fact_normaunds	false	shp_nor_swordsmen	true	true
vik_fact_circenn	false	shp_sco_alban_crossbowmen	true	true
vik_fact_circenn	false	shp_sco_alban_levy_javelinmen	true	true
vik_fact_circenn	false	shp_sco_alban_levy_spearmen	true	true
vik_fact_circenn	false	shp_sco_alban_spearmen	true	true
vik_fact_circenn	false	shp_sco_alban_warriors	true	true
vik_fact_circenn	true	shp_sco_royal_followers	true	true
vik_fact_circenn	false	shp_sco_cateran_axemen	true	true
vik_fact_circenn	false	shp_sco_cateran_levy	true	true
vik_fact_circenn	false	shp_sco_highland_archers	true	true
vik_fact_circenn	false	shp_sco_lowland_crossbowmen	true	true
vik_fact_circenn	false	shp_sco_schiltron	true	true
vik_fact_circenn	false	shp_sco_sword_band	true	true
vik_fact_circenn	false	shp_sco_sword_warriors	true	true
vik_fact_norse	false	shp_est_archers	true	true
vik_fact_norse	false	shp_est_marauders	true	true
vik_fact_norse	false	shp_est_mailed_axemen	true	true
vik_fact_norse	false	shp_est_spearband	true	true
vik_fact_norse	true	shp_est_hearthguard	true	true
vik_fact_norse	false	shp_est_hunters	true	true
vik_fact_norse	false	shp_vik_jomsvikings	true	true
vik_fact_norse	false	shp_est_long_axes	true	true
vik_fact_norse	false	shp_vik_mailed_archers	true	true
vik_fact_norse	false	shp_est_champions	true	true
vik_fact_norse	false	shp_est_hirdmen	true	true
vik_fact_norse	true	shp_est_royal_huskarls	true	true
vik_fact_norse	false	shp_est_shield_biters	true	true
vik_fact_norse	false	shp_est_levy_javelinmen	true	true
vik_fact_norse	false	shp_est_spear_guard	true	true
vik_fact_norse	false	shp_est_spear_hirdmen	true	true
vik_fact_norse	false	shp_est_norse_hersir	true	true
vik_fact_norse	false	shp_est_norse_warriors	true	true
vik_fact_norse	false	shp_vik_thrall_axemen	true	true
vik_fact_norse	false	shp_est_warband	true	true
vik_fact_gwined	false	shp_wel_archers	true	true
vik_fact_strat_clut	false	shp_wel_archers	true	true
vik_fact_gwined	false	shp_wel_armoured_swordsmen	true	true
vik_fact_strat_clut	false	shp_wel_armoured_swordsmen	true	true
vik_fact_gwined	false	shp_wel_axemen	true	true
vik_fact_strat_clut	false	shp_wel_axemen	true	true
vik_fact_gwined	false	shp_wel_helwyr	true	true
vik_fact_strat_clut	false	shp_wel_helwyr	true	true
vik_fact_gwined	false	shp_wel_hunters	true	true
vik_fact_gwined	false	shp_wel_levy_axemen	true	true
vik_fact_strat_clut	false	shp_wel_levy_axemen	true	true
vik_fact_gwined	false	shp_wel_levy_javelinmen	true	true
vik_fact_strat_clut	false	wel_royal_spearmen	true	true
vik_fact_strat_clut	false	shp_wel_levy_javelinmen	true	true
vik_fact_gwined	false	shp_wel_levy_spearmen	true	true
vik_fact_strat_clut	false	shp_wel_levy_spearmen	true	true
vik_fact_gwined	false	shp_wel_longbowmen	true	true
vik_fact_strat_clut	false	shp_wel_longbowmen	true	true
vik_fact_strat_clut	false	shp_wel_mailed_swordsmen	true	true
vik_fact_gwined	false	shp_wel_royal_spearmen	true	true
vik_fact_strat_clut	false	shp_wel_royal_spearmen	true	true
vik_fact_gwined	true	shp_wel_royal_spearmen	true	true
vik_fact_sudreyar	false	shp_est_berserkers	true	true
vik_fact_strat_clut	true	shp_wel_royal_spearmen	true	true
vik_fact_gwined	false	shp_wel_spearmen	true	true
vik_fact_strat_clut	false	shp_wel_spearmen	true	true
vik_fact_gwined	false	shp_wel_swordsmen	true	true
vik_fact_strat_clut	false	shp_wel_swordsmen	true	true
vik_fact_gwined	false	shp_wel_teulu_spear_guard	true	true
vik_fact_gwined	true	shp_wel_teulu_spear_guard	true	true
vik_fact_strat_clut	true	shp_wel_teulu_spear_guard	true	true
vik_fact_norse	false	est_archers	true	true
vik_fact_norse	false	est_marauders	true	true
vik_fact_norse	false	est_mailed_axemen	true	true
vik_fact_norse	false	est_catapult	true	true
vik_fact_norse	false	est_spearband	true	true
vik_fact_norse	true	est_hearthguard	true	true
vik_fact_norse	false	est_hunters	true	true
vik_fact_norse	false	vik_jomsvikings	true	true
vik_fact_norse	false	est_long_axes	true	true
vik_fact_norse	false	vik_mailed_archers	true	true
vik_fact_norse	false	est_champions	true	true
vik_fact_norse	false	est_hirdmen	true	true
vik_fact_norse	true	est_royal_huskarls	true	true
vik_fact_norse	false	est_scouts	true	true
vik_fact_norse	false	est_shield_biters	true	true
vik_fact_norse	false	est_levy_javelinmen	true	true
vik_fact_norse	false	est_spear_guard	true	true
vik_fact_norse	false	est_spear_hirdmen	true	true
vik_fact_norse	false	est_norse_hersir	true	true
vik_fact_norse	false	est_norse_warriors	true	true
vik_fact_norse	false	vik_thrall_axemen	true	true
vik_fact_norse	false	est_warband	true	true
vik_fact_gwined	false	wel_archers	true	true
vik_fact_strat_clut	false	wel_archers	true	true
vik_fact_gwined	false	wel_armoured_swordsmen	true	true
vik_fact_strat_clut	false	wel_armoured_swordsmen	true	true
vik_fact_gwined	false	wel_axemen	true	true
vik_fact_strat_clut	false	wel_axemen	true	true
vik_fact_gwined	false	wel_catapult	true	true
vik_fact_strat_clut	false	wel_catapult	true	true
vik_fact_gwined	false	wel_helwyr	true	true
vik_fact_strat_clut	false	wel_helwyr	true	true
vik_fact_gwined	false	wel_horsemen	true	true
vik_fact_strat_clut	false	wel_horsemen	true	true
vik_fact_gwined	false	wel_hunters	true	true
vik_fact_gwined	false	wel_levy_axemen	true	true
vik_fact_strat_clut	false	wel_levy_axemen	true	true
vik_fact_gwined	false	wel_levy_javelinmen	true	true
vik_fact_strat_clut	false	wel_levy_javelinmen	true	true
vik_fact_gwined	false	wel_levy_spearmen	true	true
vik_fact_strat_clut	false	wel_levy_spearmen	true	true
vik_fact_gwined	false	wel_longbowmen	true	true
vik_fact_strat_clut	false	wel_longbowmen	true	true
vik_fact_strat_clut	false	wel_mailed_swordsmen	true	true
vik_fact_strat_clut	false	wel_old_north_uchelwr	true	true
vik_fact_gwined	false	wel_royal_spearmen	true	true
vik_fact_gwined	true	wel_royal_teulu	true	true
vik_fact_strat_clut	true	wel_royal_teulu	true	true
vik_fact_gwined	false	wel_royal_uchelwr	true	true
vik_fact_strat_clut	false	wel_royal_uchelwr	true	true
vik_fact_gwined	false	wel_scout_horsemen	true	true
vik_fact_strat_clut	false	wel_scout_horsemen	true	true
vik_fact_gwined	false	wel_spearmen	true	true
vik_fact_strat_clut	false	wel_spearmen	true	true
vik_fact_gwined	false	wel_swordsmen	true	true
vik_fact_strat_clut	false	wel_swordsmen	true	true
vik_fact_gwined	false	wel_teulu_spear_guard	true	true
vik_fact_gwined	true	wel_teulu	true	true
vik_fact_strat_clut	true	wel_teulu	true	true
vik_fact_strat_clut	false	wel_uchelwr	true	true
vik_fact_gwined	false	wel_war_hounds	true	true
vik_fact_mide	false	shp_iri_mailed_fianna	true	true
vik_fact_sudreyar	false	vik_mailed_archers	true	true
vik_fact_sudreyar	false	shp_vik_mailed_archers	true	true
vik_fact_dyflin	false	est_norse_warriors	true	true
vik_fact_dyflin	false	est_norse_hersir	true	true
vik_fact_east_engle	false	est_norse_hersir	true	true
vik_fact_northymbre	false	est_norse_hersir	true	true
vik_fact_northymbre	false	dan_anglian_raiders	true	true
vik_fact_northymbre	false	shp_dan_sword_hirdmen	true	true
vik_fact_east_engle	false	dan_shield_biters	true	true
vik_fact_northymbre	false	dan_shield_biters	true	true
vik_fact_east_engle	false	shp_dan_shield_biters	true	true
vik_fact_northymbre	false	shp_dan_shield_biters	true	true
vik_fact_dyflin	false	est_berserkers	true	true
vik_fact_dyflin	false	shp_est_berserkers	true	true
vik_fact_sudreyar	false	est_berserkers	true	true
vik_fact_northleode	false	eng_fyrd_axemen	true	true
vik_fact_northleode	false	shp_eng_fyrd_axemen	true	true
