trait_level	effect	effect_scope	value
shield_title_vik_reg_achadh_bo_scotish_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_achadh_bo_welsh_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_achadh_bo_welsh_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_achadh_bo_welsh_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_aebburcurnig_irish_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_aebburcurnig_irish_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_aebburcurnig_irish_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_aebburcurnig_norse_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_aebburcurnig_norse_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_aebburcurnig_norse_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_aebburcurnig_saxon_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_aebburcurnig_saxon_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_aebburcurnig_saxon_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_aebburcurnig_scotish_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_aebburcurnig_scotish_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_aebburcurnig_scotish_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_aebburcurnig_welsh_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_aebburcurnig_welsh_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_aebburcurnig_welsh_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_aelmham_irish_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_aelmham_irish_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_aelmham_irish_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_aelmham_norse_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_aelmham_norse_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_aelmham_norse_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_aelmham_saxon_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_aelmham_saxon_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_aelmham_saxon_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_aelmham_scotish_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_aelmham_scotish_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_aelmham_scotish_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_aelmham_welsh_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_aelmham_welsh_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_aelmham_welsh_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_aethelingaeg_irish_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_aethelingaeg_irish_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_aethelingaeg_irish_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_aethelingaeg_norse_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_aethelingaeg_norse_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_aethelingaeg_norse_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_aethelingaeg_saxon_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_aethelingaeg_saxon_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_aethelingaeg_saxon_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_aethelingaeg_scotish_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_aethelingaeg_scotish_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_aethelingaeg_scotish_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_aethelingaeg_welsh_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_aethelingaeg_welsh_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_aethelingaeg_welsh_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_airchardan_irish_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_airchardan_irish_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_airchardan_irish_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_airchardan_norse_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_airchardan_norse_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_airchardan_norse_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_airchardan_saxon_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_airchardan_saxon_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_airchardan_saxon_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_airchardan_scotish_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_airchardan_scotish_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_airchardan_scotish_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_airchardan_welsh_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_airchardan_welsh_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_airchardan_welsh_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_alclyt_irish_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_alclyt_irish_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_alclyt_irish_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_alclyt_norse_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_alclyt_norse_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_alclyt_norse_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_alclyt_saxon_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_alclyt_saxon_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_alclyt_saxon_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_alclyt_scotish_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_alclyt_scotish_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_alclyt_scotish_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_alclyt_welsh_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_alclyt_welsh_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_alclyt_welsh_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_alt_clut_irish_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_alt_clut_irish_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_alt_clut_irish_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_alt_clut_norse_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_alt_clut_norse_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_alt_clut_norse_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_alt_clut_saxon_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_alt_clut_saxon_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_alt_clut_saxon_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_alt_clut_scotish_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_alt_clut_scotish_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_alt_clut_scotish_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_alt_clut_welsh_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_alt_clut_welsh_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_alt_clut_welsh_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_an_tinbhear_mor_irish_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_an_tinbhear_mor_irish_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_an_tinbhear_mor_irish_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_an_tinbhear_mor_norse_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_an_tinbhear_mor_norse_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_an_tinbhear_mor_norse_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_an_tinbhear_mor_saxon_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_an_tinbhear_mor_saxon_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_an_tinbhear_mor_saxon_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_an_tinbhear_mor_scotish_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_an_tinbhear_mor_scotish_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_an_tinbhear_mor_scotish_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_an_tinbhear_mor_welsh_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_an_tinbhear_mor_welsh_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_an_tinbhear_mor_welsh_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_aporcrosan_irish_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_aporcrosan_irish_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_aporcrosan_irish_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_aporcrosan_norse_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_aporcrosan_norse_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_aporcrosan_norse_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_aporcrosan_saxon_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_aporcrosan_saxon_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_aporcrosan_saxon_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_aporcrosan_scotish_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_aporcrosan_scotish_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_aporcrosan_scotish_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_aporcrosan_welsh_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_aporcrosan_welsh_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_aporcrosan_welsh_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_ard_fert_irish_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_ard_fert_irish_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_ard_fert_irish_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_ard_fert_norse_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_ard_fert_norse_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_ard_fert_norse_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_ard_fert_saxon_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_ard_fert_saxon_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_ard_fert_saxon_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_ard_fert_scotish_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_ard_fert_scotish_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_ard_fert_scotish_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_ard_fert_welsh_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_ard_fert_welsh_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_ard_fert_welsh_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_ard_macha_irish_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_ard_macha_irish_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_ard_macha_irish_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_ard_macha_norse_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_ard_macha_norse_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_ard_macha_norse_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_ard_macha_saxon_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_ard_macha_saxon_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_ard_macha_saxon_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_ard_macha_scotish_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_ard_macha_scotish_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_ard_macha_scotish_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_ard_macha_welsh_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_ard_macha_welsh_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_ard_macha_welsh_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_ard_mor_irish_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_ard_mor_irish_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_ard_mor_irish_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_ard_mor_norse_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_ard_mor_norse_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_ard_mor_norse_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_ard_mor_saxon_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_ard_mor_saxon_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_ard_mor_saxon_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_ard_mor_scotish_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_ard_mor_scotish_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_ard_mor_scotish_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_ard_mor_welsh_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_ard_mor_welsh_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_ard_mor_welsh_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_ard_sratha_irish_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_ard_sratha_irish_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_ard_sratha_irish_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_ard_sratha_norse_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_ard_sratha_norse_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_ard_sratha_norse_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_ard_sratha_saxon_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_ard_sratha_saxon_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_ard_sratha_saxon_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_ard_sratha_scotish_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_ard_sratha_scotish_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_ard_sratha_scotish_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_ard_sratha_welsh_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_ard_sratha_welsh_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_ard_sratha_welsh_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_ardach_irish_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_ardach_irish_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_ardach_irish_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_ardach_norse_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_ardach_norse_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_ardach_norse_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_ardach_saxon_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_ardach_saxon_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_ardach_saxon_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_ardach_scotish_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_ardach_scotish_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_ardach_scotish_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_ardach_welsh_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_ardach_welsh_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_ardach_welsh_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_axanbrycg_irish_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_axanbrycg_irish_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_axanbrycg_irish_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_axanbrycg_norse_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_axanbrycg_norse_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_axanbrycg_norse_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_axanbrycg_saxon_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_axanbrycg_saxon_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_axanbrycg_saxon_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_axanbrycg_scotish_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_axanbrycg_scotish_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_axanbrycg_scotish_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_axanbrycg_welsh_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_axanbrycg_welsh_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_axanbrycg_welsh_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_balla_irish_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_balla_irish_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_balla_irish_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_balla_norse_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_balla_norse_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_balla_norse_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_balla_saxon_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_balla_saxon_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_balla_saxon_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_balla_scotish_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_balla_scotish_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_balla_scotish_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_balla_welsh_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_balla_welsh_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_balla_welsh_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_basengas_irish_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_basengas_irish_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_basengas_irish_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_basengas_norse_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_basengas_norse_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_basengas_norse_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_basengas_saxon_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_basengas_saxon_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_basengas_saxon_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_basengas_scotish_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_basengas_scotish_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_basengas_scotish_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_basengas_welsh_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_basengas_welsh_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_basengas_welsh_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_bathanceaster_irish_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_bathanceaster_irish_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_bathanceaster_irish_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_bathanceaster_norse_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_bathanceaster_norse_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_bathanceaster_norse_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_bathanceaster_saxon_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_bathanceaster_saxon_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_bathanceaster_saxon_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_bathanceaster_scotish_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_bathanceaster_scotish_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_bathanceaster_scotish_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_bathanceaster_welsh_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_bathanceaster_welsh_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_bathanceaster_welsh_2	vik_influence_mod	character_to_character_own	5.0
shield_title_vik_reg_bebbanburg_irish_0	vik_influence_mod	character_to_character_own	1.0
shield_title_vik_reg_bebbanburg_irish_1	vik_influence_mod	character_to_character_own	3.0
shield_title_vik_reg_bebbanburg_irish_2	vik_influence_mod	character_to_character_own	5.0
