trait_level	effect	effect_scope	value
shield_magnate_greedy	vik_corruption_mod	general_to_province_own_when_governor	5.0
shield_magnate_greedy	vik_gdp_mod_market	faction_to_region_own_unseen	10.0
shield_magnate_seneschal	vik_political_action_cost	faction_to_faction_own	-15.0
shield_magnate_seneschal	vik_influence_mod	character_to_character_own	1.0
shield_magnate_collector	vik_tax_mod	general_to_province_own_when_governor	35.0
shield_magnate_collector	vik_influence_mod	character_to_character_own	1.0
shield_magnate_collector	vik_public_order_new_negative_characters	general_to_region_own_provincewide_when_governor	3.0
shield_magnate_legendary_magnate	vik_gdp_mod_market	faction_to_region_own_unseen	15.0
shield_magnate_legendary_magnate	vik_general_attribute_governance	character_to_character_own	2.0
shield_magnate_legendary_magnate	vik_influence_mod	character_to_character_own	1.0
shield_elder_dutifull	vik_unit_food_upkeep_reduction	general_to_force_own	-1.0
shield_elder_dutifull	shieldwall_peasants_recruitment_cost	faction_to_faction_own_unseen	-30.0
shield_elder_husbandman	vik_food_production_mod	faction_to_region_own_unseen	25.0
shield_elder_storyteller	vik_fame	character_to_faction_unseen	15.0
shield_elder_storyteller	vik_allegiance_usurper	character_to_region_own	-2.0
shield_elder_beloved	vik_public_order_new_positive_characters	general_to_region_own_provincewide_when_governor	1.0
shield_elder_beloved	vik_influence_mod	character_to_character_own	1.0
shield_elder_legendary_elder	vik_gdp_mod_farms	faction_to_region_own	50.0
shield_elder_legendary_elder	vik_general_attribute_governance	character_to_character_own	3.0
shield_warrior_champion	vik_general_bodyguard_mod_melee_skill	character_to_character_own	5.0
shield_warrior_champion	shieldwall_eventflag_single_combat	character_to_character_own	1.0
shield_warrior_proven_warrior	vik_general_bodyguard_armour_mod	character_to_character_own	5.0
shield_warrior_proven_warrior	shieldwall_eventflag_single_combat	character_to_character_own	1.0
shield_warrior_natural_leader	vik_influence_mod	character_to_character_own	2.0
shield_warrior_natural_leader	vik_general_mod_aura_size	general_to_character_own	20.0
shield_warrior_legendary_warrior	vik_general_bodyguard_size_mod	character_to_character_own	50.0
shield_item_st_oswald	vik_fame	character_to_faction_unseen	5.0
shield_item_st_oswald	vik_research_rate	character_to_faction_unseen	10.0
shield_item_stag_rack	vik_fame	character_to_faction_unseen	5.0
shield_item_stag_rack	vik_influence_mod	character_to_character_own	2.0
shield_item_boarskin	vik_fame	character_to_faction_unseen	5.0
shield_item_boarskin	vik_general_attribute_zeal	character_to_character_own	2.0
shield_item_bearskin	vik_fame	character_to_faction_unseen	5.0
shield_item_bearskin	vik_general_bodyguard_mod_melee_skill	character_to_character_own	2.0
shield_item_wolfskin	vik_fame	character_to_faction_unseen	5.0
shield_item_wolfskin	vik_unit_battle_movement	character_to_character_own	1.0
