child_key	parent_key	initial_descent_tiers	parent_link_position	child_link_position	parent_link_position_offset	child_link_position_offset
vik_eastangla_civ_religion_3	vik_eastangla_civ_religion_2	0	2	4	0.0	0.0
vik_eastangla_civ_religion_4	vik_eastangla_civ_religion_3	0	2	4	0.0	0.0
vik_eastangla_civ_religion_5	vik_eastangla_civ_religion_4	0	2	4	0.0	0.0
vik_eastangla_civ_religion_6	vik_eastangla_civ_religion_5	0	2	4	0.0	0.0
vik_gwined_civ_army_2	vik_gwined_civ_army_1	0	2	4	0.0	0.0
vik_gwined_civ_army_3	vik_gwined_civ_army_2	0	2	4	0.0	0.0
vik_gwined_civ_army_4	vik_gwined_civ_army_3	0	2	4	0.0	0.0
vik_gwined_civ_army_5	vik_gwined_civ_army_4	0	2	4	0.0	0.0
vik_gwined_civ_army_6	vik_gwined_civ_army_5	0	2	4	0.0	0.0
vik_gwined_civ_farm_2	vik_gwined_civ_farm_1	0	2	4	0.0	0.0
vik_gwined_civ_farm_3	vik_gwined_civ_farm_2	0	2	4	0.0	0.0
vik_gwined_civ_farm_4	vik_gwined_civ_farm_3	0	2	4	0.0	0.0
vik_gwined_civ_farm_5	vik_gwined_civ_farm_4	0	2	4	0.0	0.0
vik_gwined_civ_farm_6	vik_gwined_civ_farm_5	0	2	4	0.0	0.0
vik_gwined_civ_industry_2	vik_gwined_civ_industry_1	0	2	4	0.0	0.0
vik_gwined_civ_industry_3	vik_gwined_civ_industry_2	0	2	4	0.0	0.0
vik_gwined_civ_industry_4	vik_gwined_civ_industry_3	0	2	4	0.0	0.0
vik_gwined_civ_industry_5	vik_gwined_civ_industry_4	0	2	4	0.0	0.0
vik_gwined_civ_industry_6	vik_gwined_civ_industry_5	0	2	4	0.0	0.0
vik_gwined_civ_leader_2	vik_gwined_civ_leader_1	0	2	4	0.0	0.0
vik_gwined_civ_leader_3	vik_gwined_civ_leader_2	0	2	4	0.0	0.0
vik_gwined_civ_leader_4	vik_gwined_civ_leader_3	0	2	4	0.0	0.0
vik_gwined_civ_leader_5	vik_gwined_civ_leader_4	0	2	4	0.0	0.0
vik_gwined_civ_leader_6	vik_gwined_civ_leader_5	0	2	4	0.0	0.0
vik_gwined_civ_market_2	vik_gwined_civ_market_1	0	2	4	0.0	0.0
vik_gwined_civ_market_3	vik_gwined_civ_market_2	0	2	4	0.0	0.0
vik_gwined_civ_market_4	vik_gwined_civ_market_3	0	2	4	0.0	0.0
vik_gwined_civ_market_5	vik_gwined_civ_market_4	0	2	4	0.0	0.0
vik_gwined_civ_market_6	vik_gwined_civ_market_5	0	2	4	0.0	0.0
vik_gwined_civ_religion_2	vik_gwined_civ_religion_1	0	2	4	0.0	0.0
vik_gwined_civ_religion_3	vik_gwined_civ_religion_2	0	2	4	0.0	0.0
vik_gwined_civ_religion_4	vik_gwined_civ_religion_3	0	2	4	0.0	0.0
vik_gwined_civ_religion_5	vik_gwined_civ_religion_4	0	2	4	0.0	0.0
vik_gwined_civ_religion_6	vik_gwined_civ_religion_5	0	2	4	0.0	0.0
vik_irish_civ_army_2	vik_irish_civ_army_1	0	2	4	0.0	0.0
vik_irish_civ_army_3	vik_irish_civ_army_2	0	2	4	0.0	0.0
vik_irish_civ_army_4	vik_irish_civ_army_3	0	2	4	0.0	0.0
vik_irish_civ_army_5	vik_irish_civ_army_4	0	2	4	0.0	0.0
vik_irish_civ_army_6	vik_irish_civ_army_5	0	2	4	0.0	0.0
vik_irish_civ_farm_2	vik_irish_civ_farm_1	0	2	4	0.0	0.0
vik_irish_civ_farm_3	vik_irish_civ_farm_2	0	2	4	0.0	0.0
vik_irish_civ_farm_4	vik_irish_civ_farm_3	0	2	4	0.0	0.0
vik_irish_civ_farm_5	vik_irish_civ_farm_4	0	2	4	0.0	0.0
vik_irish_civ_farm_6	vik_irish_civ_farm_5	0	2	4	0.0	0.0
vik_irish_civ_industry_2	vik_irish_civ_industry_1	0	2	4	0.0	0.0
vik_irish_civ_industry_3	vik_irish_civ_industry_2	0	2	4	0.0	0.0
vik_irish_civ_industry_4	vik_irish_civ_industry_3	0	2	4	0.0	0.0
vik_irish_civ_industry_5	vik_irish_civ_industry_4	0	2	4	0.0	0.0
vik_irish_civ_industry_6	vik_irish_civ_industry_5	0	2	4	0.0	0.0
vik_irish_civ_leader_2	vik_irish_civ_leader_1	0	2	4	0.0	0.0
vik_irish_civ_leader_3	vik_irish_civ_leader_2	0	2	4	0.0	0.0
vik_irish_civ_leader_4	vik_irish_civ_leader_3	0	2	4	0.0	0.0
vik_irish_civ_leader_5	vik_irish_civ_leader_4	0	2	4	0.0	0.0
vik_irish_civ_leader_6	vik_irish_civ_leader_5	0	2	4	0.0	0.0
vik_irish_civ_market_2	vik_irish_civ_market_1	0	2	4	0.0	0.0
vik_irish_civ_market_3	vik_irish_civ_market_2	0	2	4	0.0	0.0
vik_irish_civ_market_4	vik_irish_civ_market_3	0	2	4	0.0	0.0
vik_irish_civ_market_5	vik_irish_civ_market_4	0	2	4	0.0	0.0
vik_irish_civ_market_6	vik_irish_civ_market_5	0	2	4	0.0	0.0
vik_irish_civ_religion_2	vik_irish_civ_religion_1	0	2	4	0.0	0.0
vik_irish_civ_religion_3	vik_irish_civ_religion_2	0	2	4	0.0	0.0
vik_irish_civ_religion_4	vik_irish_civ_religion_3	0	2	4	0.0	0.0
vik_irish_civ_religion_5	vik_irish_civ_religion_4	0	2	4	0.0	0.0
vik_irish_civ_religion_6	vik_irish_civ_religion_5	0	2	4	0.0	0.0
vik_miercna_civ_army_2	vik_miercna_civ_army_1	0	2	4	0.0	0.0
vik_miercna_civ_army_3	vik_miercna_civ_army_2	0	2	4	0.0	0.0
vik_miercna_civ_army_4	vik_miercna_civ_army_3	0	2	4	0.0	0.0
vik_miercna_civ_army_5	vik_miercna_civ_army_4	0	2	4	0.0	0.0
vik_miercna_civ_army_6	vik_miercna_civ_army_5	0	2	4	0.0	0.0
vik_miercna_civ_farm_2	vik_miercna_civ_farm_1	0	2	4	0.0	0.0
vik_miercna_civ_farm_3	vik_miercna_civ_farm_2	0	2	4	0.0	0.0
vik_miercna_civ_farm_4	vik_miercna_civ_farm_3	0	2	4	0.0	0.0
vik_miercna_civ_farm_5	vik_miercna_civ_farm_4	0	2	4	0.0	0.0
vik_miercna_civ_farm_6	vik_miercna_civ_farm_5	0	2	4	0.0	0.0
vik_miercna_civ_industry_2	vik_miercna_civ_industry_1	0	2	4	0.0	0.0
vik_miercna_civ_industry_3	vik_miercna_civ_industry_2	0	2	4	0.0	0.0
vik_miercna_civ_industry_4	vik_miercna_civ_industry_3	0	2	4	0.0	0.0
vik_miercna_civ_industry_5	vik_miercna_civ_industry_4	0	2	4	0.0	0.0
vik_miercna_civ_industry_6	vik_miercna_civ_industry_5	0	2	4	0.0	0.0
vik_miercna_civ_leader_2	vik_miercna_civ_leader_1	0	2	4	0.0	0.0
vik_miercna_civ_leader_3	vik_miercna_civ_leader_2	0	2	4	0.0	0.0
vik_miercna_civ_leader_4	vik_miercna_civ_leader_3	0	2	4	0.0	0.0
vik_miercna_civ_leader_5	vik_miercna_civ_leader_4	0	2	4	0.0	0.0
vik_miercna_civ_leader_6	vik_miercna_civ_leader_5	0	2	4	0.0	0.0
vik_miercna_civ_market_2	vik_miercna_civ_market_1	0	2	4	0.0	0.0
vik_miercna_civ_market_3	vik_miercna_civ_market_2	0	2	4	0.0	0.0
vik_miercna_civ_market_4	vik_miercna_civ_market_3	0	2	4	0.0	0.0
vik_miercna_civ_market_5	vik_miercna_civ_market_4	0	2	4	0.0	0.0
vik_miercna_civ_market_6	vik_miercna_civ_market_5	0	2	4	0.0	0.0
vik_miercna_civ_religion_2	vik_miercna_civ_religion_1	0	2	4	0.0	0.0
vik_miercna_civ_religion_3	vik_miercna_civ_religion_2	0	2	4	0.0	0.0
vik_miercna_civ_religion_4	vik_miercna_civ_religion_3	0	2	4	0.0	0.0
vik_miercna_civ_religion_5	vik_miercna_civ_religion_4	0	2	4	0.0	0.0
vik_miercna_civ_religion_6	vik_miercna_civ_religion_5	0	2	4	0.0	0.0
vik_northym_civ_army_2	vik_northym_civ_army_1	0	2	4	0.0	0.0
vik_northym_civ_army_3	vik_northym_civ_army_2	0	2	4	0.0	0.0
vik_northym_civ_army_4	vik_northym_civ_army_3	0	2	4	0.0	0.0
vik_northym_civ_army_5	vik_northym_civ_army_4	0	2	4	0.0	0.0
vik_northym_civ_army_6	vik_northym_civ_army_5	0	2	4	0.0	0.0
vik_northym_civ_farm_2	vik_northym_civ_farm_1	0	2	4	0.0	0.0
vik_northym_civ_farm_3	vik_northym_civ_farm_2	0	2	4	0.0	0.0
vik_northym_civ_farm_4	vik_northym_civ_farm_3	0	2	4	0.0	0.0
vik_northym_civ_farm_5	vik_northym_civ_farm_4	0	2	4	0.0	0.0
vik_northym_civ_farm_6	vik_northym_civ_farm_5	0	2	4	0.0	0.0
vik_northym_civ_industry_2	vik_northym_civ_industry_1	0	2	4	0.0	0.0
vik_northym_civ_industry_3	vik_northym_civ_industry_2	0	2	4	0.0	0.0
vik_northym_civ_industry_4	vik_northym_civ_industry_3	0	2	4	0.0	0.0
vik_northym_civ_industry_5	vik_northym_civ_industry_4	0	2	4	0.0	0.0
vik_northym_civ_industry_6	vik_northym_civ_industry_5	0	2	4	0.0	0.0
vik_northym_civ_leader_2	vik_northym_civ_leader_1	0	2	4	0.0	0.0
vik_northym_civ_leader_3	vik_northym_civ_leader_2	0	2	4	0.0	0.0
vik_northym_civ_leader_4	vik_northym_civ_leader_3	0	2	4	0.0	0.0
vik_northym_civ_leader_5	vik_northym_civ_leader_4	0	2	4	0.0	0.0
vik_northym_civ_leader_6	vik_northym_civ_leader_5	0	2	4	0.0	0.0
vik_northym_civ_market_2	vik_northym_civ_market_1	0	2	4	0.0	0.0
vik_northym_civ_market_3	vik_northym_civ_market_2	0	2	4	0.0	0.0
vik_northym_civ_market_4	vik_northym_civ_market_3	0	2	4	0.0	0.0
vik_northym_civ_market_5	vik_northym_civ_market_4	0	2	4	0.0	0.0
vik_northym_civ_market_6	vik_northym_civ_market_5	0	2	4	0.0	0.0
vik_northym_civ_religion_2	vik_northym_civ_religion_1	0	2	4	0.0	0.0
vik_northym_civ_religion_3	vik_northym_civ_religion_2	0	2	4	0.0	0.0
vik_northym_civ_religion_4	vik_northym_civ_religion_3	0	2	4	0.0	0.0
vik_northym_civ_religion_5	vik_northym_civ_religion_4	0	2	4	0.0	0.0
vik_northym_civ_religion_6	vik_northym_civ_religion_5	0	2	4	0.0	0.0
vik_scots_civ_army_2	vik_scots_civ_army_1	0	2	4	0.0	0.0
vik_scots_civ_army_3	vik_scots_civ_army_2	0	2	4	0.0	0.0
vik_scots_civ_army_4	vik_scots_civ_army_3	0	2	4	0.0	0.0
vik_scots_civ_army_5	vik_scots_civ_army_4	0	2	4	0.0	0.0
vik_scots_civ_army_6	vik_scots_civ_army_5	0	2	4	0.0	0.0
vik_scots_civ_farm_2	vik_scots_civ_farm_1	0	2	4	0.0	0.0
vik_scots_civ_farm_3	vik_scots_civ_farm_2	0	2	4	0.0	0.0
vik_scots_civ_farm_4	vik_scots_civ_farm_3	0	2	4	0.0	0.0
vik_scots_civ_farm_5	vik_scots_civ_farm_4	0	2	4	0.0	0.0
vik_scots_civ_farm_6	vik_scots_civ_farm_5	0	2	4	0.0	0.0
vik_scots_civ_industry_2	vik_scots_civ_industry_1	0	2	4	0.0	0.0
vik_scots_civ_industry_3	vik_scots_civ_industry_2	0	2	4	0.0	0.0
vik_scots_civ_industry_4	vik_scots_civ_industry_3	0	2	4	0.0	0.0
vik_scots_civ_industry_5	vik_scots_civ_industry_4	0	2	4	0.0	0.0
vik_scots_civ_industry_6	vik_scots_civ_industry_5	0	2	4	0.0	0.0
vik_scots_civ_leader_2	vik_scots_civ_leader_1	0	2	4	0.0	0.0
vik_scots_civ_leader_3	vik_scots_civ_leader_2	0	2	4	0.0	0.0
vik_scots_civ_leader_4	vik_scots_civ_leader_3	0	2	4	0.0	0.0
vik_scots_civ_leader_5	vik_scots_civ_leader_4	0	2	4	0.0	0.0
vik_scots_civ_leader_6	vik_scots_civ_leader_5	0	2	4	0.0	0.0
vik_scots_civ_market_2	vik_scots_civ_market_1	0	2	4	0.0	0.0
vik_scots_civ_market_3	vik_scots_civ_market_2	0	2	4	0.0	0.0
vik_scots_civ_market_4	vik_scots_civ_market_3	0	2	4	0.0	0.0
vik_scots_civ_market_5	vik_scots_civ_market_4	0	2	4	0.0	0.0
vik_scots_civ_market_6	vik_scots_civ_market_5	0	2	4	0.0	0.0
vik_scots_civ_religion_2	vik_scots_civ_religion_1	0	2	4	0.0	0.0
vik_scots_civ_religion_3	vik_scots_civ_religion_2	0	2	4	0.0	0.0
vik_scots_civ_religion_4	vik_scots_civ_religion_3	0	2	4	0.0	0.0
vik_scots_civ_religion_5	vik_scots_civ_religion_4	0	2	4	0.0	0.0
vik_scots_civ_religion_6	vik_scots_civ_religion_5	0	2	4	0.0	0.0
vik_stratclut_civ_army_2	vik_stratclut_civ_army_1	0	2	4	0.0	0.0
vik_stratclut_civ_army_3	vik_stratclut_civ_army_2	0	2	4	0.0	0.0
vik_stratclut_civ_army_4	vik_stratclut_civ_army_3	0	2	4	0.0	0.0
vik_stratclut_civ_army_5	vik_stratclut_civ_army_4	0	2	4	0.0	0.0
vik_stratclut_civ_army_6	vik_stratclut_civ_army_5	0	2	4	0.0	0.0
vik_stratclut_civ_farm_2	vik_stratclut_civ_farm_1	0	2	4	0.0	0.0
vik_stratclut_civ_farm_3	vik_stratclut_civ_farm_2	0	2	4	0.0	0.0
vik_stratclut_civ_farm_4	vik_stratclut_civ_farm_3	0	2	4	0.0	0.0
vik_stratclut_civ_farm_5	vik_stratclut_civ_farm_4	0	2	4	0.0	0.0
vik_stratclut_civ_farm_6	vik_stratclut_civ_farm_5	0	2	4	0.0	0.0
vik_stratclut_civ_industry_2	vik_stratclut_civ_industry_1	0	2	4	0.0	0.0
vik_stratclut_civ_industry_3	vik_stratclut_civ_industry_2	0	2	4	0.0	0.0
vik_stratclut_civ_industry_4	vik_stratclut_civ_industry_3	0	2	4	0.0	0.0
vik_stratclut_civ_industry_5	vik_stratclut_civ_industry_4	0	2	4	0.0	0.0
vik_stratclut_civ_industry_6	vik_stratclut_civ_industry_5	0	2	4	0.0	0.0
vik_stratclut_civ_leader_2	vik_stratclut_civ_leader_1	0	2	4	0.0	0.0
vik_stratclut_civ_leader_3	vik_stratclut_civ_leader_2	0	2	4	0.0	0.0
vik_stratclut_civ_leader_4	vik_stratclut_civ_leader_3	0	2	4	0.0	0.0
vik_stratclut_civ_leader_5	vik_stratclut_civ_leader_4	0	2	4	0.0	0.0
vik_stratclut_civ_leader_6	vik_stratclut_civ_leader_5	0	2	4	0.0	0.0
vik_stratclut_civ_market_2	vik_stratclut_civ_market_1	0	2	4	0.0	0.0
vik_stratclut_civ_market_3	vik_stratclut_civ_market_2	0	2	4	0.0	0.0
vik_stratclut_civ_market_4	vik_stratclut_civ_market_3	0	2	4	0.0	0.0
vik_stratclut_civ_market_5	vik_stratclut_civ_market_4	0	2	4	0.0	0.0
vik_stratclut_civ_market_6	vik_stratclut_civ_market_5	0	2	4	0.0	0.0
vik_stratclut_civ_religion_2	vik_stratclut_civ_religion_1	0	2	4	0.0	0.0
vik_stratclut_civ_religion_3	vik_stratclut_civ_religion_2	0	2	4	0.0	0.0
vik_stratclut_civ_religion_4	vik_stratclut_civ_religion_3	0	2	4	0.0	0.0
vik_stratclut_civ_religion_5	vik_stratclut_civ_religion_4	0	2	4	0.0	0.0
vik_stratclut_civ_religion_6	vik_stratclut_civ_religion_5	0	2	4	0.0	0.0
vik_sudreyar_civ_army_2	vik_sudreyar_civ_army_1	0	2	4	0.0	0.0
vik_sudreyar_civ_army_3	vik_sudreyar_civ_army_2	0	2	4	0.0	0.0
vik_sudreyar_civ_army_4	vik_sudreyar_civ_army_3	0	2	4	0.0	0.0
vik_sudreyar_civ_army_5	vik_sudreyar_civ_army_4	0	2	4	0.0	0.0
vik_sudreyar_civ_army_6	vik_sudreyar_civ_army_5	0	2	4	0.0	0.0
vik_sudreyar_civ_farm_2	vik_sudreyar_civ_farm_1	0	2	4	0.0	0.0
vik_sudreyar_civ_farm_3	vik_sudreyar_civ_farm_2	0	2	4	0.0	0.0
vik_sudreyar_civ_farm_4	vik_sudreyar_civ_farm_3	0	2	4	0.0	0.0
vik_sudreyar_civ_farm_5	vik_sudreyar_civ_farm_4	0	2	4	0.0	0.0
vik_sudreyar_civ_farm_6	vik_sudreyar_civ_farm_5	0	2	4	0.0	0.0
vik_sudreyar_civ_industry_2	vik_sudreyar_civ_industry_1	0	2	4	0.0	0.0
vik_sudreyar_civ_industry_3	vik_sudreyar_civ_industry_2	0	2	4	0.0	0.0
vik_sudreyar_civ_industry_4	vik_sudreyar_civ_industry_3	0	2	4	0.0	0.0
vik_sudreyar_civ_industry_5	vik_sudreyar_civ_industry_4	0	2	4	0.0	0.0
vik_sudreyar_civ_industry_6	vik_sudreyar_civ_industry_5	0	2	4	0.0	0.0
vik_sudreyar_civ_leader_2	vik_sudreyar_civ_leader_1	0	2	4	0.0	0.0
vik_sudreyar_civ_leader_3	vik_sudreyar_civ_leader_2	0	2	4	0.0	0.0
vik_sudreyar_civ_leader_4	vik_sudreyar_civ_leader_3	0	2	4	0.0	0.0
vik_sudreyar_civ_leader_5	vik_sudreyar_civ_leader_4	0	2	4	0.0	0.0
vik_sudreyar_civ_leader_6	vik_sudreyar_civ_leader_5	0	2	4	0.0	0.0
vik_sudreyar_civ_market_2	vik_sudreyar_civ_market_1	0	2	4	0.0	0.0
vik_sudreyar_civ_market_3	vik_sudreyar_civ_market_2	0	2	4	0.0	0.0
vik_sudreyar_civ_market_4	vik_sudreyar_civ_market_3	0	2	4	0.0	0.0
vik_sudreyar_civ_market_5	vik_sudreyar_civ_market_4	0	2	4	0.0	0.0
vik_sudreyar_civ_market_6	vik_sudreyar_civ_market_5	0	2	4	0.0	0.0
vik_sudreyar_civ_religion_2	vik_sudreyar_civ_religion_1	0	2	4	0.0	0.0
vik_sudreyar_civ_religion_3	vik_sudreyar_civ_religion_2	0	2	4	0.0	0.0
vik_sudreyar_civ_religion_4	vik_sudreyar_civ_religion_3	0	2	4	0.0	0.0
vik_sudreyar_civ_religion_5	vik_sudreyar_civ_religion_4	0	2	4	0.0	0.0
vik_sudreyar_civ_religion_6	vik_sudreyar_civ_religion_5	0	2	4	0.0	0.0
vik_viking_civ_army_2	vik_viking_civ_army_1	0	2	4	0.0	0.0
vik_viking_civ_army_3	vik_viking_civ_army_2	0	2	4	0.0	0.0
vik_viking_civ_army_4	vik_viking_civ_army_3	0	2	4	0.0	0.0
vik_viking_civ_army_5	vik_viking_civ_army_4	0	2	4	0.0	0.0
vik_viking_civ_army_6	vik_viking_civ_army_5	0	2	4	0.0	0.0
vik_viking_civ_farm_2	vik_viking_civ_farm_1	0	2	4	0.0	0.0
vik_viking_civ_farm_3	vik_viking_civ_farm_2	0	2	4	0.0	0.0
vik_viking_civ_farm_4	vik_viking_civ_farm_3	0	2	4	0.0	0.0
vik_viking_civ_farm_5	vik_viking_civ_farm_4	0	2	4	0.0	0.0
vik_viking_civ_farm_6	vik_viking_civ_farm_5	0	2	4	0.0	0.0
vik_viking_civ_industry_2	vik_viking_civ_industry_1	0	2	4	0.0	0.0
vik_viking_civ_industry_3	vik_viking_civ_industry_2	0	2	4	0.0	0.0
vik_viking_civ_industry_4	vik_viking_civ_industry_3	0	2	4	0.0	0.0
vik_viking_civ_industry_5	vik_viking_civ_industry_4	0	2	4	0.0	0.0
vik_viking_civ_industry_6	vik_viking_civ_industry_5	0	2	4	0.0	0.0
vik_viking_civ_leader_2	vik_viking_civ_leader_1	0	2	4	0.0	0.0
vik_viking_civ_leader_3	vik_viking_civ_leader_2	0	2	4	0.0	0.0
vik_viking_civ_leader_4	vik_viking_civ_leader_3	0	2	4	0.0	0.0
vik_viking_civ_leader_5	vik_viking_civ_leader_4	0	2	4	0.0	0.0
vik_viking_civ_leader_6	vik_viking_civ_leader_5	0	2	4	0.0	0.0
vik_viking_civ_market_2	vik_viking_civ_market_1	0	2	4	0.0	0.0
vik_viking_civ_market_3	vik_viking_civ_market_2	0	2	4	0.0	0.0
vik_viking_civ_market_4	vik_viking_civ_market_3	0	2	4	0.0	0.0
vik_viking_civ_market_5	vik_viking_civ_market_4	0	2	4	0.0	0.0
vik_viking_civ_market_6	vik_viking_civ_market_5	0	2	4	0.0	0.0
vik_viking_civ_religion_2	vik_viking_civ_religion_1	0	2	4	0.0	0.0
vik_viking_civ_religion_3	vik_viking_civ_religion_2	0	2	4	0.0	0.0
vik_viking_civ_religion_4	vik_viking_civ_religion_3	0	2	4	0.0	0.0
vik_viking_civ_religion_5	vik_viking_civ_religion_4	0	2	4	0.0	0.0
vik_viking_civ_religion_6	vik_viking_civ_religion_5	0	2	4	0.0	0.0
vik_viking_mil_bodyguard_2	vik_viking_mil_bodyguard_1	0	2	4	0.0	0.0
vik_viking_mil_bodyguard_3	vik_viking_mil_bodyguard_2	0	2	4	0.0	0.0
vik_viking_mil_bodyguard_4	vik_viking_mil_bodyguard_3	0	2	4	0.0	0.0
vik_viking_mil_bodyguard_5	vik_viking_mil_bodyguard_4	0	2	4	0.0	0.0
vik_viking_mil_cavalry_3	vik_viking_mil_cavalry_2	0	2	4	0.0	0.0
vik_viking_mil_cavalry_5	vik_viking_mil_cavalry_3	0	2	4	0.0	0.0
vik_viking_mil_cavalry_7	vik_viking_mil_cavalry_5	0	2	4	0.0	0.0
vik_viking_mil_land_2	vik_viking_mil_land_1	0	2	4	0.0	0.0
vik_viking_mil_land_3	vik_viking_mil_land_2	0	2	4	0.0	0.0
vik_viking_mil_land_4	vik_viking_mil_land_3	0	2	4	0.0	0.0
vik_viking_mil_land_5	vik_viking_mil_land_4	0	2	4	0.0	0.0
vik_viking_mil_land_6	vik_viking_mil_land_5	0	2	4	0.0	0.0
vik_viking_mil_land_7	vik_viking_mil_land_6	0	2	4	0.0	0.0
vik_viking_mil_melee_2a	vik_viking_mil_melee_1	0	2	4	0.0	0.0
vik_viking_mil_melee_2b	vik_viking_mil_melee_1	0	2	4	0.0	0.0
vik_viking_mil_melee_4a	vik_viking_mil_melee_2a	0	2	4	0.0	0.0
vik_viking_mil_melee_3b	vik_viking_mil_melee_2b	0	2	4	0.0	0.0
vik_viking_mil_melee_4b	vik_viking_mil_melee_3b	0	2	4	0.0	0.0
