id	choice_key	dilemma_key	payload_key	value
8346	SECOND	vik_miercna_treasury_9	TREASURY	AMOUNT[-900]
8354	THIRD	vik_miercna_treasury_9	TREASURY	AMOUNT[-900]
8360	FIRST	vik_miercna_treasury_10	TREASURY	AMOUNT[-1000]
8368	SECOND	vik_miercna_treasury_10	TREASURY	AMOUNT[-1000]
8371	THIRD	vik_miercna_treasury_10	TREASURY	AMOUNT[-1000]
8375	FIRST	vik_miercna_treasury_11	TREASURY	AMOUNT[-2000]
8383	SECOND	vik_miercna_treasury_11	TREASURY	AMOUNT[-2000]
8393	THIRD	vik_miercna_treasury_11	TREASURY	AMOUNT[-2000]
8399	FIRST	vik_viking_dilemma_1	TREASURY	AMOUNT[-2000]
8401	SECOND	vik_viking_dilemma_1	TREASURY	AMOUNT[-2000]
8535	FIRST	vik_westsexa_dilemma_3	TREASURY	AMOUNT[-1000]
8536	SECOND	vik_westsexa_dilemma_3	TREASURY	AMOUNT[-1000]
8589	FIRST	vik_mide_fair_ask_to_hold_1	TREASURY	AMOUNT[-500]
8601	FIRST	vik_mide_fair_ask_to_hold_2	TREASURY	AMOUNT[-500]
8619	FIRST	vik_mide_fair_ask_to_hold_3	TREASURY	AMOUNT[-500]
8924	FIRST	vik_politics_assassinate_plot_discovered_questioning	TREASURY	AMOUNT[-500]
8934	FIRST	vik_politics_assassinate_plot_discovered	TREASURY	AMOUNT[-500]
8947	FIRST	vik_politics_adopt_money	TREASURY	AMOUNT[-400]
8983	FIRST	vik_politics_assassinate_caught	TREASURY	AMOUNT[-200]
9029	FIRST	vik_politics_assassinate_tricky	TREASURY	AMOUNT[-500]
9086	FIRST	vik_politics_lower_influence_immune	TREASURY	AMOUNT[-400]
9092	FIRST	vik_politics_hold_feast_fight	TREASURY	AMOUNT[-200]
9123	SECOND	vik_politics_hold_feast_bard	TREASURY	AMOUNT[-200]
9148	FIRST	vik_politics_marriage_objection	TREASURY	AMOUNT[-400]
9182	FIRST	vik_politics_secure_loyalty_bribe	TREASURY	AMOUNT[-400]
9250	FIRST	vik_politics_strip_estate_money	TREASURY	AMOUNT[-400]
9411	FIRST	vik_politics_plotting_gold	TREASURY	AMOUNT[-400]
9857	FIRST	vik_spend_culture_20a	TREASURY	AMOUNT[1000]
9862	FIRST	vik_spend_culture_20b	TREASURY	AMOUNT[1000]
9871	FIRST	vik_spend_culture_20c	TREASURY	AMOUNT[1000]
9877	FIRST	vik_spend_culture_13	TREASURY	AMOUNT[500]
10111	FIRST	vik_miercna_treasury_1_1	TREASURY	AMOUNT[-50]
10117	SECOND	vik_miercna_treasury_1_1	TREASURY	AMOUNT[-50]
10123	THIRD	vik_miercna_treasury_1_1	TREASURY	AMOUNT[-50]
10165	FIRST	vik_miercna_treasury_2_1	TREASURY	AMOUNT[-100]
10170	SECOND	vik_miercna_treasury_2_1	TREASURY	AMOUNT[-100]
10179	THIRD	vik_miercna_treasury_2_1	TREASURY	AMOUNT[-100]
10201	FIRST	vik_miercna_treasury_3_1	TREASURY	AMOUNT[-150]
10202	SECOND	vik_miercna_treasury_3_1	TREASURY	AMOUNT[-150]
10208	THIRD	vik_miercna_treasury_3_1	TREASURY	AMOUNT[-150]
10245	FIRST	vik_miercna_treasury_4_1	TREASURY	AMOUNT[-200]
10246	SECOND	vik_miercna_treasury_4_1	TREASURY	AMOUNT[-200]
10250	THIRD	vik_miercna_treasury_4_1	TREASURY	AMOUNT[-200]
10277	FIRST	vik_miercna_treasury_5_1	TREASURY	AMOUNT[-300]
10279	SECOND	vik_miercna_treasury_5_1	TREASURY	AMOUNT[-300]
10289	THIRD	vik_miercna_treasury_5_1	TREASURY	AMOUNT[-300]
10327	FIRST	vik_miercna_treasury_6_1	TREASURY	AMOUNT[-400]
10329	SECOND	vik_miercna_treasury_6_1	TREASURY	AMOUNT[-400]
10336	THIRD	vik_miercna_treasury_6_1	TREASURY	AMOUNT[-400]
10366	FIRST	vik_miercna_treasury_7_1	TREASURY	AMOUNT[-500]
10371	SECOND	vik_miercna_treasury_7_1	TREASURY	AMOUNT[-500]
10376	THIRD	vik_miercna_treasury_7_1	TREASURY	AMOUNT[-500]
10411	FIRST	vik_miercna_treasury_8_1	TREASURY	AMOUNT[-600]
10416	SECOND	vik_miercna_treasury_8_1	TREASURY	AMOUNT[-600]
10419	THIRD	vik_miercna_treasury_8_1	TREASURY	AMOUNT[-600]
10454	FIRST	vik_miercna_treasury_9_1	TREASURY	AMOUNT[-700]
10461	SECOND	vik_miercna_treasury_9_1	TREASURY	AMOUNT[-700]
10462	THIRD	vik_miercna_treasury_9_1	TREASURY	AMOUNT[-700]
10498	FIRST	vik_miercna_treasury_10_1	TREASURY	AMOUNT[-800]
10501	SECOND	vik_miercna_treasury_10_1	TREASURY	AMOUNT[-800]
10502	THIRD	vik_miercna_treasury_10_1	TREASURY	AMOUNT[-800]
10534	FIRST	vik_miercna_treasury_11_1	TREASURY	AMOUNT[-1000]
10542	SECOND	vik_miercna_treasury_11_1	TREASURY	AMOUNT[-1000]
10552	THIRD	vik_miercna_treasury_11_1	TREASURY	AMOUNT[-1000]
10661	SECOND	vik_fact_dyflin_dilemma_longphorts	TREASURY	AMOUNT[1000]
10905	SECOND	vik_politics_heir_lost_followup_followup	TREASURY	AMOUNT[-1000]
10967	SECOND	vik_politics_plotting_var_1	TREASURY	AMOUNT[-1000]
10990	SECOND	vik_politics_secure_loyalty_fakes_followup	TREASURY	AMOUNT[-1000]
11075	FIRST	vik_traits_lost_own_region_dilemma	TREASURY	AMOUNT[-1000]
11110	SECOND	vik_politics_hold_feast_followup	TREASURY	AMOUNT[-1000]
11136	FIRST	vik_traits_legendary_dilemma	TREASURY	AMOUNT[-1000]
11241	FIRST	vik_politics_strip_estate_money_agricultural	TREASURY	AMOUNT[-400]
11280	FIRST	vik_politics_strip_estate_money_building	TREASURY	AMOUNT[-400]
11322	FIRST	vik_politics_strip_estate_money_religious	TREASURY	AMOUNT[-400]
11805	FIRST	vik_tob_dilemma_recruitment_2_spear	TREASURY	AMOUNT[-500]
11830	FIRST	vik_tob_dilemma_recruitment_2_sword	TREASURY	AMOUNT[-500]
11864	FIRST	vik_tob_dilemma_recruitment_2_axe	TREASURY	AMOUNT[-500]
11889	FIRST	vik_tob_dilemma_recruitment_2_missile	TREASURY	AMOUNT[-500]
11921	FIRST	vik_tob_dilemma_recruitment_2_cavalry	TREASURY	AMOUNT[-500]
12472	THIRD	vik_politics_secure_loyalty_failure	TREASURY	AMOUNT[-400]
12497	THIRD	vik_politics_secure_loyalty_mild_failure	TREASURY	AMOUNT[-400]
12558	FIRST	vik_politics_secure_loyalty_mild_success	TREASURY	AMOUNT[-400]
12591	FIRST	vik_politics_secure_loyalty_success	TREASURY	AMOUNT[-400]
12667	THIRD	vik_politics_secure_loyalty_critical_success	TREASURY	AMOUNT[-500]
12674	THIRD	vik_politics_secure_loyalty_critical_failure	TREASURY	AMOUNT[-400]
