id	mission_key	payload_key	status_key	value
33035	sw_heroism_vik_fact_fortriu	TEXT_DISPLAY	SUCCESS	LOOKUP[heroism_10]
33036	sw_heroism_vik_fact_gallgoidel	TEXT_DISPLAY	SUCCESS	LOOKUP[heroism_10]
33037	sw_heroism_vik_fact_gliwissig	TEXT_DISPLAY	SUCCESS	LOOKUP[heroism_10]
33038	sw_heroism_vik_fact_grantebru	TEXT_DISPLAY	SUCCESS	LOOKUP[heroism_10]
33039	sw_heroism_vik_fact_gwent	TEXT_DISPLAY	SUCCESS	LOOKUP[heroism_10]
33040	sw_heroism_vik_fact_gwined	TEXT_DISPLAY	SUCCESS	LOOKUP[heroism_10]
33041	sw_heroism_vik_fact_haeden	TEXT_DISPLAY	SUCCESS	LOOKUP[heroism_10]
33042	sw_heroism_vik_fact_heimiliborg	TEXT_DISPLAY	SUCCESS	LOOKUP[heroism_10]
33043	sw_heroism_vik_fact_hellirborg	TEXT_DISPLAY	SUCCESS	LOOKUP[heroism_10]
33044	sw_heroism_vik_fact_hlymrekr	TEXT_DISPLAY	SUCCESS	LOOKUP[heroism_10]
33045	sw_heroism_vik_fact_holdrness	TEXT_DISPLAY	SUCCESS	LOOKUP[heroism_10]
33046	sw_heroism_vik_fact_hwicce	TEXT_DISPLAY	SUCCESS	LOOKUP[heroism_10]
33047	sw_heroism_vik_fact_hylrborg	TEXT_DISPLAY	SUCCESS	LOOKUP[heroism_10]
33048	sw_heroism_vik_fact_iarmuma	TEXT_DISPLAY	SUCCESS	LOOKUP[heroism_10]
33049	sw_heroism_vik_fact_laigin	TEXT_DISPLAY	SUCCESS	LOOKUP[heroism_10]
33050	sw_heroism_vik_fact_ledeborg	TEXT_DISPLAY	SUCCESS	LOOKUP[heroism_10]
33051	sw_heroism_vik_fact_mide	TEXT_DISPLAY	SUCCESS	LOOKUP[heroism_10]
33052	sw_heroism_vik_fact_mierce	TEXT_DISPLAY	SUCCESS	LOOKUP[heroism_10]
33053	sw_heroism_vik_fact_myrrborg	TEXT_DISPLAY	SUCCESS	LOOKUP[heroism_10]
33054	sw_heroism_vik_fact_nordmann	TEXT_DISPLAY	SUCCESS	LOOKUP[heroism_10]
33055	sw_heroism_vik_fact_normaunds	TEXT_DISPLAY	SUCCESS	LOOKUP[heroism_10]
33056	sw_heroism_vik_fact_norse	TEXT_DISPLAY	SUCCESS	LOOKUP[heroism_10]
33057	sw_heroism_vik_fact_northleode	TEXT_DISPLAY	SUCCESS	LOOKUP[heroism_10]
33058	sw_heroism_vik_fact_northymbre	TEXT_DISPLAY	SUCCESS	LOOKUP[heroism_10]
33059	sw_heroism_vik_fact_orkneyar	TEXT_DISPLAY	SUCCESS	LOOKUP[heroism_10]
33060	sw_heroism_vik_fact_osraige	TEXT_DISPLAY	SUCCESS	LOOKUP[heroism_10]
33061	sw_heroism_vik_fact_powis	TEXT_DISPLAY	SUCCESS	LOOKUP[heroism_10]
33062	sw_heroism_vik_fact_seisilwig	TEXT_DISPLAY	SUCCESS	LOOKUP[heroism_10]
33063	sw_heroism_vik_fact_steinnborg	TEXT_DISPLAY	SUCCESS	LOOKUP[heroism_10]
33064	sw_heroism_vik_fact_strat_clut	TEXT_DISPLAY	SUCCESS	LOOKUP[heroism_10]
33065	sw_heroism_vik_fact_sudreyar	TEXT_DISPLAY	SUCCESS	LOOKUP[heroism_10]
33066	sw_heroism_vik_fact_suth_seaxe	TEXT_DISPLAY	SUCCESS	LOOKUP[heroism_10]
33067	sw_heroism_vik_fact_tuadmuma	TEXT_DISPLAY	SUCCESS	LOOKUP[heroism_10]
33068	sw_heroism_vik_fact_ulaid	TEXT_DISPLAY	SUCCESS	LOOKUP[heroism_10]
33069	sw_heroism_vik_fact_vedrafjordr	TEXT_DISPLAY	SUCCESS	LOOKUP[heroism_10]
33070	sw_heroism_vik_fact_veidrborg	TEXT_DISPLAY	SUCCESS	LOOKUP[heroism_10]
33071	sw_heroism_vik_fact_veisafjordr	TEXT_DISPLAY	SUCCESS	LOOKUP[heroism_10]
33072	sw_heroism_vik_fact_west_seaxe	TEXT_DISPLAY	SUCCESS	LOOKUP[heroism_10]
33073	sw_heroism_vik_fact_westernas	TEXT_DISPLAY	SUCCESS	LOOKUP[heroism_10]
33074	sw_heroism_vik_fact_westmoringas	TEXT_DISPLAY	SUCCESS	LOOKUP[heroism_10]
33075	sw_heroism_vik_fact_wicing	TEXT_DISPLAY	SUCCESS	LOOKUP[heroism_10]
33076	sw_heroism_region_vik_reg_aberffro	TEXT_DISPLAY	SUCCESS	LOOKUP[heroism_15]
33077	sw_heroism_region_vik_reg_aberteifi	TEXT_DISPLAY	SUCCESS	LOOKUP[heroism_15]
33078	sw_heroism_region_vik_reg_cair_gwent	TEXT_DISPLAY	SUCCESS	LOOKUP[heroism_15]
33079	sw_heroism_region_vik_reg_dinefwr	TEXT_DISPLAY	SUCCESS	LOOKUP[heroism_15]
33080	sw_heroism_region_vik_reg_guvan	TEXT_DISPLAY	SUCCESS	LOOKUP[heroism_15]
33081	sw_heroism_region_vik_reg_mathrafal	TEXT_DISPLAY	SUCCESS	LOOKUP[heroism_15]
33082	sw_heroism_defeat_bandits	TEXT_DISPLAY	SUCCESS	LOOKUP[heroism_5]
