key	generate	localised_description	localised_title	ui_icon	ui_image	prioritized	event_category
sw_foreign_displacement_vik_reg_caisil	false	A travesty is occurring within your kingdom. The tensions have increased such that some of the locals have taken up pitchforks and spears and are forcing the foreigners out of their homes and out of the communities. Bloodless though it may be{x} women{x} children{x} the sick and the lame were all treated the same. Surely a just God cannot look kindly upon those who persecute the innocent as they haveâ€¦ but to support the foreigners in this matter would only raise tensions and continue to make them a target in the future.	Forced Migrations in Caisil	message_generic_news.png	vik_event_population_negative	true	Ybor
sw_foreign_displacement_vik_reg_cantwaraburg	false	A travesty is occurring within your kingdom. The tensions have increased such that some of the locals have taken up pitchforks and spears and are forcing the foreigners out of their homes and out of the communities. Bloodless though it may be{x} women{x} children{x} the sick and the lame were all treated the same. Surely a just God cannot look kindly upon those who persecute the innocent as they haveâ€¦ but to support the foreigners in this matter would only raise tensions and continue to make them a target in the future.	Forced Migrations in Cantwaraburg	message_generic_news.png	vik_event_population_negative	true	Ybor
sw_foreign_displacement_vik_reg_carleol	false	A travesty is occurring within your kingdom. The tensions have increased such that some of the locals have taken up pitchforks and spears and are forcing the foreigners out of their homes and out of the communities. Bloodless though it may be{x} women{x} children{x} the sick and the lame were all treated the same. Surely a just God cannot look kindly upon those who persecute the innocent as they haveâ€¦ but to support the foreigners in this matter would only raise tensions and continue to make them a target in the future.	Forced Migrations in Carleol	message_generic_news.png	vik_event_population_negative	true	Ybor
sw_foreign_displacement_vik_reg_casteltoun	false	A travesty is occurring within your kingdom. The tensions have increased such that some of the locals have taken up pitchforks and spears and are forcing the foreigners out of their homes and out of the communities. Bloodless though it may be{x} women{x} children{x} the sick and the lame were all treated the same. Surely a just God cannot look kindly upon those who persecute the innocent as they haveâ€¦ but to support the foreigners in this matter would only raise tensions and continue to make them a target in the future.	Forced Migrations in Casteltoun	message_generic_news.png	vik_event_population_negative	true	Ybor
sw_foreign_displacement_vik_reg_cathair_commain	false	A travesty is occurring within your kingdom. The tensions have increased such that some of the locals have taken up pitchforks and spears and are forcing the foreigners out of their homes and out of the communities. Bloodless though it may be{x} women{x} children{x} the sick and the lame were all treated the same. Surely a just God cannot look kindly upon those who persecute the innocent as they haveâ€¦ but to support the foreigners in this matter would only raise tensions and continue to make them a target in the future.	Forced Migrations in Cathair Commain	message_generic_news.png	vik_event_population_negative	true	Ybor
sw_foreign_displacement_vik_reg_ceaster	false	A travesty is occurring within your kingdom. The tensions have increased such that some of the locals have taken up pitchforks and spears and are forcing the foreigners out of their homes and out of the communities. Bloodless though it may be{x} women{x} children{x} the sick and the lame were all treated the same. Surely a just God cannot look kindly upon those who persecute the innocent as they haveâ€¦ but to support the foreigners in this matter would only raise tensions and continue to make them a target in the future.	Forced Migrations in Ceaster	message_generic_news.png	vik_event_population_negative	true	Ybor
sw_foreign_displacement_vik_reg_cetretha	false	A travesty is occurring within your kingdom. The tensions have increased such that some of the locals have taken up pitchforks and spears and are forcing the foreigners out of their homes and out of the communities. Bloodless though it may be{x} women{x} children{x} the sick and the lame were all treated the same. Surely a just God cannot look kindly upon those who persecute the innocent as they haveâ€¦ but to support the foreigners in this matter would only raise tensions and continue to make them a target in the future.	Forced Migrations in Cetretha	message_generic_news.png	vik_event_population_negative	true	Ybor
sw_foreign_displacement_vik_reg_cippanhamm	false	A travesty is occurring within your kingdom. The tensions have increased such that some of the locals have taken up pitchforks and spears and are forcing the foreigners out of their homes and out of the communities. Bloodless though it may be{x} women{x} children{x} the sick and the lame were all treated the same. Surely a just God cannot look kindly upon those who persecute the innocent as they haveâ€¦ but to support the foreigners in this matter would only raise tensions and continue to make them a target in the future.	Forced Migrations in Cippanhamm	message_generic_news.png	vik_event_population_negative	true	Ybor
sw_foreign_displacement_vik_reg_colneceaster	false	A travesty is occurring within your kingdom. The tensions have increased such that some of the locals have taken up pitchforks and spears and are forcing the foreigners out of their homes and out of the communities. Bloodless though it may be{x} women{x} children{x} the sick and the lame were all treated the same. Surely a just God cannot look kindly upon those who persecute the innocent as they haveâ€¦ but to support the foreigners in this matter would only raise tensions and continue to make them a target in the future.	Forced Migrations in Colneceaster	message_generic_news.png	vik_event_population_negative	true	Ybor
sw_foreign_displacement_vik_reg_corcach	false	A travesty is occurring within your kingdom. The tensions have increased such that some of the locals have taken up pitchforks and spears and are forcing the foreigners out of their homes and out of the communities. Bloodless though it may be{x} women{x} children{x} the sick and the lame were all treated the same. Surely a just God cannot look kindly upon those who persecute the innocent as they haveâ€¦ but to support the foreigners in this matter would only raise tensions and continue to make them a target in the future.	Forced Migrations in Corcach	message_generic_news.png	vik_event_population_negative	true	Ybor
sw_foreign_displacement_vik_reg_dinefwr	false	A travesty is occurring within your kingdom. The tensions have increased such that some of the locals have taken up pitchforks and spears and are forcing the foreigners out of their homes and out of the communities. Bloodless though it may be{x} women{x} children{x} the sick and the lame were all treated the same. Surely a just God cannot look kindly upon those who persecute the innocent as they haveâ€¦ but to support the foreigners in this matter would only raise tensions and continue to make them a target in the future.	Forced Migrations in Dinefwr	message_generic_news.png	vik_event_population_negative	true	Ybor
sw_foreign_displacement_vik_reg_doreceaster	false	A travesty is occurring within your kingdom. The tensions have increased such that some of the locals have taken up pitchforks and spears and are forcing the foreigners out of their homes and out of the communities. Bloodless though it may be{x} women{x} children{x} the sick and the lame were all treated the same. Surely a just God cannot look kindly upon those who persecute the innocent as they haveâ€¦ but to support the foreigners in this matter would only raise tensions and continue to make them a target in the future.	Forced Migrations in Doreceaster	message_generic_news.png	vik_event_population_negative	true	Ybor
sw_foreign_displacement_vik_reg_druim_da_ethiar	false	A travesty is occurring within your kingdom. The tensions have increased such that some of the locals have taken up pitchforks and spears and are forcing the foreigners out of their homes and out of the communities. Bloodless though it may be{x} women{x} children{x} the sick and the lame were all treated the same. Surely a just God cannot look kindly upon those who persecute the innocent as they haveâ€¦ but to support the foreigners in this matter would only raise tensions and continue to make them a target in the future.	Forced Migrations in Druim da Ethiar	message_generic_news.png	vik_event_population_negative	true	Ybor
sw_foreign_displacement_vik_reg_dun_att	false	A travesty is occurring within your kingdom. The tensions have increased such that some of the locals have taken up pitchforks and spears and are forcing the foreigners out of their homes and out of the communities. Bloodless though it may be{x} women{x} children{x} the sick and the lame were all treated the same. Surely a just God cannot look kindly upon those who persecute the innocent as they haveâ€¦ but to support the foreigners in this matter would only raise tensions and continue to make them a target in the future.	Forced Migrations in Dun Att	message_generic_news.png	vik_event_population_negative	true	Ybor
sw_foreign_displacement_vik_reg_dun_foither	false	A travesty is occurring within your kingdom. The tensions have increased such that some of the locals have taken up pitchforks and spears and are forcing the foreigners out of their homes and out of the communities. Bloodless though it may be{x} women{x} children{x} the sick and the lame were all treated the same. Surely a just God cannot look kindly upon those who persecute the innocent as they haveâ€¦ but to support the foreigners in this matter would only raise tensions and continue to make them a target in the future.	Forced Migrations in Dun Foither	message_generic_news.png	vik_event_population_negative	true	Ybor
sw_foreign_displacement_vik_reg_dun_patraic	false	A travesty is occurring within your kingdom. The tensions have increased such that some of the locals have taken up pitchforks and spears and are forcing the foreigners out of their homes and out of the communities. Bloodless though it may be{x} women{x} children{x} the sick and the lame were all treated the same. Surely a just God cannot look kindly upon those who persecute the innocent as they haveâ€¦ but to support the foreigners in this matter would only raise tensions and continue to make them a target in the future.	Forced Migrations in Dun Patraic	message_generic_news.png	vik_event_population_negative	true	Ybor
sw_foreign_displacement_vik_reg_dun_sebuirgi	false	A travesty is occurring within your kingdom. The tensions have increased such that some of the locals have taken up pitchforks and spears and are forcing the foreigners out of their homes and out of the communities. Bloodless though it may be{x} women{x} children{x} the sick and the lame were all treated the same. Surely a just God cannot look kindly upon those who persecute the innocent as they haveâ€¦ but to support the foreigners in this matter would only raise tensions and continue to make them a target in the future.	Forced Migrations in Dun Sebuirgi	message_generic_news.png	vik_event_population_negative	true	Ybor
sw_foreign_displacement_vik_reg_dyflin	false	A travesty is occurring within your kingdom. The tensions have increased such that some of the locals have taken up pitchforks and spears and are forcing the foreigners out of their homes and out of the communities. Bloodless though it may be{x} women{x} children{x} the sick and the lame were all treated the same. Surely a just God cannot look kindly upon those who persecute the innocent as they haveâ€¦ but to support the foreigners in this matter would only raise tensions and continue to make them a target in the future.	Forced Migrations in Dyflin	message_generic_news.png	vik_event_population_negative	true	Ybor
sw_foreign_displacement_vik_reg_eidenburg	false	A travesty is occurring within your kingdom. The tensions have increased such that some of the locals have taken up pitchforks and spears and are forcing the foreigners out of their homes and out of the communities. Bloodless though it may be{x} women{x} children{x} the sick and the lame were all treated the same. Surely a just God cannot look kindly upon those who persecute the innocent as they haveâ€¦ but to support the foreigners in this matter would only raise tensions and continue to make them a target in the future.	Forced Migrations in Eidenburg	message_generic_news.png	vik_event_population_negative	true	Ybor
sw_foreign_displacement_vik_reg_eoferwic	false	A travesty is occurring within your kingdom. The tensions have increased such that some of the locals have taken up pitchforks and spears and are forcing the foreigners out of their homes and out of the communities. Bloodless though it may be{x} women{x} children{x} the sick and the lame were all treated the same. Surely a just God cannot look kindly upon those who persecute the innocent as they haveâ€¦ but to support the foreigners in this matter would only raise tensions and continue to make them a target in the future.	Forced Migrations in Jórvík	message_generic_news.png	vik_event_population_negative	true	Ybor
sw_foreign_displacement_vik_reg_exanceaster	false	A travesty is occurring within your kingdom. The tensions have increased such that some of the locals have taken up pitchforks and spears and are forcing the foreigners out of their homes and out of the communities. Bloodless though it may be{x} women{x} children{x} the sick and the lame were all treated the same. Surely a just God cannot look kindly upon those who persecute the innocent as they haveâ€¦ but to support the foreigners in this matter would only raise tensions and continue to make them a target in the future.	Forced Migrations in Exanceaster	message_generic_news.png	vik_event_population_negative	true	Ybor
sw_foreign_displacement_vik_reg_gleawceaster	false	A travesty is occurring within your kingdom. The tensions have increased such that some of the locals have taken up pitchforks and spears and are forcing the foreigners out of their homes and out of the communities. Bloodless though it may be{x} women{x} children{x} the sick and the lame were all treated the same. Surely a just God cannot look kindly upon those who persecute the innocent as they haveâ€¦ but to support the foreigners in this matter would only raise tensions and continue to make them a target in the future.	Forced Migrations in Gleawceaster	message_generic_news.png	vik_event_population_negative	true	Ybor
sw_foreign_displacement_vik_reg_grantabrycg	false	A travesty is occurring within your kingdom. The tensions have increased such that some of the locals have taken up pitchforks and spears and are forcing the foreigners out of their homes and out of the communities. Bloodless though it may be{x} women{x} children{x} the sick and the lame were all treated the same. Surely a just God cannot look kindly upon those who persecute the innocent as they haveâ€¦ but to support the foreigners in this matter would only raise tensions and continue to make them a target in the future.	Forced Migrations in Grantabrycg	message_generic_news.png	vik_event_population_negative	true	Ybor
sw_foreign_displacement_vik_reg_grianan_aileach	false	A travesty is occurring within your kingdom. The tensions have increased such that some of the locals have taken up pitchforks and spears and are forcing the foreigners out of their homes and out of the communities. Bloodless though it may be{x} women{x} children{x} the sick and the lame were all treated the same. Surely a just God cannot look kindly upon those who persecute the innocent as they haveâ€¦ but to support the foreigners in this matter would only raise tensions and continue to make them a target in the future.	Forced Migrations in Grianan Aileach	message_generic_news.png	vik_event_population_negative	true	Ybor
sw_foreign_displacement_vik_reg_guvan	false	A travesty is occurring within your kingdom. The tensions have increased such that some of the locals have taken up pitchforks and spears and are forcing the foreigners out of their homes and out of the communities. Bloodless though it may be{x} women{x} children{x} the sick and the lame were all treated the same. Surely a just God cannot look kindly upon those who persecute the innocent as they haveâ€¦ but to support the foreigners in this matter would only raise tensions and continue to make them a target in the future.	Forced Migrations in Guvan	message_generic_news.png	vik_event_population_negative	true	Ybor
sw_foreign_displacement_vik_reg_haestingas	false	A travesty is occurring within your kingdom. The tensions have increased such that some of the locals have taken up pitchforks and spears and are forcing the foreigners out of their homes and out of the communities. Bloodless though it may be{x} women{x} children{x} the sick and the lame were all treated the same. Surely a just God cannot look kindly upon those who persecute the innocent as they haveâ€¦ but to support the foreigners in this matter would only raise tensions and continue to make them a target in the future.	Forced Migrations in Haestingas	message_generic_news.png	vik_event_population_negative	true	Ybor
sw_foreign_displacement_vik_reg_hlymrekr	false	A travesty is occurring within your kingdom. The tensions have increased such that some of the locals have taken up pitchforks and spears and are forcing the foreigners out of their homes and out of the communities. Bloodless though it may be{x} women{x} children{x} the sick and the lame were all treated the same. Surely a just God cannot look kindly upon those who persecute the innocent as they haveâ€¦ but to support the foreigners in this matter would only raise tensions and continue to make them a target in the future.	Forced Migrations in Hlymrekr	message_generic_news.png	vik_event_population_negative	true	Ybor
sw_foreign_displacement_vik_reg_inis_faithlenn	false	A travesty is occurring within your kingdom. The tensions have increased such that some of the locals have taken up pitchforks and spears and are forcing the foreigners out of their homes and out of the communities. Bloodless though it may be{x} women{x} children{x} the sick and the lame were all treated the same. Surely a just God cannot look kindly upon those who persecute the innocent as they haveâ€¦ but to support the foreigners in this matter would only raise tensions and continue to make them a target in the future.	Forced Migrations in Inis Faithlenn	message_generic_news.png	vik_event_population_negative	true	Ybor
sw_foreign_displacement_vik_reg_ioua	false	A travesty is occurring within your kingdom. The tensions have increased such that some of the locals have taken up pitchforks and spears and are forcing the foreigners out of their homes and out of the communities. Bloodless though it may be{x} women{x} children{x} the sick and the lame were all treated the same. Surely a just God cannot look kindly upon those who persecute the innocent as they haveâ€¦ but to support the foreigners in this matter would only raise tensions and continue to make them a target in the future.	Forced Migrations in Ioua	message_generic_news.png	vik_event_population_negative	true	Ybor
sw_foreign_displacement_vik_reg_lindcylne	false	A travesty is occurring within your kingdom. The tensions have increased such that some of the locals have taken up pitchforks and spears and are forcing the foreigners out of their homes and out of the communities. Bloodless though it may be{x} women{x} children{x} the sick and the lame were all treated the same. Surely a just God cannot look kindly upon those who persecute the innocent as they haveâ€¦ but to support the foreigners in this matter would only raise tensions and continue to make them a target in the future.	Forced Migrations in Lindcylne	message_generic_news.png	vik_event_population_negative	true	Ybor
sw_foreign_displacement_vik_reg_loidis	false	A travesty is occurring within your kingdom. The tensions have increased such that some of the locals have taken up pitchforks and spears and are forcing the foreigners out of their homes and out of the communities. Bloodless though it may be{x} women{x} children{x} the sick and the lame were all treated the same. Surely a just God cannot look kindly upon those who persecute the innocent as they haveâ€¦ but to support the foreigners in this matter would only raise tensions and continue to make them a target in the future.	Forced Migrations in Loidis	message_generic_news.png	vik_event_population_negative	true	Ybor
sw_foreign_displacement_vik_reg_lunden	false	A travesty is occurring within your kingdom. The tensions have increased such that some of the locals have taken up pitchforks and spears and are forcing the foreigners out of their homes and out of the communities. Bloodless though it may be{x} women{x} children{x} the sick and the lame were all treated the same. Surely a just God cannot look kindly upon those who persecute the innocent as they haveâ€¦ but to support the foreigners in this matter would only raise tensions and continue to make them a target in the future.	Forced Migrations in Lunden	message_generic_news.png	vik_event_population_negative	true	Ybor
sw_foreign_displacement_vik_reg_mameceaster	false	A travesty is occurring within your kingdom. The tensions have increased such that some of the locals have taken up pitchforks and spears and are forcing the foreigners out of their homes and out of the communities. Bloodless though it may be{x} women{x} children{x} the sick and the lame were all treated the same. Surely a just God cannot look kindly upon those who persecute the innocent as they haveâ€¦ but to support the foreigners in this matter would only raise tensions and continue to make them a target in the future.	Forced Migrations in Mameceaster	message_generic_news.png	vik_event_population_negative	true	Ybor
sw_foreign_displacement_vik_reg_nas	false	A travesty is occurring within your kingdom. The tensions have increased such that some of the locals have taken up pitchforks and spears and are forcing the foreigners out of their homes and out of the communities. Bloodless though it may be{x} women{x} children{x} the sick and the lame were all treated the same. Surely a just God cannot look kindly upon those who persecute the innocent as they haveâ€¦ but to support the foreigners in this matter would only raise tensions and continue to make them a target in the future.	Forced Migrations in Nas	message_generic_news.png	vik_event_population_negative	true	Ybor
sw_foreign_displacement_vik_reg_northhamtun	false	A travesty is occurring within your kingdom. The tensions have increased such that some of the locals have taken up pitchforks and spears and are forcing the foreigners out of their homes and out of the communities. Bloodless though it may be{x} women{x} children{x} the sick and the lame were all treated the same. Surely a just God cannot look kindly upon those who persecute the innocent as they haveâ€¦ but to support the foreigners in this matter would only raise tensions and continue to make them a target in the future.	Forced Migrations in Northhamtun	message_generic_news.png	vik_event_population_negative	true	Ybor
sw_foreign_displacement_vik_reg_northwic	false	A travesty is occurring within your kingdom. The tensions have increased such that some of the locals have taken up pitchforks and spears and are forcing the foreigners out of their homes and out of the communities. Bloodless though it may be{x} women{x} children{x} the sick and the lame were all treated the same. Surely a just God cannot look kindly upon those who persecute the innocent as they haveâ€¦ but to support the foreigners in this matter would only raise tensions and continue to make them a target in the future.	Forced Migrations in Northwic	message_generic_news.png	vik_event_population_negative	true	Ybor
sw_foreign_displacement_vik_reg_rath_cruachan	false	A travesty is occurring within your kingdom. The tensions have increased such that some of the locals have taken up pitchforks and spears and are forcing the foreigners out of their homes and out of the communities. Bloodless though it may be{x} women{x} children{x} the sick and the lame were all treated the same. Surely a just God cannot look kindly upon those who persecute the innocent as they haveâ€¦ but to support the foreigners in this matter would only raise tensions and continue to make them a target in the future.	Forced Migrations in Rath Cruachan	message_generic_news.png	vik_event_population_negative	true	Ybor
sw_foreign_displacement_vik_reg_rendlesham	false	A travesty is occurring within your kingdom. The tensions have increased such that some of the locals have taken up pitchforks and spears and are forcing the foreigners out of their homes and out of the communities. Bloodless though it may be{x} women{x} children{x} the sick and the lame were all treated the same. Surely a just God cannot look kindly upon those who persecute the innocent as they haveâ€¦ but to support the foreigners in this matter would only raise tensions and continue to make them a target in the future.	Forced Migrations in Rendlaesham	message_generic_news.png	vik_event_population_negative	true	Ybor
sw_foreign_displacement_vik_reg_scoan	false	A travesty is occurring within your kingdom. The tensions have increased such that some of the locals have taken up pitchforks and spears and are forcing the foreigners out of their homes and out of the communities. Bloodless though it may be{x} women{x} children{x} the sick and the lame were all treated the same. Surely a just God cannot look kindly upon those who persecute the innocent as they haveâ€¦ but to support the foreigners in this matter would only raise tensions and continue to make them a target in the future.	Forced Migrations in Scoan	message_generic_news.png	vik_event_population_negative	true	Ybor
sw_foreign_displacement_vik_reg_seolesigge	false	A travesty is occurring within your kingdom. The tensions have increased such that some of the locals have taken up pitchforks and spears and are forcing the foreigners out of their homes and out of the communities. Bloodless though it may be{x} women{x} children{x} the sick and the lame were all treated the same. Surely a just God cannot look kindly upon those who persecute the innocent as they haveâ€¦ but to support the foreigners in this matter would only raise tensions and continue to make them a target in the future.	Forced Migrations in Seolesigge	message_generic_news.png	vik_event_population_negative	true	Ybor
sw_foreign_displacement_vik_reg_snotingaham	false	A travesty is occurring within your kingdom. The tensions have increased such that some of the locals have taken up pitchforks and spears and are forcing the foreigners out of their homes and out of the communities. Bloodless though it may be{x} women{x} children{x} the sick and the lame were all treated the same. Surely a just God cannot look kindly upon those who persecute the innocent as they haveâ€¦ but to support the foreigners in this matter would only raise tensions and continue to make them a target in the future.	Forced Migrations in Snotingaham	message_generic_news.png	vik_event_population_negative	true	Ybor
sw_foreign_displacement_vik_reg_steanford	false	A travesty is occurring within your kingdom. The tensions have increased such that some of the locals have taken up pitchforks and spears and are forcing the foreigners out of their homes and out of the communities. Bloodless though it may be{x} women{x} children{x} the sick and the lame were all treated the same. Surely a just God cannot look kindly upon those who persecute the innocent as they haveâ€¦ but to support the foreigners in this matter would only raise tensions and continue to make them a target in the future.	Forced Migrations in Steanford	message_generic_news.png	vik_event_population_negative	true	Ybor
sw_foreign_displacement_vik_reg_tamworthige	false	A travesty is occurring within your kingdom. The tensions have increased such that some of the locals have taken up pitchforks and spears and are forcing the foreigners out of their homes and out of the communities. Bloodless though it may be{x} women{x} children{x} the sick and the lame were all treated the same. Surely a just God cannot look kindly upon those who persecute the innocent as they haveâ€¦ but to support the foreigners in this matter would only raise tensions and continue to make them a target in the future.	Forced Migrations in Tamworthige	message_generic_news.png	vik_event_population_negative	true	Ybor
sw_foreign_displacement_vik_reg_tintagol	false	A travesty is occurring within your kingdom. The tensions have increased such that some of the locals have taken up pitchforks and spears and are forcing the foreigners out of their homes and out of the communities. Bloodless though it may be{x} women{x} children{x} the sick and the lame were all treated the same. Surely a just God cannot look kindly upon those who persecute the innocent as they haveâ€¦ but to support the foreigners in this matter would only raise tensions and continue to make them a target in the future.	Forced Migrations in Tintagol	message_generic_news.png	vik_event_population_negative	true	Ybor
sw_foreign_displacement_vik_reg_tor_in_duine	false	A travesty is occurring within your kingdom. The tensions have increased such that some of the locals have taken up pitchforks and spears and are forcing the foreigners out of their homes and out of the communities. Bloodless though it may be{x} women{x} children{x} the sick and the lame were all treated the same. Surely a just God cannot look kindly upon those who persecute the innocent as they haveâ€¦ but to support the foreigners in this matter would only raise tensions and continue to make them a target in the future.	Forced Migrations in Tor in Duine	message_generic_news.png	vik_event_population_negative	true	Ybor
sw_foreign_displacement_vik_reg_vedrafjordr	false	A travesty is occurring within your kingdom. The tensions have increased such that some of the locals have taken up pitchforks and spears and are forcing the foreigners out of their homes and out of the communities. Bloodless though it may be{x} women{x} children{x} the sick and the lame were all treated the same. Surely a just God cannot look kindly upon those who persecute the innocent as they haveâ€¦ but to support the foreigners in this matter would only raise tensions and continue to make them a target in the future.	Forced Migrations in Vedrafjordr	message_generic_news.png	vik_event_population_negative	true	Ybor
sw_foreign_displacement_vik_reg_veisafjordr	false	A travesty is occurring within your kingdom. The tensions have increased such that some of the locals have taken up pitchforks and spears and are forcing the foreigners out of their homes and out of the communities. Bloodless though it may be{x} women{x} children{x} the sick and the lame were all treated the same. Surely a just God cannot look kindly upon those who persecute the innocent as they haveâ€¦ but to support the foreigners in this matter would only raise tensions and continue to make them a target in the future.	Forced Migrations in Veisafjordr	message_generic_news.png	vik_event_population_negative	true	Ybor
sw_foreign_displacement_vik_reg_waerincwicum	false	A travesty is occurring within your kingdom. The tensions have increased such that some of the locals have taken up pitchforks and spears and are forcing the foreigners out of their homes and out of the communities. Bloodless though it may be{x} women{x} children{x} the sick and the lame were all treated the same. Surely a just God cannot look kindly upon those who persecute the innocent as they haveâ€¦ but to support the foreigners in this matter would only raise tensions and continue to make them a target in the future.	Forced Migrations in Waerincwicum	message_generic_news.png	vik_event_population_negative	true	Ybor
sw_foreign_displacement_vik_reg_werham	false	A travesty is occurring within your kingdom. The tensions have increased such that some of the locals have taken up pitchforks and spears and are forcing the foreigners out of their homes and out of the communities. Bloodless though it may be{x} women{x} children{x} the sick and the lame were all treated the same. Surely a just God cannot look kindly upon those who persecute the innocent as they haveâ€¦ but to support the foreigners in this matter would only raise tensions and continue to make them a target in the future.	Forced Migrations in Werham	message_generic_news.png	vik_event_population_negative	true	Ybor
sw_foreign_displacement_vik_reg_wintanceaster	false	A travesty is occurring within your kingdom. The tensions have increased such that some of the locals have taken up pitchforks and spears and are forcing the foreigners out of their homes and out of the communities. Bloodless though it may be{x} women{x} children{x} the sick and the lame were all treated the same. Surely a just God cannot look kindly upon those who persecute the innocent as they haveâ€¦ but to support the foreigners in this matter would only raise tensions and continue to make them a target in the future.	Forced Migrations in Wintanceaster	message_generic_news.png	vik_event_population_negative	true	Ybor
sw_foreign_oaths_vik_reg_aberffro	false	The public order in this region demands that we force upon all our fellow Saxons to take up an oath to common law. The oath is taken publicly{x} in front of God{x} family{x} and friends{x} and all who take upon it swear to uphold the laws of the land and to bring justice to those who do notâ€¦ the violation of which would bring a swift and violent judgment upon them.	Oaths of Loyalty Aberffro	message_generic_news.png	vik_event_population_negative	true	Ybor
sw_foreign_oaths_vik_reg_aberteifi	false	The public order in this region demands that we force upon all our fellow Saxons to take up an oath to common law. The oath is taken publicly{x} in front of God{x} family{x} and friends{x} and all who take upon it swear to uphold the laws of the land and to bring justice to those who do notâ€¦ the violation of which would bring a swift and violent judgment upon them.	Oaths of Loyalty Aberteifi	message_generic_news.png	vik_event_population_negative	true	Ybor
