id	incident_key	payload_key	value
27272763	sw_foreign_banditry_vik_reg_cell_mor	sw_foreign_banditry	DURATION[4];GLOBAL
27272764	sw_foreign_banditry_vik_reg_cell_mor	TARGET	EVENT
27272765	sw_foreign_banditry_vik_reg_celmeresfort	sw_foreign_banditry	DURATION[4];GLOBAL
27272766	sw_foreign_banditry_vik_reg_celmeresfort	TARGET	EVENT
27272767	sw_foreign_banditry_vik_reg_cenannas	sw_foreign_banditry	DURATION[4];GLOBAL
27272768	sw_foreign_banditry_vik_reg_cenannas	TARGET	EVENT
27272769	sw_foreign_banditry_vik_reg_cenn_rigmonid	sw_foreign_banditry	DURATION[4];GLOBAL
27272770	sw_foreign_banditry_vik_reg_cenn_rigmonid	TARGET	EVENT
27272771	sw_foreign_banditry_vik_reg_cherchebi	sw_foreign_banditry	DURATION[4];GLOBAL
27272772	sw_foreign_banditry_vik_reg_cherchebi	TARGET	EVENT
27272773	sw_foreign_banditry_vik_reg_cirenceaster	sw_foreign_banditry	DURATION[4];GLOBAL
27272774	sw_foreign_banditry_vik_reg_cirenceaster	TARGET	EVENT
27272775	sw_foreign_banditry_vik_reg_cissanbyrig	sw_foreign_banditry	DURATION[4];GLOBAL
27272776	sw_foreign_banditry_vik_reg_cissanbyrig	TARGET	EVENT
27272777	sw_foreign_banditry_vik_reg_clocher	sw_foreign_banditry	DURATION[4];GLOBAL
27272778	sw_foreign_banditry_vik_reg_clocher	TARGET	EVENT
27272779	sw_foreign_banditry_vik_reg_cluain	sw_foreign_banditry	DURATION[4];GLOBAL
27272780	sw_foreign_banditry_vik_reg_cluain	TARGET	EVENT
27272781	sw_foreign_banditry_vik_reg_cluain_eoais	sw_foreign_banditry	DURATION[4];GLOBAL
27272782	sw_foreign_banditry_vik_reg_cluain_eoais	TARGET	EVENT
27272783	sw_foreign_banditry_vik_reg_cluain_iraird	sw_foreign_banditry	DURATION[4];GLOBAL
27272784	sw_foreign_banditry_vik_reg_cluain_iraird	TARGET	EVENT
27272785	sw_foreign_banditry_vik_reg_cluain_mac_nois	sw_foreign_banditry	DURATION[4];GLOBAL
27272786	sw_foreign_banditry_vik_reg_cluain_mac_nois	TARGET	EVENT
27272787	sw_foreign_banditry_vik_reg_cluain_mor	sw_foreign_banditry	DURATION[4];GLOBAL
27272788	sw_foreign_banditry_vik_reg_cluain_mor	TARGET	EVENT
27272789	sw_foreign_banditry_vik_reg_cnodba	sw_foreign_banditry	DURATION[4];GLOBAL
27272790	sw_foreign_banditry_vik_reg_cnodba	TARGET	EVENT
27272791	sw_foreign_banditry_vik_reg_coinnire	sw_foreign_banditry	DURATION[4];GLOBAL
27272792	sw_foreign_banditry_vik_reg_coinnire	TARGET	EVENT
27272793	sw_foreign_banditry_vik_reg_coldingaham	sw_foreign_banditry	DURATION[4];GLOBAL
27272794	sw_foreign_banditry_vik_reg_coldingaham	TARGET	EVENT
27272795	sw_foreign_banditry_vik_reg_cridiatune	sw_foreign_banditry	DURATION[4];GLOBAL
27272796	sw_foreign_banditry_vik_reg_cridiatune	TARGET	EVENT
27272797	sw_foreign_banditry_vik_reg_dacor	sw_foreign_banditry	DURATION[4];GLOBAL
27272798	sw_foreign_banditry_vik_reg_dacor	TARGET	EVENT
27272799	sw_foreign_banditry_vik_reg_dear	sw_foreign_banditry	DURATION[4];GLOBAL
27272800	sw_foreign_banditry_vik_reg_dear	TARGET	EVENT
27272801	sw_foreign_banditry_vik_reg_deoraby	sw_foreign_banditry	DURATION[4];GLOBAL
27272802	sw_foreign_banditry_vik_reg_deoraby	TARGET	EVENT
27272803	sw_foreign_banditry_vik_reg_din_prys	sw_foreign_banditry	DURATION[4];GLOBAL
27272804	sw_foreign_banditry_vik_reg_din_prys	TARGET	EVENT
27272805	sw_foreign_banditry_vik_reg_dinas_powis	sw_foreign_banditry	DURATION[4];GLOBAL
27272806	sw_foreign_banditry_vik_reg_dinas_powis	TARGET	EVENT
27272807	sw_foreign_banditry_vik_reg_dofere	sw_foreign_banditry	DURATION[4];GLOBAL
27272808	sw_foreign_banditry_vik_reg_dofere	TARGET	EVENT
27272809	sw_foreign_banditry_vik_reg_domuc	sw_foreign_banditry	DURATION[4];GLOBAL
27272810	sw_foreign_banditry_vik_reg_domuc	TARGET	EVENT
27272811	sw_foreign_banditry_vik_reg_doneceaster	sw_foreign_banditry	DURATION[4];GLOBAL
27272812	sw_foreign_banditry_vik_reg_doneceaster	TARGET	EVENT
27272813	sw_foreign_banditry_vik_reg_dor	sw_foreign_banditry	DURATION[4];GLOBAL
27272814	sw_foreign_banditry_vik_reg_dor	TARGET	EVENT
27272815	sw_foreign_banditry_vik_reg_drayton	sw_foreign_banditry	DURATION[4];GLOBAL
27272816	sw_foreign_banditry_vik_reg_drayton	TARGET	EVENT
27272817	sw_foreign_banditry_vik_reg_druim_collachair	sw_foreign_banditry	DURATION[4];GLOBAL
27272818	sw_foreign_banditry_vik_reg_druim_collachair	TARGET	EVENT
27272819	sw_foreign_banditry_vik_reg_dugannu	sw_foreign_banditry	DURATION[4];GLOBAL
27272820	sw_foreign_banditry_vik_reg_dugannu	TARGET	EVENT
27272821	sw_foreign_banditry_vik_reg_dun_aberte	sw_foreign_banditry	DURATION[4];GLOBAL
27272822	sw_foreign_banditry_vik_reg_dun_aberte	TARGET	EVENT
27272823	sw_foreign_banditry_vik_reg_dun_beccan	sw_foreign_banditry	DURATION[4];GLOBAL
27272824	sw_foreign_banditry_vik_reg_dun_beccan	TARGET	EVENT
27272825	sw_foreign_banditry_vik_reg_dun_blann	sw_foreign_banditry	DURATION[4];GLOBAL
27272826	sw_foreign_banditry_vik_reg_dun_blann	TARGET	EVENT
27272827	sw_foreign_banditry_vik_reg_dun_cailden	sw_foreign_banditry	DURATION[4];GLOBAL
27272828	sw_foreign_banditry_vik_reg_dun_cailden	TARGET	EVENT
27272829	sw_foreign_banditry_vik_reg_dun_domnaill	sw_foreign_banditry	DURATION[4];GLOBAL
27272830	sw_foreign_banditry_vik_reg_dun_domnaill	TARGET	EVENT
27272831	sw_foreign_banditry_vik_reg_dun_duirn	sw_foreign_banditry	DURATION[4];GLOBAL
27272832	sw_foreign_banditry_vik_reg_dun_duirn	TARGET	EVENT
27272833	sw_foreign_banditry_vik_reg_dun_eachainn	sw_foreign_banditry	DURATION[4];GLOBAL
27272834	sw_foreign_banditry_vik_reg_dun_eachainn	TARGET	EVENT
27272835	sw_foreign_banditry_vik_reg_dun_na_ngall	sw_foreign_banditry	DURATION[4];GLOBAL
27272836	sw_foreign_banditry_vik_reg_dun_na_ngall	TARGET	EVENT
27272837	sw_foreign_banditry_vik_reg_dun_nechtain	sw_foreign_banditry	DURATION[4];GLOBAL
27272838	sw_foreign_banditry_vik_reg_dun_nechtain	TARGET	EVENT
27272839	sw_foreign_banditry_vik_reg_dun_ollaig	sw_foreign_banditry	DURATION[4];GLOBAL
27272840	sw_foreign_banditry_vik_reg_dun_ollaig	TARGET	EVENT
27272841	sw_foreign_banditry_vik_reg_dunholm	sw_foreign_banditry	DURATION[4];GLOBAL
27272842	sw_foreign_banditry_vik_reg_dunholm	TARGET	EVENT
27272843	sw_foreign_banditry_vik_reg_dynbaer	sw_foreign_banditry	DURATION[4];GLOBAL
27272844	sw_foreign_banditry_vik_reg_dynbaer	TARGET	EVENT
27272845	sw_foreign_banditry_vik_reg_earmutha	sw_foreign_banditry	DURATION[4];GLOBAL
27272846	sw_foreign_banditry_vik_reg_earmutha	TARGET	EVENT
27272847	sw_foreign_banditry_vik_reg_ebbesham	sw_foreign_banditry	DURATION[4];GLOBAL
27272848	sw_foreign_banditry_vik_reg_ebbesham	TARGET	EVENT
27272849	sw_foreign_banditry_vik_reg_elig	sw_foreign_banditry	DURATION[4];GLOBAL
27272850	sw_foreign_banditry_vik_reg_elig	TARGET	EVENT
27272851	sw_foreign_banditry_vik_reg_eofesham	sw_foreign_banditry	DURATION[4];GLOBAL
27272852	sw_foreign_banditry_vik_reg_eofesham	TARGET	EVENT
27272853	sw_foreign_banditry_vik_reg_ethandun	sw_foreign_banditry	DURATION[4];GLOBAL
27272854	sw_foreign_banditry_vik_reg_ethandun	TARGET	EVENT
27272855	sw_foreign_banditry_vik_reg_ferna	sw_foreign_banditry	DURATION[4];GLOBAL
27272856	sw_foreign_banditry_vik_reg_ferna	TARGET	EVENT
27272857	sw_foreign_banditry_vik_reg_flichesburg	sw_foreign_banditry	DURATION[4];GLOBAL
27272858	sw_foreign_banditry_vik_reg_flichesburg	TARGET	EVENT
27272859	sw_foreign_banditry_vik_reg_forais	sw_foreign_banditry	DURATION[4];GLOBAL
27272860	sw_foreign_banditry_vik_reg_forais	TARGET	EVENT
27272861	sw_foreign_banditry_vik_reg_gipeswic	sw_foreign_banditry	DURATION[4];GLOBAL
27272862	sw_foreign_banditry_vik_reg_gipeswic	TARGET	EVENT
27272863	sw_foreign_banditry_vik_reg_glastingburi	sw_foreign_banditry	DURATION[4];GLOBAL
27272864	sw_foreign_banditry_vik_reg_glastingburi	TARGET	EVENT
27272865	sw_foreign_banditry_vik_reg_gleann_da_loch	sw_foreign_banditry	DURATION[4];GLOBAL
27272866	sw_foreign_banditry_vik_reg_gleann_da_loch	TARGET	EVENT
27272867	sw_foreign_banditry_vik_reg_guldeford	sw_foreign_banditry	DURATION[4];GLOBAL
27272868	sw_foreign_banditry_vik_reg_guldeford	TARGET	EVENT
27272869	sw_foreign_banditry_vik_reg_gyruum	sw_foreign_banditry	DURATION[4];GLOBAL
27272870	sw_foreign_banditry_vik_reg_gyruum	TARGET	EVENT
27272871	sw_foreign_banditry_vik_reg_hagustaldes	sw_foreign_banditry	DURATION[4];GLOBAL
27272872	sw_foreign_banditry_vik_reg_hagustaldes	TARGET	EVENT
27272873	sw_foreign_banditry_vik_reg_haverfordia	sw_foreign_banditry	DURATION[4];GLOBAL
27272874	sw_foreign_banditry_vik_reg_haverfordia	TARGET	EVENT
27272875	sw_foreign_banditry_vik_reg_hereford	sw_foreign_banditry	DURATION[4];GLOBAL
27272876	sw_foreign_banditry_vik_reg_hereford	TARGET	EVENT
27272877	sw_foreign_banditry_vik_reg_herutford	sw_foreign_banditry	DURATION[4];GLOBAL
27272878	sw_foreign_banditry_vik_reg_herutford	TARGET	EVENT
27272879	sw_foreign_banditry_vik_reg_heslerton	sw_foreign_banditry	DURATION[4];GLOBAL
27272880	sw_foreign_banditry_vik_reg_heslerton	TARGET	EVENT
27272881	sw_foreign_banditry_vik_reg_hripum	sw_foreign_banditry	DURATION[4];GLOBAL
27272882	sw_foreign_banditry_vik_reg_hripum	TARGET	EVENT
27272883	sw_foreign_banditry_vik_reg_huntandun	sw_foreign_banditry	DURATION[4];GLOBAL
27272884	sw_foreign_banditry_vik_reg_huntandun	TARGET	EVENT
27272885	sw_foreign_banditry_vik_reg_hwitan_aerne	sw_foreign_banditry	DURATION[4];GLOBAL
27272886	sw_foreign_banditry_vik_reg_hwitan_aerne	TARGET	EVENT
27272887	sw_foreign_banditry_vik_reg_imblech_ibair	sw_foreign_banditry	DURATION[4];GLOBAL
27272888	sw_foreign_banditry_vik_reg_imblech_ibair	TARGET	EVENT
27272889	sw_foreign_banditry_vik_reg_inber_nise	sw_foreign_banditry	DURATION[4];GLOBAL
27272890	sw_foreign_banditry_vik_reg_inber_nise	TARGET	EVENT
27272891	sw_foreign_banditry_vik_reg_inis_cathaigh	sw_foreign_banditry	DURATION[4];GLOBAL
27272892	sw_foreign_banditry_vik_reg_inis_cathaigh	TARGET	EVENT
27272893	sw_foreign_banditry_vik_reg_inis_patraic	sw_foreign_banditry	DURATION[4];GLOBAL
27272894	sw_foreign_banditry_vik_reg_inis_patraic	TARGET	EVENT
27272895	sw_foreign_banditry_vik_reg_laewe	sw_foreign_banditry	DURATION[4];GLOBAL
27272896	sw_foreign_banditry_vik_reg_laewe	TARGET	EVENT
27272897	sw_foreign_banditry_vik_reg_lann_afan	sw_foreign_banditry	DURATION[4];GLOBAL
27272898	sw_foreign_banditry_vik_reg_lann_afan	TARGET	EVENT
27272899	sw_foreign_banditry_vik_reg_lann_cors	sw_foreign_banditry	DURATION[4];GLOBAL
27272900	sw_foreign_banditry_vik_reg_lann_cors	TARGET	EVENT
27272901	sw_foreign_banditry_vik_reg_lann_dewi	sw_foreign_banditry	DURATION[4];GLOBAL
27272902	sw_foreign_banditry_vik_reg_lann_dewi	TARGET	EVENT
27272903	sw_foreign_banditry_vik_reg_lann_idloes	sw_foreign_banditry	DURATION[4];GLOBAL
27272904	sw_foreign_banditry_vik_reg_lann_idloes	TARGET	EVENT
27272905	sw_foreign_banditry_vik_reg_lann_ildut	sw_foreign_banditry	DURATION[4];GLOBAL
27272906	sw_foreign_banditry_vik_reg_lann_ildut	TARGET	EVENT
27272907	sw_foreign_banditry_vik_reg_lann_padarn	sw_foreign_banditry	DURATION[4];GLOBAL
27272908	sw_foreign_banditry_vik_reg_lann_padarn	TARGET	EVENT
27272909	sw_foreign_banditry_vik_reg_latharn	sw_foreign_banditry	DURATION[4];GLOBAL
27272910	sw_foreign_banditry_vik_reg_latharn	TARGET	EVENT
27272911	sw_foreign_banditry_vik_reg_latharna	sw_foreign_banditry	DURATION[4];GLOBAL
27272912	sw_foreign_banditry_vik_reg_latharna	TARGET	EVENT
27272913	sw_foreign_banditry_vik_reg_licetfelda	sw_foreign_banditry	DURATION[4];GLOBAL
27272914	sw_foreign_banditry_vik_reg_licetfelda	TARGET	EVENT
27272915	sw_foreign_banditry_vik_reg_ligeraceaster	sw_foreign_banditry	DURATION[4];GLOBAL
27272916	sw_foreign_banditry_vik_reg_ligeraceaster	TARGET	EVENT
27272917	sw_foreign_banditry_vik_reg_linns	sw_foreign_banditry	DURATION[4];GLOBAL
27272918	sw_foreign_banditry_vik_reg_linns	TARGET	EVENT
27272919	sw_foreign_banditry_vik_reg_lis_mor	sw_foreign_banditry	DURATION[4];GLOBAL
27272920	sw_foreign_banditry_vik_reg_lis_mor	TARGET	EVENT
27272921	sw_foreign_banditry_vik_reg_liwtune	sw_foreign_banditry	DURATION[4];GLOBAL
27272922	sw_foreign_banditry_vik_reg_liwtune	TARGET	EVENT
27272923	sw_foreign_banditry_vik_reg_loch_gabhair	sw_foreign_banditry	DURATION[4];GLOBAL
27272924	sw_foreign_banditry_vik_reg_loch_gabhair	TARGET	EVENT
27272925	sw_foreign_banditry_vik_reg_loch_raich	sw_foreign_banditry	DURATION[4];GLOBAL
27272926	sw_foreign_banditry_vik_reg_loch_raich	TARGET	EVENT
27272927	sw_foreign_banditry_vik_reg_lonceaster	sw_foreign_banditry	DURATION[4];GLOBAL
27272928	sw_foreign_banditry_vik_reg_lonceaster	TARGET	EVENT
27272929	sw_foreign_banditry_vik_reg_lude	sw_foreign_banditry	DURATION[4];GLOBAL
27272930	sw_foreign_banditry_vik_reg_lude	TARGET	EVENT
27272931	sw_foreign_banditry_vik_reg_maeldune	sw_foreign_banditry	DURATION[4];GLOBAL
27272932	sw_foreign_banditry_vik_reg_maeldune	TARGET	EVENT
27272933	sw_foreign_banditry_vik_reg_mailros	sw_foreign_banditry	DURATION[4];GLOBAL
27272934	sw_foreign_banditry_vik_reg_mailros	TARGET	EVENT
27272935	sw_foreign_banditry_vik_reg_mathrafal	sw_foreign_banditry	DURATION[4];GLOBAL
27272936	sw_foreign_banditry_vik_reg_mathrafal	TARGET	EVENT
27272937	sw_foreign_banditry_vik_reg_menevia	sw_foreign_banditry	DURATION[4];GLOBAL
27272938	sw_foreign_banditry_vik_reg_menevia	TARGET	EVENT
27272939	sw_foreign_banditry_vik_reg_middeherst	sw_foreign_banditry	DURATION[4];GLOBAL
27272940	sw_foreign_banditry_vik_reg_middeherst	TARGET	EVENT
27272941	sw_foreign_banditry_vik_reg_moige_bile	sw_foreign_banditry	DURATION[4];GLOBAL
27272942	sw_foreign_banditry_vik_reg_moige_bile	TARGET	EVENT
27272943	sw_foreign_banditry_vik_reg_na_seciri	sw_foreign_banditry	DURATION[4];GLOBAL
27272944	sw_foreign_banditry_vik_reg_na_seciri	TARGET	EVENT
27272945	sw_foreign_banditry_vik_reg_nedd	sw_foreign_banditry	DURATION[4];GLOBAL
27272946	sw_foreign_banditry_vik_reg_nedd	TARGET	EVENT
27272947	sw_foreign_banditry_vik_reg_oswaldestroe	sw_foreign_banditry	DURATION[4];GLOBAL
27272948	sw_foreign_banditry_vik_reg_oswaldestroe	TARGET	EVENT
27272949	sw_foreign_banditry_vik_reg_otergimele	sw_foreign_banditry	DURATION[4];GLOBAL
27272950	sw_foreign_banditry_vik_reg_otergimele	TARGET	EVENT
27272951	sw_foreign_banditry_vik_reg_oxnaforda	sw_foreign_banditry	DURATION[4];GLOBAL
27272952	sw_foreign_banditry_vik_reg_oxnaforda	TARGET	EVENT
27272953	sw_foreign_banditry_vik_reg_pefenesea	sw_foreign_banditry	DURATION[4];GLOBAL
27272954	sw_foreign_banditry_vik_reg_pefenesea	TARGET	EVENT
27272955	sw_foreign_banditry_vik_reg_poclintun	sw_foreign_banditry	DURATION[4];GLOBAL
27272956	sw_foreign_banditry_vik_reg_poclintun	TARGET	EVENT
27272957	sw_foreign_banditry_vik_reg_porteceaster	sw_foreign_banditry	DURATION[4];GLOBAL
27272958	sw_foreign_banditry_vik_reg_porteceaster	TARGET	EVENT
27272959	sw_foreign_banditry_vik_reg_rath_luraig	sw_foreign_banditry	DURATION[4];GLOBAL
27272960	sw_foreign_banditry_vik_reg_rath_luraig	TARGET	EVENT
27272961	sw_foreign_banditry_vik_reg_rinnin	sw_foreign_banditry	DURATION[4];GLOBAL
27272962	sw_foreign_banditry_vik_reg_rinnin	TARGET	EVENT
27272963	sw_foreign_banditry_vik_reg_rocheberie	sw_foreign_banditry	DURATION[4];GLOBAL
27272964	sw_foreign_banditry_vik_reg_rocheberie	TARGET	EVENT
27272965	sw_foreign_banditry_vik_reg_rofeceaster	sw_foreign_banditry	DURATION[4];GLOBAL
27272966	sw_foreign_banditry_vik_reg_rofeceaster	TARGET	EVENT
27272967	sw_foreign_banditry_vik_reg_ros	sw_foreign_banditry	DURATION[4];GLOBAL
27272968	sw_foreign_banditry_vik_reg_ros	TARGET	EVENT
27272969	sw_foreign_banditry_vik_reg_ros_ailithir	sw_foreign_banditry	DURATION[4];GLOBAL
27272970	sw_foreign_banditry_vik_reg_ros_ailithir	TARGET	EVENT
27272971	sw_foreign_banditry_vik_reg_ros_cuissine	sw_foreign_banditry	DURATION[4];GLOBAL
27272972	sw_foreign_banditry_vik_reg_ros_cuissine	TARGET	EVENT
27272973	sw_foreign_banditry_vik_reg_ros_maircind	sw_foreign_banditry	DURATION[4];GLOBAL
27272974	sw_foreign_banditry_vik_reg_ros_maircind	TARGET	EVENT
27272975	sw_foreign_banditry_vik_reg_rucestr	sw_foreign_banditry	DURATION[4];GLOBAL
27272976	sw_foreign_banditry_vik_reg_rucestr	TARGET	EVENT
27272977	sw_foreign_banditry_vik_reg_rudglann	sw_foreign_banditry	DURATION[4];GLOBAL
27272978	sw_foreign_banditry_vik_reg_rudglann	TARGET	EVENT
27272979	sw_foreign_banditry_vik_reg_saigher	sw_foreign_banditry	DURATION[4];GLOBAL
27272980	sw_foreign_banditry_vik_reg_saigher	TARGET	EVENT
27272981	sw_foreign_banditry_vik_reg_sancte_albanes	sw_foreign_banditry	DURATION[4];GLOBAL
27272982	sw_foreign_banditry_vik_reg_sancte_albanes	TARGET	EVENT
27272983	sw_foreign_banditry_vik_reg_sancte_eadmundes	sw_foreign_banditry	DURATION[4];GLOBAL
27272984	sw_foreign_banditry_vik_reg_sancte_eadmundes	TARGET	EVENT
27272985	sw_foreign_banditry_vik_reg_sancte_germanes	sw_foreign_banditry	DURATION[4];GLOBAL
27272986	sw_foreign_banditry_vik_reg_sancte_germanes	TARGET	EVENT
27272987	sw_foreign_banditry_vik_reg_sancte_ye	sw_foreign_banditry	DURATION[4];GLOBAL
27272988	sw_foreign_banditry_vik_reg_sancte_ye	TARGET	EVENT
27272989	sw_foreign_banditry_vik_reg_sceaftesburg	sw_foreign_banditry	DURATION[4];GLOBAL
27272990	sw_foreign_banditry_vik_reg_sceaftesburg	TARGET	EVENT
27272991	sw_foreign_banditry_vik_reg_scireburnan	sw_foreign_banditry	DURATION[4];GLOBAL
27272992	sw_foreign_banditry_vik_reg_scireburnan	TARGET	EVENT
27272993	sw_foreign_banditry_vik_reg_sconnin	sw_foreign_banditry	DURATION[4];GLOBAL
27272994	sw_foreign_banditry_vik_reg_sconnin	TARGET	EVENT
27272995	sw_foreign_banditry_vik_reg_scrobbesburg	sw_foreign_banditry	DURATION[4];GLOBAL
27272996	sw_foreign_banditry_vik_reg_scrobbesburg	TARGET	EVENT
27272997	sw_foreign_banditry_vik_reg_sreth_belin	sw_foreign_banditry	DURATION[4];GLOBAL
27272998	sw_foreign_banditry_vik_reg_sreth_belin	TARGET	EVENT
27272999	sw_foreign_banditry_vik_reg_staefford	sw_foreign_banditry	DURATION[4];GLOBAL
27273000	sw_foreign_banditry_vik_reg_staefford	TARGET	EVENT
27273001	sw_foreign_banditry_vik_reg_staeningum	sw_foreign_banditry	DURATION[4];GLOBAL
27273002	sw_foreign_banditry_vik_reg_staeningum	TARGET	EVENT
27273003	sw_foreign_banditry_vik_reg_stoc	sw_foreign_banditry	DURATION[4];GLOBAL
27273004	sw_foreign_banditry_vik_reg_stoc	TARGET	EVENT
27273005	sw_foreign_banditry_vik_reg_stornochway	sw_foreign_banditry	DURATION[4];GLOBAL
27273006	sw_foreign_banditry_vik_reg_stornochway	TARGET	EVENT
27273007	sw_foreign_banditry_vik_reg_stutfall	sw_foreign_banditry	DURATION[4];GLOBAL
27273008	sw_foreign_banditry_vik_reg_stutfall	TARGET	EVENT
27273009	sw_foreign_banditry_vik_reg_suthhamtun	sw_foreign_banditry	DURATION[4];GLOBAL
27273010	sw_foreign_banditry_vik_reg_suthhamtun	TARGET	EVENT
27273011	sw_foreign_banditry_vik_reg_tanet	sw_foreign_banditry	DURATION[4];GLOBAL
27273012	sw_foreign_banditry_vik_reg_tanet	TARGET	EVENT
